,,coef
CAMSAP2,mut_important,0.0
CAMSAP2,cnv_del,0.0
CAMSAP2,cnv_amp,0.0
SSU72,mut_important,0.0
SSU72,cnv_del,0.0
SSU72,cnv_amp,0.0
ZNF114,mut_important,0.0
ZNF114,cnv_del,0.0
ZNF114,cnv_amp,0.0
CMPK1,mut_important,-1.672273430841642e-15
CMPK1,cnv_del,1.0474260347947961e-14
CMPK1,cnv_amp,6.286637876939949e-15
TLX3,mut_important,0.0
TLX3,cnv_del,0.0
TLX3,cnv_amp,0.0
CEP97,mut_important,2.518818487118324e-15
CEP97,cnv_del,6.522560269672795e-15
CEP97,cnv_amp,-4.746203430272544e-15
RGR,mut_important,2.1198320876436583e-15
RGR,cnv_del,2.949029909160572e-15
RGR,cnv_amp,-1.6736612096224235e-14
PNPLA5,mut_important,-5.997424779025096e-13
PNPLA5,cnv_del,0.0
PNPLA5,cnv_amp,0.0
VAPB,mut_important,0.0
VAPB,cnv_del,0.0
VAPB,cnv_amp,0.0
AKIRIN2,mut_important,0.0
AKIRIN2,cnv_del,0.0
AKIRIN2,cnv_amp,0.0
ABCG2,mut_important,1.7430501486614958e-14
ABCG2,cnv_del,5.763618748932942e-16
ABCG2,cnv_amp,3.6914915568786455e-15
OXSM,mut_important,0.0
OXSM,cnv_del,0.0
OXSM,cnv_amp,0.0
GK,mut_important,-1.0774714453987144e-13
GK,cnv_del,0.0
GK,cnv_amp,0.0
CCDC71L,mut_important,0.0
CCDC71L,cnv_del,0.0
CCDC71L,cnv_amp,0.0
DPF2,mut_important,0.0
DPF2,cnv_del,0.0
DPF2,cnv_amp,0.0
APPL2,mut_important,0.0
APPL2,cnv_del,0.0
APPL2,cnv_amp,0.0
CD79A,mut_important,-8.881784197001252e-15
CD79A,cnv_del,0.0
CD79A,cnv_amp,0.0
TBC1D8B,mut_important,1.4170522394385543e-16
TBC1D8B,cnv_del,0.0
TBC1D8B,cnv_amp,0.0
ADCY7,mut_important,-3.126388037344441e-13
ADCY7,cnv_del,0.0
ADCY7,cnv_amp,0.0
SHISA3,mut_important,0.0
SHISA3,cnv_del,0.0
SHISA3,cnv_amp,0.0
RAB35,mut_important,-1.0495077029659683e-15
RAB35,cnv_del,0.0
RAB35,cnv_amp,0.0
PNPLA2,mut_important,0.0
PNPLA2,cnv_del,-4.618527782440651e-13
PNPLA2,cnv_amp,9.303668946358812e-13
FDXACB1,mut_important,0.0
FDXACB1,cnv_del,0.0
FDXACB1,cnv_amp,0.0
KRBA2,mut_important,0.0
KRBA2,cnv_del,0.0
KRBA2,cnv_amp,0.0
PLA2G6,mut_important,-5.176414852314792e-15
PLA2G6,cnv_del,0.0
PLA2G6,cnv_amp,0.0
DDX4,mut_important,1.0685896612017132e-15
DDX4,cnv_del,-2.7922109069322687e-14
DDX4,cnv_amp,-1.4224732503009818e-14
OR4D2,mut_important,-2.2941717969793274e-15
OR4D2,cnv_del,0.0
OR4D2,cnv_amp,0.0
NISCH,mut_important,0.0
NISCH,cnv_del,0.0
