,,coef
CAMSAP2,mut_important,0.0
CAMSAP2,cnv_del,0.0
CAMSAP2,cnv_amp,0.0
SSU72,mut_important,0.0
SSU72,cnv_del,0.0
SSU72,cnv_amp,0.0
ZNF114,mut_important,0.0
ZNF114,cnv_del,0.0
ZNF114,cnv_amp,0.0
CMPK1,mut_important,-9.173217740965356e-15
CMPK1,cnv_del,2.0761170560490427e-14
CMPK1,cnv_amp,-3.0281332996651145e-14
TLX3,mut_important,0.0
TLX3,cnv_del,0.0
TLX3,cnv_amp,0.0
CEP97,mut_important,0.0
CEP97,cnv_del,-3.634592626866606e-14
CEP97,cnv_amp,7.421840919619171e-14
RGR,mut_important,-2.3314683517128287e-15
RGR,cnv_del,-1.389999226830696e-13
RGR,cnv_amp,1.5287771049088406e-13
PNPLA5,mut_important,-7.453889935837843e-18
PNPLA5,cnv_del,0.0
PNPLA5,cnv_amp,0.0
VAPB,mut_important,2.405714516484636e-14
VAPB,cnv_del,0.0
VAPB,cnv_amp,0.0
AKIRIN2,mut_important,0.0
AKIRIN2,cnv_del,0.0
AKIRIN2,cnv_amp,0.0
ABCG2,mut_important,4.260480856999038e-15
ABCG2,cnv_del,-1.3433698597964394e-14
ABCG2,cnv_amp,2.967071033310731e-14
OXSM,mut_important,0.0
OXSM,cnv_del,0.0
OXSM,cnv_amp,0.0
GK,mut_important,1.3610640392514028e-14
GK,cnv_del,0.0
GK,cnv_amp,0.0
CCDC71L,mut_important,0.0
CCDC71L,cnv_del,0.0
CCDC71L,cnv_amp,0.0
DPF2,mut_important,0.0
DPF2,cnv_del,0.0
DPF2,cnv_amp,0.0
APPL2,mut_important,0.0
APPL2,cnv_del,0.0
APPL2,cnv_amp,0.0
CD79A,mut_important,9.511163558129088e-17
CD79A,cnv_del,0.0
CD79A,cnv_amp,0.0
TBC1D8B,mut_important,3.602673714908633e-14
TBC1D8B,cnv_del,0.0
TBC1D8B,cnv_amp,0.0
ADCY7,mut_important,-3.419486915845482e-14
ADCY7,cnv_del,0.0
ADCY7,cnv_amp,0.0
SHISA3,mut_important,0.0
SHISA3,cnv_del,0.0
SHISA3,cnv_amp,0.0
RAB35,mut_important,-7.303185833862358e-16
RAB35,cnv_del,0.0
RAB35,cnv_amp,0.0
PNPLA2,mut_important,0.0
PNPLA2,cnv_del,-5.613287612504791e-13
PNPLA2,cnv_amp,2.7333690866271354e-13
FDXACB1,mut_important,0.0
FDXACB1,cnv_del,0.0
FDXACB1,cnv_amp,0.0
KRBA2,mut_important,0.0
KRBA2,cnv_del,0.0
KRBA2,cnv_amp,0.0
PLA2G6,mut_important,-1.5520917884259688e-13
PLA2G6,cnv_del,0.0
PLA2G6,cnv_amp,0.0
DDX4,mut_important,6.164773552752578e-16
DDX4,cnv_del,2.5326962749261384e-16
DDX4,cnv_amp,-1.2698175844150228e-15
OR4D2,mut_important,6.088879400678593e-15
OR4D2,cnv_del,0.0
OR4D2,cnv_amp,0.0
NISCH,mut_important,0.0
NISCH,cnv_del,0.0
