,,sgd_fold_0,sgd_fold_1,sgd_fold_2,sgd_fold_3,sgd_fold_4
TMEM128,cnv_del,0.0014082002190398942,0.0032716886962471524,0.0009742553572101739,0.009913140311699514,0.00913595151474111
TMEM128,cnv_amp,0.010310347522461948,0.00918467319008267,0.03272003249235155,0.00569112649806652,0.015539938279594052
PAX4,mut_important,0.013883198704991327,0.0020644818088873754,0.02358263029230862,0.012503458384273658,0.02594860950978612
PAX4,cnv_del,0.030816172802724882,0.003352341962832211,0.04426658475667182,0.032906814959499014,0.034289104684170936
PAX4,cnv_amp,0.0029253932470945337,0.0378590769231901,0.008043261672856903,0.0027442908764770285,0.012774696913058223
BYSL,mut_important,0.014941184350133066,0.014378393512628365,0.0,0.02757955004370348,0.015234405253629296
BYSL,cnv_del,0.03281675824564399,0.00935627180919597,0.03132645739430427,0.03373802106531549,0.028153573971598473
BYSL,cnv_amp,0.02462513548811276,0.0007940658389659753,0.02640539459871811,0.015040406818688968,6.0196425206540656e-05
SUSD1,mut_important,0.0069156500594657324,0.021534354684136305,0.045826736306495454,0.019995623671522342,0.004817833388726541
SUSD1,cnv_del,0.0,0.0020171263993039954,0.015067793463679651,0.010636265518881504,0.015975932491186548
SUSD1,cnv_amp,0.023086640874050785,0.010823376679416682,0.027442837581233805,0.007800320934837724,0.006255743744407087
UTP20,mut_important,0.06287780450413208,0.08198896121967074,0.11098147839916302,0.08098100292430664,0.008655696941265537
UTP20,cnv_del,0.0,0.0,0.0,0.0,0.0
UTP20,cnv_amp,0.0,0.0,0.0,0.0,0.0
RARA,mut_important,0.04672344727359065,0.009143304977857139,0.014659209724927385,0.05153011725310411,0.00033703339935393294
RARA,cnv_del,0.0,0.0,0.0,0.0,0.0
RARA,cnv_amp,0.0,0.0,0.0,0.0,0.0
ELMO1,mut_important,0.09224480203952078,0.08718311405299227,0.10945160436448448,0.025029616439263654,0.03376466543254422
ELMO1,cnv_del,0.013959659754144814,0.019360206604150026,0.0017620677621937593,0.0015204646704465503,7.518466267384043e-06
ELMO1,cnv_amp,0.012205556512274465,0.024821111377207078,0.03818344782565563,0.010157690854053483,0.03842005643384843
SNX17,mut_important,0.004860647340387057,0.013279207957188332,0.017573224829281548,0.006135688941393615,0.0015855962210011775
SNX17,cnv_del,0.028089583947192798,0.0280866120440447,5.1404968253564496e-05,0.028086612044044626,1.766687548285262e-05
SNX17,cnv_amp,0.02957837158947337,6.617276761514564e-05,0.013127196042390439,0.010515465561925227,0.005736029825806373
UBLCP1,mut_important,0.01673706840857757,0.03753220713102589,0.02852690122785954,0.021268785212936226,0.02008759434743593
UBLCP1,cnv_del,0.0,0.0,0.0,0.0,0.0
UBLCP1,cnv_amp,0.08564338330232814,0.035566018741466816,0.03215466428204102,0.03445184270316915,0.04182288136076301
LIPE,mut_important,0.010143732966642062,0.0131973797697472,0.029161408990428468,0.008277584725071657,0.00892802402798707
LIPE,cnv_del,0.0,0.0,0.0,0.0,0.0
LIPE,cnv_amp,0.0,0.0,0.0,0.0,0.0
RAD17,mut_important,0.03188761529350474,0.036748826919264475,0.03725291071568608,0.01861894981711084,0.02158652731236973
RAD17,cnv_del,0.05519069767877013,0.04490959680206496,0.026774876322475587,0.034094218069966126,0.007787852253500441
RAD17,cnv_amp,0.058180001868592034,0.04283829753256169,0.0030044905621583826,0.001967062895319108,0.03575925819911212
PPP1R12A,mut_important,0.0,0.000321046280384196,0.0002172053462076363,0.0005650366931551676,0.0003198385612229838
PPP1R12A,cnv_del,0.0,0.0,0.0,0.0,0.0
PPP1R12A,cnv_amp,0.0,0.0,0.0,0.0,0.0
JMJD4,mut_important,0.0,0.014371411392313623,0.002351149132947784,0.005918492889579984,0.023785798182312957
JMJD4,cnv_del,0.01887198541850795,0.03174419241700678,0.025238682826459417,0.014083137727588535,0.013052661669618939
JMJD4,cnv_amp,0.02120612858445206,0.02105139760622914,0.0009370701379377937,0.0031134557152889,0.023926958435239832
CTSF,mut_important,0.02136216283747875,0.015398668894691703,0.015283950387805742,0.019708098924397923,0.0
CTSF,cnv_del,0.0,0.030229092153098186,0.02503205809190813,0.010213861997994993,0.014799893607225632
CTSF,cnv_amp,0.017282019270743108,0.008250659268077677,0.005667997356741776,0.074164247453711,0.04189784902739852
RAB28,mut_important,0.007743284101182179,0.013074154569809291,0.0250566670700067,0.0,0.02224796516305328
RAB28,cnv_del,0.0003771114823425723,0.028362921368498478,0.027643481569204802,0.0017789967750003997,0.02184051772361389
RAB28,cnv_amp,0.04144252546367169,0.07221621956670701,0.029927635148587345,0.03247994867098236,0.08302047848095169
ZFAND1,mut_important,0.010471973685381815,0.028420372022939774,0.009262101885104006,0.0,0.007185956811533708
ZFAND1,cnv_del,0.0,0.0,0.0,0.0,0.0
ZFAND1,cnv_amp,0.012277056092924623,0.004739369463601293,0.015414735318376008,0.019187069681404708,0.024946631418992345
MPG,mut_important,0.008733372364706345,9.944186202118997e-06,0.02830225581720372,0.01909667238461276,0.031144238235990173
MPG,cnv_del,0.0,0.0,0.0,0.0,0.0
MPG,cnv_amp,0.0,0.0,0.0,0.0,0.0
PPP1R26,mut_important,0.0,0.0,0.0,0.0,0.0
PPP1R26,cnv_del,0.03312039563383639,0.018168580121362948,0.036246649586563734,0.02610889291905686,0.02216078464104705
PPP1R26,cnv_amp,0.05866394977956874,0.07633602566041449,0.06044171772251353,0.07338468151195542,0.09029113363957907
TMF1,mut_important,0.00254116630905778,0.044350506719996054,0.03719042131911,0.040608888128519934,0.07847548834231705
TMF1,cnv_del,0.027442030960672357,0.03322140372727968,0.021223757919853346,0.013132859793784542,0.0016900551084783563
TMF1,cnv_amp,0.0853959506143414,0.07940888850041883,0.04190674187224868,0.04907003911517126,0.03399465928576385
NPLOC4,mut_important,0.03633335645361842,0.018975767092774508,0.027777134893347735,0.025643281202536238,0.008010090127021965
NPLOC4,cnv_del,0.0,0.0,0.0,0.0,0.0
NPLOC4,cnv_amp,0.0,0.0,0.0,0.0,0.0
MLLT11,mut_important,0.0,0.0,0.0,0.0,0.0
MLLT11,cnv_del,0.03521673042180529,0.06159006345129579,0.04881157318255761,0.04244288255762186,0.053527996584262036
MLLT11,cnv_amp,0.018307896927044955,0.04434807352255586,0.03253123680022639,0.028145512352469378,0.030579704902693513
MSTO1,mut_important,0.0,0.0,0.0,0.0,0.0
MSTO1,cnv_del,0.004402333983225928,0.0012547213750161064,0.007340331303259422,0.01019493214888707,0.01195082482313951
MSTO1,cnv_amp,0.02863032290729499,0.028819737041934954,0.05050935811533617,0.005737037720479603,0.014517443851533989
CD44,mut_important,0.0006759922261999837,0.0,0.0042649728713076195,0.0011493124511846458,0.0009676228638461537
CD44,cnv_del,0.02764000006880338,0.04895638783972078,0.040331056496235584,0.028755331243862467,0.03252404274399302
CD44,cnv_amp,0.0012042943245040303,0.03256620918958999,0.03493606228988367,0.03307177074144035,0.012741604237055743
CHPF2,mut_important,0.023728345439145235,0.00081018189597569,0.03275263950281324,0.03240827875537836,0.008788443695883297
CHPF2,cnv_del,0.0176140630054161,0.02639336950511259,0.025785929759322174,0.026318199016359053,0.013965511855549863
CHPF2,cnv_amp,0.04848197691972167,0.03432907041439132,0.05511967666358584,0.04126227174699128,0.0438009285611804
GK2,mut_important,0.0,0.0,0.0,0.0,0.0
GK2,cnv_del,0.0012575782552103876,0.008735954026893098,0.0016274261184017452,0.00419100762240547,0.0281433161617154
GK2,cnv_amp,0.02228501124900348,0.0008478019326948643,0.047575549844849796,0.03552856660083391,0.04657111697480014
LHX6,mut_important,0.018935980978748795,0.014102671282021306,0.0005706732901432365,0.014213474144623406,0.02220970967689416
LHX6,cnv_del,0.028086612044044647,0.0280866120440447,5.030241042217468e-05,0.0,7.518466267384043e-06
LHX6,cnv_amp,0.001155452520877481,0.009333334645087902,0.035191274336561905,0.004414699814044016,0.008810037576004553
DNAJC2,mut_important,0.01127546306225799,0.0007342832452645652,0.00487457492244346,0.05720507833791418,0.009274685023314536
DNAJC2,cnv_del,0.0,0.0,0.0,0.0,0.0
DNAJC2,cnv_amp,0.03238641715072311,0.011974475964645421,0.0021380963633810313,0.02823168614169757,0.007063783350636787
GPR6,mut_important,0.00044521619355597454,0.007379439869794762,0.010629172968216822,0.03542766129048087,0.013337428929122772
GPR6,cnv_del,0.005088059472474163,0.05020894211659433,0.0076281108642683925,0.033429508527287724,0.001861802552856486
GPR6,cnv_amp,0.07763507368429488,0.05055028431673484,0.04979253273556189,0.045876258407287304,0.033308740445575566
IGFALS,mut_important,0.08867908185037662,0.02406770243659561,0.055541931469536024,0.038558106552878946,0.0822987056030173
IGFALS,cnv_del,0.0,0.0,0.0,0.0,0.0
IGFALS,cnv_amp,0.0,0.0,0.0,0.0,0.0
ATF4,mut_important,0.0,0.028086613696941196,0.014806702791349782,0.0022071594928295365,0.002810576095921597
ATF4,cnv_del,0.0,0.0,0.0,0.0,0.0
ATF4,cnv_amp,0.0,0.0,0.0,0.0,0.0
SLC2A13,mut_important,0.013804708399931195,0.010480018758673491,0.0014715270588018785,0.026823612414897224,0.01889714337915933
SLC2A13,cnv_del,0.0,0.0,0.0,0.0,0.0
SLC2A13,cnv_amp,0.0,0.0,0.0,0.0,0.0
HSPA1L,mut_important,0.006058905685107583,0.013629736861214515,0.001337808973651315,0.01792585686199028,0.02642170413730604
HSPA1L,cnv_del,0.01353424848669016,0.014293586859820392,0.028083997537169454,0.012256247543212041,0.015564243172245163
HSPA1L,cnv_amp,0.004781495735980295,0.025970467528363086,0.030238377554817893,0.008929179427505308,0.0032194361079677237
TMEM242,mut_important,0.0,0.0,0.0,0.0,0.0
TMEM242,cnv_del,0.0030696040803000484,0.017645060669551484,0.02547260243766081,0.0015204646704465503,0.029992266881818313
TMEM242,cnv_amp,0.038765301477453294,0.03235254905739341,0.016581737240544726,0.03452981287826229,0.030892710244736662
HIST1H2AB,mut_important,0.0,0.0,0.0,0.0,0.0
HIST1H2AB,cnv_del,0.01831084897791942,0.006826164432267648,0.031132028670263157,0.015503171380107714,0.0007965182686697133
HIST1H2AB,cnv_amp,0.049493884006421844,0.010203445645145972,0.016145542902624228,0.024989636699711465,0.005965564139462163
OR6X1,mut_important,0.0007680043199548728,0.0026105764929847315,0.012519182917525374,0.0009377027300534385,0.01905880013762002
OR6X1,cnv_del,0.0,0.0,0.0,0.0,0.0
OR6X1,cnv_amp,0.0,0.0,0.0,0.0,0.0
KRTAP10-5,mut_important,0.016374516910534417,0.018421674809553933,0.0,0.01088377740614167,0.012686720486627188
KRTAP10-5,cnv_del,0.0,0.0,0.0,0.0,0.0
KRTAP10-5,cnv_amp,0.0,0.0,0.0,0.0,0.0
SPANXN1,mut_important,0.009855437899174967,0.0,0.014582552263294113,0.011174804437844313,0.01571013162390098
SPANXN1,cnv_del,0.0,0.0,0.0,0.0,0.0
SPANXN1,cnv_amp,0.0,0.0,0.0,0.0,0.0
ST8SIA2,mut_important,0.014341808477572155,0.013388554758429707,0.03165325030054139,0.007148868329184861,0.00382150938900125
ST8SIA2,cnv_del,0.0,0.0,0.0,0.0,0.0
ST8SIA2,cnv_amp,0.0,0.0,0.0,0.0,0.0
SPPL2A,mut_important,0.015358075963546217,0.00564586401588393,0.04154763537857584,0.06606595199814974,0.04195713162915977
SPPL2A,cnv_del,0.0,0.0,0.0,0.0,0.0
SPPL2A,cnv_amp,0.0,0.0,0.0,0.0,0.0
MED13L,mut_important,0.019030202534865474,0.01795926965687803,0.07491522257989464,0.010701352035158526,0.019037093032152664
MED13L,cnv_del,0.0,0.0,0.0,0.0,0.0
MED13L,cnv_amp,0.0,0.0,0.0,0.0,0.0
HCN1,mut_important,0.017197585916971965,0.015443913292609846,0.01954422923559051,0.07251739894684266,0.01572430501534145
HCN1,cnv_del,0.020948370176909887,0.01188479477551743,0.017388964363373303,0.0,0.017425575604278536
HCN1,cnv_amp,0.013966804801893613,0.012956447037382916,0.028318840751863257,0.007284477957795287,0.015381408298182051
H2AFZ,mut_important,0.028134652785260315,0.0,0.018268511064164432,0.02368127369073031,0.016280694473165984
H2AFZ,cnv_del,0.01318619937609394,7.063069203386651e-05,0.0032693658206401745,0.012481787391462662,0.002884140780900891
H2AFZ,cnv_amp,4.234579042796975e-05,0.001239971182122131,0.017778930920614666,0.002028634564953441,0.031665718247877256
PRB4,mut_important,0.007200932530769126,0.0006811880222370402,0.0010200665828512781,0.0009070338603014396,0.0
PRB4,cnv_del,0.0,0.0,0.0,0.0,0.0
PRB4,cnv_amp,0.0,0.0,0.0,0.0,0.0
CPNE4,mut_important,0.021288635218268674,0.015388724708489588,0.015258319133090937,0.019708098924397923,1.6392278333947914e-06
CPNE4,cnv_del,0.014033041049529531,0.02958304194421359,6.788421555946634e-05,0.007893167421246645,0.01199683597757142
CPNE4,cnv_amp,0.10762087104122292,0.06111007661190469,0.0515218776023907,0.09515201850179815,0.03869491671470312
IL2,mut_important,0.0,0.0,0.0,0.0,0.0
IL2,cnv_del,0.035340378489731164,0.006402885344030319,0.004588843147727121,0.02968077610102824,0.035315562991196044
IL2,cnv_amp,0.00780178331456771,0.057648734138952315,0.032995491876876455,0.041273787950050066,0.004430972412761592
OR2H2,mut_important,0.028041695751172997,0.011164130920706753,0.012145608017020255,0.023509335534348072,0.009800047184683821
OR2H2,cnv_del,0.014053570994515117,5.68046136798107e-05,0.006642588453540196,0.00227513517214157,0.0014796458726499795
OR2H2,cnv_amp,0.031033972873285985,0.045351951964173735,0.06858533868346613,0.04199614689324487,0.06045376546130472
PNPLA1,mut_important,0.02136216283747875,0.03487137543000897,0.03298736345927648,0.047956991473289225,0.022950542957593644
PNPLA1,cnv_del,0.012047885599820741,0.01962467035727157,0.028520432657857527,0.0016936617382993433,0.04397676619163363
PNPLA1,cnv_amp,0.01542544282951866,0.0005892439423082867,0.011754707419107967,0.013500549973138131,0.017964672713208327
CST8,mut_important,0.007200932530769126,0.0006811880222370402,0.0010200665828512781,0.0009070338603014396,0.0
CST8,cnv_del,0.0,0.0,0.0,0.0,0.0
CST8,cnv_amp,0.0,0.0,0.0,0.0,0.0
SGSM1,mut_important,0.06105845851428591,0.048522504086498046,0.048160468857535096,0.03363032150378973,0.041214857676368705
SGSM1,cnv_del,0.0,0.0,0.0,0.0,0.0
SGSM1,cnv_amp,0.0,0.0,0.0,0.0,0.0
TOMM6,mut_important,0.0,0.0,0.0,0.0,0.0
TOMM6,cnv_del,0.03281675824564399,0.00935627180919597,0.03132645739430427,0.03373802106531549,0.028153573971598473
TOMM6,cnv_amp,0.00357121841482004,0.004488033036474954,0.030102691729626287,0.04293654995150168,6.0196425206540656e-05
TBC1D25,mut_important,0.0031498858075384036,0.00044636629287862734,0.008477464302507867,0.010646728505397027,0.0
TBC1D25,cnv_del,0.0,0.0,0.0,0.0,0.0
TBC1D25,cnv_amp,0.0,0.0,0.0,0.0,0.0
PGAP3,mut_important,0.0,0.0,0.0,0.0,0.0
PGAP3,cnv_del,0.0,0.0,0.0,0.0,0.0
PGAP3,cnv_amp,0.0,0.0,0.0,0.0,0.0
PEX16,mut_important,0.021991424765688897,0.01690627757546361,0.029455664501168242,0.02974550010388927,0.0010872166181363698
PEX16,cnv_del,0.0025676655337661483,0.022097814084736614,0.02510061787371699,0.021332728659437274,0.017643266902763657
PEX16,cnv_amp,0.007012560458324876,0.012885280059795792,0.020736079068461158,0.03369977312567354,0.011258012321674567
PPIAL4A,mut_important,0.0,0.0,0.0,0.0,0.0
PPIAL4A,cnv_del,0.026650273754170194,3.106688392759917e-05,0.00025974940212977613,0.00366718194545523,0.007727686077151053
PPIAL4A,cnv_amp,0.0489478363160128,0.02503548182417753,0.0356866370826838,0.05073151268657877,0.04248298019939361
STAT5A,mut_important,0.028086612225667495,0.0021189348782250823,0.0,0.02807636160566984,2.0711562673477166e-05
STAT5A,cnv_del,0.0,0.0,0.0,0.0,0.0
STAT5A,cnv_amp,0.0,0.0,0.0,0.0,0.0
SULF2,mut_important,0.003374061824365067,0.01699983793221723,0.02308655334239334,0.021076063731751565,0.01409730461901546
SULF2,cnv_del,0.0,0.0,0.0,0.0,0.0
SULF2,cnv_amp,0.0,0.0,0.0,0.0,0.0
STX1A,mut_important,0.02136216283747875,0.015398668894691703,0.015283950387805742,0.019708098924397923,0.0
STX1A,cnv_del,0.006830044553072215,0.0016910336586167041,0.059027218120640726,0.011944917199637578,0.027553560683549194
STX1A,cnv_amp,0.01722910782113701,0.05700875587145141,0.027771813002085966,0.031622173343873045,0.04243525934962155
TMEM2,mut_important,0.08640814821280526,0.07747728487046451,0.060886593227518604,0.0580508750423433,0.07681338663345467
TMEM2,cnv_del,0.013010243893616881,0.023420469675407847,0.014333680697433043,0.014191070746488017,0.0012174119275927201
TMEM2,cnv_amp,0.011462579391462438,0.014293586859820392,0.028086610264076595,0.0074877412235150225,0.015564243295756525
ZCCHC6,mut_important,0.048075793320756795,0.07094075508421435,0.09040390720250689,0.09945671667642379,0.09502370990571751
ZCCHC6,cnv_del,0.014207648312430612,0.0160848400023532,0.015067793463679651,0.010705589337825044,0.022774988720236828
ZCCHC6,cnv_amp,0.05093520291674323,0.05348429710057871,0.05596741406948366,0.005183225376645957,0.009772042364877134
LYAR,mut_important,0.009359399515634631,0.011349535154492125,0.0,0.006806904957603351,0.008771484636350583
LYAR,cnv_del,0.0014082002190398942,0.0032716886962471524,0.0009742553572101739,0.009913140311699514,0.00913595151474111
LYAR,cnv_amp,0.010310347522461948,0.00918467319008267,0.03272003249235155,0.00569112649806652,0.015539938279594052
KCTD21,mut_important,0.028086612225667495,0.0021189348782250823,0.0,0.02807636160566984,2.0711562673477166e-05
KCTD21,cnv_del,0.028086612044044647,0.0280866120440447,5.030241042217468e-05,0.0,7.518466267384043e-06
KCTD21,cnv_amp,0.0223899276829751,0.03717790919095222,0.003293859973870193,0.022921166377880914,0.04676695900052444
CEP57,mut_important,0.044711624553265876,0.014717480872454666,0.04225588015032137,0.04478029845781113,0.02704413118186671
CEP57,cnv_del,0.033350712705788,0.015058383173740914,0.03242284304213421,0.02152869674705763,0.046441562197607505
CEP57,cnv_amp,0.02790926427603077,0.07835378931959339,0.046317831468378964,0.006844733788384065,0.030550114401286223
CREBBP,mut_important,0.019832337269695303,0.008197554491152295,0.006389337633040142,0.03928728962118602,0.008805101095656083
CREBBP,cnv_del,0.006223694829069173,0.0035418773623002273,0.016780899019767443,0.03189776992455032,0.015557464897817005
CREBBP,cnv_amp,0.0,0.0,0.0,0.0,0.0
CLN6,mut_important,0.02136216283747875,0.015398668894691703,0.015283950387805742,0.019708098924397923,0.0
CLN6,cnv_del,0.0,0.0,0.0,0.0,0.0
CLN6,cnv_amp,0.0,0.0,0.0,0.0,0.0
RAD18,mut_important,0.07352468383501705,0.07322326702932987,0.03725291071568608,0.04714198637167802,0.06956992718714046
RAD18,cnv_del,0.06188047711002225,0.030854147570500118,0.027657914143653334,0.043765645547729895,0.039070287727657964
RAD18,cnv_amp,0.011966553592101298,0.012118078461244327,0.02913533309681974,0.04224790502831938,0.0011723874246499116
SERF1A,mut_important,0.0,0.0,0.0,0.0,0.0
SERF1A,cnv_del,0.0037361470300564144,0.030616009942244657,0.0603773631438968,0.0233134752015449,0.07402438007225572
SERF1A,cnv_amp,0.030092185095677224,0.014751155418849672,0.005265844713996139,0.0019678658109947922,0.038390586538758625
FIGNL1,mut_important,0.00557514667724596,0.008493216844407738,0.027388921189977558,0.029429173838045445,0.01682461916908145
FIGNL1,cnv_del,0.027582974077873922,0.021208547059345804,0.006933071853079452,0.024730960392887226,0.009672461045065067
FIGNL1,cnv_amp,0.03138253740312151,0.013367595579950325,0.0,0.0244823223262831,0.032196874077680515
BET1,mut_important,0.0,0.0,0.0,0.0,0.0
BET1,cnv_del,0.0,0.0,0.0,0.0,0.0
BET1,cnv_amp,0.04150877152330306,0.007957963318403892,0.009335899348817508,0.0021139226494323268,0.0061274721033783945
WTAP,mut_important,0.039623126457732964,0.017419086105889908,0.03559887007320313,0.05778891972093781,0.03768998264807447
WTAP,cnv_del,0.006282512031267256,0.03205598826657275,0.048118180379238096,0.02039419158070641,0.03907026378254121
WTAP,cnv_amp,6.079777442646221e-05,0.02403142709451324,0.022240975151468726,0.019934371410176486,0.033069231027113226
LLGL2,mut_important,0.030055059466550633,0.028194411838631955,0.034698924366827213,0.0206568158283359,0.022908070625525242
LLGL2,cnv_del,0.0,0.0,0.0,0.0,0.0
LLGL2,cnv_amp,0.0,0.0,0.0,0.0,0.0
RABAC1,mut_important,0.0,0.0,0.0,0.0,0.0
RABAC1,cnv_del,0.0,0.0,0.0,0.0,0.0
RABAC1,cnv_amp,0.0,0.0,0.0,0.0,0.0
ZAN,mut_important,0.0,0.0,0.0,0.0,0.0
ZAN,cnv_del,0.013418462915297807,0.013793025184363964,0.028130880291981002,0.012256247543212041,0.04669346970734
ZAN,cnv_amp,0.008855917671661625,0.048943012760921514,0.0023266309231627803,0.009004249018590147,0.0005356488232708856
OTUD4,mut_important,0.01484498472347787,0.01473007054432112,0.020462307353469083,0.0014601367374728448,0.0208860958644552
OTUD4,cnv_del,0.028086612044044647,0.0280866120440447,5.030241042217468e-05,0.0,7.518466267384043e-06
OTUD4,cnv_amp,0.026950187319134247,0.002248594199995816,0.007269509693428305,0.05840344739478452,0.005613272946654073
ATG5,mut_important,0.02136216283747875,0.003394063573381003,0.009534893191220457,0.028936775021074546,0.008189126494541558
ATG5,cnv_del,0.07086579540848029,0.09094620812118011,0.06816146895217559,0.009392929481877853,0.05130682409954093
ATG5,cnv_amp,0.059744812462940874,0.009832899694395119,0.008274278552803596,0.028941923008496375,0.017908590251707546
WIPF2,mut_important,0.0,0.0,0.0,0.0,0.0
WIPF2,cnv_del,0.0,0.0,0.0,0.0,0.0
WIPF2,cnv_amp,0.0,0.0,0.0,0.0,0.0
POGLUT1,mut_important,0.0,0.0,0.0,0.0,0.0
POGLUT1,cnv_del,0.045138992238559286,0.04667877082158404,0.04102122764775316,0.0,0.042665422312527124
POGLUT1,cnv_amp,0.0029637468894057025,0.044658248228900875,0.01030759027108525,0.05384345867567402,0.00028061991518273327
LCE3A,mut_important,0.0,0.0,0.0,0.0,0.0
LCE3A,cnv_del,0.007917625200517902,0.014435943997531779,0.007153472121278494,0.012782594307960367,0.018009305986933677
LCE3A,cnv_amp,0.013782721165325267,0.010002077750996638,0.05284660746121991,0.028117073690861423,0.016676723411013242
NAV1,mut_important,0.0706647191061661,0.17317887272895174,0.11947200075059546,0.15223233467981356,0.14318455379978418
NAV1,cnv_del,0.015806553385833096,0.006213136728589841,0.0009656661153028531,0.011945306250282072,0.01667668743603189
NAV1,cnv_amp,0.08705924841842723,0.029798390015826397,0.09053199160732442,0.054641948459253555,0.060916623234938606
ZNF707,mut_important,0.02135928663989183,0.036964799281023385,0.047353271410858926,0.006875687110414368,0.037276959540339535
ZNF707,cnv_del,0.042013494244080116,0.050402234753726564,0.023806804152412823,0.022331314809719453,0.04825203237004109
ZNF707,cnv_amp,0.05988586069403082,0.008299079321052751,0.013130808112086527,0.0001788665198267146,0.020942739069989006
IL10RB,mut_important,0.0013634039630670322,0.0010660335438648144,0.0,0.0015492651721527213,0.0003163218366804558
IL10RB,cnv_del,0.0,0.0,0.0,0.0,0.0
IL10RB,cnv_amp,0.0,0.0,0.0,0.0,0.0
DLX3,mut_important,0.02136216283747875,0.034169100400999165,0.03266775069803712,0.04170921375958679,0.019303206425371287
DLX3,cnv_del,0.0,0.0,0.0,0.0,0.0
DLX3,cnv_amp,0.0,0.0,0.0,0.0,0.0
INCENP,mut_important,0.045421562244665314,0.04277812686897962,0.005242427537619949,0.009041598502121198,0.03878109125584062
INCENP,cnv_del,0.014047039921427093,0.039703671174447466,0.021306161354016615,0.03000972438495245,0.021413948324339554
INCENP,cnv_amp,0.0,0.0,0.0,0.0,0.0
ZNF93,mut_important,0.014052136112601215,0.002150983065018954,0.00415866084393056,0.06678322263875064,0.023741565673106067
ZNF93,cnv_del,0.0,0.0,0.0,0.0,0.0
ZNF93,cnv_amp,0.0,0.0,0.0,0.0,0.0
STAT3,mut_important,0.019514600804881405,0.03970117783024639,0.009144325555545228,0.013259855235534034,0.030741407103623226
STAT3,cnv_del,0.0,0.0,0.0,0.0,0.0
STAT3,cnv_amp,0.014102803498660055,0.044023253953820965,0.009981780466991783,0.013090877348093501,0.008627835655387299
HIRA,mut_important,0.03478678405562017,0.0879831410365574,0.05145068114036774,0.051528949008749145,0.028938442699803394
HIRA,cnv_del,0.0,0.0,0.0,0.0,0.0
HIRA,cnv_amp,0.0,0.0,0.0,0.0,0.0
HMGB4,mut_important,0.0318354461298592,0.0,0.030360791279001424,0.03373802106531549,0.027976618427389337
HMGB4,cnv_del,0.01589996879933737,0.03255374407975076,0.013996451051648174,0.028447569920946762,0.048369691668924915
HMGB4,cnv_amp,0.004607852649021108,0.015482803556235079,0.01822523079083636,0.02523533000782607,0.016494914171538765
SYTL3,mut_important,0.0,0.0,0.0,0.0,0.0
SYTL3,cnv_del,0.014564761236578171,0.01044316696030338,0.0026211054619838907,0.0015204646704465503,0.0011375240655329872
SYTL3,cnv_amp,0.0360286195747541,0.09134878996387656,0.05055380885677725,0.020524492445255584,0.07761466899751099
DNAJB11,mut_important,0.025040992346429525,0.0,0.01644499506720951,0.00010392350337415703,0.006561648007993677
DNAJB11,cnv_del,7.061751965863374e-05,0.044880296907520954,0.03939906200673772,0.0287928428955624,0.04740718204618236
DNAJB11,cnv_amp,0.001628471101095687,0.052412648818985795,0.04057390650696648,0.027115451852379575,0.03376508884663854
GHITM,mut_important,0.009579723108696297,0.0010789584596818391,0.019448975197207233,0.01647103267510422,0.009681578293923498
GHITM,cnv_del,0.03587670152424258,0.012900763319750628,0.02866713953145701,0.051111864088291804,0.047520895383237324
GHITM,cnv_amp,0.05549965830395878,0.04794556023089749,0.01985761439914178,0.051014021748251634,0.04069980656537689
CIR1,mut_important,0.01677611591062418,0.018624519237087134,0.023265572031850458,0.011181690500656809,0.0
CIR1,cnv_del,0.02749363310208963,0.02376417918484619,0.023222415233804233,0.00331051396064483,0.030628442104629606
CIR1,cnv_amp,0.010366463336413877,0.05469640794757393,0.028348210723792195,0.007898286071089425,0.03394775048970273
RUSC1,mut_important,0.007505212364710624,0.010415581698749628,0.003413033246929624,0.014894275470430835,0.016812798772339425
RUSC1,cnv_del,0.004402333983225928,0.0002796624958946892,0.019775875792363524,0.014555600392167571,0.003307989574100288
RUSC1,cnv_amp,0.05119119087872503,0.07100011869509353,0.10774851521046486,0.02031563567335712,0.09305640335960715
CEPT1,mut_important,0.028086612044045868,4.010052907889638e-06,2.8134920364190163e-05,1.2887771554004887e-06,0.0
CEPT1,cnv_del,0.003369145503119054,0.009235875645792951,0.007379098111315392,0.0020185102395948984,0.019192609721118862
CEPT1,cnv_amp,0.03186706566918048,0.023915215485516346,0.051325420295172744,0.004401451477514659,0.021277872158321352
UCN3,mut_important,0.0,0.0,0.0,0.0,0.0
UCN3,cnv_del,0.00510999744788813,0.002797425882947253,0.006025928475041546,0.028034382105393635,0.012489807100933547
UCN3,cnv_amp,0.034186648706766735,0.009824710887117971,0.028842788658954566,0.015904085202228014,0.00873977245557225
NR2E1,mut_important,0.012728509902129925,0.01576195720102291,0.015067687435283719,0.004855738230457655,0.0317751280727998
NR2E1,cnv_del,0.018059919832747996,0.03248703518434156,0.017976795972974854,0.0010616001937632116,0.06592467860266382
NR2E1,cnv_amp,0.055662267100508804,0.059839813085965435,0.020534952184228836,0.031801414549839105,0.014129551209501883
POU5F1,mut_important,0.010471973685381815,0.028420372022939774,0.009262101885104006,0.0,0.007185956811533708
POU5F1,cnv_del,0.01353424848669016,0.014293586859820392,0.028083997537169454,0.012256247543212041,0.015564243172245163
