,loss
0,0.44533055446563513
1,0.3623711748798115
2,0.3029116248006433
3,0.2593860330150449
4,0.2273852186543601
5,0.20339901983581707
6,0.18614258006859577
7,0.1727863339070099
8,0.16319293141130695
9,0.15584746690596385
10,0.15036176842287047
11,0.14629131655158722
12,0.14297839248281943
13,0.14044937794127282
14,0.13842753235978192
15,0.1368705563974685
16,0.13551638177736403
17,0.13444123286290063
18,0.13356424639609352
19,0.132873358471053
20,0.13207055815784835
21,0.13161470405122713
22,0.13080552151014108
23,0.1304506190111409
24,0.12984303461185132
25,0.1293644912096612
26,0.1290482037882583
27,0.12875578469483287
28,0.12828049547042633
29,0.12772337889706478
30,0.12748614806061803
31,0.12713971636398436
32,0.12705980397536276
33,0.12649674026166158
34,0.12614583493568013
35,0.12593774642028785
36,0.1255591285963046
37,0.12522778997922787
38,0.12490419362858426
39,0.12475029700392977
40,0.12440498421264039
41,0.12415231428649838
42,0.12390494385678053
43,0.12369302842829517
44,0.12335255750373182
45,0.12305733131862405
46,0.12293076457585139
47,0.12267381460607286
48,0.12244474025855762
49,0.12213348158358121
50,0.12191896567299357
51,0.12182696692420958
52,0.12148953910775454
53,0.12138535371135681
54,0.12106044631485545
55,0.12091475736403527
56,0.12074278765705904
57,0.1204646601027969
58,0.12031992888114712
59,0.12008864189428552
60,0.11992819691235554
61,0.1197274440355101
62,0.11949817925388895
63,0.11933655562282078
64,0.11913087909863004
65,0.11901936924199757
66,0.11894508307680078
67,0.11861763733682049
68,0.11848650788729656
69,0.11839954973458462
70,0.11811163013759478
71,0.11800869887262622
72,0.11779479359717232
73,0.11785975191376
74,0.11760984424643248
75,0.11748043608852951
76,0.11728836041368632
77,0.11719416683908371
78,0.1169129997140302
79,0.1168371954027119
80,0.11670886069965862
81,0.11691535120710321
82,0.11657409668749938
83,0.11635597210333513
84,0.11621489601397733
85,0.11600390512637823
86,0.11604389264632803
87,0.11588675031733857
88,0.11572466616861786
89,0.11561023370700926
90,0.11551654208475921
91,0.11547754713740604
92,0.11518387484753585
93,0.11514492543367852
94,0.11494586783733468
95,0.11484341809665236
96,0.11471837770003401
97,0.11467500839524
98,0.1145412899153417
99,0.11448404129452974
