,loss
0,0.6687688360364221
1,0.5588322413077048
2,0.4548680410472625
3,0.3749173042580466
4,0.31705036282851845
5,0.2759963851690605
6,0.24549191362111003
7,0.2226075220701735
8,0.2054078818578395
9,0.19218376459526984
10,0.18188416953949285
11,0.17409998465568646
12,0.16777230221119027
13,0.16273059718418245
14,0.15888587429357856
15,0.15541666617243505
16,0.15261479421258753
17,0.15024360334732587
18,0.1482417944862677
19,0.1465515075434551
20,0.14488247550565012
21,0.1434182962927562
22,0.14213605307110952
23,0.1409841072678488
24,0.1399360995344222
25,0.13896906815791504
26,0.13799863647508434
27,0.13727692064010144
28,0.13624486227569854
29,0.1355314395374583
30,0.13473419534581985
31,0.13406583834756874
32,0.13334169548351518
33,0.13269918643397086
34,0.13204002437007223
35,0.13143640305959226
36,0.13077340135411852
37,0.13024958483825974
38,0.12964011881095241
39,0.12910162344047627
40,0.12845875049402955
41,0.12803100820918853
42,0.1273982979523245
43,0.12687022659346597
44,0.12636403868104262
45,0.12599592316080357
46,0.12536383345039612
47,0.12485345692262736
48,0.12429707396780366
49,0.1239284707982762
50,0.12353893044266757
51,0.12295648750030042
52,0.12261294256187828
53,0.1221499395597028
54,0.12182988622866639
55,0.12130186653074712
56,0.1208857163533002
57,0.12042531332057238
58,0.12025469223215571
59,0.11980762540669147
60,0.11943087196600077
61,0.11910630938344358
62,0.11870052652777725
63,0.11849143796967804
64,0.11817513105519321
65,0.11774363151969947
66,0.11739340476291364
67,0.1170696368926787
68,0.11685335983767578
69,0.11644368748599236
70,0.11616186470008147
71,0.11580382364644605
72,0.11564338642757185
73,0.11540060706172983
74,0.1149192633226924
75,0.11466396970095828
76,0.11440189040923884
77,0.11411531813452472
78,0.1137992530709638
79,0.11351985608375244
80,0.11324340130445373
81,0.11309440624881853
82,0.11279151431464274
83,0.11250870099698888
84,0.11229062100889486
85,0.111987617176861
86,0.11176310240646256
87,0.11159636625143679
88,0.11136361168084732
89,0.11104379272085967
90,0.11080482029899232
91,0.1105381755614812
92,0.11029269396868165
93,0.11002740983608353
94,0.10968930861115612
95,0.10956332443933813
96,0.10933180811520797
97,0.10900453191011324
98,0.10875883486566193
99,0.10854997216366222
