,loss
0,0.6989279406411307
1,0.6807068058422634
2,0.6630875859941755
3,0.6462121673992702
4,0.6322577289172582
5,0.619710191658565
6,0.6064770562308175
7,0.5934297510555813
8,0.5800602419035775
9,0.5665112972259522
10,0.5533660684313093
11,0.5399656789643424
12,0.5271583761487688
13,0.514218556880951
14,0.500817495584488
15,0.4884643588747297
16,0.47582376343863353
17,0.4633530480521066
18,0.45163984724453515
19,0.439871940442494
20,0.4286391351904188
21,0.4180101156234741
22,0.40741414768355233
23,0.3978658505848476
24,0.38814492991992405
25,0.3790918171405792
26,0.36998363648142135
27,0.3601769932678768
28,0.3490717342921666
29,0.33714333176612854
30,0.32549540059907095
31,0.31487930289336613
32,0.3049243416104998
33,0.29558328645569937
34,0.2875665945666177
35,0.2802542575768062
36,0.2738094414983477
37,0.2682924406869071
38,0.26311279450144087
39,0.2590817962374006
40,0.25525079880441937
41,0.25153098489556996
42,0.24857550518853325
43,0.24579094009740013
44,0.24336541635649545
45,0.24107154522623334
46,0.23916425662381308
47,0.23731329355921063
48,0.2355346454041345
49,0.2339746730668204
50,0.23246672536645616
51,0.2312035139117922
52,0.22988141179084778
53,0.22872288056782314
54,0.22766942935330528
55,0.2265287778207234
56,0.22585486301354
57,0.22475779418434416
58,0.22400970224823272
59,0.22315274562154497
60,0.22226268563951765
61,0.22173176663262503
62,0.2209255065236773
63,0.22032341148172105
64,0.21973835272448403
65,0.21923562714031763
66,0.21873982889311655
67,0.2180205055645534
68,0.21751915046146938
69,0.21718219433512007
70,0.216672882437706
71,0.21618770616395133
72,0.21586463110787527
73,0.2153525446142469
74,0.21498774651970182
75,0.21458283918244497
76,0.21425543768065317
77,0.21398448050022126
78,0.21358495610100883
79,0.21321429482528143
80,0.21279882660933902
81,0.2125556026186262
82,0.2126668712922505
83,0.21238234085696084
84,0.21181740973676955
85,0.21159061789512634
86,0.2111122110060283
87,0.21078405337674277
88,0.21050142645835876
89,0.210265451669693
90,0.2101503210408347
91,0.20981851007257188
92,0.20954167885439737
93,0.20925229021481107
94,0.20899305258478437
95,0.20895794332027434
96,0.2085014863737992
97,0.20844039789267949
98,0.2080770411661693
99,0.20769717991352082
