,loss
0,0.7203324850389873
1,0.6145549630587567
2,0.5270830930685466
3,0.44945892797072623
4,0.3779081664344743
5,0.3180554679852482
6,0.2701764559839531
7,0.2333044524195935
8,0.20718105125630354
9,0.18842216480528232
10,0.17554590904775172
11,0.16576225422859817
12,0.15915917606626395
13,0.15430042775516273
14,0.15061988289496064
15,0.1477398730882811
16,0.14563510827671342
17,0.14372147996647486
18,0.142374043324828
19,0.14124168672868653
20,0.14008352035463714
21,0.13939981287538147
22,0.13847364783824115
23,0.13782439806631633
24,0.1372559657064053
25,0.13673101715147887
26,0.1363396784620235
27,0.13573793212481594
28,0.13528304840993444
29,0.1348908389887991
30,0.13458445676764763
31,0.1341822328214408
32,0.1338134333588974
33,0.13352566376465178
34,0.13311367385763173
35,0.13285070185843723
36,0.13252833676994394
37,0.13222784751130276
38,0.131877730745788
39,0.13159749969390866
40,0.13136783480487987
41,0.1310326854453018
42,0.13075535106783925
43,0.13045084393469722
44,0.1302179335219832
45,0.12989540564611574
46,0.12962004058014207
47,0.1293992813808421
48,0.12928237386174782
49,0.12884036198668525
50,0.1285384117233839
51,0.12823369366703932
52,0.12796437801844482
53,0.12778281888205603
54,0.1275582542425683
55,0.12717478103242413
56,0.1270544258865429
57,0.1267822108098439
58,0.1265602423901014
59,0.12618030047197953
60,0.1259983128637349
61,0.12571435223478789
62,0.12546077226123833
63,0.1251976816557338
64,0.12485705816027065
65,0.12469568479498593
66,0.12448941895721155
67,0.12431628237506509
68,0.12390818619712464
69,0.12363386470555947
70,0.12341468328143791
71,0.1232523694146195
72,0.12294937440268647
73,0.12278600346643678
74,0.1224822458538909
75,0.12223525097298278
76,0.12201841972367948
77,0.121993352416146
78,0.12154575291811091
79,0.12126651552272655
80,0.1211259469614507
81,0.1208057716234952
82,0.12060464840494634
83,0.12041283579516379
84,0.12018976771659651
85,0.11996023999441655
86,0.11973687201777417
87,0.11954496792599383
88,0.11946714223212371
89,0.11905437470615145
90,0.11892836432547588
91,0.11872887684137293
92,0.11845797096741621
93,0.11840696111419098
94,0.11803340993889976
95,0.11781178801509687
96,0.11757197296478801
97,0.11756861735218319
98,0.11711521535076758
99,0.11698393549081695
