,loss
0,0.5709310514586312
1,0.48597731272327477
2,0.4139169104992953
3,0.355019820627035
4,0.3069283463461215
5,0.2688672877311082
6,0.23778840918997168
7,0.21359633702203767
8,0.19377335081875402
9,0.17777037076642285
10,0.1649177069159354
11,0.15431489357004627
12,0.14566781696024916
13,0.13851111676168004
14,0.1323317473908083
15,0.12706593581295889
16,0.12284138537015703
17,0.11890563997653646
18,0.11570318195563625
19,0.11299885292860971
20,0.11054515353309999
21,0.10858429400042813
22,0.10682247490725855
23,0.1053403108960523
24,0.10384044984201772
25,0.10270281465111367
26,0.10160198582636576
27,0.10085860734529607
28,0.09989711888339542
29,0.09914065360397999
30,0.09842794313099172
31,0.09777442050480124
32,0.09732753430953345
33,0.09669871305067917
34,0.09622871237629987
35,0.09584194016038669
36,0.09551193658384552
37,0.09496120563165077
38,0.09461994626013706
39,0.09424164384935506
40,0.09397011181903542
41,0.0936908534048113
42,0.09341870869362183
43,0.09337662469698202
44,0.09292134333055266
45,0.09256844083884753
46,0.09244094378416223
47,0.09208531205104188
48,0.09190978345657708
49,0.09163107126365326
50,0.09148230297957226
51,0.09121426345529048
52,0.09117241132013294
53,0.09075696372853038
54,0.09056526415176973
55,0.09045209137046634
56,0.09025751646036871
57,0.09002827180166233
58,0.08992383809733359
59,0.08964961443003633
60,0.08949883285114056
61,0.08933854038640368
62,0.0890834973990761
63,0.08884572621976876
64,0.08873004637180118
65,0.08858064133405373
66,0.0884127902211243
67,0.08810415968962922
68,0.08808564454278034
69,0.0878104889377229
70,0.08775454345568136
71,0.08736107972490835
72,0.08734055611440426
73,0.0871760256266219
74,0.08695924793752118
75,0.08684390207183783
76,0.08657929777786585
77,0.08642656966399397
78,0.08625823469297914
79,0.08623963119864933
80,0.08591184369624051
81,0.08579208732974443
82,0.08561772563608258
83,0.08544302742493731
84,0.08531522756713403
85,0.08512586223872118
86,0.08513588225896206
87,0.08503796561556437
88,0.08466746599497676
89,0.0844233936262787
90,0.08431597807851093
91,0.08419792659990831
92,0.08407948710034122
93,0.08393991284492287
94,0.08374610679958938
95,0.08370941042470433
96,0.08348204407396667
97,0.08331459040752323
98,0.08313956520816758
99,0.08304139205192364
