,loss
0,0.7277289458683559
1,0.7052403450012207
2,0.6862551757267543
3,0.6715911132948739
4,0.6615890077182225
5,0.651885712146759
6,0.6420740212712969
7,0.6323684011186872
8,0.6216493282999311
9,0.6105555874960763
10,0.5996060933385576
11,0.5880005700247628
12,0.57650785446167
13,0.5644938605172294
14,0.5526716487748282
15,0.5406548993928092
16,0.5286634402615683
17,0.516937918322427
18,0.5049519215311323
19,0.4935736153806959
20,0.48197594881057737
21,0.47060963426317487
22,0.4594179775033678
23,0.4486279376915523
24,0.43824869649750847
25,0.42823383126940046
26,0.4184170186519623
27,0.40904640895979744
28,0.400379147699901
29,0.3914386008466993
30,0.3833973203386579
31,0.3753941799913134
32,0.3680712912763868
33,0.3551159083843231
34,0.33854055149214607
35,0.3245267493384225
36,0.313680271591459
37,0.30491460646901813
38,0.297142037323543
39,0.2910983409200396
40,0.28594513067177363
41,0.28136855917317527
42,0.2776019547666822
43,0.27422292062214443
44,0.271330223764692
45,0.26867253269468033
46,0.26652008295059204
47,0.2640087625810078
48,0.26204391292163304
49,0.2602537534066609
50,0.2584193408489227
51,0.2566920518875122
52,0.2551500431128911
53,0.25399229824543
54,0.25222243326050897
55,0.25096356868743896
56,0.24991242459842136
57,0.24867853884186064
58,0.24729614342961992
59,0.24629322375570026
60,0.24528582862445286
61,0.24408924962793077
62,0.24328587906701224
63,0.24274597934314182
64,0.24143965584891183
65,0.24053701630660465
66,0.23987275447164264
67,0.23894670690808978
68,0.23819499547992434
69,0.23734182502542223
70,0.23710457405873708
71,0.2359365544148854
72,0.2354837187698909
73,0.23471554900918687
74,0.23412477118628366
75,0.23350166273968562
76,0.23323577301842827
77,0.23272046617099218
78,0.23201812590871537
79,0.2315620571374893
80,0.23073173591068813
81,0.2302895677941186
82,0.2297652976853507
83,0.22928930819034576
84,0.22901136704853603
85,0.22823863923549653
86,0.22777662319796427
87,0.22752164006233216
88,0.22688137803758893
89,0.2264651983976364
90,0.22591168667588915
91,0.22542706727981568
92,0.2251680708357266
93,0.22494870679719106
94,0.22416236443178994
95,0.22378329038619996
96,0.22338987163134982
97,0.2230636843613216
98,0.22284154210771834
99,0.2224205215062414
