,loss
0,0.6308183825500359
1,0.5446075607252309
2,0.4796470010733698
3,0.42418251687546077
4,0.3751423110890045
5,0.33195329255389044
6,0.2944095878035494
7,0.2629456130072455
8,0.23668992861148413
9,0.21519710752395316
10,0.1979495407439778
11,0.1839411867926505
12,0.1726268728118424
13,0.1635502428597579
14,0.15617535309194738
15,0.15044729647911392
16,0.1456150058681343
17,0.1415882392409276
18,0.13851851214157956
19,0.13584581319228067
20,0.13359146973857874
21,0.13181427433637616
22,0.13016966823122292
23,0.1288967702835603
24,0.12780299987814842
25,0.12681969599908177
26,0.12593691444529775
27,0.12515428914477364
28,0.12448396176334134
29,0.12393834601067309
30,0.12335867964971425
31,0.12290108955781394
32,0.12248530235449108
33,0.12194924039929754
34,0.1215495621470605
35,0.12115802089555548
36,0.12079614957460101
37,0.12050478810720332
38,0.12019106505992841
39,0.11984669991804295
40,0.11957526246029615
41,0.11928524627676172
42,0.11899932412867621
43,0.11869396808341165
44,0.11851485920667179
45,0.1181911678489195
46,0.11794240701440746
47,0.11763446913790422
48,0.1174758299892258
49,0.11722967342069546
50,0.11693431610829864
51,0.11690312967700384
52,0.11650339279660704
53,0.11633334223908491
54,0.11600865415379229
55,0.11583168075211239
56,0.11560999081612883
57,0.11547121905561825
58,0.11528338974300249
59,0.11488311562984986
60,0.11472946701529844
61,0.11446966754265256
62,0.1142199288853499
63,0.11412821194037386
64,0.11388452335469532
65,0.11354327527501011
66,0.1134099091255493
67,0.11322747418952332
68,0.11297624166639886
69,0.11279258361454872
70,0.11266009068680466
71,0.11244800848932754
72,0.11240184916425032
73,0.11210431044049766
74,0.1119194389717607
75,0.11168453234051345
76,0.11150351740898343
77,0.11132580571140249
78,0.11109822435819619
79,0.11080353749308096
80,0.11079119991994467
81,0.11050645406766847
82,0.11030074414036689
83,0.11008696067165266
84,0.10989987000159011
85,0.10974441001955834
86,0.10945998792820957
87,0.1093464505274049
88,0.10925330417438228
89,0.10896957597327889
90,0.10897562493659253
91,0.10867746634259917
92,0.10855320665794932
93,0.10844633987034288
94,0.10822099122324981
95,0.10804883679460495
96,0.1078913501155017
97,0.10778497939692569
98,0.1076294809462671
99,0.10747916137660471
