,coef
R-HSA-112316,3.2209008
R-HSA-8963743,0.0
R-HSA-109582,8.856988
R-HSA-392499,48.95248
R-HSA-74160,48.860542
R-HSA-1500931,0.03901647
R-HSA-4839726,22.778824
R-HSA-1266738,6.212806
R-HSA-1474165,2.7349396
R-HSA-1852241,1.0695524
R-HSA-8953854,9.699801
R-HSA-1643685,19.727055
R-HSA-162582,57.179142
R-HSA-400253,3.1922975e-09
R-HSA-1640170,35.56304
R-HSA-8953897,8.552473
R-HSA-5205647,0.0
R-HSA-1474244,4.222473
R-HSA-5357801,0.0027635144
R-HSA-73894,6.0571604
R-HSA-168256,78.19518
R-HSA-69306,0.062051058
R-HSA-5653656,26.841902
R-HSA-382551,0.11839169
R-HSA-1430728,8.219815
R-HSA-397014,0.18177523
