,coef
R-HSA-110362,-7.9327134e-15
R-HSA-5651801,9.078517e-10
R-HSA-73930,-2.1419076e-19
R-HSA-111461,-1.4326623e-16
R-HSA-264870,-2.3706384e-13
R-HSA-351906,1.09047105e-10
R-HSA-352238,-1.6884226e-14
R-HSA-111469,-2.1203849e-23
R-HSA-111885,5.315111
R-HSA-111933,0.020614
R-HSA-112399,0.22513977
R-HSA-110056,-3.677854e-11
R-HSA-112411,1.5673862e-19
R-HSA-113510,2.9548018
R-HSA-111446,4.715226e-06
R-HSA-111447,-5.2426896e-10
R-HSA-111448,7.684477e-07
R-HSA-139910,1.3463505e-06
R-HSA-139915,-2.3677937e-07
R-HSA-1169091,0.3104101
R-HSA-1169092,0.009223424
R-HSA-2025928,0.00091582583
R-HSA-1169408,0.036729943
R-HSA-1234158,0.005277715
R-HSA-1234162,1.04825336e-10
R-HSA-1234176,0.22475542
R-HSA-1236973,0.027060056
R-HSA-1236974,0.23324262
R-HSA-1236977,6.3968204e-09
R-HSA-1236978,0.03287417
R-HSA-1296041,0.016086293
R-HSA-211227,-5.6411873e-15
R-HSA-3371378,1.7075281e-06
R-HSA-69416,2.3548595e-05
R-HSA-141430,-0.0058098915
R-HSA-141444,2.2562864
R-HSA-1461957,-2.0061522e-11
R-HSA-1462054,-2.9846915e-13
R-HSA-1482788,0.16032064
R-HSA-1482798,0.018619457
R-HSA-1482801,0.08003246
R-HSA-1482839,0.1725729
R-HSA-1482883,-0.017187942
R-HSA-1482922,0.011068111
R-HSA-1482925,0.03769668
R-HSA-1483076,4.4127602e-05
R-HSA-1483115,0.009351644
R-HSA-1483148,0.107539974
R-HSA-1483152,2.276877e-13
R-HSA-1483166,0.2886536
R-HSA-1483191,0.28131685
R-HSA-1483196,0.0
R-HSA-1483213,-0.023148015
R-HSA-1483226,0.07036642
R-HSA-1483248,-0.01576033
R-HSA-1660499,0.7870798
R-HSA-1660514,0.07191096
R-HSA-1660516,0.21119203
R-HSA-1660517,0.001515015
R-HSA-6814848,0.004795993
R-HSA-8847453,0.020595198
R-HSA-1362277,0.03929704
R-HSA-1362300,0.012836985
R-HSA-159424,0.0
R-HSA-173599,0.0
R-HSA-174403,-1.4947821e-18
R-HSA-159227,-5.465823e-05
R-HSA-159230,-1.9083764e-10
R-HSA-159231,-0.00015283318
R-HSA-159740,2.867455e-11
R-HSA-159763,3.886259e-09
R-HSA-159782,1.2905522e-07
R-HSA-1606341,1.598536e-06
R-HSA-1810476,0.00024502975
R-HSA-1614517,0.0
R-HSA-162594,0.7858744
R-HSA-162599,6.164999
R-HSA-164952,-0.40081075
R-HSA-176033,0.94100696
R-HSA-176034,4.8360825e-08
R-HSA-177243,0.69715834
R-HSA-180534,0.870058
R-HSA-180585,1.0711619
R-HSA-180689,0.089769155
R-HSA-2022854,0.036086302
R-HSA-2022857,0.016737623
R-HSA-1971475,0.007979438
R-HSA-2022928,-0.014500222
R-HSA-2024096,0.0015652762
R-HSA-2426168,-0.0047896225
R-HSA-166020,-1.0605318e-05
R-HSA-166166,3.6793878
R-HSA-445989,0.012153217
R-HSA-450294,3.4290957
R-HSA-167826,-2.9409548e-19
R-HSA-167827,-4.4345273e-18
R-HSA-166786,0.00016485587
R-HSA-173736,0.0
R-HSA-975155,8.291993
R-HSA-168927,0.05428416
R-HSA-9013957,0.037154894
R-HSA-9013973,0.26982123
R-HSA-9014325,0.0017362783
R-HSA-168276,0.47083315
R-HSA-168277,0.0
R-HSA-168268,0.0
R-HSA-168270,0.0
R-HSA-168271,-0.018698063
R-HSA-168273,1.1777693
R-HSA-168274,0.054546226
R-HSA-168275,0.0
R-HSA-5250955,-2.7989654e-06
R-HSA-5250958,-1.7807704e-14
R-HSA-5250968,-1.148261e-10
R-HSA-5250971,-2.281926e-10
R-HSA-5250981,6.2828236e-05
R-HSA-5250982,4.077444e-06
R-HSA-5250989,3.462154e-08
R-HSA-5250992,2.9219673e-06
R-HSA-174084,0.77325535
R-HSA-174178,0.8271568
R-HSA-176407,0.18825145
R-HSA-176814,0.82135856
R-HSA-174417,-3.1745632e-05
R-HSA-2022870,0.0042031803
R-HSA-2022923,-0.00014418183
R-HSA-2024101,-0.00066311436
R-HSA-171319,1.9941735e-12
R-HSA-629602,7.767823e-09
R-HSA-3249367,-5.8439964e-05
R-HSA-3270619,3.559427e-07
R-HSA-1839124,-0.014993334
R-HSA-1839126,-3.9656337e-05
R-HSA-187015,-0.03381683
R-HSA-167021,-0.029660791
R-HSA-177504,-0.026978083
R-HSA-187687,-0.052434623
R-HSA-198203,-0.11068642
R-HSA-198725,0.33485147
R-HSA-198745,-0.07609589
R-HSA-198765,0.017566731
R-HSA-190239,0.004614473
R-HSA-190241,0.05524928
R-HSA-190242,0.08318698
R-HSA-190322,0.09018813
R-HSA-190861,-0.0026631549
R-HSA-190873,0.01590936
R-HSA-6807047,0.0
R-HSA-6807062,0.0
R-HSA-191647,-0.0005234953
R-HSA-192105,0.00035117046
R-HSA-209543,-0.13937949
R-HSA-209560,0.022863703
R-HSA-193634,1.760885e-06
R-HSA-209563,1.6731734e-07
R-HSA-159418,2.2877357e-05
R-HSA-195399,1.1572054e-08
R-HSA-193048,-6.495117e-22
R-HSA-193144,-4.6108304e-12
R-HSA-193993,0.008958889
R-HSA-194002,0.0078975065
R-HSA-196108,0.007618228
R-HSA-197264,-8.7048466e-11
R-HSA-196783,-1.1534683e-15
R-HSA-6811558,1.3508805
R-HSA-4411364,0.047441952
R-HSA-2046105,-3.225383e-13
R-HSA-2046106,-2.6632854e-12
R-HSA-193648,1.2182016
R-HSA-205025,-0.003012098
R-HSA-205043,0.41421622
R-HSA-350864,3.4261983e-20
R-HSA-211916,0.0
R-HSA-211935,-4.5625176e-15
R-HSA-211958,-7.251019e-16
R-HSA-211976,-0.00020302997
R-HSA-211979,-6.7161903e-15
R-HSA-211981,1.3449174e-14
R-HSA-2142670,3.6792075e-12
R-HSA-2142688,5.3238353e-05
R-HSA-2142691,1.3929388e-05
R-HSA-2142696,-7.1219494e-16
R-HSA-2142712,8.0556426e-08
R-HSA-2142770,-3.774745e-11
R-HSA-2142816,8.7858e-14
R-HSA-2162123,3.5251646e-06
R-HSA-2142850,1.037831e-15
R-HSA-2160916,6.459656e-16
R-HSA-2173788,0.03934016
R-HSA-2173795,0.24909899
R-HSA-2173796,1.0859381
R-HSA-2206280,0.0
R-HSA-2206282,0.0
R-HSA-2206285,0.0
R-HSA-2206290,0.0
R-HSA-2206291,0.0
R-HSA-2206292,0.0
R-HSA-2206296,0.0
R-HSA-2206302,0.0
R-HSA-2206305,0.0
R-HSA-2206307,0.0
R-HSA-2206308,0.0
R-HSA-2428933,0.005741688
R-HSA-2466712,7.576369e-18
R-HSA-68881,0.030690467
R-HSA-68882,6.1022367
R-HSA-2559584,0.00378849
R-HSA-2644606,0.0051895073
R-HSA-2644607,0.0004349223
R-HSA-2660826,3.9640895e-08
R-HSA-2691232,-5.4743888e-17
R-HSA-2894862,0.0073770015
R-HSA-2980766,3.9559522
R-HSA-3108214,4.4245677
R-HSA-3232118,0.3957003
R-HSA-3232142,0.90092134
R-HSA-3899300,1.3912388
R-HSA-4085377,0.8980291
R-HSA-4090294,0.84010625
R-HSA-4551638,0.9643941
R-HSA-4570464,1.28911
R-HSA-4615885,0.96154416
R-HSA-4655427,0.103564054
R-HSA-4755510,0.37150794
R-HSA-3248023,0.0
R-HSA-3065676,1.079312e-08
R-HSA-3065678,2.7458478e-08
R-HSA-3065679,4.14361e-09
R-HSA-3229133,0.0
R-HSA-3274531,0.0
R-HSA-3282872,0.0
R-HSA-3785653,-2.9221589e-08
R-HSA-3814836,-1.3697554e-15
R-HSA-3828062,-2.2942573e-11
R-HSA-3858516,-1.4757625e-12
R-HSA-3878781,-2.87646e-12
R-HSA-5357609,-8.3630985e-10
R-HSA-3359454,3.069314e-16
R-HSA-3359457,2.679344e-19
R-HSA-3359458,0.0
R-HSA-3359462,1.1361596e-17
R-HSA-3359463,1.8419803e-17
R-HSA-3359467,-8.0244074e-16
R-HSA-3359469,5.542462e-13
R-HSA-3359471,0.0
R-HSA-3359473,-8.3902054e-17
R-HSA-3359474,0.0
R-HSA-3359475,8.643025e-14
R-HSA-3359478,0.0
R-HSA-3359485,5.4382086e-15
R-HSA-3311021,5.9897825e-15
R-HSA-3304356,6.0683764e-11
R-HSA-3315487,4.9455465e-13
R-HSA-3371598,0.0
R-HSA-3371599,0.0004961778
R-HSA-3371568,0.0036688584
R-HSA-3642279,1.3918552e-22
R-HSA-3645790,2.8416033e-17
R-HSA-3656532,2.9949304e-16
R-HSA-3656535,9.839355e-14
R-HSA-5628897,3.6992946
R-HSA-5633007,13.088604
R-HSA-5633008,4.412321
R-HSA-6791312,0.86586505
R-HSA-6796648,2.6103907
R-HSA-3296197,0.0
R-HSA-375276,2.298766
R-HSA-375280,0.44093546
R-HSA-375281,-0.003817144
R-HSA-391903,0.0
R-HSA-418038,0.07272784
R-HSA-419408,0.9812973
R-HSA-419771,-0.09968425
R-HSA-444209,-5.7806235e-16
R-HSA-419812,-0.00023815365
R-HSA-420092,0.69130474
R-HSA-379397,-7.1307894e-12
R-HSA-379398,-1.2372173e-19
R-HSA-380287,2.1258287
R-HSA-380612,0.0
R-HSA-389357,-0.005287263
R-HSA-389359,-7.49438e-12
R-HSA-389957,9.696874e-07
R-HSA-389960,1.13321555e-07
R-HSA-390450,7.162428e-16
R-HSA-389599,-1.7520874e-20
R-HSA-389887,9.562647e-17
R-HSA-390247,-2.2325955e-13
R-HSA-392451,0.16237159
R-HSA-418217,0.15395124
R-HSA-399719,0.00080701534
R-HSA-399710,6.857502e-13
R-HSA-434316,1.3583546e-07
R-HSA-416550,0.024590563
R-HSA-416572,0.030488605
R-HSA-4608870,0.96684843
R-HSA-5099900,0.057696808
R-HSA-5140745,0.02287128
R-HSA-881907,4.59505e-06
R-HSA-381753,0.0
R-HSA-420597,0.0
R-HSA-432720,1.127351
R-HSA-432722,2.5026515
R-HSA-435354,0.05348729
R-HSA-427589,2.521061e-15
R-HSA-438064,0.009456804
R-HSA-5218920,0.0040728813
R-HSA-5218921,0.010141408
R-HSA-438066,0.0071434034
R-HSA-448706,4.711604e-05
R-HSA-9007892,0.048677962
R-HSA-9008059,0.63810736
R-HSA-9012546,0.0066384454
R-HSA-9014826,-3.0780535e-13
R-HSA-9014843,3.7983784e-05
R-HSA-8984722,0.323757
R-HSA-9020591,2.3908222
R-HSA-9020933,-0.0093966555
R-HSA-9020956,0.23907188
R-HSA-451306,8.325756e-09
R-HSA-500657,3.6283727e-05
R-HSA-8983432,0.48860455
R-HSA-8985947,-0.008210503
R-HSA-9020558,1.1907334
R-HSA-9020958,-0.018215917
R-HSA-912526,0.55362093
R-HSA-5467340,0.10140362
R-HSA-5467345,2.6587745e-09
R-HSA-5358747,0.38333416
R-HSA-5358749,0.38576385
R-HSA-5358751,0.34783578
R-HSA-5358752,0.49773946
R-HSA-5467333,0.055982012
R-HSA-5467337,0.2636314
R-HSA-5467343,0.0
R-HSA-5467348,0.10880921
R-HSA-912631,-0.38472804
