,coef
VPS53,0.49804556
FGF6,0.4041544
HIST1H3E,0.0
MED13L,0.00012757485
VRK1,-0.006655068
FGF3,0.6333737
ZNF69,0.0
RGS20,0.0
ZNF791,0.0
TULP4,0.08650865
DNAJC14,0.0
DENND2D,-0.0015278381
EAPP,0.0
ZSCAN29,0.0
IFNGR1,0.003263704
FAM135B,0.0
VTA1,0.0084942095
H3F3A,0.82236004
TMEM42,0.0
DDO,0.0
PIP5K1A,0.05323842
PPIL2,-2.562417e-21
RRAD,0.0
OR5AC2,0.0
WTAP,0.0
NBPF3,0.0
NRXN2,7.400147e-10
BTF3L4,0.0
MTMR4,0.018131401
SPOPL,0.0
GPR19,0.0
ARHGAP29,0.15643789
G6PC3,-2.7056511e-14
TSPAN1,0.0
PPP3CB,1.2652999
SRPK2,0.0
SEMG2,0.0
IL15,0.07267625
OR5L1,0.0
SLC25A28,0.0
ABHD13,0.0
RWDD2B,0.0
CLRN1,0.0
IMPAD1,0.0
ZNF212,0.0
MON2,0.0
SCP2,-0.00134776
WDR91,0.0
KIN,5.9864864e-22
COX6C,0.9552714
ZDHHC5,0.0
GOT1,1.395273e-12
HEMGN,0.0
ZNF382,0.0
PDZRN3,0.0
TINF2,0.011958419
OTOP1,0.0
ACOT2,0.0
DNMT3A,0.2337318
NFX1,0.0
PPIL4,0.11587355
FBLN1,-9.9736906e-11
KLHL3,-0.03185786
OR8K3,0.0
ULK1,0.08600779
POM121,0.36697796
ZBTB5,0.0
SBDS,0.0
OASL,0.0
CCDC73,0.0
FOXO1,-0.45412412
SIRT1,0.3174581
PAN3,1.797329e-08
E2F4,-0.031063017
OR9G4,0.0
FCER1G,0.17765188
PSMC5,0.281297
OR6C70,0.0
DUSP23,0.0
SAMM50,8.166156e-23
CTSO,2.8184731e-05
NSUN5,0.0
KBTBD2,0.0
MORF4L1,-3.0277522e-06
PRPF18,0.0
DPPA2,0.0
PTK2B,0.3489239
USF2,-0.093209736
NUP188,0.1890387
KCNQ4,4.903821e-06
DSC1,0.05726123
ZNRF2,-0.0429403
KIAA1324L,0.0
RHOH,-0.026486982
TNFSF12,-0.014612039
TCP11,0.0
SERPIND1,-0.043755546
C1D,-4.091255e-13
TBC1D20,0.0064482554
OR5AN1,0.0
CSDE1,0.0
RAB24,0.14817815
PSG8,0.0
CHUK,0.78835285
RAB25,-0.00040177137
TSR1,0.0054570884
STX1A,0.055541627
