,coef
R-HSA-5423599,3.677237e-08
R-HSA-194315,4.636002
R-HSA-112307,-8.160494e-09
R-HSA-73884,0.01445857
R-HSA-69620,-0.08076122
R-HSA-6783310,-0.50611126
R-HSA-1500620,1.9117137
R-HSA-75072,0.0
R-HSA-8941237,0.00016100927
R-HSA-5358508,1.06299385e-05
R-HSA-73942,7.827398e-08
R-HSA-73886,-0.004707326
R-HSA-5619115,0.01848786
R-HSA-1483249,0.0020928318
R-HSA-8935690,0.0
R-HSA-194441,1.1280652e-12
R-HSA-195721,2.0977457
R-HSA-165159,8.810901e-06
R-HSA-5358351,0.8393775
R-HSA-8963676,8.929359e-06
R-HSA-452723,0.00793874
R-HSA-373753,-2.97366e-05
R-HSA-5619507,3.7449045
R-HSA-381340,0.059708424
R-HSA-186712,0.0
R-HSA-525793,9.35829e-10
R-HSA-2564830,0.0
R-HSA-1280215,24.100681
R-HSA-1368082,1.821288e-11
R-HSA-73887,-0.0014252353
R-HSA-71737,0.0
R-HSA-2586552,-0.016533315
R-HSA-977225,0.0050492277
R-HSA-3000178,5.494453
R-HSA-5205685,0.0
R-HSA-428359,0.0001440804
R-HSA-2028269,0.0
R-HSA-6794362,2.252584
R-HSA-74158,1.4740716
R-HSA-140877,6.248357e-11
R-HSA-112315,1.7583611
R-HSA-212165,0.96704763
R-HSA-72312,-0.0035191723
R-HSA-9006925,1.8867393
R-HSA-196854,0.071834385
R-HSA-73893,-3.475993e-05
R-HSA-390522,0.00452853
R-HSA-1368071,1.8694529e-10
R-HSA-5683826,-6.426423e-11
R-HSA-3000171,0.0
R-HSA-1592230,3.7051861e-06
R-HSA-5693532,2.1262527
R-HSA-5223345,1.1849657e-05
R-HSA-450531,0.0023150006
R-HSA-5682910,0.0
R-HSA-75067,1.42574e-12
R-HSA-425407,0.00027019315
R-HSA-1280218,25.126612
R-HSA-2980736,-2.6809548e-09
R-HSA-1474228,0.00012802715
R-HSA-75944,0.0
R-HSA-216083,0.04187483
R-HSA-71291,0.28287792
R-HSA-5683057,0.62007815
R-HSA-5663202,9.067497
R-HSA-1296071,0.0047857743
R-HSA-391251,0.000886555
R-HSA-9006927,0.070285276
R-HSA-1428517,0.017715564
R-HSA-5260271,-4.222216e-08
R-HSA-1475029,-2.5622181e-05
R-HSA-5676934,0.0
R-HSA-202131,0.0020403045
R-HSA-15869,0.0075838254
R-HSA-422475,19.248613
R-HSA-76002,6.1787333
R-HSA-163685,1.7234845e-05
R-HSA-381426,4.0970592
R-HSA-68874,-0.014572193
R-HSA-5617833,0.00034984335
R-HSA-983231,-2.2781718e-07
R-HSA-5668914,0.052819774
R-HSA-5218859,5.373649e-08
R-HSA-382556,0.006037744
R-HSA-1268020,0.065448605
R-HSA-1181150,6.272721e-08
R-HSA-72306,-6.470297e-05
R-HSA-72203,17.31335
R-HSA-5660526,1.7193841e-09
R-HSA-917937,0.0062213764
R-HSA-1362409,0.0
R-HSA-372790,3.3350575
R-HSA-2173782,1.808292e-05
R-HSA-3247509,3.8693047
R-HSA-3000157,-0.00038132403
R-HSA-8949215,1.761291e-08
R-HSA-445355,0.0767049
R-HSA-5663205,10.981092
R-HSA-9006931,-0.18429601
R-HSA-157118,4.697935
R-HSA-174824,-5.2924844e-07
R-HSA-1480926,0.030541781
R-HSA-168249,40.323467
R-HSA-72086,-6.613244e-10
R-HSA-5696398,-1.0845507
R-HSA-73857,55.59585
R-HSA-189445,-1.3953839e-08
R-HSA-1474290,-1.3500968e-10
R-HSA-8934903,0.00062209496
R-HSA-983712,0.3220712
R-HSA-1187000,4.7358595e-10
R-HSA-446728,-1.1649841e-10
R-HSA-3781865,0.0005356411
R-HSA-5576891,0.104382314
R-HSA-75892,-3.174424e-08
R-HSA-9033241,6.4103997e-06
R-HSA-418346,0.038549952
R-HSA-211000,0.87476414
R-HSA-9006936,0.18864867
R-HSA-391160,-1.0448189e-07
R-HSA-429914,-0.008135669
R-HSA-2262752,11.258988
R-HSA-9006921,-0.00012304695
R-HSA-73864,0.10151059
R-HSA-1368108,0.0
R-HSA-1632852,0.00023042536
R-HSA-1566948,0.0
R-HSA-556833,4.0165963
R-HSA-211859,0.10016051
R-HSA-75205,0.001923453
R-HSA-69278,38.016476
R-HSA-69239,0.87965024
R-HSA-9006934,2.540317
R-HSA-597592,40.28437
R-HSA-8981607,0.0
R-HSA-71387,0.5014459
R-HSA-6805567,0.19502382
R-HSA-445717,0.0056449017
R-HSA-381119,0.00020344582
R-HSA-1566977,0.0
R-HSA-109581,0.042032305
R-HSA-199991,21.417225
R-HSA-202733,3.7625583e-09
R-HSA-2161522,0.0
R-HSA-72766,11.737416
R-HSA-8863678,8.596144e-09
