,coef
R-HSA-112316,0.25016642
R-HSA-8963743,0.0
R-HSA-109582,1.4518409
R-HSA-392499,53.06012
R-HSA-74160,72.79714
R-HSA-1500931,0.03677807
R-HSA-4839726,2.0763187
R-HSA-1266738,7.1529555
R-HSA-1474165,0.32772467
R-HSA-1852241,0.046239067
R-HSA-8953854,18.794872
R-HSA-1643685,20.081295
R-HSA-162582,57.103874
R-HSA-400253,1.4369404e-08
R-HSA-1640170,32.459435
R-HSA-8953897,7.5699277
R-HSA-5205647,0.0
R-HSA-1474244,0.582742
R-HSA-5357801,1.4665167e-08
R-HSA-73894,5.8698125
R-HSA-168256,83.97353
R-HSA-69306,0.7654494
R-HSA-5653656,17.898657
R-HSA-382551,0.18168181
R-HSA-1430728,0.32072067
R-HSA-397014,0.14512426
