,coef
R-HSA-5423599,0.0
R-HSA-194315,13.404378
R-HSA-112307,0.0
R-HSA-73884,-1.5361629e-10
R-HSA-69620,0.05691077
R-HSA-6783310,-0.49636725
R-HSA-1500620,4.0131516
R-HSA-75072,0.0
R-HSA-8941237,0.0
R-HSA-5358508,0.0
R-HSA-73942,1.9518523e-06
R-HSA-73886,2.603353e-07
R-HSA-5619115,-0.003925437
R-HSA-1483249,1.2166016e-09
R-HSA-8935690,0.0
R-HSA-194441,0.00038423922
R-HSA-195721,9.011383
R-HSA-165159,0.056407936
R-HSA-5358351,2.0168464
R-HSA-8963676,0.0
R-HSA-452723,4.0654214e-08
R-HSA-373753,-6.7931694e-08
R-HSA-5619507,1.6552263
R-HSA-381340,-0.008132134
R-HSA-186712,9.21705e-10
R-HSA-525793,-4.4511825e-08
R-HSA-2564830,4.156132e-11
R-HSA-1280215,17.771095
R-HSA-1368082,0.0
R-HSA-73887,2.2125155e-07
R-HSA-71737,1.4357922e-08
R-HSA-2586552,-5.8635906e-05
R-HSA-977225,-0.00020094702
R-HSA-3000178,0.54786074
R-HSA-5205685,0.0
R-HSA-428359,0.034406487
R-HSA-2028269,0.00015621507
R-HSA-6794362,0.014851297
R-HSA-74158,5.0399585
R-HSA-140877,1.9220089e-07
R-HSA-112315,0.23531628
R-HSA-212165,1.9039394
R-HSA-72312,2.5802867
R-HSA-9006925,3.1825292
R-HSA-196854,-2.094079e-05
R-HSA-73893,-4.150069e-05
R-HSA-390522,0.0
R-HSA-1368071,1.4662361e-08
R-HSA-5683826,1.01252525e-07
R-HSA-3000171,-6.933313e-11
R-HSA-1592230,2.7277913e-09
R-HSA-5693532,5.9163623
R-HSA-5223345,0.0
R-HSA-450531,0.00048897543
R-HSA-5682910,-1.0494131e-09
R-HSA-75067,2.1571975e-06
R-HSA-425407,1.2955934e-06
R-HSA-1280218,15.40022
R-HSA-2980736,0.037909005
R-HSA-1474228,-0.0023717626
R-HSA-75944,0.0
R-HSA-216083,0.017036336
R-HSA-71291,-0.011072823
R-HSA-5683057,5.42154
R-HSA-5663202,10.010762
R-HSA-1296071,-8.9815467e-07
R-HSA-391251,1.2455851
R-HSA-9006927,0.011339926
R-HSA-1428517,-2.4364833e-06
R-HSA-5260271,-1.9041853e-09
R-HSA-1475029,0.0
R-HSA-5676934,-3.2321061e-09
R-HSA-202131,-1.0266563e-07
R-HSA-15869,-1.4187564e-09
R-HSA-422475,5.5058026
R-HSA-76002,1.427473
R-HSA-163685,0.11735428
R-HSA-381426,7.985741
R-HSA-68874,-0.0063749626
R-HSA-5617833,0.04623908
R-HSA-983231,5.005786e-06
R-HSA-5668914,-5.7487315e-10
R-HSA-5218859,0.0
R-HSA-382556,0.0
R-HSA-1268020,0.08618986
R-HSA-1181150,1.1209318e-05
R-HSA-72306,0.40646118
R-HSA-72203,15.772786
R-HSA-5660526,-6.0325406e-10
R-HSA-917937,-1.35748355e-08
R-HSA-1362409,2.5616254e-10
R-HSA-372790,7.4723287
R-HSA-2173782,0.0002664127
R-HSA-3247509,2.0763185
R-HSA-3000157,0.020293675
R-HSA-8949215,4.988222e-07
R-HSA-445355,0.00015090269
R-HSA-5663205,10.074596
R-HSA-9006931,5.70312
R-HSA-157118,0.6450877
R-HSA-174824,0.00014892228
R-HSA-1480926,0.06216383
R-HSA-168249,50.802273
R-HSA-72086,2.2670838e-05
R-HSA-5696398,0.4498534
R-HSA-73857,63.983353
R-HSA-189445,0.0
R-HSA-1474290,-7.7215744e-05
R-HSA-8934903,0.0
R-HSA-983712,0.0050234487
R-HSA-1187000,0.0011481539
R-HSA-446728,2.4671965e-07
R-HSA-3781865,-0.00013730346
R-HSA-5576891,0.14497335
R-HSA-75892,-1.2510635e-06
R-HSA-9033241,0.0
R-HSA-418346,0.02436338
R-HSA-211000,1.6290355
R-HSA-9006936,0.025465678
R-HSA-391160,0.036777895
R-HSA-429914,3.3870445e-05
R-HSA-2262752,6.1954947
R-HSA-9006921,0.0011180958
R-HSA-73864,0.24090071
R-HSA-1368108,-2.4398752e-11
R-HSA-1632852,1.3744377
R-HSA-1566948,8.0338564e-10
R-HSA-556833,0.16828398
R-HSA-211859,0.046210386
R-HSA-75205,3.9414496e-07
R-HSA-69278,28.71596
R-HSA-69239,0.771824
R-HSA-9006934,10.152249
R-HSA-597592,36.942432
R-HSA-8981607,0.0
R-HSA-71387,-3.2012016e-05
R-HSA-6805567,4.5048822e-05
R-HSA-445717,0.11434378
R-HSA-381119,6.4183216e-05
R-HSA-1566977,1.539632e-08
R-HSA-109581,1.4667145e-08
R-HSA-199991,17.898392
R-HSA-202733,-4.168074e-08
R-HSA-2161522,0.0
R-HSA-72766,6.7623982
R-HSA-8863678,0.0
