,coef
R-HSA-110362,-6.9314507e-07
R-HSA-5651801,-1.7301276e-05
R-HSA-73930,-2.6908497e-22
R-HSA-111461,-3.1738914e-10
R-HSA-264870,2.7300198e-10
R-HSA-351906,0.0021904479
R-HSA-352238,9.560724e-05
R-HSA-111469,3.1652111e-12
R-HSA-111885,2.1364605
R-HSA-111933,4.35279e-05
R-HSA-112399,0.8442999
R-HSA-110056,2.2983254e-12
R-HSA-112411,-1.4840714e-13
R-HSA-113510,1.4369204
R-HSA-111446,4.186031e-08
R-HSA-111447,3.3316516e-10
R-HSA-111448,7.2958555e-09
R-HSA-139910,5.5433208e-17
R-HSA-139915,5.4284763e-09
R-HSA-1169091,0.8970234
R-HSA-1169092,0.05189755
R-HSA-2025928,0.053929634
R-HSA-1169408,2.0449307
R-HSA-1234158,0.27610445
R-HSA-1234162,3.4579527e-05
R-HSA-1234176,0.55115795
R-HSA-1236973,0.008544704
R-HSA-1236974,0.5149794
R-HSA-1236977,-5.0013966e-09
R-HSA-1236978,0.36666697
R-HSA-1296041,6.913655e-11
R-HSA-211227,5.1213797e-13
R-HSA-3371378,8.272315e-06
R-HSA-69416,-1.3863745e-07
R-HSA-141430,0.04663699
R-HSA-141444,1.8810257
R-HSA-1461957,-2.2074889e-09
R-HSA-1462054,-4.4003002e-14
R-HSA-1482788,-1.0467826e-11
R-HSA-1482798,-4.180518e-13
R-HSA-1482801,4.794598e-22
R-HSA-1482839,-8.856651e-13
R-HSA-1482883,1.3074155e-13
R-HSA-1482922,4.970222e-12
R-HSA-1482925,-3.3535123e-15
R-HSA-1483076,0.0
R-HSA-1483115,1.5792487e-15
R-HSA-1483148,4.616124e-12
R-HSA-1483152,0.0
R-HSA-1483166,-1.0026844e-15
R-HSA-1483191,-2.6544175e-10
R-HSA-1483196,6.7677564e-18
R-HSA-1483213,-2.5296434e-19
R-HSA-1483226,-1.778323e-11
R-HSA-1483248,-0.013781619
R-HSA-1660499,2.3103428
R-HSA-1660514,0.14433634
R-HSA-1660516,0.20460105
R-HSA-1660517,0.12334931
R-HSA-6814848,-6.7924854e-18
R-HSA-8847453,0.10132074
R-HSA-1362277,0.045804903
R-HSA-1362300,0.04619169
R-HSA-159424,2.6490609e-12
R-HSA-173599,-3.1212917e-14
R-HSA-174403,3.5787547e-08
R-HSA-159227,1.5547252e-14
R-HSA-159230,2.5916049e-12
R-HSA-159231,5.1903142e-15
R-HSA-159740,-4.1088277e-16
R-HSA-159763,5.7775486e-12
R-HSA-159782,-3.200234e-10
R-HSA-1606341,0.00021743322
R-HSA-1810476,0.0044617504
R-HSA-1614517,1.0335286e-12
R-HSA-162594,0.9642015
R-HSA-162599,4.1521225
R-HSA-164952,-0.45015773
R-HSA-176033,0.9284807
R-HSA-176034,2.4345682e-14
R-HSA-177243,0.8502128
R-HSA-180534,0.5800529
R-HSA-180585,0.27457327
R-HSA-180689,0.04529044
R-HSA-2022854,7.541515e-07
R-HSA-2022857,2.2893041e-06
R-HSA-1971475,-4.9500437e-10
R-HSA-2022928,-4.984307e-07
R-HSA-2024096,-5.8780998e-08
R-HSA-2426168,0.0001911815
R-HSA-166020,-1.00436735e-10
R-HSA-166166,1.8069272
R-HSA-445989,0.014788731
R-HSA-450294,2.730924
R-HSA-167826,6.787544e-11
R-HSA-167827,-2.3615623e-13
R-HSA-166786,1.4575989e-08
R-HSA-173736,0.0
R-HSA-975155,7.2904134
R-HSA-168927,0.045494556
R-HSA-9013957,-0.0011396867
R-HSA-9013973,0.138824
R-HSA-9014325,0.029782087
R-HSA-168276,0.5427848
R-HSA-168277,0.0
R-HSA-168268,0.0
R-HSA-168270,0.0
R-HSA-168271,2.1237616e-05
R-HSA-168273,1.5788802
R-HSA-168274,0.03499295
R-HSA-168275,0.0
R-HSA-5250955,2.159457e-15
R-HSA-5250958,-2.0891717e-12
R-HSA-5250968,-2.028959e-12
R-HSA-5250971,-1.1687171e-12
R-HSA-5250981,-2.998436e-11
R-HSA-5250982,-3.3564397e-12
R-HSA-5250989,1.4133552e-11
R-HSA-5250992,-3.313616e-16
R-HSA-174084,0.20815043
R-HSA-174178,0.25744325
R-HSA-176407,0.034785125
R-HSA-176814,0.15735622
R-HSA-174417,8.493394e-08
R-HSA-2022870,1.04498696e-07
R-HSA-2022923,1.8933446e-14
R-HSA-2024101,-1.0681199e-12
R-HSA-171319,8.2344376e-15
R-HSA-629602,-0.031179938
R-HSA-3249367,-3.2360919e-18
R-HSA-3270619,1.2821757e-20
R-HSA-1839124,-0.021352028
R-HSA-1839126,0.04984581
R-HSA-187015,-5.382605e-05
R-HSA-167021,-9.2948445e-05
R-HSA-177504,8.575412e-05
R-HSA-187687,0.0207388
R-HSA-198203,-0.0015467012
R-HSA-198725,0.005711168
R-HSA-198745,-0.011199045
R-HSA-198765,2.8186806e-12
R-HSA-190239,0.0036671497
R-HSA-190241,0.04341716
R-HSA-190242,0.010495524
R-HSA-190322,0.04571818
R-HSA-190861,-0.006132298
R-HSA-190873,0.03173741
R-HSA-6807047,0.0
R-HSA-6807062,0.0
R-HSA-191647,-0.0005402481
R-HSA-192105,0.003703345
R-HSA-209543,-0.1327492
R-HSA-209560,-0.0059197927
R-HSA-193634,2.0974733e-09
R-HSA-209563,3.7610193e-05
R-HSA-159418,0.0010158076
R-HSA-195399,1.0904249e-14
R-HSA-193048,-3.9828726e-14
R-HSA-193144,-2.2853454e-14
R-HSA-193993,-2.562534e-07
R-HSA-194002,-1.9945865e-06
R-HSA-196108,-2.2863983e-13
R-HSA-197264,2.6716563e-12
R-HSA-196783,-2.5629981e-10
R-HSA-6811558,3.0986407
R-HSA-4411364,0.06465941
R-HSA-2046105,0.0
R-HSA-2046106,-6.2048226e-14
R-HSA-193648,1.0033945
R-HSA-205025,-0.022750264
R-HSA-205043,0.21228768
R-HSA-350864,-3.6017659e-07
R-HSA-211916,-1.0244254e-10
R-HSA-211935,-4.9371653e-15
R-HSA-211958,5.103852e-14
R-HSA-211976,0.0007068587
R-HSA-211979,2.267508e-12
R-HSA-211981,-6.372412e-14
R-HSA-2142670,-8.7676595e-13
R-HSA-2142688,3.530509e-05
R-HSA-2142691,1.510519e-05
R-HSA-2142696,0.0
R-HSA-2142712,3.1077176e-09
R-HSA-2142770,1.5611555e-09
R-HSA-2142816,-1.1209942e-18
R-HSA-2162123,-8.2109264e-10
R-HSA-2142850,-5.646166e-17
R-HSA-2160916,2.5067292e-26
R-HSA-2173788,0.003915841
R-HSA-2173795,0.17722388
R-HSA-2173796,1.0137417
R-HSA-2206280,0.0
R-HSA-2206282,0.0
R-HSA-2206285,0.0
R-HSA-2206290,0.0
R-HSA-2206291,0.0
R-HSA-2206292,0.0
R-HSA-2206296,0.0
R-HSA-2206302,0.0
R-HSA-2206305,0.0
R-HSA-2206307,0.0
R-HSA-2206308,0.0
R-HSA-2428933,-0.00017287757
R-HSA-2466712,1.6994228e-06
R-HSA-68881,0.14191514
R-HSA-68882,5.314809
R-HSA-2559584,-6.614473e-11
R-HSA-2644606,0.9110046
R-HSA-2644607,0.13993011
R-HSA-2660826,0.0958255
R-HSA-2691232,0.035197027
R-HSA-2894862,0.79936767
R-HSA-2980766,2.132945
R-HSA-3108214,4.5175934
R-HSA-3232118,0.40556127
R-HSA-3232142,1.1856784
R-HSA-3899300,1.3142805
R-HSA-4085377,0.71310824
R-HSA-4090294,0.62554544
R-HSA-4551638,1.0554956
R-HSA-4570464,1.4917362
R-HSA-4615885,0.7921967
R-HSA-4655427,0.4447319
R-HSA-4755510,0.4437964
R-HSA-3248023,0.0
R-HSA-3065676,-0.00034068836
R-HSA-3065678,0.0015071932
R-HSA-3065679,0.012592203
R-HSA-3229133,0.0
R-HSA-3274531,0.0
R-HSA-3282872,0.0
R-HSA-3785653,1.3189129e-10
R-HSA-3814836,-5.2344885e-13
R-HSA-3828062,-5.1639035e-14
R-HSA-3858516,-3.4986726e-14
R-HSA-3878781,-9.313517e-16
R-HSA-5357609,-1.0562492e-15
R-HSA-3359454,0.0
R-HSA-3359457,0.0
R-HSA-3359458,0.0
R-HSA-3359462,0.0
R-HSA-3359463,0.0
R-HSA-3359467,2.2297786e-23
R-HSA-3359469,1.8208276e-16
R-HSA-3359471,0.0
R-HSA-3359473,4.1029164e-17
R-HSA-3359474,0.0
R-HSA-3359475,3.6455478e-23
R-HSA-3359478,0.0
R-HSA-3359485,0.0
R-HSA-3311021,-1.4786392e-05
R-HSA-3304356,-2.4456943e-09
R-HSA-3315487,-5.1411097e-20
R-HSA-3371598,0.0
R-HSA-3371599,7.824281e-06
R-HSA-3371568,0.034974344
R-HSA-3642279,-1.157975e-15
R-HSA-3645790,-2.9166306e-19
R-HSA-3656532,1.24438975e-05
R-HSA-3656535,4.2456857e-05
R-HSA-5628897,2.512524
R-HSA-5633007,12.949904
R-HSA-5633008,2.8220432
R-HSA-6791312,0.58805895
R-HSA-6796648,0.78920156
R-HSA-3296197,0.0
R-HSA-375276,0.1281622
R-HSA-375280,0.032795034
R-HSA-375281,-3.1721709e-10
R-HSA-391903,0.0
R-HSA-418038,1.7226888e-17
R-HSA-419408,0.005014795
R-HSA-419771,-2.2548508e-09
R-HSA-444209,-7.350718e-21
R-HSA-419812,-2.7393785e-11
R-HSA-420092,0.085490584
R-HSA-379397,-1.5813665e-17
R-HSA-379398,-4.9849702e-17
R-HSA-380287,2.0939765
R-HSA-380612,6.3807536e-20
R-HSA-389357,1.0245723e-09
R-HSA-389359,5.060368e-09
R-HSA-389957,8.147382e-05
R-HSA-389960,6.8753434e-06
R-HSA-390450,5.646924e-06
R-HSA-389599,-1.9964995e-12
R-HSA-389887,3.8046253e-13
R-HSA-390247,-4.7237523e-13
R-HSA-392451,-0.055135954
R-HSA-418217,0.09338234
R-HSA-399719,0.12303003
R-HSA-399710,0.032626648
R-HSA-434316,-1.2594824e-09
R-HSA-416550,0.31111363
R-HSA-416572,1.0149168
R-HSA-4608870,-0.063080296
R-HSA-5099900,0.0011441648
R-HSA-5140745,0.059146665
R-HSA-881907,0.13066585
R-HSA-381753,0.0
R-HSA-420597,0.0
R-HSA-432720,3.0223105
R-HSA-432722,4.922096
R-HSA-435354,-7.473854e-07
R-HSA-427589,0.0
R-HSA-438064,1.0980511
R-HSA-5218920,0.19374952
R-HSA-5218921,0.13412814
R-HSA-438066,1.0169455
R-HSA-448706,-1.5691562e-31
R-HSA-9007892,3.251657e-26
R-HSA-9008059,-1.764355e-10
R-HSA-9012546,-2.9966248e-13
R-HSA-9014826,-9.873999e-16
R-HSA-9014843,-3.8300822e-15
