,coef
VPS53,0.1394606
FGF6,0.1856919
HIST1H3E,0.0
MED13L,0.011169388
VRK1,0.2600929
FGF3,0.44195023
ZNF69,0.0
RGS20,0.0
ZNF791,0.0
TULP4,0.00017324483
DNAJC14,0.0
DENND2D,-0.007054205
EAPP,0.0
ZSCAN29,0.0
IFNGR1,3.8618643e-21
FAM135B,0.0
VTA1,1.4158854e-05
H3F3A,0.7340951
TMEM42,0.0
DDO,0.0
PIP5K1A,0.19071315
PPIL2,9.659257e-20
RRAD,0.0
OR5AC2,0.0
WTAP,0.0
NBPF3,0.0
NRXN2,-9.6412416e-21
BTF3L4,0.0
MTMR4,0.02340101
SPOPL,0.0
GPR19,0.0
ARHGAP29,0.52145636
G6PC3,-0.0044850786
TSPAN1,0.0
PPP3CB,0.847087
SRPK2,0.0
SEMG2,0.0
IL15,0.09983743
OR5L1,0.0
SLC25A28,0.0
ABHD13,0.0
RWDD2B,0.0
CLRN1,0.0
IMPAD1,0.0
ZNF212,0.0
MON2,0.0
SCP2,4.221835e-27
WDR91,0.0
KIN,9.513765e-17
COX6C,1.6064223
ZDHHC5,0.0
GOT1,-1.5263317e-09
HEMGN,0.0
ZNF382,0.0
PDZRN3,0.0
TINF2,0.03238064
OTOP1,0.0
ACOT2,0.0
DNMT3A,-0.00026337046
NFX1,0.0
PPIL4,0.045386225
FBLN1,3.2251334e-13
KLHL3,2.3501887e-06
OR8K3,0.0
ULK1,0.03441616
POM121,0.013166304
ZBTB5,0.0
SBDS,0.0
OASL,0.0
CCDC73,0.0
FOXO1,-0.24747671
SIRT1,0.76418334
PAN3,1.4418881e-32
E2F4,-0.0022871455
OR9G4,0.0
FCER1G,0.25310132
PSMC5,-0.10478359
OR6C70,0.0
DUSP23,0.0
SAMM50,4.261886e-25
CTSO,2.8737747e-07
NSUN5,0.0
KBTBD2,0.0
MORF4L1,-3.9072343e-05
PRPF18,0.0
DPPA2,0.0
PTK2B,0.58863074
USF2,8.164856e-09
NUP188,-0.8554939
KCNQ4,1.5457984e-19
DSC1,-0.0061056176
ZNRF2,-0.00028064358
KIAA1324L,0.0
RHOH,-1.626878e-06
TNFSF12,-0.003048416
TCP11,0.0
SERPIND1,-0.118736565
C1D,0.039248284
TBC1D20,2.5082022e-08
OR5AN1,0.0
CSDE1,0.0
RAB24,0.08694222
PSG8,0.0
CHUK,0.7062948
RAB25,0.008593947
TSR1,0.0068331864
STX1A,0.054302193
TMEM38A,0.0
ALG11,0.0
PLEKHA4,0.006799192
MRFAP1,0.0
CARD6,0.0
HES3,0.0
SP2,0.0
CYCS,0.1307486
ZNF575,0.0
HS6ST1,-0.0022424075
TRIML2,0.0
LRRC8D,-0.00024693902
CRAT,9.6198094e-17
OMG,1.8605124e-21
CSRP3,0.0
DYNLL2,0.030663164
PIP5KL1,0.0
FOXP4,0.0
KLK4,0.0
COASY,-1.4136968e-15
ZNF138,0.0
CLK2,0.0
FADD,0.24147104
CYP8B1,5.219912e-08
ATG16L2,0.0
IL1A,-0.001396825
CC2D1B,0.0
DMC1,0.036118045
PHC2,-0.0425202
ERLEC1,-1.5360987e-11
PQLC3,0.0
JAM2,-5.732509e-10
RAB6A,-0.10878599
DRD3,0.13226646
PDIA6,-0.049796063
CLDN6,-1.9967227e-05
FOXD2,0.0
FDPS,-0.00026335768
BTG1,0.0
NCOA1,-0.012844548
MN1,0.0
FBLIM1,0.0
GTPBP10,0.0
GNG2,-0.28818935
ARGLU1,0.0
TSPYL5,0.0
GDAP2,0.0
SMARCB1,-0.012173185
TMOD1,-5.584118e-15
CCDC134,0.0
SNRPG,0.002574118
PHTF1,0.0
PDE7B,0.0
SNX6,0.0
DEDD,0.0
SCEL,0.0
TMEM64,0.0
SPSB4,0.20110853
COX7A2,0.0
PREX2,0.99445945
TMEM190,0.0
TUBB2B,0.010358225
NDUFAF2,1.4465651e-16
OR5M3,0.0
RCBTB1,0.0
SV2A,5.4383207e-05
TMEM175,0.0
TCTE1,0.0
