,coef
R-HSA-110362,-3.5352773e-13
R-HSA-5651801,-1.5816312e-14
R-HSA-73930,0.0
R-HSA-111461,1.727463e-21
R-HSA-264870,-5.7337103e-20
R-HSA-351906,-1.7646085e-14
R-HSA-352238,-1.2896162e-23
R-HSA-111469,-2.2996872e-17
R-HSA-111885,1.46504
R-HSA-111933,0.21244155
R-HSA-112399,1.4050558
R-HSA-110056,-1.8018804e-16
R-HSA-112411,-1.4892504e-16
R-HSA-113510,2.3177714
R-HSA-111446,5.459653e-11
R-HSA-111447,2.7005748e-15
R-HSA-111448,3.4890833e-11
R-HSA-139910,-1.4990948e-11
R-HSA-139915,9.823154e-11
R-HSA-1169091,0.7487131
R-HSA-1169092,0.01939797
R-HSA-2025928,0.20068467
R-HSA-1169408,3.7843735
R-HSA-1234158,-5.4611093e-10
R-HSA-1234162,-1.7075069e-13
R-HSA-1234176,1.6275038e-10
R-HSA-1236973,0.1301554
R-HSA-1236974,0.024986384
R-HSA-1236977,-1.709353e-07
R-HSA-1236978,-0.5496115
R-HSA-1296041,-1.8792867e-10
R-HSA-211227,-3.0281338e-16
R-HSA-3371378,-1.2197768e-16
R-HSA-69416,-2.3674728e-15
R-HSA-141430,-6.9083224e-12
R-HSA-141444,0.280434
R-HSA-1461957,1.2811905e-08
R-HSA-1462054,5.3909294e-10
R-HSA-1482788,8.921027e-07
R-HSA-1482798,-1.5505615e-15
R-HSA-1482801,1.4049976e-07
R-HSA-1482839,5.8094205e-09
R-HSA-1482883,-3.6982901e-09
R-HSA-1482922,-1.6815514e-10
R-HSA-1482925,9.234048e-09
R-HSA-1483076,-2.6439707e-14
R-HSA-1483115,-7.7563867e-13
R-HSA-1483148,2.1391316e-14
R-HSA-1483152,2.328554e-16
R-HSA-1483166,-1.2712318e-13
R-HSA-1483191,0.0002101361
R-HSA-1483196,0.0
R-HSA-1483213,1.2518017e-05
R-HSA-1483226,1.3031499e-13
R-HSA-1483248,1.3272769e-05
R-HSA-1660499,0.0667315
R-HSA-1660514,0.0018050497
R-HSA-1660516,0.0003097811
R-HSA-1660517,0.006056978
R-HSA-6814848,0.0
R-HSA-8847453,0.00023506128
R-HSA-1362277,-6.945787e-10
R-HSA-1362300,5.3680722e-08
R-HSA-159424,5.410506e-05
R-HSA-173599,-3.1700882e-18
R-HSA-174403,-2.7346825e-14
R-HSA-159227,0.0057813125
R-HSA-159230,0.0036291776
R-HSA-159231,0.009871092
R-HSA-159740,0.005490999
R-HSA-159763,0.008542998
R-HSA-159782,0.050334204
R-HSA-1606341,-9.336751e-15
R-HSA-1810476,-1.6821435e-13
R-HSA-1614517,0.0
R-HSA-162594,0.93340564
R-HSA-162599,2.0548534
R-HSA-164952,-0.098964214
R-HSA-176033,0.63283306
R-HSA-176034,1.5673554e-06
R-HSA-177243,0.67529714
R-HSA-180534,0.71053207
R-HSA-180585,0.6234312
R-HSA-180689,0.10290633
R-HSA-2022854,-1.207121e-10
R-HSA-2022857,1.5196557e-13
R-HSA-1971475,1.3377628e-10
R-HSA-2022928,1.8604805e-08
R-HSA-2024096,1.1668775e-19
R-HSA-2426168,1.743606e-09
R-HSA-166020,-6.436211e-05
R-HSA-166166,2.3297977
R-HSA-445989,-0.02242124
R-HSA-450294,3.922087
R-HSA-167826,0.0
R-HSA-167827,0.0
R-HSA-166786,-1.0468264e-10
R-HSA-173736,0.0
R-HSA-975155,6.8202033
R-HSA-168927,-0.053734805
R-HSA-9013957,0.00028979286
R-HSA-9013973,0.11712477
R-HSA-9014325,0.028791433
R-HSA-168276,0.3588146
R-HSA-168277,0.0
R-HSA-168268,0.0
R-HSA-168270,0.0
R-HSA-168271,-0.009404107
R-HSA-168273,4.0525446
R-HSA-168274,0.038310263
R-HSA-168275,0.0
R-HSA-5250955,-9.85449e-12
R-HSA-5250958,-1.8463278e-11
R-HSA-5250968,-1.4115789e-18
R-HSA-5250971,-1.9302534e-11
R-HSA-5250981,-3.0835906e-10
R-HSA-5250982,-8.072766e-12
R-HSA-5250989,-6.619005e-12
R-HSA-5250992,-8.143363e-13
R-HSA-174084,0.48965564
R-HSA-174178,0.76972413
R-HSA-176407,0.07346389
R-HSA-176814,0.43235916
R-HSA-174417,-3.7146835e-13
R-HSA-2022870,1.8641805e-08
R-HSA-2022923,6.698536e-15
R-HSA-2024101,-3.4424705e-12
R-HSA-171319,2.0352775e-18
R-HSA-629602,8.999645e-09
R-HSA-3249367,1.407416e-30
R-HSA-3270619,-1.807165e-28
R-HSA-1839124,0.06996524
R-HSA-1839126,0.047986545
R-HSA-187015,-1.4093134e-10
R-HSA-167021,0.0010804919
R-HSA-177504,-0.0029164504
R-HSA-187687,0.44906154
R-HSA-198203,-0.008236634
R-HSA-198725,0.56771004
R-HSA-198745,-0.046771664
R-HSA-198765,0.004950072
R-HSA-190239,0.03173863
R-HSA-190241,0.08659762
R-HSA-190242,0.08724281
R-HSA-190322,0.31669602
R-HSA-190861,-7.846935e-08
R-HSA-190873,0.0009885784
R-HSA-6807047,0.0
R-HSA-6807062,0.0
R-HSA-191647,-6.4213777e-09
R-HSA-192105,4.4357315e-05
R-HSA-209543,-4.2856154e-14
R-HSA-209560,6.7350775e-10
R-HSA-193634,-1.2722797e-15
R-HSA-209563,1.3800392e-15
R-HSA-159418,-2.6937867e-09
R-HSA-195399,7.2895855e-06
