,coef
R-HSA-5423599,-3.60157e-10
R-HSA-194315,7.800431
R-HSA-112307,0.0
R-HSA-73884,5.6943907e-08
R-HSA-69620,2.1969168
R-HSA-6783310,-1.1540217
R-HSA-1500620,8.960624
R-HSA-75072,-1.9604536e-10
R-HSA-8941237,0.00039214172
R-HSA-5358508,7.634773e-05
R-HSA-73942,0.0
R-HSA-73886,-0.029269371
R-HSA-5619115,-0.0027255728
R-HSA-1483249,-9.3418805e-08
R-HSA-8935690,0.0
R-HSA-194441,0.0
R-HSA-195721,5.5342045
R-HSA-165159,0.003989951
R-HSA-5358351,2.2729514
R-HSA-8963676,4.183038e-07
R-HSA-452723,0.0090323575
R-HSA-373753,6.897264e-10
R-HSA-5619507,2.1319041
R-HSA-381340,0.26764822
R-HSA-186712,6.7112944e-07
R-HSA-525793,2.1454452e-10
R-HSA-2564830,0.0
R-HSA-1280215,12.580494
R-HSA-1368082,0.0
R-HSA-73887,1.7244151
R-HSA-71737,0.0035007899
R-HSA-2586552,-1.8070588e-10
R-HSA-977225,0.13531935
R-HSA-3000178,0.0017049918
R-HSA-5205685,-7.098069e-10
R-HSA-428359,0.0024271088
R-HSA-2028269,-4.525419e-08
R-HSA-6794362,1.8631064e-07
R-HSA-74158,2.5337756
R-HSA-140877,0.0
R-HSA-112315,0.018117692
R-HSA-212165,3.139829
R-HSA-72312,4.7805047
R-HSA-9006925,4.256377
R-HSA-196854,0.010276738
R-HSA-73893,0.10941046
R-HSA-390522,-1.7596724e-08
R-HSA-1368071,0.00069346797
R-HSA-5683826,1.4805347e-05
R-HSA-3000171,0.0
R-HSA-1592230,-9.871724e-07
R-HSA-5693532,6.6637235
R-HSA-5223345,0.027446711
R-HSA-450531,0.09937113
R-HSA-5682910,3.085312e-07
R-HSA-75067,0.05286045
R-HSA-425407,0.08884399
R-HSA-1280218,15.5970955
R-HSA-2980736,0.007910243
R-HSA-1474228,-0.00068730826
R-HSA-75944,0.0
R-HSA-216083,-8.166734e-07
R-HSA-71291,0.18415692
R-HSA-5683057,1.7667377
R-HSA-5663202,5.1405683
R-HSA-1296071,0.2096353
R-HSA-391251,0.053370718
R-HSA-9006927,0.0017480662
R-HSA-1428517,0.0105199
R-HSA-5260271,-6.7713194e-07
R-HSA-1475029,-0.32360598
R-HSA-5676934,-3.2223753e-08
R-HSA-202131,4.3001994e-05
R-HSA-15869,0.0
R-HSA-422475,9.6227455
R-HSA-76002,9.290276
R-HSA-163685,0.008108196
R-HSA-381426,3.0022035
R-HSA-68874,-0.0188168
R-HSA-5617833,-1.1512448e-05
R-HSA-983231,0.18965349
R-HSA-5668914,0.00050010905
R-HSA-5218859,-0.00017623157
R-HSA-382556,0.09020713
R-HSA-1268020,1.6814392e-05
R-HSA-1181150,0.00050958747
R-HSA-72306,0.05189369
R-HSA-72203,13.257281
R-HSA-5660526,2.0681991e-06
R-HSA-917937,0.00052531215
R-HSA-1362409,0.0
R-HSA-372790,12.364629
R-HSA-2173782,0.00531538
R-HSA-3247509,4.8003697
R-HSA-3000157,-0.0002560095
R-HSA-8949215,0.0
R-HSA-445355,0.04850318
R-HSA-5663205,11.90549
R-HSA-9006931,5.1663003
R-HSA-157118,1.686627
R-HSA-174824,0.00031546925
R-HSA-1480926,0.013464266
R-HSA-168249,54.382854
R-HSA-72086,0.0036085958
R-HSA-5696398,-4.3187933
R-HSA-73857,59.36262
R-HSA-189445,0.0
R-HSA-1474290,-3.8976918e-07
R-HSA-8934903,0.0
R-HSA-983712,0.023338186
R-HSA-1187000,9.414095e-10
R-HSA-446728,-2.6330274e-05
R-HSA-3781865,0.005772779
R-HSA-5576891,0.08670222
R-HSA-75892,0.0
R-HSA-9033241,0.0
R-HSA-418346,0.05897045
R-HSA-211000,1.7259543
R-HSA-9006936,0.20549287
R-HSA-391160,-4.048387e-06
R-HSA-429914,2.400506e-09
R-HSA-2262752,8.966452
R-HSA-9006921,-7.6896584e-05
R-HSA-73864,-4.5272278e-05
R-HSA-1368108,1.16896906e-07
R-HSA-1632852,0.1463543
R-HSA-1566948,7.469794e-09
R-HSA-556833,3.5150335
R-HSA-211859,-0.00020304516
R-HSA-75205,7.226317e-07
R-HSA-69278,48.504505
R-HSA-69239,-0.0259494
R-HSA-9006934,3.283793
R-HSA-597592,34.96311
R-HSA-8981607,0.0
R-HSA-71387,0.93088764
R-HSA-6805567,0.0592087
R-HSA-445717,0.15700011
R-HSA-381119,0.8017348
R-HSA-1566977,0.0
R-HSA-109581,0.016337108
R-HSA-199991,17.780117
R-HSA-202733,0.00036186946
R-HSA-2161522,0.0
R-HSA-72766,5.8146772
R-HSA-8863678,2.4491376e-10
