,coef
R-HSA-5423599,-3.3325545e-10
R-HSA-194315,13.020001
R-HSA-112307,-2.6368897e-07
R-HSA-73884,-1.8114539e-05
R-HSA-69620,2.9051635
R-HSA-6783310,-0.25383407
R-HSA-1500620,4.4798512
R-HSA-75072,0.0
R-HSA-8941237,0.00013008591
R-HSA-5358508,0.00026724098
R-HSA-73942,-3.9322942e-10
R-HSA-73886,0.003051805
R-HSA-5619115,0.0060783294
R-HSA-1483249,8.523173e-06
R-HSA-8935690,0.0
R-HSA-194441,1.242477e-05
R-HSA-195721,6.1542664
R-HSA-165159,0.092512675
R-HSA-5358351,0.49567658
R-HSA-8963676,4.3089443e-12
R-HSA-452723,0.00092851114
R-HSA-373753,0.032193758
R-HSA-5619507,0.33548775
R-HSA-381340,0.015658159
R-HSA-186712,-1.5239889e-06
R-HSA-525793,0.020700108
R-HSA-2564830,-6.247588e-11
R-HSA-1280215,15.36463
R-HSA-1368082,3.1879874e-09
R-HSA-73887,1.1209351
R-HSA-71737,2.7734213e-09
R-HSA-2586552,-7.282674e-07
R-HSA-977225,0.78581977
R-HSA-3000178,0.80072373
R-HSA-5205685,0.0
R-HSA-428359,-2.9943272e-05
R-HSA-2028269,0.0
R-HSA-6794362,0.023306835
R-HSA-74158,2.1879997
R-HSA-140877,-1.5200149e-07
R-HSA-112315,3.1842666
R-HSA-212165,4.403728
R-HSA-72312,1.2383759
R-HSA-9006925,6.023541
R-HSA-196854,0.57874745
R-HSA-73893,0.0072755194
R-HSA-390522,6.225694e-06
R-HSA-1368071,0.0
R-HSA-5683826,7.092217e-08
R-HSA-3000171,0.00014946237
R-HSA-1592230,-1.0918298e-05
R-HSA-5693532,3.824933
R-HSA-5223345,3.0667977e-08
R-HSA-450531,0.23666517
R-HSA-5682910,0.0
R-HSA-75067,-0.00013775847
R-HSA-425407,0.00024296112
R-HSA-1280218,28.262886
R-HSA-2980736,0.00021061557
R-HSA-1474228,0.0052122027
R-HSA-75944,7.7028454e-07
R-HSA-216083,0.19977656
R-HSA-71291,0.1368751
R-HSA-5683057,11.952156
R-HSA-5663202,10.219532
R-HSA-1296071,0.013329329
R-HSA-391251,0.008018962
R-HSA-9006927,0.004684548
R-HSA-1428517,-7.656173e-07
R-HSA-5260271,-2.2637934e-09
R-HSA-1475029,0.0
R-HSA-5676934,0.0
R-HSA-202131,8.199631e-11
R-HSA-15869,2.1721721e-08
R-HSA-422475,5.2145505
R-HSA-76002,8.589167
R-HSA-163685,0.0018684554
R-HSA-381426,4.186974
R-HSA-68874,0.005744133
R-HSA-5617833,1.0695636
R-HSA-983231,0.16471526
R-HSA-5668914,7.824085e-06
R-HSA-5218859,0.0
R-HSA-382556,2.544821e-07
R-HSA-1268020,0.0042966446
R-HSA-1181150,1.4919221e-05
R-HSA-72306,0.62901556
R-HSA-72203,7.599473
R-HSA-5660526,0.0
R-HSA-917937,-0.009841636
R-HSA-1362409,0.0
R-HSA-372790,6.5989423
R-HSA-2173782,0.00010663133
R-HSA-3247509,22.778824
R-HSA-3000157,3.0824454
R-HSA-8949215,-3.270833e-09
R-HSA-445355,0.1778389
R-HSA-5663205,9.501488
R-HSA-9006931,5.456526
R-HSA-157118,1.6177282
R-HSA-174824,0.00035400406
R-HSA-1480926,0.0009356806
R-HSA-168249,34.567642
R-HSA-72086,1.4358781e-10
R-HSA-5696398,2.4785335
R-HSA-73857,42.25502
R-HSA-189445,4.888143e-10
R-HSA-1474290,0.13350265
R-HSA-8934903,-1.14261794e-11
R-HSA-983712,0.0825013
R-HSA-1187000,-5.095913e-08
R-HSA-446728,1.158532e-08
R-HSA-3781865,-8.906158e-05
R-HSA-5576891,0.003930108
R-HSA-75892,-0.0015158482
R-HSA-9033241,0.012474425
R-HSA-418346,0.006088773
R-HSA-211000,0.00057664566
R-HSA-9006936,0.086534314
R-HSA-391160,0.006822687
R-HSA-429914,-0.0035701643
R-HSA-2262752,8.2943735
R-HSA-9006921,1.2151374e-07
R-HSA-73864,0.013178672
R-HSA-1368108,0.0
R-HSA-1632852,0.2581048
R-HSA-1566948,0.00053101365
R-HSA-556833,7.4207854
R-HSA-211859,0.0020733369
R-HSA-75205,-3.084552e-07
R-HSA-69278,30.909916
R-HSA-69239,0.05630693
R-HSA-9006934,4.555656
R-HSA-597592,37.104763
R-HSA-8981607,0.0
R-HSA-71387,0.0794571
R-HSA-6805567,0.6254718
R-HSA-445717,0.04419909
R-HSA-381119,0.5833379
R-HSA-1566977,0.0
R-HSA-109581,0.0027635144
R-HSA-199991,26.84179
R-HSA-202733,0.09853744
R-HSA-2161522,6.2787393e-09
R-HSA-72766,6.26664
R-HSA-8863678,3.243669e-05
