,,nn_fold_0,nn_fold_1,nn_fold_2,nn_fold_3,nn_fold_4
EPHB6,cnv_amp,0.12165699,0.03925079,0.068837844,0.011033221,0.03877857
ZNF554,mut_important,0.0,0.0,0.0,0.0,0.0
ZNF554,cnv_del,0.0,0.0,0.0,0.0,0.0
ZNF554,cnv_amp,0.0,0.0,0.0,0.0,0.0
DMWD,mut_important,0.0,0.0,0.0,0.0,0.0
DMWD,cnv_del,0.0,0.0,0.0,0.0,0.0
DMWD,cnv_amp,0.0,0.0,0.0,0.0,0.0
OSMR,mut_important,2.052806e-07,0.0011838936,0.002337645,1.0629901e-06,0.0060534906
OSMR,cnv_del,4.343317e-08,0.0020775353,0.0012734248,5.5186376e-07,1.2054487e-05
OSMR,cnv_amp,9.823426e-07,0.009246018,0.008454463,1.1295477e-05,0.008170866
MAD2L1BP,mut_important,0.0,0.0,0.0,0.0,0.0
MAD2L1BP,cnv_del,0.0,0.0,0.0,0.0,0.0
MAD2L1BP,cnv_amp,0.0,0.0,0.0,0.0,0.0
TM4SF1,mut_important,0.0,0.0,0.0,0.0,0.0
TM4SF1,cnv_del,0.0,0.0,0.0,0.0,0.0
TM4SF1,cnv_amp,0.0,0.0,0.0,0.0,0.0
CNOT8,mut_important,0.0008009045,0.00014840988,0.00012735445,2.0864593e-06,1.6622431e-09
CNOT8,cnv_del,1.5203836e-05,0.0,2.7713286e-06,8.221119e-08,1.6263944e-10
CNOT8,cnv_amp,0.0071684606,0.002742386,0.00012255013,6.383147e-06,8.779963e-06
HIPK3,mut_important,0.0,0.0,0.0,0.0,0.0
HIPK3,cnv_del,0.0,0.0,0.0,0.0,0.0
HIPK3,cnv_amp,0.0,0.0,0.0,0.0,0.0
PCGF5,mut_important,0.089675054,0.026504971,0.05724834,0.0049454784,0.11166109
PCGF5,cnv_del,0.3974771,0.49719873,0.29157028,0.14870611,0.4283145
PCGF5,cnv_amp,0.083194874,0.116275005,0.15347897,0.056635372,0.116948396
CYP4F11,mut_important,0.0004735453,1.9194e-13,2.8072732e-15,4.341411e-18,3.4319658e-07
CYP4F11,cnv_del,5.594932e-05,1.6609523e-14,1.3616559e-15,3.8716998e-19,1.764531e-09
CYP4F11,cnv_amp,0.0003043289,2.846598e-14,3.1148643e-15,3.540396e-18,2.3207689e-07
HSPA2,mut_important,6.836493e-05,0.00474855,0.011405689,0.031007152,0.00962436
HSPA2,cnv_del,0.0033401672,0.0012891514,0.0029465938,0.0,0.0022667209
HSPA2,cnv_amp,0.009883859,0.008465646,0.008570453,0.011083684,0.00314523
SRI,mut_important,0.0,0.0,0.0,0.0,0.0
SRI,cnv_del,0.0,0.0,0.0,0.0,0.0
SRI,cnv_amp,0.0,0.0,0.0,0.0,0.0
FXN,mut_important,1.8155085e-06,4.6038335e-38,0.0,8.368399e-26,1.6087404e-05
FXN,cnv_del,0.0041609495,4.2529592e-36,1.134662e-35,8.324384e-23,0.003021827
FXN,cnv_amp,0.0006164088,5.9979247e-37,1.575868e-36,5.2708913e-24,0.00016337051
OR1L8,mut_important,0.0,0.0,0.0,0.0,0.0
OR1L8,cnv_del,0.0,0.0,0.0,0.0,0.0
OR1L8,cnv_amp,0.0,0.0,0.0,0.0,0.0
KCNJ14,mut_important,5.663226e-29,3.0735337e-13,4.333168e-11,2.1154038e-12,7.869557e-11
KCNJ14,cnv_del,1.2714866e-29,5.1287374e-14,4.6633402e-11,1.987794e-13,4.632947e-12
KCNJ14,cnv_amp,2.974837e-29,2.972525e-14,4.6220437e-11,6.4203654e-14,5.6539725e-12
GALK2,mut_important,0.0,0.0,0.0,0.0,0.0
GALK2,cnv_del,0.0,0.0,0.0,0.0,0.0
GALK2,cnv_amp,0.0,0.0,0.0,0.0,0.0
KHDC1,mut_important,0.0,0.0,0.0,0.0,0.0
KHDC1,cnv_del,0.0,0.0,0.0,0.0,0.0
KHDC1,cnv_amp,0.0,0.0,0.0,0.0,0.0
VAMP4,mut_important,0.058723934,0.07239022,0.09378323,0.109244555,0.0
VAMP4,cnv_del,0.042631574,0.03163427,0.06181037,0.08844409,0.032459807
VAMP4,cnv_amp,0.44440395,0.803387,1.3583375,1.2452002,0.82126105
HACL1,mut_important,0.0,0.0,0.0,0.0,0.0
HACL1,cnv_del,3.2232388e-16,4.2259975e-16,2.1379898e-26,7.0753073e-22,1.9476371e-21
HACL1,cnv_amp,2.150765e-15,7.993077e-15,6.5876246e-26,6.542868e-21,8.988795e-21
LSG1,mut_important,0.0,0.0,0.0,0.0,0.0
LSG1,cnv_del,0.0,0.0,0.0,0.0,0.0
LSG1,cnv_amp,0.0,0.0,0.0,0.0,0.0
SLU7,mut_important,0.0006743996,0.0017054192,0.0053488314,5.057416e-09,0.0003144581
SLU7,cnv_del,0.0016587113,0.0017529714,0.005752144,1.3569271e-09,0.0030311565
SLU7,cnv_amp,0.007928267,0.015513481,0.090826795,5.189972e-07,0.062832534
HYAL1,mut_important,2.3121291e-15,1.4354547e-30,2.9792575e-30,2.153795e-17,1.5500656e-31
HYAL1,cnv_del,7.009268e-16,2.4406614e-30,1.8116653e-29,1.0630829e-17,2.1496794e-33
HYAL1,cnv_amp,9.241062e-15,3.6023384e-30,7.6850696e-28,3.6778962e-16,1.3543283e-30
TAS2R14,mut_important,3.7505734e-25,0.13810395,8.20591e-21,5.5652194e-08,1.1324612e-11
TAS2R14,cnv_del,1.0656039e-24,0.45894587,2.1010853e-19,7.7793665e-08,1.3372911e-09
TAS2R14,cnv_amp,7.518135e-25,0.14817598,7.6543985e-20,3.1252185e-08,2.796928e-11
AFM,mut_important,0.0,0.0,0.0,0.0,0.0
AFM,cnv_del,0.0,0.0,0.0,0.0,0.0
AFM,cnv_amp,0.0,0.0,0.0,0.0,0.0
RPL34,mut_important,0.006759484,0.010359636,0.0015923445,0.0,0.011315679
RPL34,cnv_del,0.02449241,0.03164397,0.0,0.010920708,0.047013115
RPL34,cnv_amp,0.0095192995,0.038143788,0.00150417,0.0014172791,0.01959958
BTBD8,mut_important,0.0,0.0,0.0,0.0,0.0
BTBD8,cnv_del,0.0,0.0,0.0,0.0,0.0
BTBD8,cnv_amp,0.0,0.0,0.0,0.0,0.0
CHGB,mut_important,0.1849579,0.03154488,0.2657105,0.23549819,0.069310665
CHGB,cnv_del,0.021240644,0.000886432,0.0019184931,0.004865059,0.016069021
CHGB,cnv_amp,0.10171321,0.01177554,0.09693034,0.20213014,0.100622416
ERP44,mut_important,0.002202729,0.10049228,0.08071779,0.018308284,0.054638926
ERP44,cnv_del,0.00045108073,0.0015448481,0.0012017264,0.0004601344,0.0009342528
ERP44,cnv_amp,0.06442805,0.16915876,0.30534214,0.09295143,0.1450491
CCDC92,mut_important,0.0,0.0,0.0,0.0,0.0
CCDC92,cnv_del,0.0,0.0,0.0,0.0,0.0
CCDC92,cnv_amp,0.0,0.0,0.0,0.0,0.0
HCRTR2,mut_important,0.014404118,0.12638183,0.007805724,0.058176916,0.04545635
HCRTR2,cnv_del,0.0040052678,0.06412379,0.0038223637,0.000922789,0.051014915
HCRTR2,cnv_amp,0.0068598525,0.08458035,0.0010712537,0.06747895,0.097032584
SEMA6C,mut_important,0.0,0.0,0.0,0.0,0.0
SEMA6C,cnv_del,0.0,0.0,0.0,0.0,0.0
SEMA6C,cnv_amp,0.0,0.0,0.0,0.0,0.0
FGF4,mut_important,0.0022230884,0.0,0.00064951234,0.001400382,0.0020166237
FGF4,cnv_del,0.0030021681,0.0015532702,0.0007424539,0.0013037991,0.0
FGF4,cnv_amp,1.6988231,0.6549507,0.52283525,0.8430087,0.57719356
IPO7,mut_important,0.0,0.0,0.0,0.0,0.0
IPO7,cnv_del,0.0,0.0,0.0,0.0,0.0
IPO7,cnv_amp,0.0,0.0,0.0,0.0,0.0
YES1,mut_important,0.0026441964,0.00590442,0.0048761466,0.0,0.008578686
YES1,cnv_del,0.03106861,0.10561535,0.052739494,0.0005427101,0.11975288
YES1,cnv_amp,0.009773247,0.02039751,0.005909354,0.00013136641,0.019052805
DCTN4,mut_important,0.010319097,0.013483408,0.028957663,0.003372287,0.015016278
DCTN4,cnv_del,0.0003484439,0.0,2.3671312e-06,2.7865073e-07,3.2998014e-06
DCTN4,cnv_amp,0.03675534,0.077382855,0.05478775,0.0056869886,0.021382688
OXSR1,mut_important,0.0,0.0,0.0,0.0,0.0
OXSR1,cnv_del,0.0,0.0,0.0,0.0,0.0
OXSR1,cnv_amp,0.0,0.0,0.0,0.0,0.0
SGTA,mut_important,0.0,0.0,0.0,0.0,0.0
SGTA,cnv_del,0.0,0.0,0.0,0.0,0.0
SGTA,cnv_amp,0.0,0.0,0.0,0.0,0.0
LPO,mut_important,0.0,0.0,0.0,0.0,0.0
LPO,cnv_del,0.0,0.0,0.0,0.0,0.0
LPO,cnv_amp,0.0,0.0,0.0,0.0,0.0
LDHB,mut_important,0.0,0.0,0.0,0.0,0.0
LDHB,cnv_del,0.0,0.0,0.0,0.0,0.0
LDHB,cnv_amp,0.0,0.0,0.0,0.0,0.0
ZNF490,mut_important,0.0,0.0,0.0,0.0,0.0
ZNF490,cnv_del,0.0,0.0,0.0,0.0,0.0
ZNF490,cnv_amp,0.0,0.0,0.0,0.0,0.0
RAB35,mut_important,0.0024261444,0.0037025437,0.0013737804,0.00037004251,0.0011395559
RAB35,cnv_del,0.002269823,0.0015906129,0.0011811622,0.0013325916,0.00074856693
RAB35,cnv_amp,0.09074746,0.10358234,0.113719136,0.19624409,0.042294107
NAAA,mut_important,0.0,0.0,0.0,0.0,0.0
NAAA,cnv_del,0.0,0.0,0.0,0.0,0.0
NAAA,cnv_amp,0.0,0.0,0.0,0.0,0.0
BAP1,mut_important,7.996279e-06,0.004507309,7.7385374e-07,0.05016836,9.121226e-09
BAP1,cnv_del,5.7705466e-07,0.0007043919,7.491166e-08,0.0036036356,2.3174019e-07
BAP1,cnv_amp,1.022022e-09,0.00094165176,1.483808e-10,0.016528506,6.0551613e-09
OPN3,mut_important,2.608886e-13,6.3296443e-06,6.032394e-07,3.065567e-34,1.9080674e-17
OPN3,cnv_del,3.3887098e-11,1.5118977e-05,2.509011e-06,1.8761503e-33,6.6384352e-15
OPN3,cnv_amp,3.2965897e-11,0.00033325955,5.4270427e-06,1.8654888e-33,2.570388e-14
RAE1,mut_important,0.093905054,0.01902485,0.042098492,0.04650537,0.055884
RAE1,cnv_del,0.02984916,0.017079972,0.0044652196,0.015801148,0.017682742
RAE1,cnv_amp,1.2774838,0.7050801,1.1060176,1.6043532,1.2745737
UGT3A2,mut_important,0.0,0.0,0.0,0.0,0.0
UGT3A2,cnv_del,0.0,0.0,0.0,0.0,0.0
UGT3A2,cnv_amp,0.0,0.0,0.0,0.0,0.0
USP12,mut_important,0.005378864,0.00013966134,0.0017213889,0.013470281,0.002381426
USP12,cnv_del,0.0118384585,0.00055375625,0.0020491933,0.021732109,0.0075674844
USP12,cnv_amp,0.031062882,0.0010231918,0.0034712667,0.01926798,0.013266949
SHPK,mut_important,0.0,0.0,0.0,0.0,0.0
SHPK,cnv_del,0.0,0.0,0.0,0.0,0.0
SHPK,cnv_amp,0.0,0.0,0.0,0.0,0.0
CPT2,mut_important,3.3013104e-05,1.2785477e-21,6.3043008e-06,3.9820498e-17,3.7572292e-08
CPT2,cnv_del,0.0004752386,1.1880677e-22,5.3493717e-05,7.089047e-18,3.337384e-08
CPT2,cnv_amp,3.830333e-05,9.4227455e-24,3.79005e-05,2.754254e-19,8.035698e-09
CAB39,mut_important,0.0041343905,0.012254288,0.005195211,0.016618684,0.12118097
CAB39,cnv_del,0.042779867,0.09601969,0.15834916,0.11145331,0.19792452
CAB39,cnv_amp,0.0008351632,0.0026483708,0.005553962,0.00615032,0.0011553515
FPGT,mut_important,0.0,0.0,0.0,0.0,0.0
FPGT,cnv_del,0.0,0.0,0.0,0.0,0.0
FPGT,cnv_amp,0.0,0.0,0.0,0.0,0.0
CHEK2,mut_important,1.4835976,2.5163343,0.76880336,1.2199794,1.6358179
CHEK2,cnv_del,0.017078338,0.02535713,0.060802188,0.2379813,0.1759958
CHEK2,cnv_amp,0.053361155,0.12734446,0.022215465,0.0026072562,0.106737435
BAIAP2,mut_important,0.040743157,0.03283804,0.040760558,0.06036759,0.0056952136
BAIAP2,cnv_del,0.03305991,0.037236262,0.06465067,0.04555929,0.022314647
BAIAP2,cnv_amp,0.21567073,0.087713495,0.3303992,0.08811801,0.21434286
LYNX1,mut_important,0.0,0.0,0.0,0.0,0.0
LYNX1,cnv_del,0.0,0.0,0.0,0.0,0.0
LYNX1,cnv_amp,0.0,0.0,0.0,0.0,0.0
NTS,mut_important,3.334278e-10,0.00064108655,0.0013711175,0.0,0.0034206242
NTS,cnv_del,2.589565e-08,0.059396368,0.085522845,0.04310584,0.12565897
NTS,cnv_amp,1.3459927e-06,0.03709673,0.07575214,0.20381838,0.44770136
TEAD2,mut_important,5.154772e-10,2.2536374e-13,7.5152236e-16,7.037382e-27,1.6289531e-24
TEAD2,cnv_del,2.5668143e-11,1.9120648e-13,3.111847e-18,1.5077452e-27,1.5912727e-25
TEAD2,cnv_amp,9.7694346e-11,9.0547253e-13,6.995715e-18,2.2329486e-27,2.5839706e-25
IL2,mut_important,0.0037895895,0.0074648713,0.00031880286,0.0,0.005964589
IL2,cnv_del,0.02514452,0.0079061,0.0027953521,0.025748037,0.08660207
IL2,cnv_amp,0.020132931,0.029861217,0.0017415372,0.004085958,0.048740044
RALB,mut_important,0.0006579855,0.0,1.0978816e-12,4.7933155e-26,0.00037252624
RALB,cnv_del,0.024425268,2.974383e-37,8.953664e-09,5.380418e-22,0.028345453
RALB,cnv_amp,0.007280257,0.0,3.879322e-12,4.197464e-24,0.0018036785
TCN2,mut_important,4.028245e-19,7.034354e-28,5.5632743e-15,2.4623177e-24,9.7475114e-33
TCN2,cnv_del,1.3111624e-17,8.249708e-27,2.3282437e-13,1.385268e-20,5.0730067e-31
TCN2,cnv_amp,1.02004824e-19,4.9535355e-29,2.9705272e-15,1.3110369e-24,2.3971168e-33
TNFAIP8L1,mut_important,0.0,0.0,0.0,0.0,0.0
TNFAIP8L1,cnv_del,0.0,0.0,0.0,0.0,0.0
TNFAIP8L1,cnv_amp,0.0,0.0,0.0,0.0,0.0
OTOP3,mut_important,0.0,0.0,0.0,0.0,0.0
OTOP3,cnv_del,0.0,0.0,0.0,0.0,0.0
OTOP3,cnv_amp,0.0,0.0,0.0,0.0,0.0
HOXA1,mut_important,0.1453551,0.041729584,0.041207295,0.03964919,0.067707956
HOXA1,cnv_del,0.0054971506,0.0,0.0021519836,0.00012564911,0.002504373
HOXA1,cnv_amp,0.40541917,0.122802146,0.24637009,0.110878326,0.26442328
PSME1,mut_important,0.0,0.40567744,0.4447763,0.46371862,0.5348606
PSME1,cnv_del,0.16529523,0.19144729,0.27751428,0.0032463553,0.17048776
PSME1,cnv_amp,1.2210768,0.9640403,2.1605954,2.061477,1.8891164
ST7,mut_important,0.0,0.0,0.0,0.0,0.0
ST7,cnv_del,0.0,0.0,0.0,0.0,0.0
ST7,cnv_amp,0.0,0.0,0.0,0.0,0.0
CDC123,mut_important,0.0,0.0,0.0,0.0,0.0
CDC123,cnv_del,0.0,0.0,0.0,0.0,0.0
CDC123,cnv_amp,0.0,0.0,0.0,0.0,0.0
HMGN1,mut_important,0.00971223,0.003935292,0.025167087,0.029782781,0.044653576
HMGN1,cnv_del,1.3763846,1.1864067,1.9369025,1.3348086,1.834648
HMGN1,cnv_amp,0.05510129,0.0077853817,0.20216647,0.066808544,0.083728865
ZFP3,mut_important,0.0,0.0,0.0,0.0,0.0
ZFP3,cnv_del,0.0,0.0,0.0,0.0,0.0
ZFP3,cnv_amp,0.0,0.0,0.0,0.0,0.0
TSSK3,mut_important,0.0,0.0,0.0,0.0,0.0
TSSK3,cnv_del,0.0,0.0,0.0,0.0,0.0
TSSK3,cnv_amp,0.0,0.0,0.0,0.0,0.0
ZFAND2A,mut_important,0.0,0.0,0.0,0.0,0.0
ZFAND2A,cnv_del,0.0,0.0,0.0,0.0,0.0
ZFAND2A,cnv_amp,0.0,0.0,0.0,0.0,0.0
RFC4,mut_important,0.07329509,0.07483612,0.0,0.07627169,0.082219645
RFC4,cnv_del,0.080196664,0.0659989,0.009307505,0.0680456,0.04717468
RFC4,cnv_amp,0.49844897,0.5628745,0.2198719,0.48469758,0.13033247
ZNF169,mut_important,0.0,0.0,0.0,0.0,0.0
ZNF169,cnv_del,0.0,0.0,0.0,0.0,0.0
ZNF169,cnv_amp,0.0,0.0,0.0,0.0,0.0
FGFR1OP,mut_important,0.008838788,0.029211074,0.05299981,0.0076563437,0.0031372448
FGFR1OP,cnv_del,0.11526459,0.26039532,0.1875079,0.30191144,0.01755386
FGFR1OP,cnv_amp,0.035163686,0.046622254,0.010444081,0.040896777,0.00046325522
PPDPF,mut_important,0.0,0.0,0.0,0.0,0.0
PPDPF,cnv_del,0.0,0.0,0.0,0.0,0.0
PPDPF,cnv_amp,0.0,0.0,0.0,0.0,0.0
TMOD4,mut_important,1.5209109e-05,2.7889106e-05,1.095975e-13,2.1662752e-09,5.210237e-19
TMOD4,cnv_del,0.0,0.0,0.0,0.0,0.0
TMOD4,cnv_amp,0.000113158545,0.00029777005,1.0302386e-09,1.6655133e-07,3.8318894e-17
CCDC77,mut_important,0.0,0.0,0.0,0.0,0.0
CCDC77,cnv_del,0.0,0.0,0.0,0.0,0.0
CCDC77,cnv_amp,0.0,0.0,0.0,0.0,0.0
APCS,mut_important,0.00024845183,0.053001184,0.0009065863,0.06542432,4.8440984e-06
APCS,cnv_del,1.2940808e-05,0.009606019,0.000106086954,0.0052092583,1.323107e-07
APCS,cnv_amp,0.0002530611,0.06798597,0.0037446846,0.04013074,6.872763e-07
RSL24D1,mut_important,0.0,0.0,0.0,0.0,0.0
RSL24D1,cnv_del,0.0,0.0,0.0,0.0,0.0
RSL24D1,cnv_amp,0.0,0.0,0.0,0.0,0.0
CHRNE,mut_important,1.5694606e-22,5.1556363e-19,4.5502485e-23,4.317492e-10,7.7932485e-22
CHRNE,cnv_del,3.0961661e-21,3.7318822e-17,4.5162037e-22,6.723388e-09,8.649626e-20
CHRNE,cnv_amp,1.166961e-22,7.277791e-19,2.1411465e-23,1.4816941e-11,2.2878333e-21
MASP2,mut_important,0.0002302604,0.001087445,2.1897386e-18,1.4710946e-14,2.2050113e-27
MASP2,cnv_del,0.0003022933,0.0016215126,8.137583e-18,1.8580083e-14,6.401917e-27
MASP2,cnv_amp,8.661121e-05,0.00018215713,1.793461e-19,7.511323e-17,1.1509349e-29
RNF123,mut_important,7.970531e-06,4.0799445e-05,0.0031771166,9.3304993e-07,0.00031588998
RNF123,cnv_del,7.3554056e-06,0.0006750325,1.2044897e-05,1.3337009e-05,0.00026932082
RNF123,cnv_amp,9.1996776e-07,0.00020539924,0.0010004101,0.00013493102,7.2833034e-05
PTPN12,mut_important,0.03086061,0.1580386,0.031693034,3.824643e-05,0.03679633
PTPN12,cnv_del,4.623639e-05,0.0005426977,3.150581e-06,1.3681181e-08,0.0
PTPN12,cnv_amp,0.0455148,0.17611448,0.0109619,0.00014144261,0.12009152
SST,mut_important,5.268345e-06,0.020375354,0.004429929,0.0014076964,0.0
SST,cnv_del,1.4549649e-05,0.09405021,0.012432173,0.0020616052,0.03086812
SST,cnv_amp,0.0026472907,0.30415314,0.028730346,0.07807792,0.1867559
USP3,mut_important,0.010879402,0.015027586,0.0054350863,0.0038694073,0.00017047091
USP3,cnv_del,0.008374963,0.0018164848,0.017726064,0.006995852,0.0013277502
USP3,cnv_amp,0.009122735,5.143604e-05,0.0045625325,0.0031093326,0.00065551035
ASCC3,mut_important,1.4461635e-10,4.5851997e-05,1.3371502e-12,1.0632971e-11,1.0483713e-08
ASCC3,cnv_del,7.585758e-08,0.0005442125,1.7324805e-11,1.5137344e-10,2.305237e-06
ASCC3,cnv_amp,2.5046976e-10,5.5188325e-06,2.8162927e-14,3.1041058e-13,1.0804713e-08
FBXO21,mut_important,0.07194805,0.14920291,0.05434847,0.03785495,0.015657663
FBXO21,cnv_del,0.0018570265,0.0029846188,0.00068321626,0.0004304523,0.0007302638
FBXO21,cnv_amp,0.30494943,1.3688917,0.22044197,1.0471311,0.28819722
IBTK,mut_important,0.0,0.0,0.0,0.0,0.0
IBTK,cnv_del,0.0,0.0,0.0,0.0,0.0
IBTK,cnv_amp,0.0,0.0,0.0,0.0,0.0
ISLR2,mut_important,0.0,0.0,0.0,0.0,0.0
ISLR2,cnv_del,0.0,0.0,0.0,0.0,0.0
ISLR2,cnv_amp,0.0,0.0,0.0,0.0,0.0
CALCOCO1,mut_important,0.0,0.0,0.0,0.0,0.0
CALCOCO1,cnv_del,0.0,0.0,0.0,0.0,0.0
CALCOCO1,cnv_amp,0.0,0.0,0.0,0.0,0.0
TMEM59,mut_important,0.0,0.0,0.0,0.0,0.0
TMEM59,cnv_del,0.0,0.0,0.0,0.0,0.0
TMEM59,cnv_amp,0.0,0.0,0.0,0.0,0.0
SLC2A13,mut_important,1.5290622e-17,6.708824e-35,4.1354387e-08,1.9204944e-25,1.1631574e-25
SLC2A13,cnv_del,4.0891732e-20,3.0991725e-36,1.8097824e-11,2.567044e-28,1.4802522e-27
SLC2A13,cnv_amp,2.263795e-18,4.551811e-34,3.4971933e-08,9.719435e-26,1.371284e-25
ECSIT,mut_important,1.4333809e-20,7.969841e-15,1.0595001e-31,0.0,5.8347865e-17
ECSIT,cnv_del,7.1577257e-20,8.588806e-14,1.0716881e-31,0.0,1.341123e-16
ECSIT,cnv_amp,4.2189935e-21,2.2715901e-15,7.0022656e-33,0.0,2.3028427e-18
SEZ6L2,mut_important,0.0,0.0,0.0,0.0,0.0
SEZ6L2,cnv_del,0.0,0.0,0.0,0.0,0.0
SEZ6L2,cnv_amp,0.0,0.0,0.0,0.0,0.0
ACTR10,mut_important,0.0,0.015138504,0.008002065,5.728089e-05,6.6887915e-05
ACTR10,cnv_del,0.0016390021,0.0025553778,0.0021551647,0.0,3.7866043e-06
ACTR10,cnv_amp,0.03758249,0.03283505,0.05514854,0.0006152376,5.378737e-06
MYCBP2,mut_important,0.0,0.0,0.0,0.0,0.0
MYCBP2,cnv_del,0.0,0.0,0.0,0.0,0.0
MYCBP2,cnv_amp,0.0,0.0,0.0,0.0,0.0
NUDT19,mut_important,0.0,0.0,0.0,0.0,0.0
NUDT19,cnv_del,0.0,0.0,0.0,0.0,0.0
NUDT19,cnv_amp,0.0,0.0,0.0,0.0,0.0
CDC25B,mut_important,0.0011905252,0.033756346,0.0066973306,0.00043294992,0.0016760028
CDC25B,cnv_del,0.0015555398,0.057325084,0.00077530043,0.0005747157,0.0031647203
CDC25B,cnv_amp,0.0033173498,0.013403816,0.011058884,7.070541e-05,0.0002654487
GPBP1,mut_important,0.0,0.0,0.0,0.0,0.0
GPBP1,cnv_del,0.0,0.0,0.0,0.0,0.0
GPBP1,cnv_amp,0.0,0.0,0.0,0.0,0.0
TIMP3,mut_important,0.036043853,0.07715471,0.13221835,0.09958318,0.003414901
TIMP3,cnv_del,0.07173764,0.07961599,0.13142607,0.03366412,0.0022740655
TIMP3,cnv_amp,0.00565996,0.0014414695,0.015196136,6.732081e-05,1.8636948e-06
UBC,mut_important,0.006558629,0.7767067,0.6741521,0.2089067,0.58111095
UBC,cnv_del,0.04672257,0.6585771,1.181897,0.52135706,0.30587277
UBC,cnv_amp,0.10828882,0.6890317,0.78430355,0.7236575,0.35018772
FRMD8,mut_important,0.0,0.0,0.0,0.0,0.0
FRMD8,cnv_del,0.0,0.0,0.0,0.0,0.0
FRMD8,cnv_amp,0.0,0.0,0.0,0.0,0.0
ZSCAN4,mut_important,0.0,0.0,0.0,0.0,0.0
ZSCAN4,cnv_del,0.0,0.0,0.0,0.0,0.0
ZSCAN4,cnv_amp,0.0,0.0,0.0,0.0,0.0
HLCS,mut_important,0.00015608207,2.8327693e-30,2.3210434e-22,3.223056e-15,9.047401e-30
HLCS,cnv_del,1.719897e-05,1.2572676e-29,3.7594374e-22,8.876913e-16,4.89878e-29
HLCS,cnv_amp,0.0002462759,2.143279e-29,7.775162e-23,2.1375968e-16,3.8288613e-29
SCN3B,mut_important,2.1892126e-15,0.0,9.377113e-12,2.398573e-27,2.6086455e-09
SCN3B,cnv_del,8.134409e-14,3.6300868e-16,1.1668574e-10,7.961614e-25,2.715443e-08
SCN3B,cnv_amp,6.654492e-15,6.688474e-15,1.2463268e-12,9.379953e-26,2.2068816e-07
GMPR2,mut_important,1.3285703e-31,3.3581828e-33,1.26638104e-20,1.257238e-27,1.798189e-27
GMPR2,cnv_del,2.4740973e-28,2.660767e-33,4.249929e-20,5.35116e-28,3.1990172e-27
GMPR2,cnv_amp,2.6936186e-30,1.0955643e-32,2.0021713e-19,3.068966e-26,1.9483294e-26
TKT,mut_important,3.0151386e-32,9.545882e-22,2.079939e-37,1.3397551e-20,2.5723452e-22
TKT,cnv_del,6.969932e-32,1.3605887e-21,8.478708e-36,5.150896e-22,2.3214076e-22
TKT,cnv_amp,5.6315877e-34,5.1643685e-23,8.968961e-37,8.66332e-23,1.9660339e-24
ARTN,mut_important,0.0,0.0,0.0,0.0,0.0
ARTN,cnv_del,1.9576177e-10,4.447028e-11,2.2412366e-10,3.597435e-29,1.3223223e-09
ARTN,cnv_amp,1.3764071e-11,5.4256827e-10,1.2885207e-11,3.168267e-29,6.36255e-11
ZNRF4,mut_important,0.0,0.0,0.0,0.0,0.0
ZNRF4,cnv_del,0.0,0.0,0.0,0.0,0.0
ZNRF4,cnv_amp,0.0,0.0,0.0,0.0,0.0
FNTB,mut_important,0.0,0.0,0.0,0.0,0.0
FNTB,cnv_del,0.0,0.0,0.0,0.0,0.0
FNTB,cnv_amp,0.0,0.0,0.0,0.0,0.0
FAM91A1,mut_important,0.0,0.0,0.0,0.0,0.0
FAM91A1,cnv_del,0.0,0.0,0.0,0.0,0.0
FAM91A1,cnv_amp,0.0,0.0,0.0,0.0,0.0
SLC28A3,mut_important,1.5857503e-26,2.0093294e-32,1.0431378e-36,2.0332332e-21,1.125055e-31
SLC28A3,cnv_del,2.7489048e-26,4.7200282e-33,5.514319e-37,2.6602825e-21,3.0449762e-32
SLC28A3,cnv_amp,1.6155166e-25,3.1809964e-30,3.1573626e-35,2.0393784e-20,9.58901e-31
MTHFD2,mut_important,0.00011772854,4.5093805e-29,1.7489007e-18,1.8219733e-12,9.610433e-17
MTHFD2,cnv_del,4.443308e-05,1.3858182e-29,1.4021301e-19,1.4071092e-12,2.4950889e-17
MTHFD2,cnv_amp,5.023934e-07,3.770933e-30,5.12598e-20,1.9013728e-13,5.3080924e-18
GPR83,mut_important,0.0,0.0,0.0,0.0,0.0
GPR83,cnv_del,0.0,0.0,0.0,0.0,0.0
GPR83,cnv_amp,0.0,0.0,0.0,0.0,0.0
SNX14,mut_important,0.0,0.0,0.0,0.0,0.0
SNX14,cnv_del,0.0,0.0,0.0,0.0,0.0
SNX14,cnv_amp,0.0,0.0,0.0,0.0,0.0
ADD3,mut_important,1.9376677e-07,7.74797e-14,0.002700286,1.2160879e-13,3.223479e-17
ADD3,cnv_del,1.4656983e-07,7.1951126e-14,0.0021018875,1.550845e-12,1.622579e-17
ADD3,cnv_amp,1.7899469e-08,2.9982503e-14,0.002102806,7.847782e-13,2.489842e-18
PNN,mut_important,0.0,0.0,0.0,0.0,0.0
PNN,cnv_del,0.0,0.0,0.0,0.0,0.0
PNN,cnv_amp,0.0,0.0,0.0,0.0,0.0
TRIM72,mut_important,0.006455041,1.9322964e-07,0.00031693417,0.0005553084,1.7609667e-06
TRIM72,cnv_del,0.00075622357,2.842917e-08,1.0805234e-05,0.00032182725,6.789289e-08
