,,nn_fold_0,nn_fold_1,nn_fold_2,nn_fold_3,nn_fold_4
WDR24,cnv_amp,0.0,0.0,0.0,0.0,0.0
GPR135,mut_important,0.0,0.0,0.0,0.0,0.0
GPR135,cnv_del,0.0,0.0,0.0,0.0,0.0
GPR135,cnv_amp,0.0,0.0,0.0,0.0,0.0
BMP5,mut_important,0.0,0.0,0.0,0.0,0.0
BMP5,cnv_del,0.0,0.0,0.0,0.0,0.0
BMP5,cnv_amp,0.0,0.0,0.0,0.0,0.0
HAL,mut_important,8.035817e-34,2.6795986e-14,2.7287764e-15,6.803961e-18,1.0287841e-22
HAL,cnv_del,1.7169297e-34,3.9090855e-17,2.3459284e-17,1.8950173e-20,4.018737e-24
HAL,cnv_amp,5.8796233e-33,2.7678999e-14,1.7895146e-14,5.5422243e-18,1.9187464e-20
ARID3B,mut_important,0.0,0.0,0.0,0.0,0.0
ARID3B,cnv_del,0.0,0.0,0.0,0.0,0.0
ARID3B,cnv_amp,0.0,0.0,0.0,0.0,0.0
SAMD14,mut_important,0.0,0.0,0.0,0.0,0.0
SAMD14,cnv_del,0.0,0.0,0.0,0.0,0.0
SAMD14,cnv_amp,0.0,0.0,0.0,0.0,0.0
PICALM,mut_important,0.038088195,0.037285537,0.083701685,0.016774077,0.0059544593
PICALM,cnv_del,0.020928292,0.027157951,0.028143978,0.004837163,0.0
PICALM,cnv_amp,0.20117393,0.26893887,0.10901996,0.025169762,0.06215298
BOLA3,mut_important,0.0,0.0,0.0,0.0,0.0
BOLA3,cnv_del,0.0,0.0,0.0,0.0,0.0
BOLA3,cnv_amp,0.0,0.0,0.0,0.0,0.0
POLR1E,mut_important,0.20499523,0.59687406,0.55470765,0.3317587,0.31464657
POLR1E,cnv_del,0.0,0.0,0.0,0.0,0.0
POLR1E,cnv_amp,0.18174075,0.24152169,0.48720974,0.11128706,0.081912264
EIF1B,mut_important,0.0,0.0,0.0,0.0,0.0
EIF1B,cnv_del,0.0,0.0,0.0,0.0,0.0
EIF1B,cnv_amp,0.0,0.0,0.0,0.0,0.0
LMBR1L,mut_important,0.0,0.0,0.0,0.0,0.0
LMBR1L,cnv_del,0.0,0.0,0.0,0.0,0.0
LMBR1L,cnv_amp,0.0,0.0,0.0,0.0,0.0
WDR20,mut_important,0.043337546,0.00020899466,0.02857653,0.0061652805,0.02896977
WDR20,cnv_del,0.015404257,0.0072711776,0.007920222,0.0012016774,0.005709479
WDR20,cnv_amp,0.15023902,0.12340232,0.035914917,0.0014499755,0.072082005
NR1I2,mut_important,0.10345491,0.048618447,0.022871912,0.09195046,0.019945823
NR1I2,cnv_del,0.050241083,0.020250363,0.030179378,0.07918579,0.016450256
NR1I2,cnv_amp,0.078439705,0.015124119,0.06935894,0.049151234,0.009514571
MAP6,mut_important,0.0,0.0,0.0,0.0,0.0
MAP6,cnv_del,0.0,0.0,0.0,0.0,0.0
MAP6,cnv_amp,0.0,0.0,0.0,0.0,0.0
JDP2,mut_important,0.0,0.0,0.0,0.0,0.0
JDP2,cnv_del,0.0,0.0,0.0,0.0,0.0
JDP2,cnv_amp,0.0,0.0,0.0,0.0,0.0
EPCAM,mut_important,0.0,0.0,0.0,0.0,0.0
EPCAM,cnv_del,0.0,0.0,0.0,0.0,0.0
EPCAM,cnv_amp,0.0,0.0,0.0,0.0,0.0
KIF27,mut_important,5.5290398e-06,0.016190574,7.069112e-06,0.05463557,2.641237e-07
KIF27,cnv_del,8.034689e-07,0.024047814,2.570184e-06,0.004446367,7.85155e-07
KIF27,cnv_amp,2.3727142e-05,0.2617411,1.0361796e-05,0.07359291,2.5101908e-06
PCBD1,mut_important,0.0,0.0,0.0,0.0,0.0
PCBD1,cnv_del,1.0589966e-13,8.03028e-08,4.9195624e-08,1.5303014e-10,1.3571231e-09
PCBD1,cnv_amp,2.0973635e-10,7.009293e-05,7.410338e-05,3.0136349e-07,3.2167132e-05
TRMT112,mut_important,0.0,0.0,0.0,0.0,0.0
TRMT112,cnv_del,0.0028655727,5.01921e-05,1.0537326e-05,0.0019059393,5.3974873e-05
TRMT112,cnv_amp,0.006121763,0.00011567825,0.00039720137,0.00551306,1.252924e-05
CAPN10,mut_important,0.0,0.0,0.0,0.0,0.0
CAPN10,cnv_del,0.0,0.0,0.0,0.0,0.0
CAPN10,cnv_amp,0.0,0.0,0.0,0.0,0.0
MLF2,mut_important,0.0,0.0,0.0,0.0,0.0
MLF2,cnv_del,0.0,0.0,0.0,0.0,0.0
MLF2,cnv_amp,0.0,0.0,0.0,0.0,0.0
DYNLT1,mut_important,0.013155976,0.0050584623,7.988236e-05,5.9085686e-08,0.0012434374
DYNLT1,cnv_del,0.0044955076,0.09610407,0.001910128,1.2284917e-06,0.012157757
DYNLT1,cnv_amp,0.024448099,0.018295335,0.0024440486,3.647647e-09,4.895199e-05
ZDHHC4,mut_important,0.0,0.0,0.0,0.0,0.0
ZDHHC4,cnv_del,0.0,0.0,0.0,0.0,0.0
ZDHHC4,cnv_amp,0.0,0.0,0.0,0.0,0.0
ZNF28,mut_important,0.0,0.0,0.0,0.0,0.0
ZNF28,cnv_del,0.0,0.0,0.0,0.0,0.0
ZNF28,cnv_amp,0.0,0.0,0.0,0.0,0.0
PHACTR3,mut_important,0.0,0.0,0.0,0.0,0.0
PHACTR3,cnv_del,0.0,0.0,0.0,0.0,0.0
PHACTR3,cnv_amp,0.0,0.0,0.0,0.0,0.0
ATG4C,mut_important,1.5605586e-13,5.854498e-17,9.232945e-05,0.00018106267,0.008445609
ATG4C,cnv_del,1.1566772e-12,4.314666e-15,8.8652705e-05,0.00018007764,0.0045169177
ATG4C,cnv_amp,0.0,2.4954383e-18,2.6028587e-07,1.2405603e-06,0.00030677588
IPO9,mut_important,0.0,0.0,0.0,0.0,0.0
IPO9,cnv_del,0.0,0.0,0.0,0.0,0.0
IPO9,cnv_amp,0.0,0.0,0.0,0.0,0.0
PIBF1,mut_important,0.0,0.0,0.0,0.0,0.0
PIBF1,cnv_del,0.0,0.0,0.0,0.0,0.0
PIBF1,cnv_amp,0.0,0.0,0.0,0.0,0.0
MON1A,mut_important,9.891469e-09,0.00031804183,2.3160264e-05,0.0022970908,0.017717902
MON1A,cnv_del,3.5287098e-10,0.00039262592,2.865651e-07,0.00031498738,0.0053886888
MON1A,cnv_amp,1.9727975e-10,0.00035695103,3.4302575e-05,0.0016897719,0.006103236
CSTF3,mut_important,0.005406937,0.00029657996,0.025189862,0.033993054,0.11353772
CSTF3,cnv_del,0.030707,0.00017868789,0.024917759,0.037499793,0.027766425
CSTF3,cnv_amp,0.0003423055,1.3165267e-05,0.034858543,0.008098494,0.011404538
DCAF11,mut_important,3.8583147e-07,6.095205e-15,9.960545e-08,0.007494491,3.4589488e-14
DCAF11,cnv_del,8.270261e-07,8.421194e-15,1.2262577e-08,0.00031038668,1.0326199e-10
DCAF11,cnv_amp,3.4146098e-07,1.2010583e-16,1.3412869e-09,0.0037657334,4.6686804e-12
TMEM147,mut_important,0.0,0.0,0.0,0.0,0.0
TMEM147,cnv_del,0.0,0.0,0.0,0.0,0.0
TMEM147,cnv_amp,0.0,0.0,0.0,0.0,0.0
C8A,mut_important,0.0020871754,0.0014409801,0.0015321547,2.2847126e-16,0.007778493
C8A,cnv_del,0.0028097462,0.0010935405,0.00095769967,5.127686e-16,0.0058283918
C8A,cnv_amp,1.5221736e-06,1.0759229e-05,4.139955e-06,1.131683e-17,3.4167733e-05
FAM83G,mut_important,0.0,0.0,0.0,0.0,0.0
FAM83G,cnv_del,0.0,0.0,0.0,0.0,0.0
FAM83G,cnv_amp,0.0,0.0,0.0,0.0,0.0
HIBADH,mut_important,0.0,0.0,0.0,0.0,0.0
HIBADH,cnv_del,0.0,0.0,0.0,0.0,0.0
HIBADH,cnv_amp,0.0,0.0,0.0,0.0,0.0
RAB11FIP3,mut_important,1.3700626e-13,2.360448e-12,2.8621237e-12,2.8097897e-05,1.9783078e-08
RAB11FIP3,cnv_del,1.0299415e-12,1.3747405e-12,7.2753466e-12,1.0853636e-06,4.344967e-09
RAB11FIP3,cnv_amp,7.644124e-12,7.218725e-11,7.774881e-11,0.000103254315,8.00949e-07
RBM4,mut_important,0.0,0.0,0.0,0.0,0.0
RBM4,cnv_del,0.0,0.0,0.0,0.0,0.0
RBM4,cnv_amp,0.0,0.0,0.0,0.0,0.0
ZNHIT2,mut_important,0.0,0.0,0.0,0.0,0.0
ZNHIT2,cnv_del,0.0,0.0,0.0,0.0,0.0
ZNHIT2,cnv_amp,0.0,0.0,0.0,0.0,0.0
NUDT12,mut_important,3.6183074e-09,7.168602e-21,4.4831105e-12,7.647058e-14,5.9107576e-18
NUDT12,cnv_del,4.4989836e-08,1.0198917e-19,9.3990885e-11,2.6534133e-12,7.044769e-17
NUDT12,cnv_amp,2.9098843e-10,1.412078e-21,2.4381398e-13,4.6722127e-14,1.0159278e-18
ATP1A1,mut_important,0.006900858,4.3531972e-16,0.00019686171,1.3916464e-15,6.4299755e-14
ATP1A1,cnv_del,0.0005811152,3.9342505e-18,8.07564e-07,2.7945083e-17,1.567534e-15
ATP1A1,cnv_amp,0.008391237,5.39362e-17,6.558949e-05,2.125186e-15,6.406039e-14
SAR1B,mut_important,0.0,0.0,0.0,0.0,0.0
SAR1B,cnv_del,0.10882108,0.12876432,0.043419894,0.03475387,0.050531898
SAR1B,cnv_amp,0.17734873,0.09628295,0.11185201,0.10076984,0.091347635
EIF4A2,mut_important,0.039516646,0.023482872,0.0049401326,0.0010957762,0.033557005
EIF4A2,cnv_del,0.026943708,0.047327388,0.001421308,0.006241301,0.01616181
EIF4A2,cnv_amp,0.2916726,0.27072352,0.022975976,0.039386213,0.011323244
SETD2,mut_important,0.14108597,0.7420284,8.427731e-10,0.8085718,0.00043917206
SETD2,cnv_del,0.017596638,0.07617006,2.0423402e-10,0.077160224,0.003742802
SETD2,cnv_amp,0.019406512,0.17128882,5.907317e-10,0.18076512,2.2851791e-05
LRP3,mut_important,0.0,0.0,0.0,0.0,0.0
LRP3,cnv_del,0.0,0.0,0.0,0.0,0.0
LRP3,cnv_amp,0.0,0.0,0.0,0.0,0.0
RABAC1,mut_important,0.0,0.0,0.0,0.0,0.0
RABAC1,cnv_del,0.0,0.0,0.0,0.0,0.0
RABAC1,cnv_amp,0.0,0.0,0.0,0.0,0.0
TGFBR2,mut_important,0.027298624,3.6494218e-06,0.090742886,0.00190796,0.019687757
TGFBR2,cnv_del,0.0007944161,1.3014491e-05,0.05755412,0.0030864137,0.0054958975
TGFBR2,cnv_amp,0.013373282,0.00010329098,0.103801884,0.00021372254,0.012075806
KCTD19,mut_important,0.0,0.0,0.0,0.0,0.0
KCTD19,cnv_del,0.0,0.0,0.0,0.0,0.0
KCTD19,cnv_amp,0.0,0.0,0.0,0.0,0.0
ANGPT1,mut_important,6.4173634e-13,1.3559362e-10,2.1860888e-08,0.00025051192,1.2760534e-15
ANGPT1,cnv_del,1.4830517e-13,5.9367103e-12,6.989701e-08,0.00018290458,2.1851972e-15
ANGPT1,cnv_amp,9.130151e-10,5.1507395e-06,1.0969783e-05,0.016171943,2.5818363e-11
DYDC2,mut_important,0.0,0.0,0.0,0.0,0.0
DYDC2,cnv_del,0.0,0.0,0.0,0.0,0.0
DYDC2,cnv_amp,0.0,0.0,0.0,0.0,0.0
PLXNB1,mut_important,1.8531796,1.5744809,0.9915438,1.6266837,1.5332853
PLXNB1,cnv_del,0.31634447,0.079176664,0.038976822,0.1633895,0.18854089
PLXNB1,cnv_amp,0.22320847,0.015640669,0.052502483,0.06902829,0.06870043
ZNF57,mut_important,0.0,0.0,0.0,0.0,0.0
ZNF57,cnv_del,0.0,0.0,0.0,0.0,0.0
ZNF57,cnv_amp,0.0,0.0,0.0,0.0,0.0
STX1B,mut_important,2.3902358e-11,6.214899e-06,1.2247578e-18,5.6297567e-22,1.6036298e-16
STX1B,cnv_del,2.2678321e-08,4.4587683e-05,1.5394402e-18,1.8712691e-21,5.006753e-16
STX1B,cnv_amp,1.6048098e-05,0.00063667464,3.656654e-18,4.3312696e-21,3.5053662e-15
LITAF,mut_important,0.0,0.0,0.0,0.0,0.0
LITAF,cnv_del,0.0,0.0,0.0,0.0,0.0
LITAF,cnv_amp,0.0,0.0,0.0,0.0,0.0
TMEM92,mut_important,0.0,0.0,0.0,0.0,0.0
TMEM92,cnv_del,0.0,0.0,0.0,0.0,0.0
TMEM92,cnv_amp,0.0,0.0,0.0,0.0,0.0
PHOX2B,mut_important,0.0,0.0,0.0,0.0,0.0
PHOX2B,cnv_del,0.0,0.0,0.0,0.0,0.0
PHOX2B,cnv_amp,0.0,0.0,0.0,0.0,0.0
SLC41A2,mut_important,0.0,0.0,0.0,0.0,0.0
SLC41A2,cnv_del,0.0,0.0,0.0,0.0,0.0
SLC41A2,cnv_amp,0.0,0.0,0.0,0.0,0.0
CAPRIN1,mut_important,0.0,0.0,0.0,0.0,0.0
CAPRIN1,cnv_del,0.0,0.0,0.0,0.0,0.0
CAPRIN1,cnv_amp,0.0,0.0,0.0,0.0,0.0
OR6Y1,mut_important,0.0,0.0,0.0,0.0,0.0
OR6Y1,cnv_del,0.0,0.0,0.0,0.0,0.0
OR6Y1,cnv_amp,0.0,0.0,0.0,0.0,0.0
MMP27,mut_important,0.0,0.0,0.0,0.0,0.0
MMP27,cnv_del,0.0,0.0,0.0,0.0,0.0
MMP27,cnv_amp,0.0,0.0,0.0,0.0,0.0
AIMP2,mut_important,0.0,0.0,0.0,0.0,0.0
AIMP2,cnv_del,7.754951e-06,8.956528e-05,4.3659632e-08,1.8141973e-05,0.000949803
AIMP2,cnv_amp,0.00075207115,0.0036822907,4.2265852e-05,0.00014099212,0.03591103
ZSWIM3,mut_important,0.0,0.0,0.0,0.0,0.0
ZSWIM3,cnv_del,0.0,0.0,0.0,0.0,0.0
ZSWIM3,cnv_amp,0.0,0.0,0.0,0.0,0.0
DBNL,mut_important,0.00072695117,0.0005348607,0.0006827165,0.0,0.0007056137
DBNL,cnv_del,0.0,0.0,0.0,0.0,0.0
DBNL,cnv_amp,0.31545565,0.4185353,0.43175265,0.64644814,0.64170206
CMTM2,mut_important,0.0,0.0,0.0,0.0,0.0
CMTM2,cnv_del,0.0,0.0,0.0,0.0,0.0
CMTM2,cnv_amp,0.0,0.0,0.0,0.0,0.0
GLYATL1,mut_important,4.267896e-07,2.4510536e-33,0.0,8.430786e-15,1.9530697e-20
GLYATL1,cnv_del,3.0445847e-07,3.4658152e-32,0.0,3.2254352e-15,0.0
GLYATL1,cnv_amp,1.4026822e-05,1.17211554e-32,0.0,1.1533609e-13,1.0779038e-18
GRIA4,mut_important,0.2525256,6.3376038e-09,0.0012924027,0.09501171,0.0151826255
GRIA4,cnv_del,0.42116097,9.687037e-09,0.0018772252,0.21252298,0.034496333
GRIA4,cnv_amp,0.03877477,1.4738634e-10,0.00012844443,0.019512314,0.0010808737
WIF1,mut_important,6.9471234e-19,9.078139e-16,1.5909704e-25,0.0012876643,1.6411504e-28
WIF1,cnv_del,3.9785913e-21,0.0,3.817854e-26,4.0384675e-06,6.8171744e-33
WIF1,cnv_amp,1.2670934e-17,4.51983e-14,3.544644e-22,0.0015598887,1.78856e-28
RPS20,mut_important,0.0,0.0187078,0.0036847459,0.0008297061,0.023730636
RPS20,cnv_del,0.0061275326,0.033193156,0.004358181,0.0011724057,0.021632524
RPS20,cnv_amp,0.19574894,0.18402769,0.15226892,0.19797823,0.39417738
EBF1,mut_important,0.0016899116,1.5099995e-12,0.0058673234,3.57271e-22,0.00015634147
EBF1,cnv_del,1.4001226e-06,1.7868296e-13,1.7540435e-05,3.5285001e-25,1.9709998e-06
EBF1,cnv_amp,6.146697e-05,1.2169965e-10,0.002676799,3.09202e-22,3.6206552e-06
ERI2,mut_important,0.0,0.0,0.0,0.0,0.0
ERI2,cnv_del,0.0,0.0,0.0,0.0,0.0
ERI2,cnv_amp,0.0,0.0,0.0,0.0,0.0
CMAS,mut_important,0.0,0.0,0.0,0.0,0.0
CMAS,cnv_del,0.0,0.0,0.0,0.0,0.0
CMAS,cnv_amp,0.0,0.0,0.0,0.0,0.0
LARP1B,mut_important,0.0,0.0,0.0,0.0,0.0
LARP1B,cnv_del,0.0,0.0,0.0,0.0,0.0
LARP1B,cnv_amp,0.0,0.0,0.0,0.0,0.0
RAB5A,mut_important,0.0,0.0,0.0,0.0,0.0
RAB5A,cnv_del,0.00017653863,0.0002514964,0.0016932472,0.00058262213,0.0030569069
RAB5A,cnv_amp,0.000116024545,0.004732611,0.001850608,0.025481725,0.023349812
EXPH5,mut_important,0.0,0.0,0.0,0.0,0.0
EXPH5,cnv_del,0.0,0.0,0.0,0.0,0.0
EXPH5,cnv_amp,0.0,0.0,0.0,0.0,0.0
OR1A1,mut_important,0.0,0.0,0.0,0.0,0.0
OR1A1,cnv_del,0.0,0.0,0.0,0.0,0.0
OR1A1,cnv_amp,0.0,0.0,0.0,0.0,0.0
KRT222,mut_important,0.0,0.0,0.0,0.0,0.0
KRT222,cnv_del,0.0,0.0,0.0,0.0,0.0
KRT222,cnv_amp,0.0,0.0,0.0,0.0,0.0
EIF4A3,mut_important,0.0021163514,0.029473152,0.061141577,0.022829715,0.047638427
EIF4A3,cnv_del,0.0018140419,0.004197564,0.0030331342,0.0009445827,0.0
EIF4A3,cnv_amp,0.3183796,0.15410471,0.63933223,0.3340774,0.2499618
FZD6,mut_important,0.00195621,0.004275693,0.0023325977,0.0016559871,0.002139315
FZD6,cnv_del,0.0,0.0,0.0,0.0,0.0
FZD6,cnv_amp,0.044082675,0.02403372,0.16999878,0.5213261,0.255041
TTC39B,mut_important,0.0,0.0,0.0,0.0,0.0
TTC39B,cnv_del,0.0,0.0,0.0,0.0,0.0
TTC39B,cnv_amp,0.0,0.0,0.0,0.0,0.0
CDR2,mut_important,0.0,0.0,0.0,0.0,0.0
CDR2,cnv_del,0.0,0.0,0.0,0.0,0.0
CDR2,cnv_amp,0.0,0.0,0.0,0.0,0.0
IGDCC3,mut_important,0.0,0.0,0.0,0.0,0.0
IGDCC3,cnv_del,0.0,0.0,0.0,0.0,0.0
IGDCC3,cnv_amp,0.0,0.0,0.0,0.0,0.0
RPL7,mut_important,0.0872539,0.0,0.040979862,0.039832354,0.09103755
RPL7,cnv_del,0.0,0.0,0.0,0.0,0.0
RPL7,cnv_amp,7.017182,7.772881,7.75613,6.145532,8.249957
SPATA2,mut_important,0.0,0.0,0.0,0.0,0.0
SPATA2,cnv_del,0.0,0.0,0.0,0.0,0.0
SPATA2,cnv_amp,0.0,0.0,0.0,0.0,0.0
MLF1,mut_important,0.0,0.0,0.0,0.0,0.0
MLF1,cnv_del,0.0,0.0,0.0,0.0,0.0
MLF1,cnv_amp,0.0,0.0,0.0,0.0,0.0
HEXB,mut_important,0.04192827,6.557183e-05,0.031210043,0.02141599,0.020928938
HEXB,cnv_del,0.764934,0.13505982,0.2921494,0.36683607,0.6983025
HEXB,cnv_amp,0.027594207,0.010199882,0.00016636724,0.025969053,0.017061995
TSC22D2,mut_important,0.0,0.0,0.0,0.0,0.0
TSC22D2,cnv_del,0.0,0.0,0.0,0.0,0.0
TSC22D2,cnv_amp,0.0,0.0,0.0,0.0,0.0
YWHAQ,mut_important,0.0016700992,0.007018098,0.00097324816,0.009710123,0.009742802
YWHAQ,cnv_del,0.0,0.0,0.0,0.0,0.0
YWHAQ,cnv_amp,0.022003584,0.04899785,0.00302047,0.043779183,0.2590214
GNPNAT1,mut_important,0.0,0.0,0.0,0.0,0.0
GNPNAT1,cnv_del,0.0,0.0,0.0,0.0,0.0
GNPNAT1,cnv_amp,0.0,0.0,0.0,0.0,0.0
MORC1,mut_important,0.0,0.0,0.0,0.0,0.0
MORC1,cnv_del,0.0,0.0,0.0,0.0,0.0
MORC1,cnv_amp,0.0,0.0,0.0,0.0,0.0
RNF40,mut_important,0.000118768396,7.1248e-15,0.013599591,1.4541142e-20,5.8546797e-05
RNF40,cnv_del,4.5244433e-06,2.3175164e-15,0.0013098824,1.4556932e-21,3.0551373e-06
RNF40,cnv_amp,0.00041780272,7.753791e-15,0.024296287,1.3464004e-20,1.3652564e-07
NOC3L,mut_important,0.0,0.0,0.0,0.0,0.0
NOC3L,cnv_del,0.0,0.0,0.0,0.0,0.0
NOC3L,cnv_amp,0.0,0.0,0.0,0.0,0.0
DUSP11,mut_important,0.0,0.0,0.0,0.0,0.0
DUSP11,cnv_del,0.0,0.0,0.0,0.0,0.0
DUSP11,cnv_amp,0.0,0.0,0.0,0.0,0.0
KRT72,mut_important,0.0,0.0,0.0,0.0,0.0
KRT72,cnv_del,0.0,0.0,0.0,0.0,0.0
KRT72,cnv_amp,0.0,0.0,0.0,0.0,0.0
DCTN6,mut_important,0.0007210701,0.002480442,0.00094159105,0.0,0.00037418175
DCTN6,cnv_del,0.8249591,0.7227819,1.0187281,0.11844265,0.31675014
DCTN6,cnv_amp,0.14016464,0.12247752,0.1883397,0.044513963,0.14282793
CCT5,mut_important,3.9036913e-06,5.0131945e-05,7.732117e-06,0.0006571362,0.083461106
CCT5,cnv_del,3.5306487e-06,4.5065924e-05,0.0013389625,0.0005834428,0.037646446
CCT5,cnv_amp,4.3283457e-05,0.0006257649,0.0031776899,0.0027829658,0.37674597
PIM1,mut_important,0.0027310727,0.0,1.7869983e-05,6.1015e-13,0.00044697025
PIM1,cnv_del,0.0017828648,0.008020833,0.0011475398,7.194091e-10,0.00186668
PIM1,cnv_amp,0.1084472,0.047106564,0.06725003,9.452266e-07,0.079375714
CYB561D1,mut_important,0.0,0.0,0.0,0.0,0.0
CYB561D1,cnv_del,0.0,0.0,0.0,0.0,0.0
CYB561D1,cnv_amp,0.0,0.0,0.0,0.0,0.0
RNF133,mut_important,0.0,0.0,0.0,0.0,0.0
RNF133,cnv_del,0.0,0.0,0.0,0.0,0.0
RNF133,cnv_amp,0.0,0.0,0.0,0.0,0.0
HMGB4,mut_important,0.0,0.0,0.0,0.0,0.0
HMGB4,cnv_del,0.0,0.0,0.0,0.0,0.0
HMGB4,cnv_amp,0.0,0.0,0.0,0.0,0.0
PAPD4,mut_important,0.0,0.0,0.0,0.0,0.0
PAPD4,cnv_del,0.0,0.0,0.0,0.0,0.0
PAPD4,cnv_amp,0.0,0.0,0.0,0.0,0.0
PGBD2,mut_important,0.0,0.0,0.0,0.0,0.0
PGBD2,cnv_del,0.0,0.0,0.0,0.0,0.0
PGBD2,cnv_amp,0.0,0.0,0.0,0.0,0.0
PYGB,mut_important,0.43897402,0.4358797,0.28959703,0.66240245,0.55037475
PYGB,cnv_del,0.0404574,0.0537164,0.017470645,0.0007316839,0.012966421
PYGB,cnv_amp,0.17643644,0.16650654,0.03442714,0.05588552,0.2558901
PPID,mut_important,0.0,0.0,0.0,0.0,0.0
PPID,cnv_del,0.0,0.0,0.0,0.0,0.0
PPID,cnv_amp,0.0,0.0,0.0,0.0,0.0
MARK2,mut_important,0.0,0.0,0.0,0.0,0.0
MARK2,cnv_del,0.0,0.0,0.0,0.0,0.0
MARK2,cnv_amp,0.0,0.0,0.0,0.0,0.0
TMEM132B,mut_important,0.0,0.0,0.0,0.0,0.0
TMEM132B,cnv_del,0.0,0.0,0.0,0.0,0.0
TMEM132B,cnv_amp,0.0,0.0,0.0,0.0,0.0
WFDC5,mut_important,0.0,0.0,0.0,0.0,0.0
WFDC5,cnv_del,0.0,0.0,0.0,0.0,0.0
WFDC5,cnv_amp,0.0,0.0,0.0,0.0,0.0
MED26,mut_important,0.00037217845,1.9254711e-13,0.00015882973,1.9115397e-12,5.141564e-05
MED26,cnv_del,3.552861e-05,1.292382e-13,2.6115496e-05,3.3918723e-13,1.26862105e-05
MED26,cnv_amp,8.301403e-06,2.4654424e-13,0.00017815322,1.8906011e-13,6.621531e-05
ENOPH1,mut_important,1.3910615e-11,1.4402152e-14,1.5805298e-35,1.8520145e-06,9.519169e-18
ENOPH1,cnv_del,2.455329e-10,2.2586067e-13,8.6313744e-33,2.9702613e-05,3.8299301e-16
ENOPH1,cnv_amp,2.7323796e-11,5.0585265e-14,2.0623395e-33,1.6001416e-06,4.4883614e-17
LRP1,mut_important,0.0022553483,0.0012401254,0.0010507393,0.0017614717,6.290715e-07
LRP1,cnv_del,0.0,7.121744e-05,9.1254615e-06,0.00016366658,3.144435e-09
LRP1,cnv_amp,0.0010650931,0.0024770326,0.0009959602,0.024880651,7.565363e-07
AADACL2,mut_important,0.0,0.0,0.0,0.0,0.0
AADACL2,cnv_del,0.0,0.0,0.0,0.0,0.0
AADACL2,cnv_amp,0.0,0.0,0.0,0.0,0.0
USP31,mut_important,0.0,0.0,0.0,0.0,0.0
USP31,cnv_del,0.0,0.0,0.0,0.0,0.0
USP31,cnv_amp,0.0,0.0,0.0,0.0,0.0
HPR,mut_important,8.3789115e-21,8.401242e-24,1.1357048e-16,5.125299e-14,2.356351e-16
HPR,cnv_del,4.514565e-20,3.311447e-23,1.7327465e-15,2.0464882e-12,1.6917335e-15
HPR,cnv_amp,4.991112e-26,5.201381e-29,6.5334187e-22,0.0,1.6762902e-22
ARMC10,mut_important,0.0,0.0,0.0,0.0,0.0
ARMC10,cnv_del,0.0,0.0,0.0,0.0,0.0
ARMC10,cnv_amp,0.0,0.0,0.0,0.0,0.0
GLRA3,mut_important,0.0,0.0,0.0,0.0,0.0
GLRA3,cnv_del,0.0,0.0,0.0,0.0,0.0
GLRA3,cnv_amp,0.0,0.0,0.0,0.0,0.0
CNIH4,mut_important,0.0,0.0,0.0,0.0,0.0
CNIH4,cnv_del,0.0,0.0,0.0,0.0,0.0
CNIH4,cnv_amp,0.0,0.0,0.0,0.0,0.0
ITM2C,mut_important,0.0,0.0,0.0,0.0,0.0
ITM2C,cnv_del,0.0,0.0,0.0,0.0,0.0
ITM2C,cnv_amp,0.0,0.0,0.0,0.0,0.0
PBLD,mut_important,0.0,0.0,0.0,0.0,0.0
PBLD,cnv_del,0.0,0.0,0.0,0.0,0.0
PBLD,cnv_amp,0.0,0.0,0.0,0.0,0.0
KATNAL2,mut_important,0.0,0.0,0.0,0.0,0.0
KATNAL2,cnv_del,0.0,0.0,0.0,0.0,0.0
KATNAL2,cnv_amp,0.0,0.0,0.0,0.0,0.0
ZWILCH,mut_important,0.033050057,0.00010794447,0.20549048,0.046273302,0.02725531
ZWILCH,cnv_del,0.009286705,4.5249293e-05,0.039858993,0.03532751,0.006202384
ZWILCH,cnv_amp,0.0017054358,7.619189e-05,0.00715714,0.009691622,0.0061020474
HTR3C,mut_important,0.0,0.0,0.0,0.0,0.0
HTR3C,cnv_del,0.0,0.0,0.0,0.0,0.0
HTR3C,cnv_amp,0.0,0.0,0.0,0.0,0.0
RPLP0,mut_important,0.035012648,0.09120161,0.10058037,0.01854371,0.0996532
RPLP0,cnv_del,0.034814157,0.018184427,0.015983095,0.0042956313,0.018774942
RPLP0,cnv_amp,1.2454621,0.9541643,1.407204,0.8762537,0.9668896
DZIP1,mut_important,0.0,0.0,0.0,0.0,0.0
DZIP1,cnv_del,0.0,0.0,0.0,0.0,0.0
DZIP1,cnv_amp,0.0,0.0,0.0,0.0,0.0
POT1,mut_important,7.4307696e-05,0.0076102014,0.021349063,0.016245764,9.877388e-20
POT1,cnv_del,8.659976e-06,0.000770581,0.01717433,0.007128082,5.0812975e-20
POT1,cnv_amp,6.554477e-05,0.0051263208,0.04207864,0.007936703,3.8749072e-19
GPR162,mut_important,0.0,0.0,0.0,0.0,0.0
GPR162,cnv_del,0.0,0.0,0.0,0.0,0.0
GPR162,cnv_amp,0.0,0.0,0.0,0.0,0.0
MKX,mut_important,0.0,0.0,0.0,0.0,0.0
MKX,cnv_del,0.0,0.0,0.0,0.0,0.0
MKX,cnv_amp,0.0,0.0,0.0,0.0,0.0
