,,0,1
DNMT1,cnv_amp,DNMT1,cnv_amp
IDI2,mut_important,IDI2,mut_important
IDI2,cnv_del,IDI2,cnv_del
IDI2,cnv_amp,IDI2,cnv_amp
GLRX5,mut_important,GLRX5,mut_important
GLRX5,cnv_del,GLRX5,cnv_del
GLRX5,cnv_amp,GLRX5,cnv_amp
RASA1,mut_important,RASA1,mut_important
RASA1,cnv_del,RASA1,cnv_del
RASA1,cnv_amp,RASA1,cnv_amp
MEX3B,mut_important,MEX3B,mut_important
MEX3B,cnv_del,MEX3B,cnv_del
MEX3B,cnv_amp,MEX3B,cnv_amp
CDC34,mut_important,CDC34,mut_important
CDC34,cnv_del,CDC34,cnv_del
CDC34,cnv_amp,CDC34,cnv_amp
CASC3,mut_important,CASC3,mut_important
CASC3,cnv_del,CASC3,cnv_del
CASC3,cnv_amp,CASC3,cnv_amp
MPPE1,mut_important,MPPE1,mut_important
MPPE1,cnv_del,MPPE1,cnv_del
MPPE1,cnv_amp,MPPE1,cnv_amp
ARL5A,mut_important,ARL5A,mut_important
ARL5A,cnv_del,ARL5A,cnv_del
ARL5A,cnv_amp,ARL5A,cnv_amp
CAMK2G,mut_important,CAMK2G,mut_important
CAMK2G,cnv_del,CAMK2G,cnv_del
CAMK2G,cnv_amp,CAMK2G,cnv_amp
GTF3C4,mut_important,GTF3C4,mut_important
GTF3C4,cnv_del,GTF3C4,cnv_del
GTF3C4,cnv_amp,GTF3C4,cnv_amp
AMY2B,mut_important,AMY2B,mut_important
AMY2B,cnv_del,AMY2B,cnv_del
AMY2B,cnv_amp,AMY2B,cnv_amp
ASB1,mut_important,ASB1,mut_important
ASB1,cnv_del,ASB1,cnv_del
ASB1,cnv_amp,ASB1,cnv_amp
PHOSPHO1,mut_important,PHOSPHO1,mut_important
PHOSPHO1,cnv_del,PHOSPHO1,cnv_del
PHOSPHO1,cnv_amp,PHOSPHO1,cnv_amp
THOC3,mut_important,THOC3,mut_important
THOC3,cnv_del,THOC3,cnv_del
THOC3,cnv_amp,THOC3,cnv_amp
ITK,mut_important,ITK,mut_important
ITK,cnv_del,ITK,cnv_del
ITK,cnv_amp,ITK,cnv_amp
ABCA8,mut_important,ABCA8,mut_important
ABCA8,cnv_del,ABCA8,cnv_del
ABCA8,cnv_amp,ABCA8,cnv_amp
CACYBP,mut_important,CACYBP,mut_important
CACYBP,cnv_del,CACYBP,cnv_del
CACYBP,cnv_amp,CACYBP,cnv_amp
GLP1R,mut_important,GLP1R,mut_important
GLP1R,cnv_del,GLP1R,cnv_del
GLP1R,cnv_amp,GLP1R,cnv_amp
ABHD3,mut_important,ABHD3,mut_important
ABHD3,cnv_del,ABHD3,cnv_del
ABHD3,cnv_amp,ABHD3,cnv_amp
SLC17A6,mut_important,SLC17A6,mut_important
SLC17A6,cnv_del,SLC17A6,cnv_del
SLC17A6,cnv_amp,SLC17A6,cnv_amp
TNP1,mut_important,TNP1,mut_important
TNP1,cnv_del,TNP1,cnv_del
TNP1,cnv_amp,TNP1,cnv_amp
NTN1,mut_important,NTN1,mut_important
NTN1,cnv_del,NTN1,cnv_del
NTN1,cnv_amp,NTN1,cnv_amp
DCC,mut_important,DCC,mut_important
DCC,cnv_del,DCC,cnv_del
DCC,cnv_amp,DCC,cnv_amp
PDSS1,mut_important,PDSS1,mut_important
PDSS1,cnv_del,PDSS1,cnv_del
PDSS1,cnv_amp,PDSS1,cnv_amp
OR4B1,mut_important,OR4B1,mut_important
OR4B1,cnv_del,OR4B1,cnv_del
OR4B1,cnv_amp,OR4B1,cnv_amp
TIGD6,mut_important,TIGD6,mut_important
TIGD6,cnv_del,TIGD6,cnv_del
TIGD6,cnv_amp,TIGD6,cnv_amp
TMEM225,mut_important,TMEM225,mut_important
TMEM225,cnv_del,TMEM225,cnv_del
TMEM225,cnv_amp,TMEM225,cnv_amp
PLIN2,mut_important,PLIN2,mut_important
PLIN2,cnv_del,PLIN2,cnv_del
PLIN2,cnv_amp,PLIN2,cnv_amp
FOXA1,mut_important,FOXA1,mut_important
FOXA1,cnv_del,FOXA1,cnv_del
FOXA1,cnv_amp,FOXA1,cnv_amp
OR5A1,mut_important,OR5A1,mut_important
OR5A1,cnv_del,OR5A1,cnv_del
OR5A1,cnv_amp,OR5A1,cnv_amp
SERPINI1,mut_important,SERPINI1,mut_important
SERPINI1,cnv_del,SERPINI1,cnv_del
SERPINI1,cnv_amp,SERPINI1,cnv_amp
DSTYK,mut_important,DSTYK,mut_important
DSTYK,cnv_del,DSTYK,cnv_del
DSTYK,cnv_amp,DSTYK,cnv_amp
CUL3,mut_important,CUL3,mut_important
CUL3,cnv_del,CUL3,cnv_del
CUL3,cnv_amp,CUL3,cnv_amp
GHITM,mut_important,GHITM,mut_important
GHITM,cnv_del,GHITM,cnv_del
GHITM,cnv_amp,GHITM,cnv_amp
POU4F1,mut_important,POU4F1,mut_important
POU4F1,cnv_del,POU4F1,cnv_del
POU4F1,cnv_amp,POU4F1,cnv_amp
EIF2B3,mut_important,EIF2B3,mut_important
EIF2B3,cnv_del,EIF2B3,cnv_del
EIF2B3,cnv_amp,EIF2B3,cnv_amp
CHST12,mut_important,CHST12,mut_important
CHST12,cnv_del,CHST12,cnv_del
CHST12,cnv_amp,CHST12,cnv_amp
MSI2,mut_important,MSI2,mut_important
MSI2,cnv_del,MSI2,cnv_del
MSI2,cnv_amp,MSI2,cnv_amp
PSTK,mut_important,PSTK,mut_important
PSTK,cnv_del,PSTK,cnv_del
PSTK,cnv_amp,PSTK,cnv_amp
LPP,mut_important,LPP,mut_important
LPP,cnv_del,LPP,cnv_del
LPP,cnv_amp,LPP,cnv_amp
CNGA4,mut_important,CNGA4,mut_important
CNGA4,cnv_del,CNGA4,cnv_del
CNGA4,cnv_amp,CNGA4,cnv_amp
MKKS,mut_important,MKKS,mut_important
MKKS,cnv_del,MKKS,cnv_del
MKKS,cnv_amp,MKKS,cnv_amp
FABP6,mut_important,FABP6,mut_important
FABP6,cnv_del,FABP6,cnv_del
FABP6,cnv_amp,FABP6,cnv_amp
SCGB2A2,mut_important,SCGB2A2,mut_important
SCGB2A2,cnv_del,SCGB2A2,cnv_del
SCGB2A2,cnv_amp,SCGB2A2,cnv_amp
MRPL3,mut_important,MRPL3,mut_important
MRPL3,cnv_del,MRPL3,cnv_del
MRPL3,cnv_amp,MRPL3,cnv_amp
NUDT2,mut_important,NUDT2,mut_important
NUDT2,cnv_del,NUDT2,cnv_del
NUDT2,cnv_amp,NUDT2,cnv_amp
GNB4,mut_important,GNB4,mut_important
GNB4,cnv_del,GNB4,cnv_del
GNB4,cnv_amp,GNB4,cnv_amp
CARS,mut_important,CARS,mut_important
CARS,cnv_del,CARS,cnv_del
CARS,cnv_amp,CARS,cnv_amp
RNF170,mut_important,RNF170,mut_important
RNF170,cnv_del,RNF170,cnv_del
RNF170,cnv_amp,RNF170,cnv_amp
TMEM18,mut_important,TMEM18,mut_important
TMEM18,cnv_del,TMEM18,cnv_del
TMEM18,cnv_amp,TMEM18,cnv_amp
BCR,mut_important,BCR,mut_important
BCR,cnv_del,BCR,cnv_del
BCR,cnv_amp,BCR,cnv_amp
FER1L6,mut_important,FER1L6,mut_important
FER1L6,cnv_del,FER1L6,cnv_del
FER1L6,cnv_amp,FER1L6,cnv_amp
GABRG1,mut_important,GABRG1,mut_important
GABRG1,cnv_del,GABRG1,cnv_del
GABRG1,cnv_amp,GABRG1,cnv_amp
MAPK15,mut_important,MAPK15,mut_important
MAPK15,cnv_del,MAPK15,cnv_del
MAPK15,cnv_amp,MAPK15,cnv_amp
CDK9,mut_important,CDK9,mut_important
CDK9,cnv_del,CDK9,cnv_del
CDK9,cnv_amp,CDK9,cnv_amp
ATP2B2,mut_important,ATP2B2,mut_important
ATP2B2,cnv_del,ATP2B2,cnv_del
ATP2B2,cnv_amp,ATP2B2,cnv_amp
VDAC1,mut_important,VDAC1,mut_important
VDAC1,cnv_del,VDAC1,cnv_del
VDAC1,cnv_amp,VDAC1,cnv_amp
AQP6,mut_important,AQP6,mut_important
AQP6,cnv_del,AQP6,cnv_del
AQP6,cnv_amp,AQP6,cnv_amp
MED31,mut_important,MED31,mut_important
MED31,cnv_del,MED31,cnv_del
MED31,cnv_amp,MED31,cnv_amp
MRPL13,mut_important,MRPL13,mut_important
MRPL13,cnv_del,MRPL13,cnv_del
MRPL13,cnv_amp,MRPL13,cnv_amp
SSX2IP,mut_important,SSX2IP,mut_important
SSX2IP,cnv_del,SSX2IP,cnv_del
SSX2IP,cnv_amp,SSX2IP,cnv_amp
MYOZ1,mut_important,MYOZ1,mut_important
MYOZ1,cnv_del,MYOZ1,cnv_del
MYOZ1,cnv_amp,MYOZ1,cnv_amp
ZNF684,mut_important,ZNF684,mut_important
ZNF684,cnv_del,ZNF684,cnv_del
ZNF684,cnv_amp,ZNF684,cnv_amp
RRAS2,mut_important,RRAS2,mut_important
RRAS2,cnv_del,RRAS2,cnv_del
RRAS2,cnv_amp,RRAS2,cnv_amp
SYPL2,mut_important,SYPL2,mut_important
SYPL2,cnv_del,SYPL2,cnv_del
SYPL2,cnv_amp,SYPL2,cnv_amp
MEPE,mut_important,MEPE,mut_important
MEPE,cnv_del,MEPE,cnv_del
MEPE,cnv_amp,MEPE,cnv_amp
PIP5K1C,mut_important,PIP5K1C,mut_important
PIP5K1C,cnv_del,PIP5K1C,cnv_del
PIP5K1C,cnv_amp,PIP5K1C,cnv_amp
TOP3B,mut_important,TOP3B,mut_important
TOP3B,cnv_del,TOP3B,cnv_del
TOP3B,cnv_amp,TOP3B,cnv_amp
TOMM20,mut_important,TOMM20,mut_important
TOMM20,cnv_del,TOMM20,cnv_del
TOMM20,cnv_amp,TOMM20,cnv_amp
TCERG1,mut_important,TCERG1,mut_important
TCERG1,cnv_del,TCERG1,cnv_del
TCERG1,cnv_amp,TCERG1,cnv_amp
SH2D3C,mut_important,SH2D3C,mut_important
SH2D3C,cnv_del,SH2D3C,cnv_del
SH2D3C,cnv_amp,SH2D3C,cnv_amp
CST8,mut_important,CST8,mut_important
CST8,cnv_del,CST8,cnv_del
CST8,cnv_amp,CST8,cnv_amp
PARVB,mut_important,PARVB,mut_important
PARVB,cnv_del,PARVB,cnv_del
PARVB,cnv_amp,PARVB,cnv_amp
ACLY,mut_important,ACLY,mut_important
ACLY,cnv_del,ACLY,cnv_del
ACLY,cnv_amp,ACLY,cnv_amp
LRTM1,mut_important,LRTM1,mut_important
LRTM1,cnv_del,LRTM1,cnv_del
LRTM1,cnv_amp,LRTM1,cnv_amp
WDR18,mut_important,WDR18,mut_important
WDR18,cnv_del,WDR18,cnv_del
WDR18,cnv_amp,WDR18,cnv_amp
SOX9,mut_important,SOX9,mut_important
SOX9,cnv_del,SOX9,cnv_del
SOX9,cnv_amp,SOX9,cnv_amp
SS18L2,mut_important,SS18L2,mut_important
SS18L2,cnv_del,SS18L2,cnv_del
SS18L2,cnv_amp,SS18L2,cnv_amp
CHURC1,mut_important,CHURC1,mut_important
CHURC1,cnv_del,CHURC1,cnv_del
CHURC1,cnv_amp,CHURC1,cnv_amp
MRPL19,mut_important,MRPL19,mut_important
MRPL19,cnv_del,MRPL19,cnv_del
MRPL19,cnv_amp,MRPL19,cnv_amp
LHX9,mut_important,LHX9,mut_important
LHX9,cnv_del,LHX9,cnv_del
LHX9,cnv_amp,LHX9,cnv_amp
SFT2D1,mut_important,SFT2D1,mut_important
SFT2D1,cnv_del,SFT2D1,cnv_del
SFT2D1,cnv_amp,SFT2D1,cnv_amp
PBX3,mut_important,PBX3,mut_important
PBX3,cnv_del,PBX3,cnv_del
PBX3,cnv_amp,PBX3,cnv_amp
INPP5B,mut_important,INPP5B,mut_important
INPP5B,cnv_del,INPP5B,cnv_del
INPP5B,cnv_amp,INPP5B,cnv_amp
PAX5,mut_important,PAX5,mut_important
PAX5,cnv_del,PAX5,cnv_del
PAX5,cnv_amp,PAX5,cnv_amp
PARD6A,mut_important,PARD6A,mut_important
PARD6A,cnv_del,PARD6A,cnv_del
PARD6A,cnv_amp,PARD6A,cnv_amp
RPL26L1,mut_important,RPL26L1,mut_important
RPL26L1,cnv_del,RPL26L1,cnv_del
RPL26L1,cnv_amp,RPL26L1,cnv_amp
SLC22A5,mut_important,SLC22A5,mut_important
SLC22A5,cnv_del,SLC22A5,cnv_del
SLC22A5,cnv_amp,SLC22A5,cnv_amp
TAF1D,mut_important,TAF1D,mut_important
TAF1D,cnv_del,TAF1D,cnv_del
TAF1D,cnv_amp,TAF1D,cnv_amp
TOX4,mut_important,TOX4,mut_important
TOX4,cnv_del,TOX4,cnv_del
TOX4,cnv_amp,TOX4,cnv_amp
ZNF420,mut_important,ZNF420,mut_important
ZNF420,cnv_del,ZNF420,cnv_del
ZNF420,cnv_amp,ZNF420,cnv_amp
SEMA3F,mut_important,SEMA3F,mut_important
SEMA3F,cnv_del,SEMA3F,cnv_del
SEMA3F,cnv_amp,SEMA3F,cnv_amp
CLDN17,mut_important,CLDN17,mut_important
CLDN17,cnv_del,CLDN17,cnv_del
CLDN17,cnv_amp,CLDN17,cnv_amp
KCNJ2,mut_important,KCNJ2,mut_important
KCNJ2,cnv_del,KCNJ2,cnv_del
KCNJ2,cnv_amp,KCNJ2,cnv_amp
ZBTB37,mut_important,ZBTB37,mut_important
ZBTB37,cnv_del,ZBTB37,cnv_del
ZBTB37,cnv_amp,ZBTB37,cnv_amp
ATXN1,mut_important,ATXN1,mut_important
ATXN1,cnv_del,ATXN1,cnv_del
ATXN1,cnv_amp,ATXN1,cnv_amp
OR5D14,mut_important,OR5D14,mut_important
OR5D14,cnv_del,OR5D14,cnv_del
OR5D14,cnv_amp,OR5D14,cnv_amp
KCNK1,mut_important,KCNK1,mut_important
KCNK1,cnv_del,KCNK1,cnv_del
KCNK1,cnv_amp,KCNK1,cnv_amp
MEIS3,mut_important,MEIS3,mut_important
MEIS3,cnv_del,MEIS3,cnv_del
MEIS3,cnv_amp,MEIS3,cnv_amp
SIRT5,mut_important,SIRT5,mut_important
SIRT5,cnv_del,SIRT5,cnv_del
SIRT5,cnv_amp,SIRT5,cnv_amp
TOMM40,mut_important,TOMM40,mut_important
TOMM40,cnv_del,TOMM40,cnv_del
TOMM40,cnv_amp,TOMM40,cnv_amp
GPX8,mut_important,GPX8,mut_important
GPX8,cnv_del,GPX8,cnv_del
GPX8,cnv_amp,GPX8,cnv_amp
NPTN,mut_important,NPTN,mut_important
NPTN,cnv_del,NPTN,cnv_del
NPTN,cnv_amp,NPTN,cnv_amp
NFXL1,mut_important,NFXL1,mut_important
NFXL1,cnv_del,NFXL1,cnv_del
NFXL1,cnv_amp,NFXL1,cnv_amp
IL15RA,mut_important,IL15RA,mut_important
IL15RA,cnv_del,IL15RA,cnv_del
IL15RA,cnv_amp,IL15RA,cnv_amp
GAS2L1,mut_important,GAS2L1,mut_important
GAS2L1,cnv_del,GAS2L1,cnv_del
GAS2L1,cnv_amp,GAS2L1,cnv_amp
PTPRO,mut_important,PTPRO,mut_important
PTPRO,cnv_del,PTPRO,cnv_del
PTPRO,cnv_amp,PTPRO,cnv_amp
CUZD1,mut_important,CUZD1,mut_important
CUZD1,cnv_del,CUZD1,cnv_del
CUZD1,cnv_amp,CUZD1,cnv_amp
TXN2,mut_important,TXN2,mut_important
TXN2,cnv_del,TXN2,cnv_del
TXN2,cnv_amp,TXN2,cnv_amp
TMEM97,mut_important,TMEM97,mut_important
TMEM97,cnv_del,TMEM97,cnv_del
TMEM97,cnv_amp,TMEM97,cnv_amp
DOPEY2,mut_important,DOPEY2,mut_important
DOPEY2,cnv_del,DOPEY2,cnv_del
DOPEY2,cnv_amp,DOPEY2,cnv_amp
USP39,mut_important,USP39,mut_important
USP39,cnv_del,USP39,cnv_del
USP39,cnv_amp,USP39,cnv_amp
ZNF266,mut_important,ZNF266,mut_important
ZNF266,cnv_del,ZNF266,cnv_del
ZNF266,cnv_amp,ZNF266,cnv_amp
OR6K6,mut_important,OR6K6,mut_important
OR6K6,cnv_del,OR6K6,cnv_del
OR6K6,cnv_amp,OR6K6,cnv_amp
CRB3,mut_important,CRB3,mut_important
CRB3,cnv_del,CRB3,cnv_del
CRB3,cnv_amp,CRB3,cnv_amp
DCTN1,mut_important,DCTN1,mut_important
DCTN1,cnv_del,DCTN1,cnv_del
DCTN1,cnv_amp,DCTN1,cnv_amp
ODF2L,mut_important,ODF2L,mut_important
ODF2L,cnv_del,ODF2L,cnv_del
ODF2L,cnv_amp,ODF2L,cnv_amp
CHSY3,mut_important,CHSY3,mut_important
CHSY3,cnv_del,CHSY3,cnv_del
CHSY3,cnv_amp,CHSY3,cnv_amp
ZNF280B,mut_important,ZNF280B,mut_important
ZNF280B,cnv_del,ZNF280B,cnv_del
ZNF280B,cnv_amp,ZNF280B,cnv_amp
RFFL,mut_important,RFFL,mut_important
RFFL,cnv_del,RFFL,cnv_del
RFFL,cnv_amp,RFFL,cnv_amp
SLC35A4,mut_important,SLC35A4,mut_important
SLC35A4,cnv_del,SLC35A4,cnv_del
SLC35A4,cnv_amp,SLC35A4,cnv_amp
SLC25A3,mut_important,SLC25A3,mut_important
SLC25A3,cnv_del,SLC25A3,cnv_del
SLC25A3,cnv_amp,SLC25A3,cnv_amp
PDIA3,mut_important,PDIA3,mut_important
PDIA3,cnv_del,PDIA3,cnv_del
PDIA3,cnv_amp,PDIA3,cnv_amp
SLC28A1,mut_important,SLC28A1,mut_important
SLC28A1,cnv_del,SLC28A1,cnv_del
SLC28A1,cnv_amp,SLC28A1,cnv_amp
SEC22A,mut_important,SEC22A,mut_important
SEC22A,cnv_del,SEC22A,cnv_del
SEC22A,cnv_amp,SEC22A,cnv_amp
SAP30,mut_important,SAP30,mut_important
SAP30,cnv_del,SAP30,cnv_del
SAP30,cnv_amp,SAP30,cnv_amp
SUZ12,mut_important,SUZ12,mut_important
SUZ12,cnv_del,SUZ12,cnv_del
SUZ12,cnv_amp,SUZ12,cnv_amp
LHX2,mut_important,LHX2,mut_important
LHX2,cnv_del,LHX2,cnv_del
LHX2,cnv_amp,LHX2,cnv_amp
VPS37D,mut_important,VPS37D,mut_important
VPS37D,cnv_del,VPS37D,cnv_del
VPS37D,cnv_amp,VPS37D,cnv_amp
FAM24B,mut_important,FAM24B,mut_important
FAM24B,cnv_del,FAM24B,cnv_del
FAM24B,cnv_amp,FAM24B,cnv_amp
RUNX1,mut_important,RUNX1,mut_important
RUNX1,cnv_del,RUNX1,cnv_del
RUNX1,cnv_amp,RUNX1,cnv_amp
HTRA2,mut_important,HTRA2,mut_important
HTRA2,cnv_del,HTRA2,cnv_del
HTRA2,cnv_amp,HTRA2,cnv_amp
PNKP,mut_important,PNKP,mut_important
PNKP,cnv_del,PNKP,cnv_del
PNKP,cnv_amp,PNKP,cnv_amp
ZNF774,mut_important,ZNF774,mut_important
ZNF774,cnv_del,ZNF774,cnv_del
ZNF774,cnv_amp,ZNF774,cnv_amp
ZNF527,mut_important,ZNF527,mut_important
ZNF527,cnv_del,ZNF527,cnv_del
ZNF527,cnv_amp,ZNF527,cnv_amp
MANBAL,mut_important,MANBAL,mut_important
MANBAL,cnv_del,MANBAL,cnv_del
MANBAL,cnv_amp,MANBAL,cnv_amp
TSKU,mut_important,TSKU,mut_important
TSKU,cnv_del,TSKU,cnv_del
TSKU,cnv_amp,TSKU,cnv_amp
LSM6,mut_important,LSM6,mut_important
LSM6,cnv_del,LSM6,cnv_del
LSM6,cnv_amp,LSM6,cnv_amp
PRELP,mut_important,PRELP,mut_important
PRELP,cnv_del,PRELP,cnv_del
PRELP,cnv_amp,PRELP,cnv_amp
SASS6,mut_important,SASS6,mut_important
SASS6,cnv_del,SASS6,cnv_del
SASS6,cnv_amp,SASS6,cnv_amp
COL4A2,mut_important,COL4A2,mut_important
COL4A2,cnv_del,COL4A2,cnv_del
COL4A2,cnv_amp,COL4A2,cnv_amp
IFT74,mut_important,IFT74,mut_important
IFT74,cnv_del,IFT74,cnv_del
IFT74,cnv_amp,IFT74,cnv_amp
GOT2,mut_important,GOT2,mut_important
GOT2,cnv_del,GOT2,cnv_del
GOT2,cnv_amp,GOT2,cnv_amp
NSUN7,mut_important,NSUN7,mut_important
NSUN7,cnv_del,NSUN7,cnv_del
NSUN7,cnv_amp,NSUN7,cnv_amp
GIPC1,mut_important,GIPC1,mut_important
GIPC1,cnv_del,GIPC1,cnv_del
GIPC1,cnv_amp,GIPC1,cnv_amp
CSAD,mut_important,CSAD,mut_important
CSAD,cnv_del,CSAD,cnv_del
CSAD,cnv_amp,CSAD,cnv_amp
GOLGA5,mut_important,GOLGA5,mut_important
GOLGA5,cnv_del,GOLGA5,cnv_del
GOLGA5,cnv_amp,GOLGA5,cnv_amp
RTP2,mut_important,RTP2,mut_important
RTP2,cnv_del,RTP2,cnv_del
RTP2,cnv_amp,RTP2,cnv_amp
ALG2,mut_important,ALG2,mut_important
ALG2,cnv_del,ALG2,cnv_del
ALG2,cnv_amp,ALG2,cnv_amp
PAWR,mut_important,PAWR,mut_important
PAWR,cnv_del,PAWR,cnv_del
PAWR,cnv_amp,PAWR,cnv_amp
FMNL1,mut_important,FMNL1,mut_important
FMNL1,cnv_del,FMNL1,cnv_del
FMNL1,cnv_amp,FMNL1,cnv_amp
LYSMD1,mut_important,LYSMD1,mut_important
LYSMD1,cnv_del,LYSMD1,cnv_del
LYSMD1,cnv_amp,LYSMD1,cnv_amp
SLC19A3,mut_important,SLC19A3,mut_important
SLC19A3,cnv_del,SLC19A3,cnv_del
SLC19A3,cnv_amp,SLC19A3,cnv_amp
CDC5L,mut_important,CDC5L,mut_important
CDC5L,cnv_del,CDC5L,cnv_del
CDC5L,cnv_amp,CDC5L,cnv_amp
HAUS1,mut_important,HAUS1,mut_important
HAUS1,cnv_del,HAUS1,cnv_del
HAUS1,cnv_amp,HAUS1,cnv_amp
GBP1,mut_important,GBP1,mut_important
GBP1,cnv_del,GBP1,cnv_del
GBP1,cnv_amp,GBP1,cnv_amp
OR4E2,mut_important,OR4E2,mut_important
OR4E2,cnv_del,OR4E2,cnv_del
OR4E2,cnv_amp,OR4E2,cnv_amp
BOC,mut_important,BOC,mut_important
BOC,cnv_del,BOC,cnv_del
BOC,cnv_amp,BOC,cnv_amp
KLHL21,mut_important,KLHL21,mut_important
KLHL21,cnv_del,KLHL21,cnv_del
KLHL21,cnv_amp,KLHL21,cnv_amp
FOXB1,mut_important,FOXB1,mut_important
FOXB1,cnv_del,FOXB1,cnv_del
FOXB1,cnv_amp,FOXB1,cnv_amp
KRR1,mut_important,KRR1,mut_important
KRR1,cnv_del,KRR1,cnv_del
KRR1,cnv_amp,KRR1,cnv_amp
SYNJ2,mut_important,SYNJ2,mut_important
SYNJ2,cnv_del,SYNJ2,cnv_del
SYNJ2,cnv_amp,SYNJ2,cnv_amp
MTA2,mut_important,MTA2,mut_important
MTA2,cnv_del,MTA2,cnv_del
MTA2,cnv_amp,MTA2,cnv_amp
H2AFZ,mut_important,H2AFZ,mut_important
H2AFZ,cnv_del,H2AFZ,cnv_del
H2AFZ,cnv_amp,H2AFZ,cnv_amp
CLIC6,mut_important,CLIC6,mut_important
CLIC6,cnv_del,CLIC6,cnv_del
CLIC6,cnv_amp,CLIC6,cnv_amp
GBGT1,mut_important,GBGT1,mut_important
GBGT1,cnv_del,GBGT1,cnv_del
GBGT1,cnv_amp,GBGT1,cnv_amp
TNC,mut_important,TNC,mut_important
TNC,cnv_del,TNC,cnv_del
TNC,cnv_amp,TNC,cnv_amp
KIAA1324,mut_important,KIAA1324,mut_important
KIAA1324,cnv_del,KIAA1324,cnv_del
KIAA1324,cnv_amp,KIAA1324,cnv_amp
FBXO32,mut_important,FBXO32,mut_important
FBXO32,cnv_del,FBXO32,cnv_del
FBXO32,cnv_amp,FBXO32,cnv_amp
SOAT1,mut_important,SOAT1,mut_important
SOAT1,cnv_del,SOAT1,cnv_del
SOAT1,cnv_amp,SOAT1,cnv_amp
KLF15,mut_important,KLF15,mut_important
KLF15,cnv_del,KLF15,cnv_del
KLF15,cnv_amp,KLF15,cnv_amp
OR8B4,mut_important,OR8B4,mut_important
OR8B4,cnv_del,OR8B4,cnv_del
OR8B4,cnv_amp,OR8B4,cnv_amp
LAX1,mut_important,LAX1,mut_important
LAX1,cnv_del,LAX1,cnv_del
LAX1,cnv_amp,LAX1,cnv_amp
MED13,mut_important,MED13,mut_important
MED13,cnv_del,MED13,cnv_del
MED13,cnv_amp,MED13,cnv_amp
PIP4K2A,mut_important,PIP4K2A,mut_important
PIP4K2A,cnv_del,PIP4K2A,cnv_del
PIP4K2A,cnv_amp,PIP4K2A,cnv_amp
MRPL53,mut_important,MRPL53,mut_important
MRPL53,cnv_del,MRPL53,cnv_del
MRPL53,cnv_amp,MRPL53,cnv_amp
IGSF9,mut_important,IGSF9,mut_important
IGSF9,cnv_del,IGSF9,cnv_del
IGSF9,cnv_amp,IGSF9,cnv_amp
OR10K2,mut_important,OR10K2,mut_important
OR10K2,cnv_del,OR10K2,cnv_del
OR10K2,cnv_amp,OR10K2,cnv_amp
RNGTT,mut_important,RNGTT,mut_important
RNGTT,cnv_del,RNGTT,cnv_del
RNGTT,cnv_amp,RNGTT,cnv_amp
NEDD4,mut_important,NEDD4,mut_important
NEDD4,cnv_del,NEDD4,cnv_del
NEDD4,cnv_amp,NEDD4,cnv_amp
TMEM179,mut_important,TMEM179,mut_important
TMEM179,cnv_del,TMEM179,cnv_del
TMEM179,cnv_amp,TMEM179,cnv_amp
BSDC1,mut_important,BSDC1,mut_important
BSDC1,cnv_del,BSDC1,cnv_del
BSDC1,cnv_amp,BSDC1,cnv_amp
ARNT2,mut_important,ARNT2,mut_important
ARNT2,cnv_del,ARNT2,cnv_del
ARNT2,cnv_amp,ARNT2,cnv_amp
BCAP29,mut_important,BCAP29,mut_important
BCAP29,cnv_del,BCAP29,cnv_del
BCAP29,cnv_amp,BCAP29,cnv_amp
IPP,mut_important,IPP,mut_important
IPP,cnv_del,IPP,cnv_del
IPP,cnv_amp,IPP,cnv_amp
TSPAN17,mut_important,TSPAN17,mut_important
TSPAN17,cnv_del,TSPAN17,cnv_del
TSPAN17,cnv_amp,TSPAN17,cnv_amp
GALR1,mut_important,GALR1,mut_important
GALR1,cnv_del,GALR1,cnv_del
GALR1,cnv_amp,GALR1,cnv_amp
TMC7,mut_important,TMC7,mut_important
TMC7,cnv_del,TMC7,cnv_del
TMC7,cnv_amp,TMC7,cnv_amp
EHMT1,mut_important,EHMT1,mut_important
EHMT1,cnv_del,EHMT1,cnv_del
EHMT1,cnv_amp,EHMT1,cnv_amp
VIP,mut_important,VIP,mut_important
VIP,cnv_del,VIP,cnv_del
VIP,cnv_amp,VIP,cnv_amp
ZNF184,mut_important,ZNF184,mut_important
ZNF184,cnv_del,ZNF184,cnv_del
ZNF184,cnv_amp,ZNF184,cnv_amp
ZFAND1,mut_important,ZFAND1,mut_important
ZFAND1,cnv_del,ZFAND1,cnv_del
ZFAND1,cnv_amp,ZFAND1,cnv_amp
NPC1L1,mut_important,NPC1L1,mut_important
NPC1L1,cnv_del,NPC1L1,cnv_del
NPC1L1,cnv_amp,NPC1L1,cnv_amp
PTGS1,mut_important,PTGS1,mut_important
PTGS1,cnv_del,PTGS1,cnv_del
PTGS1,cnv_amp,PTGS1,cnv_amp
ADI1,mut_important,ADI1,mut_important
ADI1,cnv_del,ADI1,cnv_del
ADI1,cnv_amp,ADI1,cnv_amp
SHC1,mut_important,SHC1,mut_important
SHC1,cnv_del,SHC1,cnv_del
SHC1,cnv_amp,SHC1,cnv_amp
PSMD2,mut_important,PSMD2,mut_important
PSMD2,cnv_del,PSMD2,cnv_del
PSMD2,cnv_amp,PSMD2,cnv_amp
PDCL3,mut_important,PDCL3,mut_important
