,,0,1
FABP7,cnv_amp,FABP7,cnv_amp
GRK4,mut_important,GRK4,mut_important
GRK4,cnv_del,GRK4,cnv_del
GRK4,cnv_amp,GRK4,cnv_amp
ZNF699,mut_important,ZNF699,mut_important
ZNF699,cnv_del,ZNF699,cnv_del
ZNF699,cnv_amp,ZNF699,cnv_amp
KIAA1755,mut_important,KIAA1755,mut_important
KIAA1755,cnv_del,KIAA1755,cnv_del
KIAA1755,cnv_amp,KIAA1755,cnv_amp
GIGYF1,mut_important,GIGYF1,mut_important
GIGYF1,cnv_del,GIGYF1,cnv_del
GIGYF1,cnv_amp,GIGYF1,cnv_amp
DLGAP1,mut_important,DLGAP1,mut_important
DLGAP1,cnv_del,DLGAP1,cnv_del
DLGAP1,cnv_amp,DLGAP1,cnv_amp
HGD,mut_important,HGD,mut_important
HGD,cnv_del,HGD,cnv_del
HGD,cnv_amp,HGD,cnv_amp
FGF23,mut_important,FGF23,mut_important
FGF23,cnv_del,FGF23,cnv_del
FGF23,cnv_amp,FGF23,cnv_amp
COMMD9,mut_important,COMMD9,mut_important
COMMD9,cnv_del,COMMD9,cnv_del
COMMD9,cnv_amp,COMMD9,cnv_amp
TGIF1,mut_important,TGIF1,mut_important
TGIF1,cnv_del,TGIF1,cnv_del
TGIF1,cnv_amp,TGIF1,cnv_amp
VPS16,mut_important,VPS16,mut_important
VPS16,cnv_del,VPS16,cnv_del
VPS16,cnv_amp,VPS16,cnv_amp
OVOL2,mut_important,OVOL2,mut_important
OVOL2,cnv_del,OVOL2,cnv_del
OVOL2,cnv_amp,OVOL2,cnv_amp
NIT1,mut_important,NIT1,mut_important
NIT1,cnv_del,NIT1,cnv_del
NIT1,cnv_amp,NIT1,cnv_amp
ZNF207,mut_important,ZNF207,mut_important
ZNF207,cnv_del,ZNF207,cnv_del
ZNF207,cnv_amp,ZNF207,cnv_amp
DCAF15,mut_important,DCAF15,mut_important
DCAF15,cnv_del,DCAF15,cnv_del
DCAF15,cnv_amp,DCAF15,cnv_amp
CDC37L1,mut_important,CDC37L1,mut_important
CDC37L1,cnv_del,CDC37L1,cnv_del
CDC37L1,cnv_amp,CDC37L1,cnv_amp
CHMP4C,mut_important,CHMP4C,mut_important
CHMP4C,cnv_del,CHMP4C,cnv_del
CHMP4C,cnv_amp,CHMP4C,cnv_amp
B3GAT2,mut_important,B3GAT2,mut_important
B3GAT2,cnv_del,B3GAT2,cnv_del
B3GAT2,cnv_amp,B3GAT2,cnv_amp
PDZD8,mut_important,PDZD8,mut_important
PDZD8,cnv_del,PDZD8,cnv_del
PDZD8,cnv_amp,PDZD8,cnv_amp
BTBD2,mut_important,BTBD2,mut_important
BTBD2,cnv_del,BTBD2,cnv_del
BTBD2,cnv_amp,BTBD2,cnv_amp
MCC,mut_important,MCC,mut_important
MCC,cnv_del,MCC,cnv_del
MCC,cnv_amp,MCC,cnv_amp
DCTPP1,mut_important,DCTPP1,mut_important
DCTPP1,cnv_del,DCTPP1,cnv_del
DCTPP1,cnv_amp,DCTPP1,cnv_amp
FRS2,mut_important,FRS2,mut_important
FRS2,cnv_del,FRS2,cnv_del
FRS2,cnv_amp,FRS2,cnv_amp
HK1,mut_important,HK1,mut_important
HK1,cnv_del,HK1,cnv_del
HK1,cnv_amp,HK1,cnv_amp
BAZ1B,mut_important,BAZ1B,mut_important
BAZ1B,cnv_del,BAZ1B,cnv_del
BAZ1B,cnv_amp,BAZ1B,cnv_amp
TMED4,mut_important,TMED4,mut_important
TMED4,cnv_del,TMED4,cnv_del
TMED4,cnv_amp,TMED4,cnv_amp
RABL2B,mut_important,RABL2B,mut_important
RABL2B,cnv_del,RABL2B,cnv_del
RABL2B,cnv_amp,RABL2B,cnv_amp
DPH2,mut_important,DPH2,mut_important
DPH2,cnv_del,DPH2,cnv_del
DPH2,cnv_amp,DPH2,cnv_amp
GRHL1,mut_important,GRHL1,mut_important
GRHL1,cnv_del,GRHL1,cnv_del
GRHL1,cnv_amp,GRHL1,cnv_amp
ZNF136,mut_important,ZNF136,mut_important
ZNF136,cnv_del,ZNF136,cnv_del
ZNF136,cnv_amp,ZNF136,cnv_amp
ARPC5,mut_important,ARPC5,mut_important
ARPC5,cnv_del,ARPC5,cnv_del
ARPC5,cnv_amp,ARPC5,cnv_amp
SLC26A8,mut_important,SLC26A8,mut_important
SLC26A8,cnv_del,SLC26A8,cnv_del
SLC26A8,cnv_amp,SLC26A8,cnv_amp
PCGF1,mut_important,PCGF1,mut_important
PCGF1,cnv_del,PCGF1,cnv_del
PCGF1,cnv_amp,PCGF1,cnv_amp
TFAP2B,mut_important,TFAP2B,mut_important
TFAP2B,cnv_del,TFAP2B,cnv_del
TFAP2B,cnv_amp,TFAP2B,cnv_amp
LY6D,mut_important,LY6D,mut_important
LY6D,cnv_del,LY6D,cnv_del
LY6D,cnv_amp,LY6D,cnv_amp
S100A11,mut_important,S100A11,mut_important
S100A11,cnv_del,S100A11,cnv_del
S100A11,cnv_amp,S100A11,cnv_amp
FZD2,mut_important,FZD2,mut_important
FZD2,cnv_del,FZD2,cnv_del
FZD2,cnv_amp,FZD2,cnv_amp
FAM109B,mut_important,FAM109B,mut_important
FAM109B,cnv_del,FAM109B,cnv_del
FAM109B,cnv_amp,FAM109B,cnv_amp
PZP,mut_important,PZP,mut_important
PZP,cnv_del,PZP,cnv_del
PZP,cnv_amp,PZP,cnv_amp
ZNF177,mut_important,ZNF177,mut_important
ZNF177,cnv_del,ZNF177,cnv_del
ZNF177,cnv_amp,ZNF177,cnv_amp
NUDCD1,mut_important,NUDCD1,mut_important
NUDCD1,cnv_del,NUDCD1,cnv_del
NUDCD1,cnv_amp,NUDCD1,cnv_amp
MARK1,mut_important,MARK1,mut_important
MARK1,cnv_del,MARK1,cnv_del
MARK1,cnv_amp,MARK1,cnv_amp
NUP214,mut_important,NUP214,mut_important
NUP214,cnv_del,NUP214,cnv_del
NUP214,cnv_amp,NUP214,cnv_amp
FANCA,mut_important,FANCA,mut_important
FANCA,cnv_del,FANCA,cnv_del
FANCA,cnv_amp,FANCA,cnv_amp
ATP6V1E1,mut_important,ATP6V1E1,mut_important
ATP6V1E1,cnv_del,ATP6V1E1,cnv_del
ATP6V1E1,cnv_amp,ATP6V1E1,cnv_amp
AGA,mut_important,AGA,mut_important
AGA,cnv_del,AGA,cnv_del
AGA,cnv_amp,AGA,cnv_amp
SIRPA,mut_important,SIRPA,mut_important
SIRPA,cnv_del,SIRPA,cnv_del
SIRPA,cnv_amp,SIRPA,cnv_amp
HSD3B2,mut_important,HSD3B2,mut_important
HSD3B2,cnv_del,HSD3B2,cnv_del
HSD3B2,cnv_amp,HSD3B2,cnv_amp
ELSPBP1,mut_important,ELSPBP1,mut_important
ELSPBP1,cnv_del,ELSPBP1,cnv_del
ELSPBP1,cnv_amp,ELSPBP1,cnv_amp
IQGAP3,mut_important,IQGAP3,mut_important
IQGAP3,cnv_del,IQGAP3,cnv_del
IQGAP3,cnv_amp,IQGAP3,cnv_amp
TM9SF2,mut_important,TM9SF2,mut_important
TM9SF2,cnv_del,TM9SF2,cnv_del
TM9SF2,cnv_amp,TM9SF2,cnv_amp
CASP6,mut_important,CASP6,mut_important
CASP6,cnv_del,CASP6,cnv_del
CASP6,cnv_amp,CASP6,cnv_amp
PDIK1L,mut_important,PDIK1L,mut_important
PDIK1L,cnv_del,PDIK1L,cnv_del
PDIK1L,cnv_amp,PDIK1L,cnv_amp
HIPK1,mut_important,HIPK1,mut_important
HIPK1,cnv_del,HIPK1,cnv_del
HIPK1,cnv_amp,HIPK1,cnv_amp
DNAJC10,mut_important,DNAJC10,mut_important
DNAJC10,cnv_del,DNAJC10,cnv_del
DNAJC10,cnv_amp,DNAJC10,cnv_amp
GPR65,mut_important,GPR65,mut_important
GPR65,cnv_del,GPR65,cnv_del
GPR65,cnv_amp,GPR65,cnv_amp
MPRIP,mut_important,MPRIP,mut_important
MPRIP,cnv_del,MPRIP,cnv_del
MPRIP,cnv_amp,MPRIP,cnv_amp
EIF2B1,mut_important,EIF2B1,mut_important
EIF2B1,cnv_del,EIF2B1,cnv_del
EIF2B1,cnv_amp,EIF2B1,cnv_amp
PCGF2,mut_important,PCGF2,mut_important
PCGF2,cnv_del,PCGF2,cnv_del
PCGF2,cnv_amp,PCGF2,cnv_amp
TMBIM6,mut_important,TMBIM6,mut_important
TMBIM6,cnv_del,TMBIM6,cnv_del
TMBIM6,cnv_amp,TMBIM6,cnv_amp
CSN2,mut_important,CSN2,mut_important
CSN2,cnv_del,CSN2,cnv_del
CSN2,cnv_amp,CSN2,cnv_amp
UBLCP1,mut_important,UBLCP1,mut_important
UBLCP1,cnv_del,UBLCP1,cnv_del
UBLCP1,cnv_amp,UBLCP1,cnv_amp
COPS7A,mut_important,COPS7A,mut_important
COPS7A,cnv_del,COPS7A,cnv_del
COPS7A,cnv_amp,COPS7A,cnv_amp
SEC24A,mut_important,SEC24A,mut_important
SEC24A,cnv_del,SEC24A,cnv_del
SEC24A,cnv_amp,SEC24A,cnv_amp
ALOX12B,mut_important,ALOX12B,mut_important
ALOX12B,cnv_del,ALOX12B,cnv_del
ALOX12B,cnv_amp,ALOX12B,cnv_amp
RSRC2,mut_important,RSRC2,mut_important
RSRC2,cnv_del,RSRC2,cnv_del
RSRC2,cnv_amp,RSRC2,cnv_amp
SLC6A5,mut_important,SLC6A5,mut_important
SLC6A5,cnv_del,SLC6A5,cnv_del
SLC6A5,cnv_amp,SLC6A5,cnv_amp
RELL2,mut_important,RELL2,mut_important
RELL2,cnv_del,RELL2,cnv_del
RELL2,cnv_amp,RELL2,cnv_amp
YOD1,mut_important,YOD1,mut_important
YOD1,cnv_del,YOD1,cnv_del
YOD1,cnv_amp,YOD1,cnv_amp
TRUB1,mut_important,TRUB1,mut_important
TRUB1,cnv_del,TRUB1,cnv_del
TRUB1,cnv_amp,TRUB1,cnv_amp
ZNF37A,mut_important,ZNF37A,mut_important
ZNF37A,cnv_del,ZNF37A,cnv_del
ZNF37A,cnv_amp,ZNF37A,cnv_amp
LRRC28,mut_important,LRRC28,mut_important
LRRC28,cnv_del,LRRC28,cnv_del
LRRC28,cnv_amp,LRRC28,cnv_amp
CEBPE,mut_important,CEBPE,mut_important
CEBPE,cnv_del,CEBPE,cnv_del
CEBPE,cnv_amp,CEBPE,cnv_amp
WDR82,mut_important,WDR82,mut_important
WDR82,cnv_del,WDR82,cnv_del
WDR82,cnv_amp,WDR82,cnv_amp
ARFIP2,mut_important,ARFIP2,mut_important
ARFIP2,cnv_del,ARFIP2,cnv_del
ARFIP2,cnv_amp,ARFIP2,cnv_amp
PRKRIP1,mut_important,PRKRIP1,mut_important
PRKRIP1,cnv_del,PRKRIP1,cnv_del
PRKRIP1,cnv_amp,PRKRIP1,cnv_amp
USP2,mut_important,USP2,mut_important
USP2,cnv_del,USP2,cnv_del
USP2,cnv_amp,USP2,cnv_amp
COQ9,mut_important,COQ9,mut_important
COQ9,cnv_del,COQ9,cnv_del
COQ9,cnv_amp,COQ9,cnv_amp
SGSM3,mut_important,SGSM3,mut_important
SGSM3,cnv_del,SGSM3,cnv_del
SGSM3,cnv_amp,SGSM3,cnv_amp
ELK4,mut_important,ELK4,mut_important
ELK4,cnv_del,ELK4,cnv_del
ELK4,cnv_amp,ELK4,cnv_amp
CREB3L4,mut_important,CREB3L4,mut_important
CREB3L4,cnv_del,CREB3L4,cnv_del
CREB3L4,cnv_amp,CREB3L4,cnv_amp
ACTR3B,mut_important,ACTR3B,mut_important
ACTR3B,cnv_del,ACTR3B,cnv_del
ACTR3B,cnv_amp,ACTR3B,cnv_amp
TPSD1,mut_important,TPSD1,mut_important
TPSD1,cnv_del,TPSD1,cnv_del
TPSD1,cnv_amp,TPSD1,cnv_amp
SLC45A4,mut_important,SLC45A4,mut_important
SLC45A4,cnv_del,SLC45A4,cnv_del
SLC45A4,cnv_amp,SLC45A4,cnv_amp
GJC1,mut_important,GJC1,mut_important
GJC1,cnv_del,GJC1,cnv_del
GJC1,cnv_amp,GJC1,cnv_amp
NSUN2,mut_important,NSUN2,mut_important
NSUN2,cnv_del,NSUN2,cnv_del
NSUN2,cnv_amp,NSUN2,cnv_amp
POP4,mut_important,POP4,mut_important
POP4,cnv_del,POP4,cnv_del
POP4,cnv_amp,POP4,cnv_amp
TUBA3E,mut_important,TUBA3E,mut_important
TUBA3E,cnv_del,TUBA3E,cnv_del
TUBA3E,cnv_amp,TUBA3E,cnv_amp
OR10J1,mut_important,OR10J1,mut_important
OR10J1,cnv_del,OR10J1,cnv_del
OR10J1,cnv_amp,OR10J1,cnv_amp
ZNF781,mut_important,ZNF781,mut_important
ZNF781,cnv_del,ZNF781,cnv_del
ZNF781,cnv_amp,ZNF781,cnv_amp
KCNV1,mut_important,KCNV1,mut_important
KCNV1,cnv_del,KCNV1,cnv_del
KCNV1,cnv_amp,KCNV1,cnv_amp
DPPA5,mut_important,DPPA5,mut_important
DPPA5,cnv_del,DPPA5,cnv_del
DPPA5,cnv_amp,DPPA5,cnv_amp
PRKAA2,mut_important,PRKAA2,mut_important
PRKAA2,cnv_del,PRKAA2,cnv_del
PRKAA2,cnv_amp,PRKAA2,cnv_amp
MEPCE,mut_important,MEPCE,mut_important
MEPCE,cnv_del,MEPCE,cnv_del
MEPCE,cnv_amp,MEPCE,cnv_amp
HIP1R,mut_important,HIP1R,mut_important
HIP1R,cnv_del,HIP1R,cnv_del
HIP1R,cnv_amp,HIP1R,cnv_amp
SVIL,mut_important,SVIL,mut_important
SVIL,cnv_del,SVIL,cnv_del
SVIL,cnv_amp,SVIL,cnv_amp
TBK1,mut_important,TBK1,mut_important
TBK1,cnv_del,TBK1,cnv_del
TBK1,cnv_amp,TBK1,cnv_amp
BOK,mut_important,BOK,mut_important
BOK,cnv_del,BOK,cnv_del
BOK,cnv_amp,BOK,cnv_amp
LCE2C,mut_important,LCE2C,mut_important
LCE2C,cnv_del,LCE2C,cnv_del
LCE2C,cnv_amp,LCE2C,cnv_amp
USP7,mut_important,USP7,mut_important
USP7,cnv_del,USP7,cnv_del
USP7,cnv_amp,USP7,cnv_amp
HOXA5,mut_important,HOXA5,mut_important
HOXA5,cnv_del,HOXA5,cnv_del
HOXA5,cnv_amp,HOXA5,cnv_amp
NSD1,mut_important,NSD1,mut_important
NSD1,cnv_del,NSD1,cnv_del
NSD1,cnv_amp,NSD1,cnv_amp
OR4D11,mut_important,OR4D11,mut_important
OR4D11,cnv_del,OR4D11,cnv_del
OR4D11,cnv_amp,OR4D11,cnv_amp
KRT20,mut_important,KRT20,mut_important
KRT20,cnv_del,KRT20,cnv_del
KRT20,cnv_amp,KRT20,cnv_amp
RANBP6,mut_important,RANBP6,mut_important
RANBP6,cnv_del,RANBP6,cnv_del
RANBP6,cnv_amp,RANBP6,cnv_amp
NSF,mut_important,NSF,mut_important
NSF,cnv_del,NSF,cnv_del
NSF,cnv_amp,NSF,cnv_amp
PLEKHG5,mut_important,PLEKHG5,mut_important
PLEKHG5,cnv_del,PLEKHG5,cnv_del
PLEKHG5,cnv_amp,PLEKHG5,cnv_amp
NETO1,mut_important,NETO1,mut_important
NETO1,cnv_del,NETO1,cnv_del
NETO1,cnv_amp,NETO1,cnv_amp
EIF4G3,mut_important,EIF4G3,mut_important
EIF4G3,cnv_del,EIF4G3,cnv_del
EIF4G3,cnv_amp,EIF4G3,cnv_amp
WFIKKN2,mut_important,WFIKKN2,mut_important
WFIKKN2,cnv_del,WFIKKN2,cnv_del
WFIKKN2,cnv_amp,WFIKKN2,cnv_amp
CKB,mut_important,CKB,mut_important
CKB,cnv_del,CKB,cnv_del
CKB,cnv_amp,CKB,cnv_amp
LARP4B,mut_important,LARP4B,mut_important
LARP4B,cnv_del,LARP4B,cnv_del
LARP4B,cnv_amp,LARP4B,cnv_amp
MKRN2,mut_important,MKRN2,mut_important
MKRN2,cnv_del,MKRN2,cnv_del
MKRN2,cnv_amp,MKRN2,cnv_amp
RPF2,mut_important,RPF2,mut_important
RPF2,cnv_del,RPF2,cnv_del
RPF2,cnv_amp,RPF2,cnv_amp
ENTPD1,mut_important,ENTPD1,mut_important
ENTPD1,cnv_del,ENTPD1,cnv_del
ENTPD1,cnv_amp,ENTPD1,cnv_amp
FLII,mut_important,FLII,mut_important
FLII,cnv_del,FLII,cnv_del
FLII,cnv_amp,FLII,cnv_amp
WFDC12,mut_important,WFDC12,mut_important
WFDC12,cnv_del,WFDC12,cnv_del
WFDC12,cnv_amp,WFDC12,cnv_amp
NPAS3,mut_important,NPAS3,mut_important
NPAS3,cnv_del,NPAS3,cnv_del
NPAS3,cnv_amp,NPAS3,cnv_amp
FGFR2,mut_important,FGFR2,mut_important
FGFR2,cnv_del,FGFR2,cnv_del
FGFR2,cnv_amp,FGFR2,cnv_amp
RTP3,mut_important,RTP3,mut_important
RTP3,cnv_del,RTP3,cnv_del
RTP3,cnv_amp,RTP3,cnv_amp
ASNA1,mut_important,ASNA1,mut_important
ASNA1,cnv_del,ASNA1,cnv_del
ASNA1,cnv_amp,ASNA1,cnv_amp
EXOSC10,mut_important,EXOSC10,mut_important
EXOSC10,cnv_del,EXOSC10,cnv_del
EXOSC10,cnv_amp,EXOSC10,cnv_amp
PTPRK,mut_important,PTPRK,mut_important
PTPRK,cnv_del,PTPRK,cnv_del
PTPRK,cnv_amp,PTPRK,cnv_amp
DBF4B,mut_important,DBF4B,mut_important
DBF4B,cnv_del,DBF4B,cnv_del
DBF4B,cnv_amp,DBF4B,cnv_amp
THSD1,mut_important,THSD1,mut_important
THSD1,cnv_del,THSD1,cnv_del
THSD1,cnv_amp,THSD1,cnv_amp
PECR,mut_important,PECR,mut_important
PECR,cnv_del,PECR,cnv_del
PECR,cnv_amp,PECR,cnv_amp
NOP56,mut_important,NOP56,mut_important
NOP56,cnv_del,NOP56,cnv_del
NOP56,cnv_amp,NOP56,cnv_amp
YTHDF1,mut_important,YTHDF1,mut_important
YTHDF1,cnv_del,YTHDF1,cnv_del
YTHDF1,cnv_amp,YTHDF1,cnv_amp
LANCL2,mut_important,LANCL2,mut_important
LANCL2,cnv_del,LANCL2,cnv_del
LANCL2,cnv_amp,LANCL2,cnv_amp
MAPK13,mut_important,MAPK13,mut_important
MAPK13,cnv_del,MAPK13,cnv_del
MAPK13,cnv_amp,MAPK13,cnv_amp
ZNF585B,mut_important,ZNF585B,mut_important
ZNF585B,cnv_del,ZNF585B,cnv_del
ZNF585B,cnv_amp,ZNF585B,cnv_amp
VN1R4,mut_important,VN1R4,mut_important
VN1R4,cnv_del,VN1R4,cnv_del
VN1R4,cnv_amp,VN1R4,cnv_amp
AVL9,mut_important,AVL9,mut_important
AVL9,cnv_del,AVL9,cnv_del
AVL9,cnv_amp,AVL9,cnv_amp
DDX18,mut_important,DDX18,mut_important
DDX18,cnv_del,DDX18,cnv_del
DDX18,cnv_amp,DDX18,cnv_amp
BBS4,mut_important,BBS4,mut_important
BBS4,cnv_del,BBS4,cnv_del
BBS4,cnv_amp,BBS4,cnv_amp
HEY1,mut_important,HEY1,mut_important
HEY1,cnv_del,HEY1,cnv_del
HEY1,cnv_amp,HEY1,cnv_amp
MLKL,mut_important,MLKL,mut_important
MLKL,cnv_del,MLKL,cnv_del
MLKL,cnv_amp,MLKL,cnv_amp
DDX47,mut_important,DDX47,mut_important
DDX47,cnv_del,DDX47,cnv_del
DDX47,cnv_amp,DDX47,cnv_amp
SNUPN,mut_important,SNUPN,mut_important
SNUPN,cnv_del,SNUPN,cnv_del
SNUPN,cnv_amp,SNUPN,cnv_amp
PSPH,mut_important,PSPH,mut_important
PSPH,cnv_del,PSPH,cnv_del
PSPH,cnv_amp,PSPH,cnv_amp
RCCD1,mut_important,RCCD1,mut_important
RCCD1,cnv_del,RCCD1,cnv_del
RCCD1,cnv_amp,RCCD1,cnv_amp
TERF1,mut_important,TERF1,mut_important
TERF1,cnv_del,TERF1,cnv_del
TERF1,cnv_amp,TERF1,cnv_amp
PRKCSH,mut_important,PRKCSH,mut_important
PRKCSH,cnv_del,PRKCSH,cnv_del
PRKCSH,cnv_amp,PRKCSH,cnv_amp
ZNF436,mut_important,ZNF436,mut_important
ZNF436,cnv_del,ZNF436,cnv_del
ZNF436,cnv_amp,ZNF436,cnv_amp
FEZ1,mut_important,FEZ1,mut_important
FEZ1,cnv_del,FEZ1,cnv_del
FEZ1,cnv_amp,FEZ1,cnv_amp
PHKG2,mut_important,PHKG2,mut_important
PHKG2,cnv_del,PHKG2,cnv_del
PHKG2,cnv_amp,PHKG2,cnv_amp
RNF216,mut_important,RNF216,mut_important
RNF216,cnv_del,RNF216,cnv_del
RNF216,cnv_amp,RNF216,cnv_amp
KCNJ10,mut_important,KCNJ10,mut_important
KCNJ10,cnv_del,KCNJ10,cnv_del
KCNJ10,cnv_amp,KCNJ10,cnv_amp
SLC39A9,mut_important,SLC39A9,mut_important
SLC39A9,cnv_del,SLC39A9,cnv_del
SLC39A9,cnv_amp,SLC39A9,cnv_amp
CTNS,mut_important,CTNS,mut_important
CTNS,cnv_del,CTNS,cnv_del
CTNS,cnv_amp,CTNS,cnv_amp
TNNT3,mut_important,TNNT3,mut_important
TNNT3,cnv_del,TNNT3,cnv_del
TNNT3,cnv_amp,TNNT3,cnv_amp
SCRN3,mut_important,SCRN3,mut_important
SCRN3,cnv_del,SCRN3,cnv_del
SCRN3,cnv_amp,SCRN3,cnv_amp
PRR3,mut_important,PRR3,mut_important
PRR3,cnv_del,PRR3,cnv_del
PRR3,cnv_amp,PRR3,cnv_amp
OR10G9,mut_important,OR10G9,mut_important
OR10G9,cnv_del,OR10G9,cnv_del
OR10G9,cnv_amp,OR10G9,cnv_amp
CASC4,mut_important,CASC4,mut_important
CASC4,cnv_del,CASC4,cnv_del
CASC4,cnv_amp,CASC4,cnv_amp
GLYR1,mut_important,GLYR1,mut_important
GLYR1,cnv_del,GLYR1,cnv_del
GLYR1,cnv_amp,GLYR1,cnv_amp
ATG4D,mut_important,ATG4D,mut_important
ATG4D,cnv_del,ATG4D,cnv_del
ATG4D,cnv_amp,ATG4D,cnv_amp
MCM7,mut_important,MCM7,mut_important
MCM7,cnv_del,MCM7,cnv_del
MCM7,cnv_amp,MCM7,cnv_amp
RBPMS,mut_important,RBPMS,mut_important
RBPMS,cnv_del,RBPMS,cnv_del
RBPMS,cnv_amp,RBPMS,cnv_amp
CLN6,mut_important,CLN6,mut_important
CLN6,cnv_del,CLN6,cnv_del
CLN6,cnv_amp,CLN6,cnv_amp
SLC25A12,mut_important,SLC25A12,mut_important
SLC25A12,cnv_del,SLC25A12,cnv_del
SLC25A12,cnv_amp,SLC25A12,cnv_amp
PAM,mut_important,PAM,mut_important
PAM,cnv_del,PAM,cnv_del
PAM,cnv_amp,PAM,cnv_amp
OR4A15,mut_important,OR4A15,mut_important
OR4A15,cnv_del,OR4A15,cnv_del
OR4A15,cnv_amp,OR4A15,cnv_amp
PRX,mut_important,PRX,mut_important
PRX,cnv_del,PRX,cnv_del
PRX,cnv_amp,PRX,cnv_amp
KCTD13,mut_important,KCTD13,mut_important
KCTD13,cnv_del,KCTD13,cnv_del
KCTD13,cnv_amp,KCTD13,cnv_amp
GEN1,mut_important,GEN1,mut_important
GEN1,cnv_del,GEN1,cnv_del
GEN1,cnv_amp,GEN1,cnv_amp
DEFB123,mut_important,DEFB123,mut_important
DEFB123,cnv_del,DEFB123,cnv_del
DEFB123,cnv_amp,DEFB123,cnv_amp
IRX2,mut_important,IRX2,mut_important
IRX2,cnv_del,IRX2,cnv_del
IRX2,cnv_amp,IRX2,cnv_amp
DNAH12,mut_important,DNAH12,mut_important
DNAH12,cnv_del,DNAH12,cnv_del
DNAH12,cnv_amp,DNAH12,cnv_amp
BCL11B,mut_important,BCL11B,mut_important
BCL11B,cnv_del,BCL11B,cnv_del
BCL11B,cnv_amp,BCL11B,cnv_amp
BCL6,mut_important,BCL6,mut_important
BCL6,cnv_del,BCL6,cnv_del
BCL6,cnv_amp,BCL6,cnv_amp
MAP3K10,mut_important,MAP3K10,mut_important
MAP3K10,cnv_del,MAP3K10,cnv_del
MAP3K10,cnv_amp,MAP3K10,cnv_amp
CRYM,mut_important,CRYM,mut_important
CRYM,cnv_del,CRYM,cnv_del
CRYM,cnv_amp,CRYM,cnv_amp
NLRP13,mut_important,NLRP13,mut_important
NLRP13,cnv_del,NLRP13,cnv_del
NLRP13,cnv_amp,NLRP13,cnv_amp
CEP192,mut_important,CEP192,mut_important
CEP192,cnv_del,CEP192,cnv_del
CEP192,cnv_amp,CEP192,cnv_amp
HMGXB4,mut_important,HMGXB4,mut_important
HMGXB4,cnv_del,HMGXB4,cnv_del
HMGXB4,cnv_amp,HMGXB4,cnv_amp
MEA1,mut_important,MEA1,mut_important
MEA1,cnv_del,MEA1,cnv_del
MEA1,cnv_amp,MEA1,cnv_amp
DNAJA1,mut_important,DNAJA1,mut_important
DNAJA1,cnv_del,DNAJA1,cnv_del
DNAJA1,cnv_amp,DNAJA1,cnv_amp
VPS54,mut_important,VPS54,mut_important
VPS54,cnv_del,VPS54,cnv_del
VPS54,cnv_amp,VPS54,cnv_amp
PXMP2,mut_important,PXMP2,mut_important
PXMP2,cnv_del,PXMP2,cnv_del
PXMP2,cnv_amp,PXMP2,cnv_amp
MMP3,mut_important,MMP3,mut_important
MMP3,cnv_del,MMP3,cnv_del
MMP3,cnv_amp,MMP3,cnv_amp
GIMAP5,mut_important,GIMAP5,mut_important
GIMAP5,cnv_del,GIMAP5,cnv_del
GIMAP5,cnv_amp,GIMAP5,cnv_amp
H2AFY2,mut_important,H2AFY2,mut_important
H2AFY2,cnv_del,H2AFY2,cnv_del
H2AFY2,cnv_amp,H2AFY2,cnv_amp
NEDD1,mut_important,NEDD1,mut_important
NEDD1,cnv_del,NEDD1,cnv_del
NEDD1,cnv_amp,NEDD1,cnv_amp
NEUROG1,mut_important,NEUROG1,mut_important
NEUROG1,cnv_del,NEUROG1,cnv_del
NEUROG1,cnv_amp,NEUROG1,cnv_amp
OR6C68,mut_important,OR6C68,mut_important
OR6C68,cnv_del,OR6C68,cnv_del
OR6C68,cnv_amp,OR6C68,cnv_amp
ARVCF,mut_important,ARVCF,mut_important
ARVCF,cnv_del,ARVCF,cnv_del
ARVCF,cnv_amp,ARVCF,cnv_amp
GYG1,mut_important,GYG1,mut_important
GYG1,cnv_del,GYG1,cnv_del
GYG1,cnv_amp,GYG1,cnv_amp
ADAM11,mut_important,ADAM11,mut_important
ADAM11,cnv_del,ADAM11,cnv_del
ADAM11,cnv_amp,ADAM11,cnv_amp
ACSL3,mut_important,ACSL3,mut_important
ACSL3,cnv_del,ACSL3,cnv_del
ACSL3,cnv_amp,ACSL3,cnv_amp
RIC8A,mut_important,RIC8A,mut_important
RIC8A,cnv_del,RIC8A,cnv_del
RIC8A,cnv_amp,RIC8A,cnv_amp
CYB5R1,mut_important,CYB5R1,mut_important
CYB5R1,cnv_del,CYB5R1,cnv_del
CYB5R1,cnv_amp,CYB5R1,cnv_amp
CHRNB2,mut_important,CHRNB2,mut_important
CHRNB2,cnv_del,CHRNB2,cnv_del
CHRNB2,cnv_amp,CHRNB2,cnv_amp
MRRF,mut_important,MRRF,mut_important
MRRF,cnv_del,MRRF,cnv_del
MRRF,cnv_amp,MRRF,cnv_amp
MYOZ3,mut_important,MYOZ3,mut_important
MYOZ3,cnv_del,MYOZ3,cnv_del
MYOZ3,cnv_amp,MYOZ3,cnv_amp
PEX7,mut_important,PEX7,mut_important
PEX7,cnv_del,PEX7,cnv_del
PEX7,cnv_amp,PEX7,cnv_amp
TH,mut_important,TH,mut_important
TH,cnv_del,TH,cnv_del
TH,cnv_amp,TH,cnv_amp
GCNT4,mut_important,GCNT4,mut_important
GCNT4,cnv_del,GCNT4,cnv_del
