,coef
DCAF6,0.11007365
MKLN1,0.0
AGA,0.4185254
ZNF484,0.0
EFNA5,0.02710299
OXSR1,0.0
LYRM7,0.0
PLD1,0.27545044
SLC26A8,0.0
POU3F3,0.0
SLC45A4,0.0
RELT,0.0
WSCD1,0.0
TRDMT1,0.0
F11R,-2.7226329e-06
ANKRD50,0.0
NKAP,0.0
RBM41,0.0
CXXC1,-2.122068e-13
MRPL15,-0.3347349
TLR3,-0.036273245
LIMCH1,0.0
LNX2,0.0
INA,0.0
MTMR6,0.04534673
SUPV3L1,0.0
SIX4,0.0
ARMS2,0.0
OR6P1,0.028392835
LRSAM1,0.25552097
ERLIN1,5.808621e-13
WDR73,0.0
CPSF2,-2.158199e-06
INTS5,-0.10415001
PCNP,0.0
MS4A13,0.0
PHOSPHO2,0.0
PLOD3,0.0
PTPRH,0.0
SOX8,0.0
NT5E,-6.9931005e-08
MAP4,0.0
EPHA3,3.2079335e-09
ADPGK,0.0
RETSAT,-0.0062353583
MBOAT7,2.1891845e-05
ZFP41,0.0
OR5M8,6.9438244e-08
BCL11B,0.0
ITFG2,0.0
ZNF195,0.0
TCP11,0.0
HSPB2,0.0
ZNF521,0.58350897
PPP6R3,0.0
CYYR1,0.0
RABGGTB,0.041972067
ANXA4,0.0
CYP27C1,0.0
MOB1A,1.5475165e-16
PABPC5,0.0
COMMD10,0.12013559
SNX25,0.0
RCCD1,0.0
UNC5CL,0.0
PDCD11,6.1926144e-06
SIDT1,0.0
RAB43,2.1025179e-10
EIF2A,0.0
OR6X1,-1.737834e-07
SLC39A9,0.0
CCR4,0.05724338
CD101,0.0
APOBEC3F,0.0
RAG2,1.9855511e-13
KCTD6,0.24645145
KAT2A,0.009531086
FZR1,-0.017334413
PEX6,0.0
TBX19,0.0
SORL1,0.088460274
ROCK1,-0.20192018
KLHDC1,0.0
PRPF38B,0.0
RFC5,-1.5195288e-06
CTNNA2,3.040147e-13
DGAT2,3.4945546e-13
UPK1B,0.0
FARS2,1.8749506e-15
NUCB1,-1.4120887e-11
NOS1AP,0.0
PIGC,-3.8968212e-12
MCPH1,0.78456163
PMP22,0.0
LRRC15,0.0
BBS9,3.6302294e-17
AIMP1,-4.0354375e-05
UBE2V1,-0.057884153
QSER1,0.0
UTP15,1.25386e-11
ZNF227,0.0
NEURL4,0.0
GFPT2,0.0
RIT1,-2.9968614e-06
SEMA3G,0.0
ELK3,0.0
POLR2B,-0.2327891
NKX2-5,0.0
XYLT1,-3.5551626e-08
CDRT4,0.0
DHRS2,0.0
ANKRD34A,0.0
CRYBG3,0.0
FAM69A,0.0
ITGB5,0.08986821
LCE1E,0.013517754
BCL9L,0.006346287
MTMR3,0.015777325
ARHGAP8,-0.003451525
GPATCH1,0.0
PARS2,8.108518e-18
RRAD,0.0
RAD9B,1.5727706e-05
LAPTM4B,0.0
GTF3C3,-0.0027247393
GNB2,0.23802234
AXL,0.0
RNF121,0.0
FICD,0.0
HTN3,0.0
ACCS,0.0
GBP1,0.0
LHFPL2,0.0697454
GRID2,0.0
PXMP2,0.0
SAMD12,0.0
C1GALT1,0.0
SLC2A8,0.10230922
TECPR1,0.0
GTF2E1,-0.04895872
CCDC83,0.0
CLEC1B,5.8184604e-13
MBD3,0.0010232674
TRIM16,0.0
SLC44A2,0.039974026
RAVER2,0.0
GABRR3,8.3640065e-14
NFXL1,0.0
BAK1,6.990279e-25
COQ5,6.45737e-10
SEMA4C,0.0
VPS26B,0.0
ABCC1,-6.379869e-10
NXN,0.0
SFT2D2,0.0
PIK3IP1,0.0
PTPN6,-0.0014612701
PLEKHM1,0.0
