,coef
DCAF6,0.33254638
MKLN1,0.0
AGA,0.24959293
ZNF484,0.0
EFNA5,-2.0842497e-09
OXSR1,0.0
LYRM7,0.0
PLD1,0.15271261
SLC26A8,0.0
POU3F3,0.0
SLC45A4,0.0
RELT,0.0
WSCD1,0.0
TRDMT1,0.0
F11R,-1.0694984e-05
ANKRD50,0.0
NKAP,0.0
RBM41,0.0
CXXC1,4.1560313e-20
MRPL15,-2.6168196e-05
TLR3,-0.15425065
LIMCH1,0.0
LNX2,0.0
INA,0.0
MTMR6,0.014794009
SUPV3L1,0.0
SIX4,0.0
ARMS2,0.0
OR6P1,0.04163193
LRSAM1,0.4615955
ERLIN1,7.927639e-07
WDR73,0.0
CPSF2,-0.0008739343
INTS5,-0.0013010718
PCNP,0.0
MS4A13,0.0
PHOSPHO2,0.0
PLOD3,0.0
PTPRH,0.0
SOX8,0.0
NT5E,-4.9293124e-07
MAP4,0.0
EPHA3,-1.17764635e-11
ADPGK,0.0
RETSAT,-0.009913428
MBOAT7,-8.441093e-14
ZFP41,0.0
OR5M8,5.22622e-08
BCL11B,0.0
ITFG2,0.0
ZNF195,0.0
TCP11,0.0
HSPB2,0.0
ZNF521,0.8942779
PPP6R3,0.0
CYYR1,0.0
RABGGTB,0.02769873
ANXA4,0.0
CYP27C1,0.0
MOB1A,-7.468482e-05
PABPC5,0.0
COMMD10,0.20678298
SNX25,0.0
RCCD1,0.0
UNC5CL,0.0
PDCD11,-0.0041605225
SIDT1,0.0
RAB43,5.26056e-07
EIF2A,0.0
OR6X1,2.622224e-06
SLC39A9,0.0
CCR4,0.1476174
CD101,0.0
APOBEC3F,0.0
RAG2,8.726326e-09
KCTD6,0.4945682
KAT2A,0.017269757
FZR1,2.167304e-05
PEX6,0.0
TBX19,0.0
SORL1,0.0056553106
ROCK1,-0.074437864
KLHDC1,0.0
PRPF38B,0.0
RFC5,3.712139e-05
CTNNA2,8.7944324e-21
DGAT2,-0.001100787
UPK1B,0.0
FARS2,-6.377606e-11
NUCB1,1.5702928e-15
NOS1AP,0.0
PIGC,0.005687286
MCPH1,0.48311296
PMP22,0.0
LRRC15,0.0
BBS9,3.1590123e-11
AIMP1,-2.1470334e-12
UBE2V1,-0.039424032
QSER1,0.0
UTP15,-0.0011205765
ZNF227,0.0
NEURL4,0.0
GFPT2,0.0
RIT1,1.711572e-06
SEMA3G,0.0
ELK3,0.0
POLR2B,-0.15819362
NKX2-5,0.0
XYLT1,-6.033151e-10
CDRT4,0.0
DHRS2,0.0
ANKRD34A,0.0
CRYBG3,0.0
FAM69A,0.0
ITGB5,0.10922496
LCE1E,0.022138093
BCL9L,1.2468516e-06
MTMR3,-0.017312728
ARHGAP8,-0.010542904
GPATCH1,0.0
PARS2,-1.0677216e-15
RRAD,0.0
RAD9B,-3.8326127e-07
LAPTM4B,0.0
GTF3C3,-0.023709131
GNB2,0.22334206
AXL,0.0
RNF121,0.0
FICD,0.0
HTN3,0.0
ACCS,0.0
GBP1,0.0
LHFPL2,0.040367577
GRID2,0.0
PXMP2,0.0
SAMD12,0.0
C1GALT1,0.0
SLC2A8,0.07061306
TECPR1,0.0
GTF2E1,0.0005560934
CCDC83,0.0
CLEC1B,-1.1852998e-11
MBD3,0.00064967346
TRIM16,0.0
SLC44A2,0.017440736
RAVER2,0.0
GABRR3,2.8302185e-11
NFXL1,0.0
BAK1,-1.3727759e-14
COQ5,-9.971336e-13
SEMA4C,0.0
VPS26B,0.0
ABCC1,8.5170126e-05
NXN,0.0
SFT2D2,0.0
PIK3IP1,0.0
PTPN6,-7.8889214e-05
PLEKHM1,0.0
SLC1A4,-5.5323e-14
UBQLN2,-1.1534969e-12
APOBEC3G,-3.95038e-13
PCGF5,-0.02344834
OR8B2,0.017088003
OR5H14,0.0229219
OR13C9,0.054331508
TDRD9,8.6806044e-14
ZNF283,0.0
COL6A1,-3.4646212e-06
SETDB1,0.7895626
IMMP1L,0.0
RIOK3,1.4274026e-06
ERCC4,-8.486279e-12
BBX,0.0
RARG,0.09286759
STATH,0.0
CSF1,-2.1450126e-07
MRPL44,-1.2525578e-11
PEX19,-9.995981e-07
ZER1,0.0
SPSB4,0.302511
CNTNAP1,-1.4294636e-11
EFTUD2,1.0083856e-11
ACAP3,0.0
DOCK3,1.9112377e-07
PDSS1,3.572007e-12
VHL,-0.2944175
ARTN,2.1840506e-06
CCDC66,0.0
KLHDC8B,0.0
PHAX,0.020293377
COBL,0.0
TBC1D9B,0.0
STX1B,3.783819e-12
CYP4F3,-7.472582e-12
MRPS18B,4.297153e-05
RAB5C,-0.040513787
SEC14L4,0.0
SIRT7,0.0
JAG2,0.4101631
CNN3,0.0
MAGEA10,0.0
FAM49B,0.013455964
STAB2,0.0020631023
ST6GALNAC6,0.0
NOC3L,0.0
QRICH1,0.0
B3GALNT2,0.0
OR2T29,0.0054289773
TMEM242,0.0
SPRR2E,-0.0011934795
ZNF32,0.0
TTC21A,0.0
NSUN2,0.0
TTC14,0.0
RNF126,0.0
LRRN3,0.0
BLCAP,0.0
NKX1-2,0.0
NR6A1,0.07591707
TRIM3,0.0
TBC1D8B,-4.9179807e-08
ESX1,0.0
ZNHIT2,0.0
PDXDC1,0.0
ANXA2,-0.0008793789
PLCD3,-5.571616e-12
CCDC74A,0.0
TRUB1,0.0
CASQ1,0.0
BCCIP,0.0
THAP10,0.0
SNX19,0.0
KLHL32,0.0
WDR88,0.0
CDC123,0.0
MARK2,0.0
GALNT10,0.0
DUSP12,0.0
CENPH,0.744729
MPV17,0.0
BRIP1,0.014031797
TCP1,-0.0008484072
HAS1,-2.0284705e-16
ESF1,0.0
CBS,1.0100188e-11
CDR2L,0.0
YTHDC1,0.0
NAA15,0.0
DDX27,0.0
GPR83,0.0
NEXN,0.0
RNF169,0.0
OR1S2,-0.009390086
NR2F2,0.0
DPY19L3,0.0
DTNA,0.0
RPL3,5.935838e-06
HIST1H4L,0.0
TMED2,0.0
DDX25,0.0
TUBA3D,0.0
SLC22A13,-2.5061228e-13
PPTC7,0.0
RAP2A,0.0
SPATA20,0.0
RIMKLA,0.0
FTO,0.0
ZNF711,0.0
TBC1D19,0.0
TAF2,0.13510464
ZNF440,0.0
CEACAM18,0.0
ING4,-3.9826473e-13
OSR2,0.0
ZNF506,0.0
STAT5B,-4.8819025e-08
NUDT7,0.0
DAG1,9.9937225e-08
GLP2R,0.007571577
CREBL2,0.0
UBE2Z,1.625797e-05
LRRC42,0.0
PEX7,0.0
FAM20A,0.0
USO1,0.23171541
COX8A,2.670086e-06
JARID2,0.04177775
PPM1N,0.0
SPCS3,-4.9443895e-12
ATP8B2,-7.179987e-20
ME3,-2.2218559e-14
FAM102B,0.0
KRTDAP,0.0
RBM18,0.0
C1R,-3.1259384e-11
AKR1C1,-0.0037166174
FBXO25,0.0
MOB2,0.0
ZNF300,0.0
ZBED3,0.0
CAMSAP2,0.0
SHKBP1,0.0
TTC33,0.0
UBXN10,0.0
ESYT3,0.05852798
PRAMEF10,0.0
LCTL,0.0
KLHDC10,0.0
LRRTM2,-2.468876e-14
SFR1,0.0
BAIAP3,0.0
ALG10B,0.0
OR4A5,0.011570204
SELP,-0.020896358
MPP7,0.0
GRM2,0.0017453562
CLSTN3,0.0
VCL,1.3367018
SNCB,-1.1096036e-08
OR1A1,-2.323988e-05
OR4C46,-0.012540357
ZNF415,0.0
OR2T11,0.022672713
AR,73.01878
SLC33A1,0.0
PGA4,8.4526384e-08
HK1,0.0
COPS7A,0.0005586154
TMEM59L,0.0
SUCLG1,1.9477206e-18
P4HA2,0.0
PAFAH1B1,0.17722878
GRAMD1A,0.0
PRMT1,0.07950983
ZNF497,0.0
HYAL1,-0.0012103666
SGCE,0.0
KIF7,0.0
SMG1,-1.4389045e-06
ZNF14,0.0
ZNF714,0.0
SMYD4,0.0
ISLR2,0.0
KDM1B,0.0016918434
TUT1,0.0
MDM1,0.0
MERTK,0.0
STAM2,-0.46344617
ULBP3,-4.461683e-11
RWDD2A,0.0
DCAF11,0.21505572
LRRC70,0.0
KCNRG,0.0
SLC6A5,9.668481e-20
ATPAF1,0.0
GSTA3,0.0
BEST3,0.0
CCDC97,0.0
SLC9B1,0.0
SLC17A6,-2.841162e-18
HSPD1,-1.3202813e-14
RNF182,0.00037310537
LIG1,6.579156e-06
KPRP,0.0
STXBP2,0.0011318962
MTF1,-5.292439e-08
USP16,0.0023903896
BTN2A1,2.3723396e-05
ECI2,4.1593106e-05
DDX54,0.0
WDR38,0.0
LRCH4,0.0
DROSHA,7.5331695e-06
MUT,-1.1437486e-08
CRMP1,1.7889691e-10
DUSP26,0.0
FMR1,0.0
ZNF606,0.0
PIGH,0.0
FH,1.0887471e-18
LRRC43,0.0
ZSWIM6,0.0
FAM76A,0.0
PMEPA1,1.6737454e-15
NAAA,0.0
BCOR,0.0
RNF213,0.6510621
DNAJC16,0.0
KCNIP2,5.4755663e-13
ZNF668,0.0
ACSM5,1.2305187e-08
TFG,0.0
CTCF,-0.0023890312
MAD2L1BP,0.0
ACTR2,0.007173335
HELZ,0.0
ZNF600,0.0
E2F6,-0.0077159423
PLP1,0.0
GPC3,-1.682794e-05
MAPK10,0.26897496
LSM10,1.4715486e-11
SLC25A44,0.0
FLT3,0.0105101075
PACS1,-0.0012611195
RAD17,0.42796007
DTWD1,0.0
CD200R1L,0.0
GCAT,0.0
CAMK2B,1.8393897e-07
MRPS10,-1.8915515e-06
NR2C1,-0.0066027306
SLC11A2,0.0
BFSP1,0.0
DPH1,-2.0954329e-16
ZRANB3,0.0
RTKN2,0.0
ADAMTSL2,0.084344
MAP7D1,0.0
TNRC6C,0.033953708
MBD4,1.884608e-08
ZNF184,0.0
LRRC34,0.0
CLPS,0.0075862
PLD4,0.0055595497
SDF2,0.0
PDK1,1.3336663e-18
MDM4,1.2475812
CAP2,5.399905e-12
KRT27,0.0
ZNF250,0.0
COX7A2,0.0
MRPL53,-0.0001974066
HIST1H2BD,-0.7537147
