,,decision_tree_fold_0,decision_tree_fold_1,decision_tree_fold_2,decision_tree_fold_3,decision_tree_fold_4
ROBO2,cnv_amp,0.0,0.0,0.0,0.0,0.0
KCTD13,mut_important,0.0,0.0,0.0,0.0,0.0
KCTD13,cnv_del,0.0,0.0,0.0,0.0,0.0
KCTD13,cnv_amp,0.0,0.0,0.0,0.0,0.0
IMPA1,mut_important,0.0,0.0,0.0,0.0,0.0
IMPA1,cnv_del,0.0,0.0,0.0,0.0,0.0
IMPA1,cnv_amp,0.0,0.0,0.0,0.0,0.0
AMIGO1,mut_important,0.0,0.0,0.0,0.0,0.0
AMIGO1,cnv_del,0.0,0.0,0.0,0.0,0.0
AMIGO1,cnv_amp,0.0,0.0,0.0,0.0,0.0
PSMB7,mut_important,0.0,0.0,0.0,0.0,0.0
PSMB7,cnv_del,0.0,0.0,0.0,0.0,0.0
PSMB7,cnv_amp,0.0,0.0,0.0,0.0,0.0
IFRD2,mut_important,0.0,0.0,0.0,0.0,0.0
IFRD2,cnv_del,0.0,0.0,0.0,0.0,0.0
IFRD2,cnv_amp,0.0,0.0,0.0,0.0,0.0
CUL1,mut_important,0.0,0.0,0.0,0.0,0.0
CUL1,cnv_del,0.0,0.0,0.0,0.0,0.0
CUL1,cnv_amp,0.0,0.0,0.0,0.0,0.0
CCDC89,mut_important,0.0,0.0,0.0,0.0,0.0
CCDC89,cnv_del,0.0,0.0,0.0,0.0,0.0
CCDC89,cnv_amp,0.0,0.0,0.0,0.0,0.0
IGBP1,mut_important,0.0,0.0,0.0,0.0,0.0
IGBP1,cnv_del,0.0,0.0,0.0,0.0,0.0
IGBP1,cnv_amp,0.0,0.0,0.0,0.0,0.0
FLII,mut_important,0.0,0.0,0.0,0.0,0.0
FLII,cnv_del,0.0,0.0,0.0,0.0,0.0
FLII,cnv_amp,0.0,0.0,0.0,0.0,0.0
PP2D1,mut_important,0.0,0.0,0.0,0.0,0.0
PP2D1,cnv_del,0.0,0.0,0.0,0.0,0.0
PP2D1,cnv_amp,0.0,0.0,0.0,0.0,0.0
HNRNPM,mut_important,0.0,0.0,0.0,0.0,0.0
HNRNPM,cnv_del,0.0,0.0,0.0,0.0,0.0
HNRNPM,cnv_amp,0.0,0.0,0.0,0.0,0.0
TMF1,mut_important,0.0,0.0,0.0,0.0,0.0
TMF1,cnv_del,0.0,0.0,0.0,0.0,0.0
TMF1,cnv_amp,0.0,0.0,0.0,0.0,0.0
KHDC1L,mut_important,0.0,0.0,0.0,0.0,0.0
KHDC1L,cnv_del,0.0,0.0,0.0,0.0,0.0
KHDC1L,cnv_amp,0.0,0.0,0.0,0.0,0.0
DNASE1L1,mut_important,0.0,0.0,0.0,0.0,0.0
DNASE1L1,cnv_del,0.0,0.0,0.0,0.0,0.0
DNASE1L1,cnv_amp,0.0,0.0,0.0,0.0,0.0
KCTD11,mut_important,0.0,0.0,0.0,0.0,0.0
KCTD11,cnv_del,0.0,0.0,0.0,0.0,0.0
KCTD11,cnv_amp,0.0,0.0,0.0,0.0,0.0
OASL,mut_important,0.0,0.0,0.0,0.0,0.0
OASL,cnv_del,0.0,0.0,0.0,0.0,0.0
OASL,cnv_amp,0.0,0.0,0.0,0.0,0.0
TSPAN2,mut_important,0.0,0.0,0.0,0.0,0.0
TSPAN2,cnv_del,0.0,0.0,0.0,0.0,0.0
TSPAN2,cnv_amp,0.0,0.0,0.0,0.0,0.0
TMEM232,mut_important,0.0,0.0,0.0,0.0,0.0
TMEM232,cnv_del,0.0,0.0,0.0,0.0,0.0
TMEM232,cnv_amp,0.0,0.0,0.0,0.0,0.0
SRP68,mut_important,0.0,0.0,0.0,0.0,0.0
SRP68,cnv_del,0.0,0.0,0.0,0.0,0.0
SRP68,cnv_amp,0.0,0.0,0.0,0.0,0.0
JAM2,mut_important,0.0,0.0,0.0,0.0,0.0
JAM2,cnv_del,0.0,0.0,0.0,0.0,0.0
JAM2,cnv_amp,0.0,0.0,0.0,0.0,0.0
PROCR,mut_important,0.0,0.0,0.0,0.0,0.0
PROCR,cnv_del,0.0,0.0,0.0,0.0,0.0
PROCR,cnv_amp,0.0,0.0,0.0,0.0,0.0
FARP2,mut_important,0.0,0.0,0.0,0.0,0.0
FARP2,cnv_del,0.0,0.0,0.0,0.0,0.0
FARP2,cnv_amp,0.0,0.0,0.0,0.0,0.0
IFFO1,mut_important,0.0,0.0,0.0,0.0,0.0
IFFO1,cnv_del,0.0,0.0,0.0,0.0,0.0
IFFO1,cnv_amp,0.0,0.0,0.0,0.0,0.0
STEAP2,mut_important,0.0,0.0,0.0,0.0,0.0
STEAP2,cnv_del,0.0,0.0,0.0,0.0,0.0
STEAP2,cnv_amp,0.0,0.0,0.0,0.0,0.0
PARL,mut_important,0.0,0.0,0.0,0.0,0.0
PARL,cnv_del,0.0,0.0,0.0,0.0,0.0
PARL,cnv_amp,0.0,0.0,0.0,0.0,0.0
GRHL1,mut_important,0.0,0.0,0.0,0.0,0.0
GRHL1,cnv_del,0.0,0.0,0.0,0.0,0.0
GRHL1,cnv_amp,0.0,0.0,0.0,0.0,0.0
PPFIBP1,mut_important,0.0,0.0,0.0,0.0,0.0
PPFIBP1,cnv_del,0.0,0.0,0.0,0.0,0.0
PPFIBP1,cnv_amp,0.0,0.0,0.0,0.0,0.0
TET2,mut_important,0.0,0.0,0.0,0.0,0.0
TET2,cnv_del,0.0,0.0,0.0,0.0,0.0
TET2,cnv_amp,0.0,0.0,0.0,0.0,0.0
ZNF48,mut_important,0.0,0.0,0.0,0.0,0.0
ZNF48,cnv_del,0.0,0.0,0.0,0.0,0.0
ZNF48,cnv_amp,0.0,0.0,0.0,0.0,0.0
GYG2,mut_important,0.0,0.0,0.0,0.0,0.0
GYG2,cnv_del,0.0,0.0,0.0,0.0,0.0
GYG2,cnv_amp,0.0,0.0,0.0,0.0,0.0
SSX3,mut_important,0.0,0.0,0.0,0.0,0.0
SSX3,cnv_del,0.0,0.0,0.0,0.0,0.0
SSX3,cnv_amp,0.0,0.0,0.0,0.0,0.0
HSP90AB1,mut_important,0.0,0.0,0.0,0.0,0.0
HSP90AB1,cnv_del,0.0,0.0,0.0,0.0,0.0
HSP90AB1,cnv_amp,0.0,0.0,0.0,0.0,0.0
RAP2B,mut_important,0.0,0.0,0.0,0.0,0.0
RAP2B,cnv_del,0.0,0.0,0.0,0.0,0.0
RAP2B,cnv_amp,0.0,0.0,0.0,0.0,0.0
NISCH,mut_important,0.0,0.0,0.0,0.0,0.0
NISCH,cnv_del,0.0,0.0,0.0,0.0,0.0
NISCH,cnv_amp,0.0,0.0,0.0,0.0,0.0
LGALS8,mut_important,0.0,0.0,0.0,0.0,0.0
LGALS8,cnv_del,0.0,0.0,0.0,0.0,0.0
LGALS8,cnv_amp,0.0,0.0,0.0,0.0,0.0
HYAL4,mut_important,0.0,0.0,0.0,0.0,0.0
HYAL4,cnv_del,0.0,0.0,0.0,0.0,0.0
HYAL4,cnv_amp,0.0,0.0,0.0,0.0,0.0
ADAMTS17,mut_important,0.0,0.0,0.0,0.0,0.0
ADAMTS17,cnv_del,0.0,0.0,0.0,0.0,0.0
ADAMTS17,cnv_amp,0.0,0.0,0.0,0.0,0.0
PLA2G4F,mut_important,0.0,0.0,0.0,0.0,0.0
PLA2G4F,cnv_del,0.0,0.0,0.0,0.0,0.0
PLA2G4F,cnv_amp,0.0,0.0,0.0,0.0,0.0
BCL2,mut_important,0.0,0.0,0.0,0.0,0.0
BCL2,cnv_del,0.0,0.0,0.0,0.0,0.0
BCL2,cnv_amp,0.0,0.0,0.0,0.0,0.0
SIRT1,mut_important,0.0,0.0,0.0,0.0,0.0
SIRT1,cnv_del,0.0,0.0,0.0,0.0,0.0
SIRT1,cnv_amp,0.0,0.0,0.0,0.0,0.0
ABCG1,mut_important,0.0,0.0,0.0,0.0,0.0
ABCG1,cnv_del,0.0,0.0,0.0,0.0,0.0
ABCG1,cnv_amp,0.0,0.0,0.0,0.0,0.0
NPEPPS,mut_important,0.0,0.0,0.0,0.0,0.0
NPEPPS,cnv_del,0.0,0.0,0.0,0.0,0.0
NPEPPS,cnv_amp,0.0,0.0,0.0,0.0,0.0
RCN1,mut_important,0.0,0.0,0.0,0.0,0.0
RCN1,cnv_del,0.0,0.0,0.0,0.0,0.0
RCN1,cnv_amp,0.0,0.0,0.0,0.0,0.0
UTP6,mut_important,0.0,0.0,0.0,0.0,0.0
UTP6,cnv_del,0.0,0.0,0.0,0.0,0.0
UTP6,cnv_amp,0.0,0.0,0.0,0.0,0.0
SYT7,mut_important,0.0,0.0,0.0,0.0,0.0
SYT7,cnv_del,0.0,0.0,0.0,0.0,0.0
SYT7,cnv_amp,0.0,0.0,0.0,0.0,0.0
ZFYVE19,mut_important,0.0,0.0,0.0,0.0,0.0
ZFYVE19,cnv_del,0.0,0.0,0.0,0.0,0.0
ZFYVE19,cnv_amp,0.0,0.0,0.0,0.0,0.0
RAB23,mut_important,0.0,0.0,0.0,0.0,0.0
RAB23,cnv_del,0.0,0.0,0.0,0.0,0.0
RAB23,cnv_amp,0.0,0.0,0.0,0.0,0.0
CROCC,mut_important,0.0,0.0,0.0,0.0,0.0
CROCC,cnv_del,0.0,0.0,0.0,0.0,0.0
CROCC,cnv_amp,0.0,0.0,0.0,0.0,0.0
TMEM206,mut_important,0.0,0.0,0.0,0.0,0.0
TMEM206,cnv_del,0.0,0.0,0.0,0.0,0.0
TMEM206,cnv_amp,0.0,0.0,0.0,0.0,0.0
HSD3B7,mut_important,0.0,0.0,0.0,0.0,0.0
HSD3B7,cnv_del,0.0,0.0,0.0,0.0,0.0
HSD3B7,cnv_amp,0.0,0.0,0.0,0.0,0.0
TIMM23,mut_important,0.0,0.0,0.0,0.0,0.0
TIMM23,cnv_del,0.0,0.0,0.0,0.0,0.0
TIMM23,cnv_amp,0.0,0.0,0.0,0.0,0.0
ZBTB34,mut_important,0.0,0.0,0.0,0.0,0.0
ZBTB34,cnv_del,0.0,0.0,0.0,0.0,0.0
ZBTB34,cnv_amp,0.0,0.0,0.0,0.0,0.0
EVI5L,mut_important,0.0,0.0,0.0,0.0,0.0
EVI5L,cnv_del,0.0,0.0,0.0,0.0,0.0
EVI5L,cnv_amp,0.0,0.0,0.0,0.0,0.0
TAPBPL,mut_important,0.0,0.0,0.0,0.0,0.0
TAPBPL,cnv_del,0.0,0.0,0.0,0.0,0.0
TAPBPL,cnv_amp,0.0,0.0,0.0,0.0,0.0
STRA8,mut_important,0.0,0.0,0.0,0.0,0.0
STRA8,cnv_del,0.0,0.0,0.0,0.0,0.0
STRA8,cnv_amp,0.0,0.0,0.0,0.0,0.0
FGF2,mut_important,0.0,0.0,0.0,0.0,0.0
FGF2,cnv_del,0.0,0.0,0.0,0.0,0.0
FGF2,cnv_amp,0.0,0.0,0.0,0.0,0.0
LETM2,mut_important,0.0,0.0,0.0,0.0,0.0
LETM2,cnv_del,0.0,0.0,0.0,0.0,0.0
LETM2,cnv_amp,0.0,0.0,0.0,0.0,0.0
MRPS2,mut_important,0.0,0.0,0.0,0.0,0.0
MRPS2,cnv_del,0.0,0.0,0.0,0.0,0.0
MRPS2,cnv_amp,0.0,0.0,0.0,0.0,0.0
TSTA3,mut_important,0.0,0.0,0.0,0.0,0.0
TSTA3,cnv_del,0.0,0.0,0.0,0.0,0.0
TSTA3,cnv_amp,0.0,0.0,0.0,0.0,0.0
P2RY4,mut_important,0.0,0.0,0.0,0.0,0.0
P2RY4,cnv_del,0.0,0.0,0.0,0.0,0.0
P2RY4,cnv_amp,0.0,0.0,0.0,0.0,0.0
GNA13,mut_important,0.0,0.0,0.0,0.0,0.0
GNA13,cnv_del,0.0,0.0,0.0,0.0,0.0
GNA13,cnv_amp,0.0,0.0,0.0,0.0,0.0
POLR3C,mut_important,0.0,0.0,0.0,0.0,0.0
POLR3C,cnv_del,0.0,0.0,0.0,0.0,0.0
POLR3C,cnv_amp,0.0,0.0,0.0,0.0,0.0
UNC13A,mut_important,0.0,0.0,0.0,0.0,0.0
UNC13A,cnv_del,0.0,0.0,0.0,0.0,0.0
UNC13A,cnv_amp,0.0,0.0,0.0,0.0,0.0
TTC31,mut_important,0.0,0.0,0.0,0.0,0.0
TTC31,cnv_del,0.0,0.0,0.0,0.0,0.0
TTC31,cnv_amp,0.0,0.0,0.0,0.0,0.0
WDR83,mut_important,0.0,0.0,0.0,0.0,0.0
WDR83,cnv_del,0.0,0.0,0.0,0.0,0.0
WDR83,cnv_amp,0.0,0.0,0.0,0.0,0.0
RUNDC3A,mut_important,0.0,0.0,0.0,0.0,0.0
RUNDC3A,cnv_del,0.0,0.0,0.0,0.0,0.0
RUNDC3A,cnv_amp,0.0,0.0,0.0,0.0,0.0
RECQL5,mut_important,0.0,0.0,0.0,0.0,0.0
RECQL5,cnv_del,0.0,0.0,0.0,0.0,0.0
RECQL5,cnv_amp,0.0,0.0,0.0,0.0,0.0
CCNT2,mut_important,0.0,0.0,0.0,0.0,0.0
CCNT2,cnv_del,0.0,0.0,0.0,0.0,0.0
CCNT2,cnv_amp,0.0,0.0,0.0,0.0,0.0
ZBTB5,mut_important,0.0,0.0,0.0,0.0,0.0
ZBTB5,cnv_del,0.0,0.0,0.0,0.0,0.0
ZBTB5,cnv_amp,0.0,0.0,0.0,0.0,0.0
MYH1,mut_important,0.0,0.0,0.0,0.0,0.0
MYH1,cnv_del,0.0,0.0,0.0,0.0,0.0
MYH1,cnv_amp,0.0,0.0,0.0,0.0,0.0
TUBA3E,mut_important,0.0,0.0,0.0,0.0,0.0
TUBA3E,cnv_del,0.0,0.0,0.0,0.0,0.0
TUBA3E,cnv_amp,0.0,0.0,0.0,0.0,0.0
MTFR1,mut_important,0.0,0.0,0.0,0.0,0.0
MTFR1,cnv_del,0.0,0.0,0.0,0.0,0.0
MTFR1,cnv_amp,0.0,0.0,0.0,0.0,0.0
RNASEH2C,mut_important,0.0,0.0,0.0,0.0,0.0
RNASEH2C,cnv_del,0.0,0.0,0.0,0.0,0.0
RNASEH2C,cnv_amp,0.0,0.0,0.0,0.0,0.0
IRAK3,mut_important,0.0,0.0,0.0,0.0,0.0
IRAK3,cnv_del,0.0,0.0,0.0,0.0,0.0
IRAK3,cnv_amp,0.0,0.0,0.0,0.0,0.0
ATXN7L3,mut_important,0.0,0.0,0.0,0.0,0.0
ATXN7L3,cnv_del,0.0,0.0,0.0,0.0,0.0
ATXN7L3,cnv_amp,0.0,0.0,0.0,0.0,0.0
RASSF2,mut_important,0.0,0.0,0.0,0.0,0.0
RASSF2,cnv_del,0.0,0.0,0.0,0.0,0.0
RASSF2,cnv_amp,0.0,0.0,0.0,0.0,0.0
GFM2,mut_important,0.0,0.0,0.0,0.0,0.0
GFM2,cnv_del,0.0,0.0,0.0,0.0,0.0
GFM2,cnv_amp,0.0,0.0,0.0,0.0,0.0
LRIG3,mut_important,0.0,0.0,0.0,0.0,0.0
LRIG3,cnv_del,0.0,0.0,0.0,0.0,0.0
LRIG3,cnv_amp,0.0,0.0,0.0,0.0,0.0
NLRC4,mut_important,0.0,0.0,0.0,0.0,0.0
NLRC4,cnv_del,0.0,0.0,0.0,0.0,0.0
NLRC4,cnv_amp,0.0,0.0,0.0,0.0,0.0
ZNF354B,mut_important,0.0,0.0,0.0,0.0,0.0
ZNF354B,cnv_del,0.0,0.0,0.0,0.0,0.0
ZNF354B,cnv_amp,0.0,0.0,0.0,0.0,0.0
HAL,mut_important,0.0,0.0,0.0,0.0,0.0
HAL,cnv_del,0.0,0.0,0.0,0.0,0.0
HAL,cnv_amp,0.0,0.0,0.0,0.0,0.0
CMPK2,mut_important,0.0,0.0,0.0,0.0,0.0
CMPK2,cnv_del,0.0,0.0,0.0,0.0,0.0
CMPK2,cnv_amp,0.0,0.0,0.0,0.0,0.0
GRPEL1,mut_important,0.0,0.0,0.0,0.0,0.0
GRPEL1,cnv_del,0.0,0.0,0.0,0.0,0.0
GRPEL1,cnv_amp,0.0,0.0,0.0,0.0,0.0
KDELR3,mut_important,0.0,0.0,0.0,0.0,0.0
KDELR3,cnv_del,0.0,0.0,0.0,0.0,0.0
KDELR3,cnv_amp,0.0,0.0,0.0,0.0,0.0
UNC119B,mut_important,0.0,0.0,0.0,0.0,0.0
UNC119B,cnv_del,0.0,0.0,0.0,0.0,0.0
UNC119B,cnv_amp,0.0,0.0,0.0,0.0,0.0
SLC43A2,mut_important,0.0,0.0,0.0,0.0,0.0
SLC43A2,cnv_del,0.0,0.0,0.0,0.0,0.0
SLC43A2,cnv_amp,0.0,0.0,0.0,0.0,0.0
CDC37,mut_important,0.0,0.0,0.0,0.0,0.0
CDC37,cnv_del,0.0,0.0,0.0,0.0,0.0
CDC37,cnv_amp,0.0,0.0,0.0,0.0,0.0
HIST1H3E,mut_important,0.0,0.0,0.0,0.0,0.0
HIST1H3E,cnv_del,0.0,0.0,0.0,0.0,0.0
HIST1H3E,cnv_amp,0.0,0.0,0.0,0.0,0.0
OGFOD2,mut_important,0.0,0.0,0.0,0.0,0.0
OGFOD2,cnv_del,0.0,0.0,0.0,0.0,0.0
OGFOD2,cnv_amp,0.0,0.0,0.0,0.0,0.0
PSD2,mut_important,0.0,0.0,0.0,0.0,0.0
PSD2,cnv_del,0.0,0.0,0.0,0.0,0.0
PSD2,cnv_amp,0.0,0.0,0.0,0.0,0.0
ERC2,mut_important,0.0,0.0,0.0,0.0,0.0
ERC2,cnv_del,0.0,0.0,0.0,0.0,0.0
ERC2,cnv_amp,0.0,0.0,0.0,0.0,0.0
ACD,mut_important,0.0,0.0,0.0,0.0,0.0
ACD,cnv_del,0.0,0.0,0.0,0.0,0.0
ACD,cnv_amp,0.0,0.0,0.0,0.0,0.0
WDR41,mut_important,0.0,0.0,0.0,0.0,0.0
WDR41,cnv_del,0.0,0.0,0.0,0.0,0.0
WDR41,cnv_amp,0.0,0.0,0.0,0.0,0.0
RMI1,mut_important,0.0,0.0,0.0,0.0,0.0
RMI1,cnv_del,0.0,0.0,0.0,0.0,0.0
RMI1,cnv_amp,0.0,0.0,0.0,0.0,0.0
GNAS,mut_important,0.026324000593054574,0.0,0.0,0.0,0.0
GNAS,cnv_del,0.0,0.0,0.0,0.0,0.0
GNAS,cnv_amp,0.0,0.0,0.0,0.0,0.0
FDCSP,mut_important,0.0,0.0,0.0,0.0,0.0
FDCSP,cnv_del,0.0,0.0,0.0,0.0,0.0
FDCSP,cnv_amp,0.0,0.0,0.0,0.0,0.0
OR4C6,mut_important,0.0,0.0,0.0,0.0,0.0
OR4C6,cnv_del,0.0,0.0,0.0,0.0,0.0
OR4C6,cnv_amp,0.0,0.0,0.0,0.0,0.0
LONRF2,mut_important,0.0,0.0,0.0,0.0,0.0
LONRF2,cnv_del,0.0,0.0,0.0,0.0,0.0
LONRF2,cnv_amp,0.0,0.0,0.0,0.0,0.0
ECEL1,mut_important,0.0,0.0,0.0,0.0,0.0
ECEL1,cnv_del,0.0,0.0,0.0,0.0,0.0
ECEL1,cnv_amp,0.0,0.0,0.0,0.0,0.0
ZHX1,mut_important,0.0,0.0,0.0,0.0,0.0
ZHX1,cnv_del,0.0,0.0,0.0,0.0,0.0
ZHX1,cnv_amp,0.0,0.0,0.0,0.0,0.0
TRPM8,mut_important,0.0,0.0,0.0,0.0,0.0
TRPM8,cnv_del,0.0,0.0,0.0,0.0,0.0
TRPM8,cnv_amp,0.0,0.0,0.0,0.0,0.0
ANAPC10,mut_important,0.0,0.0,0.0,0.0,0.0
ANAPC10,cnv_del,0.0,0.0,0.0,0.0,0.0
ANAPC10,cnv_amp,0.0,0.0,0.0,0.0,0.0
TSPYL5,mut_important,0.0,0.0,0.0,0.0,0.0
TSPYL5,cnv_del,0.0,0.0,0.0,0.0,0.0
TSPYL5,cnv_amp,0.0,0.0,0.0,0.0,0.0
MSMP,mut_important,0.0,0.0,0.0,0.0,0.0
MSMP,cnv_del,0.0,0.0,0.0,0.0,0.0
MSMP,cnv_amp,0.0,0.0,0.0,0.0,0.0
GPR85,mut_important,0.0,0.0,0.0,0.0,0.0
GPR85,cnv_del,0.0,0.0,0.0,0.0,0.0
GPR85,cnv_amp,0.0,0.0,0.0,0.0,0.0
RBAK,mut_important,0.0,0.0,0.0,0.0,0.0
RBAK,cnv_del,0.0,0.0,0.0,0.0,0.0
RBAK,cnv_amp,0.0,0.0,0.0,0.0,0.0
CKMT2,mut_important,0.0,0.0,0.0,0.0,0.0
CKMT2,cnv_del,0.0,0.0,0.0,0.0,0.0
CKMT2,cnv_amp,0.0,0.0,0.0,0.0,0.0
AQP8,mut_important,0.0,0.0,0.0,0.0,0.0
AQP8,cnv_del,0.0,0.0,0.0,0.0,0.0
AQP8,cnv_amp,0.0,0.0,0.0,0.0,0.0
NUDT9,mut_important,0.0,0.0,0.0,0.0,0.0
NUDT9,cnv_del,0.0,0.0,0.0,0.0,0.0
NUDT9,cnv_amp,0.0,0.0,0.0,0.0,0.0
ANKRD10,mut_important,0.0,0.0,0.0,0.0,0.0
ANKRD10,cnv_del,0.0,0.0,0.0,0.0,0.0
ANKRD10,cnv_amp,0.0,0.0,0.0,0.0,0.0
REG1B,mut_important,0.0,0.0,0.0,0.0,0.0
REG1B,cnv_del,0.0,0.0,0.0,0.0,0.0
REG1B,cnv_amp,0.0,0.0,0.0,0.0,0.0
RBM34,mut_important,0.0,0.0,0.0,0.0,0.0
RBM34,cnv_del,0.0,0.0,0.0,0.0,0.0
RBM34,cnv_amp,0.0,0.0,0.0,0.0,0.0
FER1L6,mut_important,0.0,0.0,0.0,0.0,0.0
FER1L6,cnv_del,0.0,0.0,0.0,0.0,0.0
FER1L6,cnv_amp,0.0,0.0,0.0,0.0,0.0
ABHD3,mut_important,0.0,0.0,0.0,0.0,0.0
ABHD3,cnv_del,0.0,0.0,0.0,0.0,0.0
ABHD3,cnv_amp,0.0,0.0,0.0,0.0,0.0
TXNDC9,mut_important,0.0,0.0,0.0,0.0,0.0
TXNDC9,cnv_del,0.0,0.0,0.0,0.0,0.0
TXNDC9,cnv_amp,0.0,0.0,0.0,0.0,0.0
ISY1,mut_important,0.0,0.0,0.0,0.0,0.0
ISY1,cnv_del,0.0,0.0,0.0,0.0,0.0
ISY1,cnv_amp,0.0,0.0,0.0,0.0,0.0
HOOK1,mut_important,0.0,0.0,0.0,0.0,0.0
HOOK1,cnv_del,0.0,0.0,0.0,0.0,0.0
HOOK1,cnv_amp,0.0,0.0,0.0,0.0,0.0
CSRNP2,mut_important,0.0,0.0,0.0,0.0,0.0
CSRNP2,cnv_del,0.0,0.0,0.0,0.0,0.0
CSRNP2,cnv_amp,0.0,0.0,0.0,0.0,0.0
SPATA19,mut_important,0.0,0.0,0.0,0.0,0.0
SPATA19,cnv_del,0.0,0.0,0.0,0.0,0.0
SPATA19,cnv_amp,0.0,0.0,0.0,0.0,0.0
DKK2,mut_important,0.0,0.0,0.0,0.0,0.0
DKK2,cnv_del,0.0,0.0,0.0,0.0,0.0
DKK2,cnv_amp,0.0,0.0,0.0,0.0,0.0
SLC10A5,mut_important,0.0,0.0,0.0,0.0,0.0
SLC10A5,cnv_del,0.0,0.0,0.0,0.0,0.0
SLC10A5,cnv_amp,0.0,0.0,0.0,0.0,0.0
SENP6,mut_important,0.0,0.0,0.0,0.0,0.0
SENP6,cnv_del,0.0,0.0,0.0,0.0,0.0
SENP6,cnv_amp,0.0,0.0,0.0,0.0,0.0
PLXNB2,mut_important,0.0,0.0,0.0,0.0,0.0
PLXNB2,cnv_del,0.0,0.0,0.0,0.0,0.0
PLXNB2,cnv_amp,0.0,0.0,0.0,0.0,0.0
RGPD6,mut_important,0.0,0.0,0.0,0.0,0.0
RGPD6,cnv_del,0.0,0.0,0.0,0.0,0.0
RGPD6,cnv_amp,0.0,0.0,0.0,0.0,0.0
KATNAL2,mut_important,0.0,0.0,0.0,0.0,0.0
KATNAL2,cnv_del,0.0,0.0,0.0,0.0,0.0
KATNAL2,cnv_amp,0.0,0.0,0.0,0.0,0.0
DYRK2,mut_important,0.0,0.0,0.0,0.0,0.0
DYRK2,cnv_del,0.0,0.0,0.0,0.0,0.0
DYRK2,cnv_amp,0.0,0.0,0.0,0.0,0.0
ACTR10,mut_important,0.0,0.0,0.0,0.0,0.0
ACTR10,cnv_del,0.0,0.0,0.0,0.0,0.0
ACTR10,cnv_amp,0.0,0.0,0.0,0.0,0.0
NAGA,mut_important,0.0,0.0,0.0,0.0,0.0
NAGA,cnv_del,0.0,0.0,0.0,0.0,0.0
NAGA,cnv_amp,0.0,0.0,0.0,0.0,0.0
PIAS3,mut_important,0.0,0.0,0.0,0.0,0.0
PIAS3,cnv_del,0.0,0.0,0.0,0.0,0.0
PIAS3,cnv_amp,0.0,0.0,0.0,0.0,0.0
CNOT8,mut_important,0.0,0.0,0.0,0.0,0.0
CNOT8,cnv_del,0.0,0.0,0.0,0.0,0.0
CNOT8,cnv_amp,0.0,0.0,0.0,0.0,0.0
ALDH16A1,mut_important,0.0,0.0,0.0,0.0,0.0
ALDH16A1,cnv_del,0.0,0.0,0.0,0.0,0.0
ALDH16A1,cnv_amp,0.0,0.0,0.0,0.0,0.0
SLC10A3,mut_important,0.0,0.0,0.0,0.0,0.0
SLC10A3,cnv_del,0.0,0.0,0.0,0.0,0.0
SLC10A3,cnv_amp,0.0,0.0,0.0,0.0,0.0
IGF2,mut_important,0.0,0.0,0.0,0.0,0.0
IGF2,cnv_del,0.0,0.0,0.0,0.0,0.0
IGF2,cnv_amp,0.0,0.0,0.0,0.0,0.0
SUN2,mut_important,0.0,0.0,0.0,0.0,0.0
SUN2,cnv_del,0.0,0.0,0.0,0.0,0.0
SUN2,cnv_amp,0.0,0.0,0.0,0.0,0.0
TRAPPC10,mut_important,0.0,0.0,0.0,0.0,0.0
TRAPPC10,cnv_del,0.0,0.0,0.0,0.0,0.0
TRAPPC10,cnv_amp,0.0,0.0,0.0,0.0,0.0
STK33,mut_important,0.0,0.0,0.0,0.0,0.0
STK33,cnv_del,0.0,0.0,0.0,0.0,0.0
STK33,cnv_amp,0.0,0.0,0.0,0.0,0.0
CLRN1,mut_important,0.0,0.0,0.0,0.0,0.0
CLRN1,cnv_del,0.0,0.0,0.0,0.0,0.0
CLRN1,cnv_amp,0.0,0.0,0.0,0.0,0.0
PAPLN,mut_important,0.0,0.0,0.0,0.0,0.0
PAPLN,cnv_del,0.0,0.0,0.0,0.0,0.0
PAPLN,cnv_amp,0.0,0.0,0.0,0.0,0.0
SH2D3A,mut_important,0.0,0.0,0.0,0.0,0.0
SH2D3A,cnv_del,0.0,0.0,0.0,0.0,0.0
SH2D3A,cnv_amp,0.0,0.0,0.0,0.0,0.0
TMEM205,mut_important,0.0,0.0,0.0,0.0,0.0
TMEM205,cnv_del,0.0,0.0,0.0,0.0,0.0
TMEM205,cnv_amp,0.0,0.0,0.0,0.0,0.0
WDR82,mut_important,0.0,0.0,0.0,0.0,0.0
WDR82,cnv_del,0.0,0.0,0.0,0.0,0.0
WDR82,cnv_amp,0.0,0.0,0.0,0.0,0.0
CLCA4,mut_important,0.0,0.0,0.0,0.0,0.0
CLCA4,cnv_del,0.0,0.0,0.0,0.0,0.0
CLCA4,cnv_amp,0.0,0.0,0.0,0.0,0.0
VWA2,mut_important,0.0,0.0,0.0,0.0,0.0
VWA2,cnv_del,0.0,0.0,0.0,0.0,0.0
VWA2,cnv_amp,0.0,0.0,0.0,0.0,0.0
CYBB,mut_important,0.0,0.0,0.0,0.0,0.0
CYBB,cnv_del,0.0,0.0,0.0,0.0,0.0
CYBB,cnv_amp,0.0,0.0,0.0,0.0,0.0
PSIP1,mut_important,0.0,0.0,0.0,0.0,0.0
PSIP1,cnv_del,0.0,0.0,0.0,0.0,0.0
PSIP1,cnv_amp,0.0,0.0,0.0,0.0,0.0
