,,decision_tree_fold_0,decision_tree_fold_1,decision_tree_fold_2,decision_tree_fold_3,decision_tree_fold_4
HAPLN4,mut_important,0.0,0.0,0.0,0.0,0.0
HAPLN4,cnv_del,0.0,0.0,0.0,0.0,0.0
HAPLN4,cnv_amp,0.0,0.0,0.0,0.0,0.0
IFNA16,mut_important,0.0,0.0,0.0,0.0,0.0
IFNA16,cnv_del,0.0,0.0,0.0,0.0,0.0
IFNA16,cnv_amp,0.0,0.0,0.0,0.0,0.0
LRP3,mut_important,0.0,0.0,0.0,0.0,0.0
LRP3,cnv_del,0.0,0.0,0.0,0.0,0.0
LRP3,cnv_amp,0.0,0.0,0.0,0.0,0.0
FAM46C,mut_important,0.0,0.0,0.0,0.0,0.0
FAM46C,cnv_del,0.0,0.0,0.0,0.0,0.0
FAM46C,cnv_amp,0.0,0.0,0.0,0.0,0.0
TRPM7,mut_important,0.0,0.0,0.0,0.0,0.0
TRPM7,cnv_del,0.0,0.0,0.0,0.0,0.0
TRPM7,cnv_amp,0.0,0.0,0.0,0.0,0.0
PER3,mut_important,0.0,0.0,0.0,0.0,0.0
PER3,cnv_del,0.0,0.0,0.0,0.0,0.0
PER3,cnv_amp,0.0,0.0,0.0,0.0,0.0
PTPRD,mut_important,0.0,0.0,0.0,0.0,0.0
PTPRD,cnv_del,0.0,0.0,0.0,0.0,0.0
PTPRD,cnv_amp,0.0,0.0,0.0,0.0,0.0
HSPG2,mut_important,0.0,0.0,0.0,0.0,0.0
HSPG2,cnv_del,0.0,0.0,0.0,0.0,0.0
HSPG2,cnv_amp,0.0,0.0,0.0,0.0,0.0
FBXO30,mut_important,0.0,0.0,0.0,0.0,0.0
FBXO30,cnv_del,0.0,0.0,0.0,0.0,0.0
FBXO30,cnv_amp,0.0,0.0,0.0,0.0,0.0
ZDHHC14,mut_important,0.0,0.0,0.0,0.0,0.0
ZDHHC14,cnv_del,0.0,0.0,0.0,0.0,0.0
ZDHHC14,cnv_amp,0.0,0.0,0.0,0.0,0.0
FEN1,mut_important,0.0,0.0,0.0,0.0,0.0
FEN1,cnv_del,0.0,0.0,0.0,0.0,0.0
FEN1,cnv_amp,0.0,0.0,0.0,0.0,0.0
HTRA2,mut_important,0.0,0.0,0.0,0.0,0.0
HTRA2,cnv_del,0.0,0.0,0.0,0.0,0.0
HTRA2,cnv_amp,0.0,0.0,0.0,0.0,0.0
ADORA2A,mut_important,0.0,0.0,0.0,0.0,0.0
ADORA2A,cnv_del,0.0,0.0,0.0,0.0,0.0
ADORA2A,cnv_amp,0.0,0.0,0.0,0.0,0.0
ZNF558,mut_important,0.0,0.0,0.0,0.0,0.0
ZNF558,cnv_del,0.0,0.0,0.0,0.0,0.0
ZNF558,cnv_amp,0.0,0.0,0.0,0.0,0.0
SLC39A13,mut_important,0.0,0.0,0.0,0.0,0.0
SLC39A13,cnv_del,0.0,0.0,0.0,0.0,0.0
SLC39A13,cnv_amp,0.0,0.0,0.0,0.0,0.0
METTL7A,mut_important,0.0,0.0,0.0,0.0,0.0
METTL7A,cnv_del,0.0,0.0,0.0,0.0,0.0
METTL7A,cnv_amp,0.0,0.0,0.0,0.0,0.0
CCND2,mut_important,0.0,0.0,0.0,0.0,0.0
CCND2,cnv_del,0.0,0.0,0.0,0.0,0.0
CCND2,cnv_amp,0.0,0.0,0.0,0.0,0.0
COL1A1,mut_important,0.0,0.0,0.0,0.0,0.0
COL1A1,cnv_del,0.0,0.0,0.0,0.0,0.0
COL1A1,cnv_amp,0.0,0.0,0.0,0.0,0.0
LAD1,mut_important,0.0,0.0,0.0,0.0,0.0
LAD1,cnv_del,0.0,0.0,0.0,0.0,0.0
LAD1,cnv_amp,0.0,0.0,0.0,0.0,0.0
XRCC5,mut_important,0.0,0.0,0.0,0.0,0.0
XRCC5,cnv_del,0.0,0.0,0.0,0.0,0.0
XRCC5,cnv_amp,0.0,0.0,0.0,0.0,0.0
GLYR1,mut_important,0.0,0.0,0.0,0.0,0.0
GLYR1,cnv_del,0.0,0.0,0.0,0.0,0.0
GLYR1,cnv_amp,0.0,0.0,0.0,0.0,0.0
LIMA1,mut_important,0.0,0.0,0.0,0.0,0.0
LIMA1,cnv_del,0.0,0.0,0.0,0.0,0.0
LIMA1,cnv_amp,0.0,0.0,0.0,0.0,0.0
NECAB2,mut_important,0.0,0.0,0.0,0.0,0.0
NECAB2,cnv_del,0.0,0.0,0.0,0.0,0.0
NECAB2,cnv_amp,0.0,0.0,0.0,0.0,0.0
TSSC4,mut_important,0.0,0.0,0.0,0.0,0.0
TSSC4,cnv_del,0.0,0.0,0.0,0.0,0.0
TSSC4,cnv_amp,0.0,0.0,0.0,0.0,0.0
RPL7L1,mut_important,0.0,0.0,0.0,0.0,0.0
RPL7L1,cnv_del,0.0,0.0,0.0,0.0,0.0
RPL7L1,cnv_amp,0.0,0.0,0.0,0.0,0.0
CDC42EP3,mut_important,0.0,0.0,0.0,0.0,0.0
CDC42EP3,cnv_del,0.0,0.0,0.0,0.0,0.0
CDC42EP3,cnv_amp,0.0,0.0,0.0,0.0,0.0
ABCD4,mut_important,0.0,0.0,0.0,0.0,0.0
ABCD4,cnv_del,0.0,0.0,0.0,0.0,0.0
ABCD4,cnv_amp,0.0,0.0,0.0,0.0,0.0
CXCL12,mut_important,0.0,0.0,0.0,0.0,0.0
CXCL12,cnv_del,0.0,0.0,0.0,0.0,0.0
CXCL12,cnv_amp,0.0,0.0,0.0,0.0,0.0
CAPN12,mut_important,0.0,0.0,0.0,0.0,0.0
CAPN12,cnv_del,0.0,0.0,0.0,0.0,0.0
CAPN12,cnv_amp,0.0,0.0,0.0,0.0,0.0
GUCA1A,mut_important,0.0,0.0,0.0,0.0,0.0
GUCA1A,cnv_del,0.0,0.0,0.0,0.0,0.0
GUCA1A,cnv_amp,0.0,0.0,0.0,0.0,0.0
APOBEC3B,mut_important,0.0,0.0,0.0,0.0,0.0
APOBEC3B,cnv_del,0.0,0.0,0.0,0.0,0.0
APOBEC3B,cnv_amp,0.0,0.0,0.0,0.0,0.0
IPO4,mut_important,0.0,0.0,0.0,0.0,0.0
IPO4,cnv_del,0.0,0.0,0.0,0.0,0.0
IPO4,cnv_amp,0.0,0.0,0.0,0.0,0.0
MOCS2,mut_important,0.0,0.0,0.0,0.0,0.0
MOCS2,cnv_del,0.0,0.0,0.0,0.0,0.0
MOCS2,cnv_amp,0.0,0.0,0.0,0.0,0.0
CAB39L,mut_important,0.0,0.0,0.0,0.0,0.0
CAB39L,cnv_del,0.0,0.0,0.0,0.0,0.0
CAB39L,cnv_amp,0.0,0.0,0.0,0.0,0.0
AGPAT5,mut_important,0.0,0.0,0.0,0.0,0.0
AGPAT5,cnv_del,0.0,0.0,0.0,0.0,0.0
AGPAT5,cnv_amp,0.0,0.0,0.0,0.0,0.0
ENPP5,mut_important,0.0,0.0,0.0,0.0,0.0
ENPP5,cnv_del,0.0,0.0,0.0,0.0,0.0
ENPP5,cnv_amp,0.0,0.0,0.0,0.0,0.0
COL6A6,mut_important,0.0,0.0,0.0,0.0,0.0
COL6A6,cnv_del,0.0,0.0,0.0,0.0,0.0
COL6A6,cnv_amp,0.0,0.0,0.0,0.0,0.0
SPRR3,mut_important,0.0,0.0,0.0,0.0,0.0
SPRR3,cnv_del,0.0,0.0,0.0,0.0,0.0
SPRR3,cnv_amp,0.0,0.0,0.0,0.0,0.0
KREMEN1,mut_important,0.0,0.0,0.0,0.0,0.0
KREMEN1,cnv_del,0.0,0.0,0.0,0.0,0.0
KREMEN1,cnv_amp,0.0,0.0,0.0,0.0,0.0
PTPN21,mut_important,0.0,0.0,0.0,0.0,0.0
PTPN21,cnv_del,0.0,0.0,0.0,0.0,0.0
PTPN21,cnv_amp,0.0,0.0,0.0,0.0,0.0
RPS9,mut_important,0.0,0.0,0.0,0.0,0.0
RPS9,cnv_del,0.0,0.0,0.0,0.0,0.0
RPS9,cnv_amp,0.0,0.0,0.0,0.0,0.0
SLC9A3,mut_important,0.0,0.0,0.0,0.0,0.0
SLC9A3,cnv_del,0.0,0.0,0.0,0.0,0.0
SLC9A3,cnv_amp,0.0,0.0,0.0,0.0,0.0
UBE4B,mut_important,0.0,0.0,0.0,0.0,0.0
UBE4B,cnv_del,0.0,0.0,0.0,0.0,0.0
UBE4B,cnv_amp,0.0,0.0,0.0,0.0,0.0
TP53I11,mut_important,0.0,0.0,0.0,0.0,0.0
TP53I11,cnv_del,0.0,0.0,0.0,0.0,0.0
TP53I11,cnv_amp,0.0,0.0,0.0,0.0,0.0
KHDRBS1,mut_important,0.0,0.0,0.0,0.0,0.0
KHDRBS1,cnv_del,0.0,0.0,0.0,0.0,0.0
KHDRBS1,cnv_amp,0.0,0.0,0.0,0.0,0.0
SCN3A,mut_important,0.0,0.0,0.0,0.0,0.0
SCN3A,cnv_del,0.0,0.0,0.0,0.0,0.0
SCN3A,cnv_amp,0.0,0.0,0.0,0.0,0.0
OPN1LW,mut_important,0.0,0.0,0.0,0.0,0.0
OPN1LW,cnv_del,0.0,0.0,0.0,0.0,0.0
OPN1LW,cnv_amp,0.0,0.0,0.0,0.0,0.0
MED26,mut_important,0.0,0.0,0.0,0.0,0.0
MED26,cnv_del,0.0,0.0,0.0,0.0,0.0
MED26,cnv_amp,0.0,0.0,0.0,0.0,0.0
DBX1,mut_important,0.0,0.0,0.0,0.0,0.0
DBX1,cnv_del,0.0,0.0,0.0,0.0,0.0
DBX1,cnv_amp,0.0,0.0,0.0,0.0,0.0
KLHL21,mut_important,0.0,0.0,0.0,0.0,0.0
KLHL21,cnv_del,0.0,0.0,0.0,0.0,0.0
KLHL21,cnv_amp,0.0,0.0,0.0,0.0,0.0
GJA5,mut_important,0.0,0.0,0.0,0.0,0.0
GJA5,cnv_del,0.0,0.0,0.0,0.0,0.0
GJA5,cnv_amp,0.0,0.0,0.0,0.0,0.0
TMCC2,mut_important,0.0,0.0,0.0,0.0,0.0
TMCC2,cnv_del,0.0,0.0,0.0,0.0,0.0
TMCC2,cnv_amp,0.0,0.0,0.0,0.0,0.0
OR6Y1,mut_important,0.0,0.0,0.0,0.0,0.0
OR6Y1,cnv_del,0.0,0.0,0.0,0.0,0.0
OR6Y1,cnv_amp,0.0,0.0,0.0,0.0,0.0
GNPAT,mut_important,0.0,0.0,0.0,0.0,0.0
GNPAT,cnv_del,0.0,0.0,0.0,0.0,0.0
GNPAT,cnv_amp,0.0,0.0,0.0,0.0,0.0
ITM2C,mut_important,0.0,0.0,0.0,0.0,0.0
ITM2C,cnv_del,0.0,0.0,0.0,0.0,0.0
ITM2C,cnv_amp,0.0,0.0,0.0,0.0,0.0
IL36B,mut_important,0.0,0.0,0.0,0.0,0.0
IL36B,cnv_del,0.0,0.0,0.0,0.0,0.0
IL36B,cnv_amp,0.0,0.0,0.0,0.0,0.0
FLT4,mut_important,0.0,0.0,0.0,0.0,0.0
FLT4,cnv_del,0.0,0.0,0.0,0.0,0.0
FLT4,cnv_amp,0.0,0.0,0.0,0.0,0.0
ZNF101,mut_important,0.0,0.0,0.0,0.0,0.0
ZNF101,cnv_del,0.0,0.0,0.0,0.0,0.0
ZNF101,cnv_amp,0.0,0.0,0.0,0.0,0.0
HTR2C,mut_important,0.0,0.0,0.0,0.0,0.0
HTR2C,cnv_del,0.0,0.0,0.0,0.0,0.0
HTR2C,cnv_amp,0.0,0.0,0.0,0.0,0.0
MPPED2,mut_important,0.0,0.0,0.0,0.0,0.0
MPPED2,cnv_del,0.0,0.0,0.0,0.0,0.0
MPPED2,cnv_amp,0.0,0.0,0.0,0.0,0.0
TUBG1,mut_important,0.0,0.0,0.0,0.0,0.0
TUBG1,cnv_del,0.0,0.0,0.0,0.0,0.0
TUBG1,cnv_amp,0.0,0.0,0.0,0.0,0.0
FDXACB1,mut_important,0.0,0.0,0.0,0.0,0.0
FDXACB1,cnv_del,0.0,0.0,0.0,0.0,0.0
FDXACB1,cnv_amp,0.0,0.0,0.0,0.0,0.0
LCE1C,mut_important,0.0,0.0,0.0,0.0,0.0
LCE1C,cnv_del,0.0,0.0,0.0,0.0,0.0
LCE1C,cnv_amp,0.0,0.0,0.0,0.0,0.0
ECHDC1,mut_important,0.0,0.0,0.0,0.0,0.0
ECHDC1,cnv_del,0.0,0.0,0.0,0.0,0.0
ECHDC1,cnv_amp,0.0,0.0,0.0,0.0,0.0
ALG12,mut_important,0.0,0.0,0.0,0.0,0.0
ALG12,cnv_del,0.0,0.0,0.0,0.0,0.0
ALG12,cnv_amp,0.0,0.0,0.0,0.0,0.0
ENSA,mut_important,0.0,0.0,0.0,0.0,0.0
ENSA,cnv_del,0.0,0.0,0.0,0.0,0.0
ENSA,cnv_amp,0.0,0.0,0.0,0.0,0.0
TSPAN1,mut_important,0.0,0.0,0.0,0.0,0.0
TSPAN1,cnv_del,0.0,0.0,0.0,0.0,0.0
TSPAN1,cnv_amp,0.0,0.0,0.0,0.0,0.0
PNRC1,mut_important,0.0,0.0,0.0,0.0,0.0
PNRC1,cnv_del,0.0,0.0,0.0,0.0,0.0
PNRC1,cnv_amp,0.0,0.0,0.0,0.0,0.0
MFSD8,mut_important,0.0,0.0,0.0,0.0,0.0
MFSD8,cnv_del,0.0,0.0,0.0,0.0,0.0
MFSD8,cnv_amp,0.0,0.0,0.0,0.0,0.0
CYP4V2,mut_important,0.0,0.0,0.0,0.0,0.0
CYP4V2,cnv_del,0.0,0.0,0.0,0.0,0.0
CYP4V2,cnv_amp,0.0,0.0,0.0,0.0,0.0
ZFYVE28,mut_important,0.0,0.0,0.0,0.0,0.0
ZFYVE28,cnv_del,0.0,0.0,0.0,0.0,0.0
ZFYVE28,cnv_amp,0.0,0.0,0.0,0.0,0.0
MCTP2,mut_important,0.0,0.0,0.0,0.0,0.0
MCTP2,cnv_del,0.0,0.0,0.0,0.0,0.0
MCTP2,cnv_amp,0.0,0.0,0.0,0.0,0.0
ZNF780A,mut_important,0.0,0.0,0.0,0.0,0.0
ZNF780A,cnv_del,0.0,0.0,0.0,0.0,0.0
ZNF780A,cnv_amp,0.0,0.0,0.0,0.0,0.0
GNG12,mut_important,0.0,0.0,0.0,0.0,0.0
GNG12,cnv_del,0.0,0.0,0.0,0.0,0.0
GNG12,cnv_amp,0.0,0.0,0.0,0.0,0.0
EFCAB5,mut_important,0.0,0.0,0.0,0.0,0.0
EFCAB5,cnv_del,0.0,0.0,0.0,0.0,0.0
EFCAB5,cnv_amp,0.0,0.0,0.0,0.0,0.0
MXI1,mut_important,0.0,0.0,0.0,0.0,0.0
MXI1,cnv_del,0.0,0.0,0.0,0.0,0.0
MXI1,cnv_amp,0.0,0.0,0.0,0.0,0.0
HOXC11,mut_important,0.0,0.0,0.0,0.0,0.0
HOXC11,cnv_del,0.0,0.0,0.0,0.0,0.0
HOXC11,cnv_amp,0.0,0.0,0.0,0.0,0.0
KRT85,mut_important,0.0,0.0,0.0,0.0,0.0
KRT85,cnv_del,0.0,0.0,0.0,0.0,0.0
KRT85,cnv_amp,0.0,0.0,0.0,0.0,0.0
DLX1,mut_important,0.0,0.0,0.0,0.0,0.0
DLX1,cnv_del,0.0,0.0,0.0,0.0,0.0
DLX1,cnv_amp,0.0,0.0,0.0,0.0,0.0
CPT1A,mut_important,0.0,0.0,0.0,0.0,0.0
CPT1A,cnv_del,0.0,0.0,0.0,0.0,0.0
CPT1A,cnv_amp,0.0,0.0,0.0,0.0,0.0
ATP6V1G1,mut_important,0.0,0.0,0.0,0.0,0.0
ATP6V1G1,cnv_del,0.0,0.0,0.0,0.0,0.0
ATP6V1G1,cnv_amp,0.0,0.0,0.0,0.0,0.0
GBX2,mut_important,0.0,0.0,0.0,0.0,0.0
GBX2,cnv_del,0.0,0.0,0.0,0.0,0.0
GBX2,cnv_amp,0.0,0.0,0.0,0.0,0.0
CANX,mut_important,0.0,0.0,0.0,0.0,0.0
CANX,cnv_del,0.0,0.0,0.0,0.0,0.0
CANX,cnv_amp,0.0,0.0,0.0,0.0,0.0
ZNF528,mut_important,0.0,0.0,0.0,0.0,0.0
ZNF528,cnv_del,0.0,0.0,0.0,0.0,0.0
ZNF528,cnv_amp,0.0,0.0,0.0,0.0,0.0
TRIM69,mut_important,0.0,0.0,0.0,0.0,0.0
TRIM69,cnv_del,0.0,0.0,0.0,0.0,0.0
TRIM69,cnv_amp,0.0,0.0,0.0,0.0,0.0
TUB,mut_important,0.0,0.0,0.0,0.0,0.0
TUB,cnv_del,0.0,0.0,0.0,0.0,0.0
TUB,cnv_amp,0.0,0.0,0.0,0.0,0.0
SURF6,mut_important,0.0,0.0,0.0,0.0,0.0
SURF6,cnv_del,0.0,0.0,0.0,0.0,0.0
SURF6,cnv_amp,0.0,0.0,0.0,0.0,0.0
PPP2R5A,mut_important,0.0,0.0,0.0,0.0,0.0
PPP2R5A,cnv_del,0.0,0.0,0.0,0.0,0.0
PPP2R5A,cnv_amp,0.0,0.0,0.0,0.0,0.0
CHTOP,mut_important,0.0,0.0,0.0,0.0,0.0
CHTOP,cnv_del,0.0,0.0,0.0,0.0,0.0
CHTOP,cnv_amp,0.0,0.0,0.0,0.0,0.0
NQO1,mut_important,0.0,0.0,0.0,0.0,0.0
NQO1,cnv_del,0.0,0.0,0.0,0.0,0.0
NQO1,cnv_amp,0.0,0.0,0.0,0.0,0.0
MED16,mut_important,0.0,0.0,0.0,0.0,0.0
MED16,cnv_del,0.0,0.0,0.0,0.0,0.0
MED16,cnv_amp,0.0,0.0,0.0,0.0,0.0
AMDHD2,mut_important,0.0,0.0,0.0,0.0,0.0
AMDHD2,cnv_del,0.0,0.0,0.0,0.0,0.0
AMDHD2,cnv_amp,0.0,0.0,0.0,0.0,0.0
RANBP6,mut_important,0.0,0.0,0.0,0.0,0.0
RANBP6,cnv_del,0.0,0.0,0.0,0.0,0.0
RANBP6,cnv_amp,0.0,0.0,0.0,0.0,0.0
DEPDC5,mut_important,0.0,0.0,0.0,0.0,0.0
DEPDC5,cnv_del,0.0,0.0,0.0,0.0,0.0
DEPDC5,cnv_amp,0.0,0.0,0.0,0.0,0.0
ASXL1,mut_important,0.0,0.0,0.0,0.0,0.0
ASXL1,cnv_del,0.0,0.0,0.0,0.0,0.0
ASXL1,cnv_amp,0.0,0.0,0.0,0.0,0.0
CNBP,mut_important,0.0,0.0,0.0,0.0,0.0
CNBP,cnv_del,0.0,0.0,0.0,0.0,0.0
CNBP,cnv_amp,0.0,0.0,0.0,0.0,0.0
OR5D14,mut_important,0.0,0.0,0.0,0.0,0.0
OR5D14,cnv_del,0.0,0.0,0.0,0.0,0.0
OR5D14,cnv_amp,0.0,0.0,0.0,0.0,0.0
ACOT9,mut_important,0.0,0.0,0.0,0.0,0.0
ACOT9,cnv_del,0.0,0.0,0.0,0.0,0.0
ACOT9,cnv_amp,0.0,0.0,0.0,0.0,0.0
RIC3,mut_important,0.0,0.0,0.0,0.0,0.0
RIC3,cnv_del,0.0,0.0,0.0,0.0,0.0
RIC3,cnv_amp,0.0,0.0,0.0,0.0,0.0
TSKU,mut_important,0.0,0.0,0.0,0.0,0.0
TSKU,cnv_del,0.0,0.0,0.0,0.0,0.0
TSKU,cnv_amp,0.0,0.0,0.0,0.0,0.0
SPRR2F,mut_important,0.0,0.0,0.0,0.0,0.0
SPRR2F,cnv_del,0.0,0.0,0.0,0.0,0.0
SPRR2F,cnv_amp,0.0,0.0,0.0,0.0,0.0
IWS1,mut_important,0.0,0.0,0.0,0.0,0.0
IWS1,cnv_del,0.0,0.0,0.0,0.0,0.0
IWS1,cnv_amp,0.0,0.0,0.0,0.0,0.0
VAV1,mut_important,0.0,0.0,0.0,0.0,0.0
VAV1,cnv_del,0.0,0.0,0.0,0.0,0.0
VAV1,cnv_amp,0.0,0.0,0.0,0.0,0.0
SERPINC1,mut_important,0.0,0.0,0.0,0.0,0.0
SERPINC1,cnv_del,0.0,0.0,0.0,0.0,0.0
SERPINC1,cnv_amp,0.0,0.0,0.0,0.0,0.0
TTPA,mut_important,0.0,0.0,0.0,0.0,0.0
TTPA,cnv_del,0.0,0.0,0.0,0.0,0.0
TTPA,cnv_amp,0.0,0.0,0.0,0.0,0.0
PLEKHG5,mut_important,0.0,0.0,0.0,0.0,0.0
PLEKHG5,cnv_del,0.0,0.0,0.0,0.0,0.0
PLEKHG5,cnv_amp,0.0,0.0,0.0,0.0,0.0
AUTS2,mut_important,0.0,0.0,0.0,0.0,0.0
AUTS2,cnv_del,0.0,0.0,0.0,0.0,0.0
AUTS2,cnv_amp,0.0,0.0,0.0,0.0,0.0
REPS1,mut_important,0.0,0.0,0.0,0.0,0.0
REPS1,cnv_del,0.0,0.0,0.0,0.0,0.0
REPS1,cnv_amp,0.0,0.0,0.0,0.0,0.0
RCOR1,mut_important,0.0,0.0,0.0,0.0,0.0
RCOR1,cnv_del,0.0,0.0,0.0,0.0,0.0
RCOR1,cnv_amp,0.0,0.0,0.0,0.0,0.0
PPARG,mut_important,0.0,0.0,0.0,0.0,0.0
PPARG,cnv_del,0.0,0.0,0.0,0.0,0.0
PPARG,cnv_amp,0.0,0.0,0.0,0.0,0.0
VWA5A,mut_important,0.0,0.0,0.0,0.0,0.0
VWA5A,cnv_del,0.0,0.0,0.0,0.0,0.0
VWA5A,cnv_amp,0.0,0.0,0.0,0.0,0.0
ZMYND15,mut_important,0.0,0.0,0.0,0.0,0.0
ZMYND15,cnv_del,0.0,0.0,0.0,0.0,0.0
ZMYND15,cnv_amp,0.0,0.0,0.0,0.0,0.0
SEPSECS,mut_important,0.0,0.0,0.0,0.0,0.0
SEPSECS,cnv_del,0.0,0.0,0.0,0.0,0.0
SEPSECS,cnv_amp,0.0,0.0,0.0,0.0,0.0
SLC7A1,mut_important,0.0,0.0,0.0,0.0,0.0
SLC7A1,cnv_del,0.0,0.0,0.0,0.0,0.0
SLC7A1,cnv_amp,0.0,0.0,0.0,0.0,0.0
UBE2O,mut_important,0.0,0.0,0.0,0.0,0.0
UBE2O,cnv_del,0.0,0.0,0.0,0.0,0.0
UBE2O,cnv_amp,0.0,0.0,0.0,0.0,0.0
CREB3L1,mut_important,0.0,0.0,0.0,0.0,0.0
CREB3L1,cnv_del,0.0,0.0,0.0,0.0,0.0
CREB3L1,cnv_amp,0.0,0.0,0.0,0.0,0.0
MYLK2,mut_important,0.0,0.0,0.0,0.0,0.0
MYLK2,cnv_del,0.0,0.0,0.0,0.0,0.0
MYLK2,cnv_amp,0.0,0.0,0.0,0.0,0.0
LRRC41,mut_important,0.0,0.0,0.0,0.0,0.0
LRRC41,cnv_del,0.0,0.0,0.0,0.0,0.0
LRRC41,cnv_amp,0.0,0.0,0.0,0.0,0.0
ARHGEF37,mut_important,0.0,0.0,0.0,0.0,0.0
ARHGEF37,cnv_del,0.0,0.0,0.0,0.0,0.0
ARHGEF37,cnv_amp,0.0,0.0,0.0,0.0,0.0
WDR64,mut_important,0.0,0.0,0.0,0.0,0.0
WDR64,cnv_del,0.0,0.0,0.0,0.0,0.0
WDR64,cnv_amp,0.0,0.0,0.0,0.0,0.0
PPIL2,mut_important,0.0,0.0,0.0,0.0,0.0
PPIL2,cnv_del,0.0,0.0,0.0,0.0,0.0
PPIL2,cnv_amp,0.0,0.0,0.0,0.0,0.0
HLA-DOA,mut_important,0.0,0.0,0.0,0.0,0.0
HLA-DOA,cnv_del,0.0,0.0,0.0,0.0,0.0
HLA-DOA,cnv_amp,0.0,0.0,0.0,0.0,0.0
RLBP1,mut_important,0.0,0.0,0.0,0.0,0.0
RLBP1,cnv_del,0.0,0.0,0.0,0.0,0.0
RLBP1,cnv_amp,0.0,0.0,0.0,0.0,0.0
AGR2,mut_important,0.0,0.0,0.0,0.0,0.0
AGR2,cnv_del,0.0,0.0,0.0,0.0,0.0
AGR2,cnv_amp,0.0,0.0,0.0,0.0,0.0
DNAJB12,mut_important,0.0,0.0,0.0,0.0,0.0
DNAJB12,cnv_del,0.0,0.0,0.0,0.0,0.0
DNAJB12,cnv_amp,0.0,0.0,0.0,0.0,0.0
FAR2,mut_important,0.0,0.0,0.0,0.0,0.0
FAR2,cnv_del,0.0,0.0,0.0,0.0,0.0
FAR2,cnv_amp,0.0,0.0,0.0,0.0,0.0
CAV2,mut_important,0.0,0.0,0.0,0.0,0.0
CAV2,cnv_del,0.0,0.0,0.0,0.0,0.0
CAV2,cnv_amp,0.0,0.0,0.0,0.0,0.0
CORIN,mut_important,0.0,0.0,0.0,0.0,0.0
CORIN,cnv_del,0.0,0.0,0.0,0.0,0.0
CORIN,cnv_amp,0.0,0.0,0.0,0.0,0.0
ME2,mut_important,0.0,0.0,0.0,0.0,0.0
ME2,cnv_del,0.0,0.0,0.0,0.0,0.0
ME2,cnv_amp,0.0,0.0,0.0,0.0,0.0
ZBTB2,mut_important,0.0,0.0,0.0,0.0,0.0
ZBTB2,cnv_del,0.0,0.0,0.0,0.0,0.0
ZBTB2,cnv_amp,0.0,0.0,0.0,0.0,0.0
HAVCR1,mut_important,0.0,0.0,0.0,0.0,0.0
HAVCR1,cnv_del,0.0,0.0,0.0,0.0,0.0
HAVCR1,cnv_amp,0.0,0.0,0.0,0.0,0.0
NR1H2,mut_important,0.0,0.0,0.0,0.0,0.0
NR1H2,cnv_del,0.0,0.0,0.0,0.0,0.0
NR1H2,cnv_amp,0.0,0.0,0.0,0.0,0.0
DEFB113,mut_important,0.0,0.0,0.0,0.0,0.0
DEFB113,cnv_del,0.0,0.0,0.0,0.0,0.0
DEFB113,cnv_amp,0.0,0.0,0.0,0.0,0.0
TBCC,mut_important,0.0,0.0,0.0,0.0,0.0
TBCC,cnv_del,0.0,0.0,0.0,0.0,0.0
TBCC,cnv_amp,0.0,0.0,0.0,0.0,0.0
NUP155,mut_important,0.0,0.0,0.0,0.0,0.0
NUP155,cnv_del,0.0,0.0,0.0,0.0,0.0
NUP155,cnv_amp,0.0,0.0,0.0,0.0,0.0
EHMT1,mut_important,0.0,0.0,0.0,0.0,0.0
EHMT1,cnv_del,0.0,0.0,0.0,0.0,0.0
EHMT1,cnv_amp,0.0,0.0,0.0,0.0,0.0
TMEM216,mut_important,0.0,0.0,0.0,0.0,0.0
TMEM216,cnv_del,0.0,0.0,0.0,0.0,0.0
TMEM216,cnv_amp,0.0,0.0,0.0,0.0,0.0
OR13F1,mut_important,0.0,0.0,0.0,0.0,0.0
OR13F1,cnv_del,0.0,0.0,0.0,0.0,0.0
OR13F1,cnv_amp,0.0,0.0,0.0,0.0,0.0
ALOX12,mut_important,0.0,0.0,0.0,0.0,0.0
ALOX12,cnv_del,0.0,0.0,0.0,0.0,0.0
ALOX12,cnv_amp,0.0,0.0,0.0,0.0,0.0
SIGLEC15,mut_important,0.0,0.0,0.0,0.0,0.0
SIGLEC15,cnv_del,0.0,0.0,0.0,0.0,0.0
SIGLEC15,cnv_amp,0.0,0.0,0.0,0.0,0.0
KLHL28,mut_important,0.0,0.0,0.0,0.0,0.0
KLHL28,cnv_del,0.0,0.0,0.0,0.0,0.0
KLHL28,cnv_amp,0.0,0.0,0.0,0.0,0.0
UGT2A3,mut_important,0.0,0.0,0.0,0.0,0.0
UGT2A3,cnv_del,0.0,0.0,0.0,0.0,0.0
UGT2A3,cnv_amp,0.0,0.0,0.0,0.0,0.0
KRTAP10-12,mut_important,0.0,0.0,0.0,0.0,0.0
KRTAP10-12,cnv_del,0.0,0.0,0.0,0.0,0.0
KRTAP10-12,cnv_amp,0.0,0.0,0.0,0.0,0.0
PITPNM3,mut_important,0.0,0.0,0.0,0.0,0.0
PITPNM3,cnv_del,0.0,0.0,0.0,0.0,0.0
PITPNM3,cnv_amp,0.0,0.0,0.0,0.0,0.0
SYT15,mut_important,0.0,0.0,0.0,0.0,0.0
SYT15,cnv_del,0.0,0.0,0.0,0.0,0.0
