,coef
R-HSA-8963676,9.841816e-07
R-HSA-917937,0.00025756468
R-HSA-983712,0.04352204
R-HSA-112315,0.00089794915
R-HSA-2028269,-1.0039228e-06
R-HSA-2564830,-3.8707135e-11
R-HSA-2173782,-4.342549e-05
R-HSA-75892,0.0
R-HSA-3247509,11.637164
R-HSA-75067,7.204158e-11
R-HSA-927802,0.0121530015
R-HSA-174824,-0.00014676026
R-HSA-1632852,0.5816903
R-HSA-72312,0.00027201182
R-HSA-1368082,1.8727047e-06
R-HSA-157118,1.3995937
R-HSA-202131,-2.0272074e-10
R-HSA-5358508,9.604292e-05
R-HSA-5683057,-0.00013512105
R-HSA-5223345,3.0125685e-07
R-HSA-5682910,-7.0442774e-10
R-HSA-5423599,0.0044846567
R-HSA-6794362,3.19532e-07
R-HSA-381340,0.63885754
R-HSA-8949215,0.0
R-HSA-5205685,-1.6442345e-05
R-HSA-5696398,-3.98992e-07
R-HSA-525793,-3.65605e-05
R-HSA-73884,-9.243395e-05
R-HSA-422475,0.09078747
R-HSA-1362409,1.8240414e-07
R-HSA-1187000,1.3230103e-12
R-HSA-75072,0.0
R-HSA-189445,-2.0634974e-05
R-HSA-1566948,1.369279e-09
R-HSA-1592230,1.028978e-05
R-HSA-1475029,1.0612151e-06
R-HSA-75944,0.0
R-HSA-202733,0.004962837
R-HSA-3000157,3.8330974e-05
R-HSA-391160,4.1817776e-09
R-HSA-3000171,1.8538248e-08
R-HSA-9006934,1.9164425
R-HSA-211000,0.024186676
R-HSA-5683826,-6.0298753e-05
R-HSA-73893,-0.0023463925
R-HSA-5358351,0.01596569
R-HSA-163685,0.50379276
R-HSA-445717,-0.0009319359
R-HSA-112307,3.5604405e-08
R-HSA-446728,-3.258752e-10
R-HSA-73857,47.006397
R-HSA-165159,-0.0056975805
R-HSA-1181150,-3.2653125e-07
R-HSA-5663205,0.05971489
R-HSA-556833,10.188868
R-HSA-597592,44.76108
R-HSA-1480926,9.138885e-09
R-HSA-381426,0.00088089326
R-HSA-1474228,0.0012892754
R-HSA-452723,6.4729416e-10
R-HSA-5619115,0.00027025313
R-HSA-5619507,0.06673968
R-HSA-5617833,0.07678354
R-HSA-69278,17.651663
R-HSA-1483249,1.1431366
R-HSA-212165,1.1907253
R-HSA-69239,-6.4608976e-05
R-HSA-429914,0.0019558314
R-HSA-194315,23.496214
R-HSA-445355,5.3767058e-06
R-HSA-1368071,-2.2705025e-11
R-HSA-73887,0.5975611
R-HSA-71387,0.20890832
R-HSA-1268020,8.2914844e-13
R-HSA-195721,3.7450085
R-HSA-72766,1.7622986
R-HSA-418346,-0.0049675815
R-HSA-5218859,1.0366932e-05
R-HSA-9006927,1.2066685e-07
R-HSA-372790,12.342504
R-HSA-5663202,11.397003
R-HSA-69620,0.3903544
R-HSA-428359,-1.9366713e-05
R-HSA-73886,0.00025432435
R-HSA-8981607,0.0
R-HSA-74158,0.31725746
R-HSA-15869,1.1246406e-07
R-HSA-450531,0.00012679577
R-HSA-6805567,0.68797475
R-HSA-72086,-2.8993909e-05
R-HSA-1280218,19.619463
R-HSA-140877,-2.7606077e-08
R-HSA-73864,0.3455455
R-HSA-2980736,-0.0001582546
R-HSA-5668914,1.6735791e-08
R-HSA-3000178,-0.0004044501
R-HSA-8934903,0.0008537056
R-HSA-75205,0.0
R-HSA-9006921,-0.000110152425
R-HSA-390522,0.0017914039
R-HSA-72203,0.01947562
R-HSA-73942,2.1959184e-05
R-HSA-1368108,7.0669294e-06
R-HSA-425407,0.00028130456
R-HSA-381119,1.5084765e-05
R-HSA-5260271,-6.5215715e-07
R-HSA-1280215,5.147216
R-HSA-3781865,1.4631976
R-HSA-196854,0.103064135
R-HSA-71737,0.0
R-HSA-5576891,5.3904747e-05
R-HSA-1500620,0.012738962
R-HSA-68874,-0.0003746645
R-HSA-382556,2.1261468e-09
R-HSA-373753,0.0011185539
R-HSA-109581,0.639172
R-HSA-8935690,1.1055757e-07
R-HSA-71291,0.055619992
R-HSA-199991,3.5226915
R-HSA-6783310,4.203626e-07
R-HSA-5676934,0.0
R-HSA-211859,0.09919589
R-HSA-9006936,0.37110597
R-HSA-168249,31.021057
R-HSA-9006925,10.970546
R-HSA-76002,3.4911666
R-HSA-9006931,2.0599685
R-HSA-5693532,6.3171487
R-HSA-5660526,0.0
R-HSA-2161522,0.0
R-HSA-8941237,0.0
R-HSA-391251,0.08175103
R-HSA-1296071,-3.8931958e-06
R-HSA-216083,0.00041567063
R-HSA-1428517,-4.759972e-06
R-HSA-8863678,1.2014058e-05
R-HSA-194441,-1.2300169e-10
R-HSA-186712,-8.057789e-11
R-HSA-983231,-0.00024468964
R-HSA-2586552,-2.1770607e-08
R-HSA-9033241,5.6828884e-07
R-HSA-1566977,-7.06736e-10
R-HSA-72306,-8.149428e-08
R-HSA-2262752,26.609465
R-HSA-977225,0.67558664
