,coef
R-HSA-110362,1.3266787e-06
R-HSA-5651801,-0.00014515936
R-HSA-73930,0.0
R-HSA-111461,9.1705064e-05
R-HSA-264870,0.00019483855
R-HSA-351906,0.003858271
R-HSA-352238,-3.9220333e-05
R-HSA-111469,1.5508826e-05
R-HSA-111885,0.6385864
R-HSA-111933,1.958062e-06
R-HSA-112399,0.31076804
R-HSA-110056,-9.911911e-09
R-HSA-112411,-1.2868194e-06
R-HSA-113510,0.23470958
R-HSA-111446,0.011893007
R-HSA-111447,0.017397214
R-HSA-111448,0.3598602
R-HSA-139910,0.005976205
R-HSA-139915,0.23153298
R-HSA-1169091,0.002544412
R-HSA-1169092,8.828256e-06
R-HSA-2025928,-1.771621e-07
R-HSA-1169408,0.43912283
R-HSA-1234158,0.0002903419
R-HSA-1234162,-0.00024619504
R-HSA-1234176,0.007982259
R-HSA-1236973,0.06783715
R-HSA-1236974,0.03929887
R-HSA-1236977,0.13051718
R-HSA-1236978,0.042855754
R-HSA-1296041,-7.475191e-11
R-HSA-211227,5.754321e-10
R-HSA-3371378,1.40117545e-05
R-HSA-69416,2.0926825e-07
R-HSA-141430,-1.1820703e-09
R-HSA-141444,0.17938545
R-HSA-1461957,9.598728e-07
R-HSA-1462054,7.074798e-10
R-HSA-1482788,-0.05821587
R-HSA-1482798,0.026653158
R-HSA-1482801,0.024067847
R-HSA-1482839,0.10314182
R-HSA-1482883,0.024402104
R-HSA-1482922,-0.0055839457
R-HSA-1482925,-0.0019418328
R-HSA-1483115,-0.010155144
R-HSA-1483148,0.04113261
R-HSA-1483166,-0.03173871
R-HSA-1483191,0.027554829
R-HSA-1483196,-4.796672e-05
R-HSA-1483213,0.11620396
R-HSA-1483226,-0.031983394
R-HSA-1483248,0.04177782
R-HSA-1660499,6.4079213
R-HSA-1660514,0.7972881
R-HSA-1660516,0.6930371
R-HSA-1660517,0.36149392
R-HSA-1660524,0.0
R-HSA-1660537,0.0
R-HSA-6814848,0.0
R-HSA-8847453,0.037885986
R-HSA-1362277,0.0070093023
R-HSA-1362300,0.00023019713
R-HSA-159424,1.8743791e-12
R-HSA-173599,8.976502e-12
R-HSA-174403,-4.0784715e-12
R-HSA-159227,-8.0554365e-08
R-HSA-159230,-1.924488e-07
R-HSA-159231,5.5120304e-06
R-HSA-159740,-3.1661154e-10
R-HSA-159763,-3.9361348e-07
R-HSA-159782,-1.7962644e-07
R-HSA-1606341,0.017443556
R-HSA-1810476,0.011339289
R-HSA-1614517,0.0
R-HSA-162594,0.00048107025
R-HSA-162599,0.065574475
R-HSA-164952,0.027768854
R-HSA-176033,0.010388379
R-HSA-176034,-6.115402e-07
R-HSA-177243,0.012772259
R-HSA-180534,0.0032123034
R-HSA-180585,0.0050398875
R-HSA-180689,0.0022676915
R-HSA-2022854,2.5618898e-05
R-HSA-2022857,5.1205185e-05
R-HSA-1971475,0.038654298
R-HSA-2022928,0.05166579
R-HSA-2024096,0.0060293484
R-HSA-2426168,-0.004438205
R-HSA-166020,8.492769e-14
R-HSA-166166,2.0908344
R-HSA-445989,-0.042842504
R-HSA-450294,0.54304767
R-HSA-167826,-6.4839405e-11
R-HSA-167827,4.440964e-10
R-HSA-166786,-6.0601074e-10
R-HSA-173736,0.0
R-HSA-975155,1.1988893
R-HSA-168927,-6.43217e-05
R-HSA-9013957,0.09119925
R-HSA-9013973,0.055862468
R-HSA-9014325,-0.024198653
R-HSA-168276,8.192071e-06
R-HSA-168277,0.0
R-HSA-168268,0.0
R-HSA-168270,0.0
R-HSA-168271,1.394854e-10
R-HSA-168273,-0.06795033
R-HSA-168274,5.1755706e-09
R-HSA-168275,0.0
R-HSA-5250955,2.0112603e-08
R-HSA-5250958,3.564918e-09
R-HSA-5250968,-8.182889e-13
R-HSA-5250971,1.0428172e-05
R-HSA-5250981,4.0632037e-07
R-HSA-5250982,1.4553253e-08
R-HSA-5250989,9.474573e-08
R-HSA-5250992,-1.0817848e-09
R-HSA-174084,0.077095285
R-HSA-174178,0.07846601
R-HSA-176407,0.108066075
R-HSA-176814,0.2135479
R-HSA-174417,-1.0150027e-11
R-HSA-2022870,0.078823745
R-HSA-2022923,0.0059762313
R-HSA-2024101,0.014842372
R-HSA-171319,-3.965239e-12
R-HSA-629602,-4.3172482e-10
R-HSA-3249367,-6.4357475e-09
R-HSA-3270619,-1.0736569e-09
R-HSA-1839124,-0.044678856
R-HSA-1839126,0.01888214
R-HSA-187015,3.06611e-07
R-HSA-167021,0.0032438242
R-HSA-177504,0.006711912
R-HSA-187687,-5.853816e-05
R-HSA-198203,0.004948097
R-HSA-198725,0.005087667
R-HSA-198745,5.2797504e-06
R-HSA-198765,-6.5153586e-06
R-HSA-190239,0.0014326473
R-HSA-190241,0.024043972
R-HSA-190242,-0.036594473
R-HSA-190322,0.018274574
R-HSA-190861,-3.1343432e-05
R-HSA-190873,9.084489e-05
R-HSA-6807047,0.0
R-HSA-6807062,0.0
R-HSA-191647,1.8940835e-11
R-HSA-192105,-1.8219474e-07
R-HSA-209543,-5.449844e-08
