,coef
R-HSA-157579,-0.0047980575
R-HSA-72613,1.9817815
R-HSA-390522,0.12179613
R-HSA-8849175,-9.669313e-13
R-HSA-1630316,3.3063927e-06
R-HSA-190236,0.48393324
R-HSA-1369062,-9.182359e-10
R-HSA-8981373,0.0
R-HSA-6806834,-0.0010019059
R-HSA-163765,0.0
R-HSA-3299685,0.18308972
R-HSA-1980145,0.0010378642
R-HSA-8856828,0.0018276784
R-HSA-1502540,4.9202015e-07
R-HSA-5173105,1.3901104
R-HSA-392518,0.011934027
R-HSA-977225,0.36200455
R-HSA-1855167,2.2456233e-07
R-HSA-210993,0.0054040207
R-HSA-6798163,0.0
R-HSA-5662702,0.0
R-HSA-9013694,0.5001021
R-HSA-425366,-4.1730444e-05
R-HSA-112310,7.395715e-07
R-HSA-5687128,-2.1062322e-05
R-HSA-71406,-3.392122e-06
R-HSA-1296052,0.00049427553
R-HSA-5619102,9.261638e-05
R-HSA-114604,0.12627034
R-HSA-381042,0.0
R-HSA-450513,7.2852167e-06
R-HSA-1296346,-1.3618935e-10
R-HSA-373755,0.004433882
R-HSA-73777,-0.00010876851
R-HSA-3371556,0.53348887
R-HSA-1980143,1.83603
R-HSA-432047,3.744068e-08
R-HSA-6783310,4.1877374e-08
R-HSA-76005,3.0976386
R-HSA-1614635,0.0
R-HSA-163680,1.1890897e-07
R-HSA-209776,0.0002474588
R-HSA-2978092,-4.469385e-08
R-HSA-210745,-8.199525e-09
R-HSA-72200,-3.254586e-12
R-HSA-163841,0.012637555
R-HSA-6788656,-3.72443e-12
R-HSA-76009,3.0515553e-13
R-HSA-195253,0.06447122
R-HSA-76046,0.22168386
R-HSA-74752,0.6603197
R-HSA-5632927,0.0
R-HSA-74182,-0.004294995
R-HSA-1912422,2.5825188
R-HSA-5334118,1.281471e-06
R-HSA-749476,0.17414221
R-HSA-5682910,-4.8793763e-10
R-HSA-1368108,1.6256768e-08
R-HSA-68886,9.772783
R-HSA-1442490,0.0004831209
R-HSA-72202,0.83354414
R-HSA-6811442,2.4689715
R-HSA-8873719,0.15368119
R-HSA-110314,1.6862379e-09
R-HSA-446353,-3.2749687e-09
R-HSA-163767,3.7688665e-11
R-HSA-75158,0.0029228593
R-HSA-8853383,0.0
R-HSA-70370,9.744758e-07
R-HSA-70326,7.7412375e-07
R-HSA-983705,0.28143355
R-HSA-1483257,1.0220506
R-HSA-5601884,-0.00019678251
R-HSA-168928,0.7094468
R-HSA-210990,5.19575e-06
R-HSA-8956321,3.203516e-12
R-HSA-3000170,-1.3261568e-08
R-HSA-163282,-6.9682865e-10
R-HSA-73779,0.010671492
R-HSA-5661270,0.0
R-HSA-199977,5.8153276
R-HSA-212300,-0.002092929
R-HSA-77595,3.25457e-05
R-HSA-2682334,-0.0005023491
R-HSA-69615,-0.006086919
R-HSA-1855196,0.0
R-HSA-449147,3.0395443
R-HSA-373753,0.000102931495
R-HSA-389977,0.0007113377
R-HSA-2474795,0.0
R-HSA-450520,1.390914e-07
R-HSA-388396,12.321161
R-HSA-380972,0.017036118
R-HSA-75157,0.07505891
R-HSA-9033500,-4.0244133e-10
R-HSA-3214842,0.19132161
R-HSA-8981607,-4.1442535e-12
R-HSA-163316,0.0
R-HSA-69190,2.5061287e-05
R-HSA-8951664,7.572473
R-HSA-5602358,7.008247e-05
R-HSA-1222556,0.027288614
R-HSA-6802957,0.030863903
R-HSA-69052,0.00011968245
R-HSA-982772,4.8913235e-11
R-HSA-5576894,5.955137e-05
R-HSA-8876725,-1.308918e-07
R-HSA-198933,-0.0765152
R-HSA-2395516,0.0
R-HSA-77588,1.776484e-05
R-HSA-1592389,0.004438259
R-HSA-2160456,0.0
R-HSA-5339562,0.00018052512
R-HSA-1237044,-1.1978113e-07
R-HSA-1855204,0.29088545
R-HSA-5423646,0.0007421629
R-HSA-975956,0.006582889
R-HSA-5620920,-3.8241365e-06
R-HSA-3000157,0.02402052
R-HSA-8874211,-2.7114222e-10
R-HSA-8868773,-1.4916197e-05
R-HSA-5687613,1.3766883e-07
R-HSA-8851680,6.989863e-08
R-HSA-2559583,8.707828
R-HSA-70614,0.0
R-HSA-917977,-2.2353677e-05
R-HSA-499943,-5.5117338e-11
R-HSA-3000178,0.053915925
R-HSA-192456,8.132131e-05
R-HSA-3906995,4.4723883
R-HSA-163125,0.0
R-HSA-1221632,2.442601e-06
R-HSA-917729,0.52253807
R-HSA-3858494,0.49891734
R-HSA-8852405,-1.497523e-12
R-HSA-391160,-6.980476e-11
R-HSA-8934903,3.8595127e-09
R-HSA-400508,-0.00011354089
R-HSA-177929,5.3446776e-05
R-HSA-194840,3.7523181
R-HSA-426496,7.500249e-07
R-HSA-3238698,0.0
R-HSA-1433617,0.0
R-HSA-373760,-2.02455e-05
R-HSA-69618,0.12340402
R-HSA-8848021,0.00038685513
R-HSA-191859,3.603976e-09
R-HSA-388844,-2.375689e-05
R-HSA-5621481,3.0060647
R-HSA-8957322,0.031921674
R-HSA-8849932,-0.0017485977
R-HSA-163359,0.00020923058
R-HSA-453274,3.22503
R-HSA-5693571,1.999234
R-HSA-73856,0.6723502
R-HSA-5545483,-5.8479613e-06
R-HSA-203765,1.7259669e-07
R-HSA-3214841,5.845088
R-HSA-194138,0.015362514
R-HSA-1296061,0.0
R-HSA-1643713,0.00068011397
R-HSA-5663084,6.854433e-07
R-HSA-170834,0.22225693
R-HSA-8957275,0.022294382
R-HSA-5632928,-1.0450651e-06
R-HSA-983169,17.111189
R-HSA-75205,-0.0004498228
R-HSA-774815,0.013570449
R-HSA-3000497,4.4122768e-08
R-HSA-381070,-0.09470297
R-HSA-1855191,0.0
R-HSA-73933,2.4507533e-05
R-HSA-1170546,0.00014547168
R-HSA-5250913,-0.015533875
R-HSA-430116,-1.9277144e-10
R-HSA-9018678,0.00012143004
R-HSA-112311,0.0
R-HSA-165181,6.152224e-05
R-HSA-426486,0.0
R-HSA-5652084,0.0
R-HSA-73863,-1.0355163e-05
R-HSA-140834,1.4983395e-05
R-HSA-2564830,-9.175683e-13
R-HSA-1369007,0.0
R-HSA-2404192,0.00058744114
R-HSA-111367,0.0
R-HSA-9012852,0.41505745
R-HSA-3371497,19.414782
R-HSA-189451,0.0
R-HSA-73929,4.091836e-09
R-HSA-8963678,-1.6813528e-11
R-HSA-140875,-5.3714984e-07
R-HSA-5609975,0.0
R-HSA-209952,-0.035925917
R-HSA-5221030,0.0
R-HSA-5661231,0.0
R-HSA-5358565,-0.00024289422
R-HSA-73780,0.0011736959
R-HSA-5660489,2.0032107e-07
R-HSA-8848584,-5.8944787e-13
R-HSA-379724,0.0018166255
R-HSA-1300644,3.2153096e-11
R-HSA-5683826,-1.648678e-08
R-HSA-2132295,4.2686396
R-HSA-5578775,0.0007048751
R-HSA-8956320,0.0
R-HSA-6807505,1.3748921
R-HSA-5579029,-6.647681e-07
R-HSA-8956319,3.6786247e-08
R-HSA-5610787,0.0052131168
R-HSA-75893,0.049560864
R-HSA-216083,0.027608562
R-HSA-112308,1.3574539e-10
R-HSA-2454202,1.701163
R-HSA-8949664,0.0
R-HSA-75153,-1.2123285e-05
R-HSA-450385,3.723782e-06
R-HSA-2586552,1.8352496e-07
R-HSA-2644603,2.0801284
R-HSA-189200,1.3586052e-07
R-HSA-109606,0.14524014
R-HSA-418360,-5.340545e-08
R-HSA-432030,0.0
R-HSA-112313,1.3755687e-09
R-HSA-114508,1.99489e-08
R-HSA-203927,2.1226582e-05
R-HSA-3296482,2.0614144e-07
R-HSA-2129379,-2.475334e-07
R-HSA-8941237,6.4908214e-08
R-HSA-1300645,0.0
R-HSA-8978868,0.0004602908
R-HSA-75896,0.0
R-HSA-3214815,0.7170869
R-HSA-2161517,0.0
R-HSA-5693538,8.28977
R-HSA-1834949,0.021377513
R-HSA-112314,0.014115778
R-HSA-5688426,15.090893
R-HSA-5696399,-0.0010405323
R-HSA-879415,-9.020828e-10
R-HSA-3214847,7.6448007
R-HSA-75892,0.00082917046
R-HSA-189483,0.0
R-HSA-69002,1.6304433e-05
R-HSA-1296072,0.00024978782
R-HSA-196849,-2.6992444e-07
R-HSA-3304351,2.6228456e-05
R-HSA-392851,0.32475448
R-HSA-169911,0.0006372237
R-HSA-390466,1.8916265
R-HSA-4791275,1.5417453
R-HSA-5676934,0.0
R-HSA-2892247,2.4827695e-10
R-HSA-5368287,4.746299
R-HSA-5693606,2.1120136
R-HSA-1433557,-1.410056e-11
R-HSA-212436,29.920397
R-HSA-2219528,2.209074
R-HSA-5632684,0.0073543834
R-HSA-5387390,1.2037742e-05
R-HSA-193704,0.7895444
R-HSA-453279,1.0127072
R-HSA-8979227,-5.7867314e-06
R-HSA-201451,0.04554785
R-HSA-429958,-7.212822e-07
R-HSA-430039,0.0001191824
R-HSA-8982491,1.1459669e-07
R-HSA-1799339,-0.0015253054
R-HSA-140837,-5.0307627e-08
R-HSA-2892245,-4.927909e-07
R-HSA-71737,1.9064552e-06
R-HSA-210746,2.4293053e-07
R-HSA-445355,0.0027072418
R-HSA-1855170,0.0
R-HSA-70895,0.0
R-HSA-3000484,-5.044571e-11
R-HSA-2029480,8.464376e-05
R-HSA-373752,4.962269e-06
R-HSA-69481,-0.00030958847
R-HSA-913531,1.3993932
R-HSA-6794361,-1.2306119e-05
R-HSA-8964572,0.0
R-HSA-1855183,3.2491193e-05
R-HSA-1475029,0.0
R-HSA-210744,2.0864088e-09
R-HSA-6785470,2.5245768e-09
R-HSA-77075,-0.08001589
R-HSA-5653890,0.0
R-HSA-2161541,8.0120856e-07
R-HSA-8853659,1.0232117e-08
R-HSA-381340,-3.6804074e-06
R-HSA-429947,0.033330765
R-HSA-2022090,0.0
R-HSA-8949613,0.0
R-HSA-425397,-0.0036776678
R-HSA-199992,0.22624373
R-HSA-432040,0.010283611
R-HSA-1855215,0.0
R-HSA-8866376,-6.851952e-13
R-HSA-1236394,0.018978804
R-HSA-1855184,0.0
R-HSA-71336,0.0
R-HSA-73980,-0.00016777967
R-HSA-2028269,1.4657487e-08
R-HSA-8955332,0.39012897
R-HSA-6782315,0.0
R-HSA-2990846,16.414194
R-HSA-1855229,0.0
R-HSA-432142,0.0001361818
R-HSA-1855192,0.0
R-HSA-210991,2.4796203e-09
R-HSA-201681,0.17302954
R-HSA-1268020,-9.700022e-06
R-HSA-2534343,0.0
R-HSA-8963898,-1.648843e-07
R-HSA-375165,0.020474114
R-HSA-1855231,0.0
R-HSA-157858,3.068577e-08
R-HSA-195258,16.680176
R-HSA-162906,0.7452783
R-HSA-202403,4.4569016
R-HSA-376176,0.011097231
R-HSA-5205685,-1.4094784e-08
R-HSA-5213460,3.0592888e-05
R-HSA-983189,0.011597911
R-HSA-1296065,0.00043622227
R-HSA-1300652,0.0
R-HSA-975957,0.02202083
R-HSA-5576893,0.0027433427
R-HSA-8876384,9.524614e-06
R-HSA-428157,0.25014558
R-HSA-389661,0.0
R-HSA-450604,6.998739e-06
R-HSA-674695,0.4166489
R-HSA-2172127,0.3180998
R-HSA-6781827,-0.000104439016
R-HSA-2168880,-8.805529e-06
