,coef
R-HSA-110362,3.7685088e-06
R-HSA-5651801,2.073916e-05
R-HSA-73930,-1.2697716e-10
R-HSA-111461,-2.608748e-09
R-HSA-264870,5.7583646e-11
R-HSA-351906,-1.129492e-05
R-HSA-352238,-1.8040608e-09
R-HSA-111469,-5.84864e-09
R-HSA-111885,2.3798366
R-HSA-111933,0.00064244634
R-HSA-112399,0.49455914
R-HSA-110056,2.7922547e-19
R-HSA-112411,-3.469828e-15
R-HSA-113510,0.12549844
R-HSA-111446,0.0040254714
R-HSA-111447,0.0020646018
R-HSA-111448,0.066393144
R-HSA-139910,0.0032925815
R-HSA-139915,0.06943197
R-HSA-1169091,0.17702042
R-HSA-1169092,0.0015557036
R-HSA-2025928,0.09403638
R-HSA-1169408,1.3992271
R-HSA-1234158,0.0016688291
R-HSA-1234162,-3.4446082e-06
R-HSA-1234176,0.0029710627
R-HSA-1236973,-1.6048709e-06
R-HSA-1236974,0.022058599
R-HSA-1236977,-0.008799225
R-HSA-1236978,0.032299574
R-HSA-1296041,0.00043627465
R-HSA-211227,2.461991e-14
R-HSA-3371378,0.0058392948
R-HSA-69416,0.007995493
R-HSA-141430,0.0032391178
R-HSA-141444,0.12016487
R-HSA-1461957,0.025907915
R-HSA-1462054,-1.1995781e-13
R-HSA-1482788,-0.025215726
R-HSA-1482798,0.00014669164
R-HSA-1482801,0.0008486856
R-HSA-1482839,0.00030466006
R-HSA-1482883,-8.611798e-13
R-HSA-1482922,-3.1510879e-06
R-HSA-1482925,-0.0002828764
R-HSA-1483115,-9.7817516e-05
R-HSA-1483148,0.0021925587
R-HSA-1483166,-0.13841417
R-HSA-1483191,-0.0074001923
R-HSA-1483196,0.0
R-HSA-1483213,0.0071006636
R-HSA-1483226,-0.010081884
R-HSA-1483248,0.0011952475
R-HSA-1660499,1.0287468
R-HSA-1660514,0.03258298
R-HSA-1660516,0.07312586
R-HSA-1660517,0.05610631
R-HSA-1660524,0.0
R-HSA-1660537,0.0
R-HSA-6814848,-5.461419e-06
R-HSA-8847453,0.0012015215
R-HSA-1362277,2.4226883e-05
R-HSA-1362300,-1.1113322e-06
R-HSA-159424,-6.725893e-13
R-HSA-173599,2.590444e-10
R-HSA-174403,-3.8890727e-07
R-HSA-159227,0.025353648
R-HSA-159230,0.011286554
R-HSA-159231,0.15570016
R-HSA-159740,1.2938326e-05
R-HSA-159763,4.195733e-05
R-HSA-159782,2.9797879e-05
R-HSA-1606341,0.004403954
R-HSA-1810476,-0.00017412867
R-HSA-1614517,0.0
R-HSA-162594,7.156831e-12
R-HSA-162599,0.13085416
R-HSA-164952,0.27774325
R-HSA-176033,0.054927282
R-HSA-176034,-3.6463367e-05
R-HSA-177243,0.20566271
R-HSA-180534,0.018829938
R-HSA-180585,0.05617093
R-HSA-180689,0.0011272508
R-HSA-2022854,1.564993e-11
R-HSA-2022857,-3.3269416e-08
R-HSA-1971475,1.8671645e-06
R-HSA-2022928,1.771545e-08
R-HSA-2024096,9.9124335e-09
R-HSA-2426168,3.2135428e-09
R-HSA-166020,7.096511e-13
R-HSA-166166,1.6312479
R-HSA-445989,-0.021856846
R-HSA-450294,0.6356675
R-HSA-167826,2.947931e-15
R-HSA-167827,1.9205371e-16
R-HSA-166786,-4.0894213e-07
R-HSA-173736,0.0
R-HSA-975155,1.4159639
R-HSA-168927,0.09475272
R-HSA-9013957,0.28369
R-HSA-9013973,0.38004884
R-HSA-9014325,-0.037505023
R-HSA-168276,6.340342e-06
R-HSA-168277,0.0
R-HSA-168268,0.0
R-HSA-168270,0.0
R-HSA-168271,-2.1902808e-05
R-HSA-168273,-0.011743012
R-HSA-168274,3.5621837e-05
R-HSA-168275,0.0
R-HSA-5250955,1.7200867e-12
R-HSA-5250958,1.3575448e-12
R-HSA-5250968,-1.204579e-13
R-HSA-5250971,8.984846e-12
R-HSA-5250981,5.1062463e-14
R-HSA-5250982,-2.4645603e-15
R-HSA-5250989,1.0717785e-11
R-HSA-5250992,-2.928717e-15
R-HSA-174084,0.028691605
R-HSA-174178,0.0137679465
R-HSA-176407,0.02137859
R-HSA-176814,0.04644846
R-HSA-174417,2.5413803e-05
R-HSA-2022870,5.6681836e-07
R-HSA-2022923,1.5755242e-12
R-HSA-2024101,1.5440634e-08
R-HSA-171319,-3.1344016e-10
R-HSA-629602,4.1283226e-08
R-HSA-3249367,0.0053273807
R-HSA-3270619,0.0030155643
R-HSA-1839124,4.2178763e-06
R-HSA-1839126,-0.0002162325
R-HSA-187015,2.166505e-06
R-HSA-167021,0.0048331083
R-HSA-177504,0.024839949
R-HSA-187687,0.016427362
R-HSA-198203,0.016144836
R-HSA-198725,0.017460905
R-HSA-198745,-0.0009372321
R-HSA-198765,0.00035393288
R-HSA-190239,0.003801166
R-HSA-190241,0.021927956
R-HSA-190242,-0.049861297
R-HSA-190322,0.055945296
R-HSA-190861,-4.947047e-09
R-HSA-190873,-9.957527e-12
R-HSA-6807047,0.0
R-HSA-6807062,0.0
R-HSA-191647,3.5685687e-08
R-HSA-192105,0.00057423837
R-HSA-209543,-6.5573615e-05
R-HSA-209560,4.2635317e-09
R-HSA-193634,2.827629e-12
R-HSA-209563,2.4363228e-11
R-HSA-159418,0.002564785
R-HSA-195399,0.0039879675
R-HSA-193048,-3.1219837e-08
R-HSA-193144,-5.841859e-08
R-HSA-193993,1.522801e-05
R-HSA-194002,2.5558202e-06
R-HSA-196108,-1.7161488e-08
R-HSA-197264,-7.8438075e-11
R-HSA-196783,3.0492706e-10
R-HSA-6811558,2.840002
R-HSA-4411364,-7.2244926e-05
R-HSA-2046105,6.918046e-16
R-HSA-2046106,-5.2454325e-09
R-HSA-193648,0.7592345
R-HSA-205025,-0.014715281
R-HSA-205043,0.045093767
R-HSA-350864,8.8309035e-16
R-HSA-211916,0.00037938097
R-HSA-211935,2.2405474e-07
R-HSA-211958,1.5142842e-07
R-HSA-211976,0.0009094382
R-HSA-211979,8.2534797e-07
R-HSA-211981,-4.8852576e-06
R-HSA-2142670,-6.218958e-08
R-HSA-2142688,5.8620094e-06
R-HSA-2142691,1.15842276e-07
R-HSA-2142696,0.0
R-HSA-2142712,9.838193e-14
R-HSA-2142770,0.0
R-HSA-2142816,-9.8198136e-08
R-HSA-2162123,-2.0695506e-11
R-HSA-2142850,-9.343039e-21
R-HSA-2160916,-3.3098182e-14
R-HSA-2173788,0.0029096215
R-HSA-2173795,0.32928255
R-HSA-2173796,0.20809221
R-HSA-2206280,0.0
R-HSA-2206282,0.0
R-HSA-2206285,0.0
R-HSA-2206290,0.0
R-HSA-2206291,0.0
R-HSA-2206292,0.0
R-HSA-2206296,0.0
R-HSA-2206302,0.0
R-HSA-2206305,0.0
R-HSA-2206307,0.0
R-HSA-2206308,0.0
R-HSA-2428933,0.00058744114
R-HSA-2466712,0.0
R-HSA-68881,-6.9560167e-16
R-HSA-68882,3.7316477
R-HSA-2559584,0.00034971238
R-HSA-2644606,1.0629683
R-HSA-2644607,0.007296436
R-HSA-2660826,0.0010389421
R-HSA-2691232,0.025774414
R-HSA-2894862,0.983051
R-HSA-2980766,0.5697123
R-HSA-3108214,1.0285178
R-HSA-3232118,2.0716693
R-HSA-3232142,0.36757705
R-HSA-3899300,0.9334762
R-HSA-4085377,0.3596009
