GSEA,Program
-0.3127272,1.3546060540631232e-12
0.401147,1.3517152674946687e-12
-0.10601072,1.349698388534819e-12
0.027705922999999997,1.3469618866460142e-12
0.36486647,1.340100252988918e-12
-0.08327513,1.3387568831291222e-12
-0.61583275,1.3342660309945131e-12
-0.19170544,1.3318263158978993e-12
-0.27021548,1.32873712033188e-12
0.13078797,1.3232526185902317e-12
-0.21715844,1.3222319913226353e-12
0.56854516,1.3220466388297323e-12
0.2283864,1.3085006160608416e-12
-0.16177234,1.3069982596203288e-12
0.20101237,1.3061249998225225e-12
-0.5062728,1.3047340985394842e-12
-0.010583523000000001,1.2949488703561941e-12
-0.28090164,1.2750568585114426e-12
-0.13746762,1.2717826791686094e-12
-0.19936389,1.2709833185908792e-12
0.1182319,1.2631451440370256e-12
0.17998728,1.2589040920829576e-12
0.3560963,1.2579604025120262e-12
0.17076251,1.2576606422953771e-12
-0.052957135999999995,1.2536638394067268e-12
-0.04984513,1.2523981851586541e-12
-0.09686996,1.2515342928676177e-12
-0.007458889000000001,1.2499688784028962e-12
0.27490947,1.241495795056835e-12
-0.19351421,1.2379493263825478e-12
-0.089449406,1.2339407273742613e-12
-0.066151395,1.2323919662549087e-12
0.34132686,1.2256862191861728e-12
-0.014561784,1.2241568869697517e-12
-0.18657784,1.2232118106814776e-12
-0.19127473,1.2149392603078016e-12
-0.06964066,1.2091661005797506e-12
0.04472462,1.2067347121558211e-12
-0.17148677,1.2020165631343884e-12
-0.23791488,1.1997514093309291e-12
-0.01417688,1.1996194342762061e-12
-0.37462658,1.1982859149384242e-12
0.25744575,1.1978883163177298e-12
-0.33194155,1.194755405720116e-12
-0.04944179,1.1893708240506841e-12
-0.08442299,1.1885603612427076e-12
-0.30107749,1.1882037020960468e-12
0.042143434,1.1871392757711871e-12
0.26679692,1.1861178705885325e-12
-0.03537126,1.1822842455478515e-12
0.116757885,1.1815770584178154e-12
-0.10992478,1.1811440714382117e-12
0.19094999,1.1809220268332862e-12
-0.11533942,1.1804779376234362e-12
-0.28808449999999997,1.180422426472205e-12
-0.057164825,1.1803891197814662e-12
0.039544106,1.179930111949723e-12
-0.049819157,1.1790790566124088e-12
0.2019131,1.178701580784036e-12
0.06777079400000001,1.1781686737322161e-12
-0.20041318,1.177306559532743e-12
0.30709186,1.1767808949514349e-12
-0.18436775,1.1651374309806783e-12
-0.10292874,1.1623424445161846e-12
0.30304682,1.1583549928712715e-12
0.23453496,1.1558864976279891e-12
-0.2563618,1.1514345032992424e-12
1.4054446000000003,1.1489809104148208e-12
0.48798270000000005,1.14855347455034e-12
-0.005938159,1.1465769035167575e-12
-0.1775433,1.135619376313457e-12
-0.11007576,1.13402620627312e-12
-0.15612537,1.13161147119456e-12
0.47146064,1.1299405855424996e-12
0.21850008,1.1247209660758515e-12
0.054214727000000004,1.1199235983028188e-12
0.12021162,1.1171447447666516e-12
0.5426236,1.1162626378791174e-12
0.017668208,1.1021905718840152e-12
-0.13514444,1.1014716916335489e-12
0.013834246000000001,1.0985323735371476e-12
-0.197749,1.0930263638631031e-12
0.76504815,1.0902390101819035e-12
0.23411879,1.0880711228658438e-12
-0.5968912,1.0834088617558968e-12
-0.124092795,1.0799222627255743e-12
-0.10453319,1.0770605761434294e-12
-0.14164200000000002,1.0761814182858042e-12
0.05708545,1.0753065105006954e-12
-0.24757202,1.074339575635186e-12
-0.1690239,1.0725045851422975e-12
-0.11419494,1.0695236363211791e-12
-0.5111882000000001,1.0614710065776078e-12
-0.19656856,1.0563550034703439e-12
0.17297502,1.052780085331051e-12
0.38825879,1.0520823795490128e-12
0.23447938,1.0519252136020895e-12
-0.07776075,1.0438322081696149e-12
0.38887691,1.0424772156625294e-12
-0.034728423,1.0421885576761272e-12
-0.027147007999999997,1.0420997398341569e-12
0.36026374,1.0417444684662772e-12
0.5190915,1.0402345651527867e-12
0.337121,1.0401367267487416e-12
0.23746586,1.0378200866828584e-12
-0.26032689999999997,1.0359324509323642e-12
-0.042591184000000004,1.035527219528376e-12
0.05807358,1.0314749054884945e-12
-0.16343638,1.022115725390904e-12
0.014298635,1.0195566613191432e-12
0.28757778,1.017830264515851e-12
0.25205114,1.0151934848323662e-12
0.6320392,1.013470991156895e-12
0.3038903,1.0093635996466508e-12
0.20424744,1.0078937684454558e-12
-0.08057627,1.006908445511101e-12
-0.18940125,1.0052451492742476e-12
-0.34761202,1.0047296328252739e-12
-0.15626493,9.987604493444379e-13
0.23018937,9.987566329527908e-13
0.05845713599999999,9.93205517829665e-13
-0.08990580599999999,9.927019276045887e-13
0.38205218,9.87606849599254e-13
0.775242,9.857614724495534e-13
-0.16047979999999998,9.827694213981886e-13
-0.087002814,9.817285873126025e-13
-0.28162855,9.730647497857156e-13
-0.18425775,9.688361224391429e-13
0.00081,9.664713473966916e-13
0.9561833000000001,9.650946708461558e-13
-0.064255156,9.544864898458627e-13
0.1664612,9.524936395166603e-13
0.13573594,9.524825372864146e-13
-0.11664269999999999,9.50306500158149e-13
0.2746597,9.468509309940028e-13
-0.07206443,9.46692724212994e-13
-0.12926967,9.465317418744237e-13
-0.15137948,9.455658478429995e-13
0.45793265,9.388489985440171e-13
-0.49309552,9.340210896380263e-13
-0.38725442,9.32364255246121e-13
-0.19474031,9.232212216936376e-13
0.11014569,9.186512661685245e-13
0.024991557,9.171219339521031e-13
0.4783767,9.141909451670926e-13
-0.63966006,9.079736962291918e-13
0.026675379,9.0548402109647e-13
-0.25775525,9.03879922298234e-13
-0.14995891,9.03809665997457e-13
-0.13404758,9.014402072016205e-13
-0.20250413,8.872902412804251e-13
-0.17820916,8.858913602693974e-13
-0.14486049,8.838707543645796e-13
-0.15944470000000002,8.827119590826271e-13
-0.060402468,8.826051001165072e-13
-0.31241876,8.824940778140447e-13
-0.40232462,8.819833752227168e-13
0.07123503,8.811059199436673e-13
-0.37007836,8.807621298956292e-13
0.024001002,8.797629291734665e-13
0.6292826,8.742839785469414e-13
0.5092829000000001,8.655964833792496e-13
0.15909790000000001,8.516520821899576e-13
-0.13964675,8.511455429349724e-13
-0.13871022,8.504302310649058e-13
-0.20499273,8.500311565740047e-13
0.46943882,8.487932579015478e-13
-0.23089392,8.487816352542586e-13
0.33121833,8.485656621814996e-13
0.10811747,8.427925024534488e-13
0.17054474,8.406796092597091e-13
-0.003261079,8.392120331990327e-13
0.21976186,8.379186233753444e-13
-0.25756925,8.367639914297342e-13
0.1466307,8.344439072008325e-13
-0.30108017,8.342682921986916e-13
-0.13747956,8.324563260941888e-13
0.33013546,8.324452238639424e-13
0.35568437,8.304468224196171e-13
-0.20704825,8.273159934901742e-13
0.16293858,8.265388373729368e-13
0.04663555,8.239246090946395e-13
0.27022165,8.238316279163271e-13
-0.0996496,8.217426739065559e-13
-0.20839062,8.184342092931728e-13
-0.06580718599999999,8.173905996500251e-13
0.7803462,8.170791537668359e-13
0.022095398999999998,8.157194754734865e-13
-0.55755764,8.155531805442708e-13
-0.023070472999999998,8.15525424968655e-13
-0.2566713,8.142986285264442e-13
-0.36522752,8.094538928027362e-13
-0.32104045,8.059108935754011e-13
-0.11796854400000001,8.030697634664463e-13
0.23588885,8.023942621449007e-13
0.6030506,7.986541115945213e-13
-0.19073159,7.971308017823548e-13
0.44537089999999996,7.959195802431652e-13
0.2875789,7.944728208642005e-13
-0.00348508,7.927457301715179e-13
-0.09675331,7.91205989614241e-13
0.15412319,7.892098433104344e-13
0.09864325,7.845279981211206e-13
0.682703,7.829508092208059e-13
0.40187982,7.813527602706928e-13
0.20224456,7.800269111180035e-13
-0.07140436,7.790657008399648e-13
-0.4987852,7.744279284689626e-13
-0.2908864,7.675027280384941e-13
0.05947118,7.642275701158499e-13
0.018070815,7.64144303389003e-13
-0.119070716,7.627010134569903e-13
-0.023544215,7.593072004485891e-13
0.7659483,7.580269745233181e-13
0.29683796,7.556413827991548e-13
0.35686103,7.545936098196648e-13
0.028904999,7.544576074991485e-13
0.08825084,7.537682934419257e-13
-0.16542637,7.518539610340544e-13
-0.18732989,7.481959496402623e-13
-0.15383093,7.479412922339892e-13
0.95394945,7.464251439159852e-13
-0.18809576,7.428572459857592e-13
-0.14143893,7.418232694789141e-13
0.11308304,7.367439991412539e-13
-0.3439942,7.36266603240665e-13
-0.06685908,7.341020152873411e-13
0.29204294,7.279177255915655e-13
-0.3167817,7.274236768495258e-13
-0.260207,7.262972341604001e-13
-0.5059294,7.235767540691994e-13
-0.12517338,7.233894039337941e-13
-0.25966927,7.211239664590009e-13
-0.118906535,7.127089717007262e-13
