eleNum,accuracy,precision,recall,auprc,auc,f1
8255,0.9050131926121372,0.933774834437086,0.844311377245509,0.938183050225228,0.9523923850412382,0.8867924528301886
550,0.9472295514511874,0.9625,0.9166666666666666,0.9863667957602557,0.9909162717219588,0.9390243902439024
243,0.9577836411609498,0.9393939393939394,0.9627329192546584,0.9740351562252104,0.9868938401048494,0.9509202453987732
115,0.9815303430079156,0.9757575757575756,0.9817073170731708,0.9838110544846341,0.992484401588202,0.9787234042553192
21,0.9498680738786278,0.9594594594594594,0.9161290322580644,0.981173415899405,0.9822292626728112,0.9372937293729372
18,0.9630606860158312,0.9467455621301776,0.9696969696969696,0.9922456160434944,0.9901161144151798,0.9580838323353292
8255,0.9155672823218998,0.934640522875817,0.8666666666666667,0.9720904599360922,0.9730387992070236,0.89937106918239
550,0.9472295514511874,0.91875,0.9545454545454546,0.9566153247152812,0.9782106782106782,0.9363057324840764
243,0.9498680738786278,0.9533333333333334,0.9225806451612903,0.9662432102993104,0.9796082949308756,0.9377049180327868
115,0.9551451187335092,0.972972972972973,0.9171974522292994,0.9896433196841292,0.9896425087507892,0.9442622950819672
21,0.9472295514511874,0.9736842105263158,0.902439024390244,0.9745536600293436,0.9793817356778218,0.9367088607594938
18,0.9656992084432716,0.9556962025316456,0.9617834394904459,0.9902561024860552,0.9903310954266368,0.9587301587301588
8255,0.9155672823218998,0.9407894736842104,0.8614457831325302,0.9668278640233414,0.9674189716612932,0.8993710691823898
550,0.9313984168865436,0.9272727272727272,0.9161676646706588,0.9601370245155338,0.9673906903174784,0.9216867469879516
243,0.934036939313984,0.9328859060402684,0.9025974025974026,0.9605635774368992,0.9625396825396826,0.9174917491749176
115,0.9445910290237468,0.9675324675324676,0.9030303030303032,0.9757813534164064,0.972189181534976,0.9341692789968652
21,0.9182058047493404,0.9285714285714286,0.8914285714285715,0.9631144303068532,0.9650840336134454,0.9096209912536444
18,0.9393139841688656,0.9382716049382716,0.9212121212121211,0.96405481299104,0.9635230812800908,0.9296636085626911
8255,0.8865435356200527,0.9574468085106383,0.7848837209302325,0.954842908452466,0.9712110998764184,0.8626198083067093
550,0.9366754617414248,0.9487179487179488,0.902439024390244,0.9781348653203121,0.979863868406126,0.925
243,0.9551451187335092,0.9675324675324676,0.9254658385093169,0.9823091241953728,0.9818508177104108,0.946031746031746
115,0.9630606860158312,0.95625,0.95625,0.972818720784328,0.9866723744292236,0.95625
21,0.9736147757255936,0.9777777777777776,0.967032967032967,0.9822061906348376,0.9856361912199476,0.9723756906077348
18,0.9604221635883904,0.9395973154362416,0.9589041095890408,0.9642626657672444,0.9844200129343288,0.9491525423728814
8255,0.9208443271767808,0.9303797468354428,0.8855421686746988,0.9603579524398972,0.9714350359183213,0.9074074074074074
550,0.9472295514511874,0.9397590361445785,0.9397590361445785,0.9719874571582554,0.9828610215509926,0.9397590361445785
243,0.9551451187335092,0.9746835443037974,0.9221556886227544,0.9866445107130528,0.986498700711784,0.9476923076923076
115,0.9313984168865436,0.9084967320261438,0.9205298013245032,0.9717027939227888,0.9795224817009408,0.9144736842105264
21,0.9393139841688656,0.9320987654320988,0.9263803680981596,0.9575082917895952,0.9738695750965688,0.9292307692307692
18,0.9472295514511874,0.9440993788819876,0.9325153374233128,0.9736195244753308,0.9828874119518292,0.9382716049382716
Avg18,0.9551451187335092,0.9448820127836648,0.9488223954823779,0.9768877443526329,0.9822555432016132,0.9467803493878664
Avg21,0.9456464379947228,0.9543183283534159,0.9206819926416012,0.9717111977320068,0.9772401596561191,0.9370460082449158
Avg115,0.9551451187335094,0.956201949657832,0.9357429747314552,0.9787514484584572,0.9841021896008264,0.9455757325089356
Avg243,0.9503957783641159,0.9535658381207612,0.9271064988290846,0.9739591157739692,0.9794782671995204,0.9399681932661064
Avg550,0.941952506596306,0.9393999424270508,0.9259155692835204,0.9706482934939278,0.9798485060414468,0.9323551811721018
Avg8255,0.908707124010554,0.9394062772686388,0.8485699433299274,0.958460447015405,0.9670992583408592,0.8911123613818169
,,,,,,
8255,0.9102902374670184,0.9261744966442952,0.8571428571428571,0.9659479820473912,0.9682033164282864,0.8903225806451613
1374,0.9419525065963059,0.9440993788819876,0.9212121212121211,0.9676307130806518,0.9792126876239026,0.9325153374233128
1056,0.9551451187335092,0.9457831325301204,0.9515151515151516,0.9736780148134576,0.9838431039365618,0.9486404833836858
443,0.9472295514511874,0.9303797468354429,0.9423076923076924,0.9792389705860488,0.9837587673910544,0.9363057324840764
146,0.9577836411609498,0.9415204678362572,0.9640718562874252,0.978146032460678,0.9864563326177832,0.9526627218934912
26,0.9656992084432716,0.9378881987577641,0.9805194805194806,0.97729221354067,0.981875901875902,0.9587301587301588
8255,0.9261213720316622,0.9539473684210528,0.8734939759036144,0.9760836667725185,0.9793257537191018,0.9119496855345912
1374,0.9551451187335092,0.9551282051282052,0.9371069182389936,0.9847883036358892,0.9861063464837049,0.946031746031746
1056,0.9472295514511874,0.9378881987577641,0.9378881987577641,0.9806857580152092,0.9823066841415464,0.9378881987577641
443,0.949868073878628,0.9464285714285714,0.940828402366864,0.9842512931014064,0.9812905043674274,0.9436201780415432
146,0.9419525065963059,0.9589041095890408,0.8974358974358975,0.9771607154529582,0.9776359664252041,0.9271523178807948
26,0.9525065963060686,0.9712230215827338,0.906040268456376,0.9708930800994652,0.9751386051940472,0.9375
8255,0.9261213720316622,0.9568345323741008,0.8580645161290322,0.9710942285541596,0.9740783410138248,0.9047619047619048
1374,0.9366754617414248,0.9612903225806452,0.8922155688622755,0.9709454066564543,0.972319511919557,0.9254658385093169
1056,0.9393139841688656,0.935064935064935,0.9171974522292994,0.9643766980061216,0.9743501463246684,0.9260450160771704
443,0.934036939313984,0.9480519480519479,0.8957055214723927,0.966825866979756,0.9714269484208136,0.9211356466876972
146,0.934036939313984,0.9424460431654677,0.8851351351351351,0.95133804333752,0.9531999531999532,0.9128919860627178
26,0.934036939313984,0.9266666666666666,0.9084967320261438,0.9607187736106928,0.9705882352941176,0.9174917491749176
8255,0.9129287598944592,0.9078947368421052,0.8789808917197452,0.9593030733858542,0.9649107706432548,0.8932038834951456
1374,0.9393139841688656,0.9527027027027029,0.8980891719745223,0.9798524774744884,0.9845354909049178,0.9245901639344264
1056,0.9683377308707124,0.9551282051282052,0.9675324675324676,0.98908047790286,0.9934199134199134,0.9612903225806452
443,0.9551451187335092,0.9221556886227544,0.9746835443037974,0.9774820089826548,0.983418294289478,0.9476923076923076
146,0.9577836411609498,0.9404761904761904,0.9634146341463414,0.9550405494100828,0.9794526375496312,0.9518072289156626
26,0.9656992084432716,0.952054794520548,0.9586206896551724,0.9801342629097508,0.9893899204244032,0.9553264604810996
8255,0.9261213720316622,0.9507042253521126,0.8653846153846154,0.9594129531433584,0.9642405427158791,0.9060402684563761
1374,0.9551451187335092,0.9797297297297296,0.9119496855345912,0.9837047584714238,0.986492281303602,0.9446254071661238
1056,0.9577836411609498,0.9390243902439024,0.9625,0.9787335978545204,0.9865011415525116,0.9506172839506174
443,0.9419525065963059,0.9565217391304348,0.9112426035502958,0.9727404794297024,0.9763877148492532,0.9333333333333332
146,0.9551451187335092,0.9477124183006536,0.9415584415584416,0.9852899712755899,0.9847619047619048,0.9446254071661236
26,0.9525065963060686,0.9444444444444444,0.9444444444444444,0.9811715939902772,0.98805256869773,0.9444444444444444
Avg1056,0.9535620052770449,0.9425777723449855,0.9473266540069366,0.9773109093184337,0.9840841978750403,0.9448962609499766
Avg115,0.9551451187335094,0.9562019496578321,0.9357429747314553,0.9787514484584573,0.9841021896008263,0.9455757325089357
Avg1374,0.9456464379947229,0.9585900678046542,0.9121146931645008,0.9773843318637816,0.9817332636471369,0.9346456986129852
Avg146,0.9493403693931398,0.9462118458735219,0.9303231929126481,0.9693950623873657,0.9763013589108953,0.937827932383758
Avg18,0.9551451187335092,0.9448820127836648,0.948822395482378,0.976887744352633,0.9822555432016131,0.9467803493878664
Avg21,0.9456464379947229,0.954318328353416,0.9206819926416013,0.971711197732007,0.977240159656119,0.9370460082449158
Avg243,0.950395778364116,0.9535658381207612,0.9271064988290846,0.9739591157739692,0.9794782671995204,0.9399681932661064
Avg26,0.9540897097625329,0.9464554251944314,0.9396243230203234,0.9740419848301712,0.9810090462972401,0.9426985625661242
Avg443,0.9456464379947229,0.9407075388138303,0.9329535528002084,0.9761077238159137,0.9792564458636053,0.9364174396477916
Avg550,0.9419525065963061,0.9393999424270509,0.9259155692835204,0.9706482934939278,0.9798485060414468,0.9323551811721018
Avg8255,0.9145118733509235,0.9392586745976861,0.8575916572929503,0.9624144138980306,0.9686255016224642,0.8961840129802263
,,,,,,
