,P-net_ALL,P-net_ALL,P-net_ALL,P-net_ALL,P-net_ALL,P-net_ALL
,accuracy,precision,auc,f1,aupr,recall
0,0.8616600790513834,0.8288288288288288,0.9236909323116219,0.8401826484018264,0.8932925339517093,0.8518518518518519
1,0.8656126482213439,0.8936170212765957,0.9055555555555556,0.8316831683168316,0.8870851513018843,0.7777777777777778
2,0.7865612648221344,0.7934782608695652,0.8416347381864624,0.7300000000000001,0.8165253401041704,0.6759259259259259
3,0.8571428571428571,0.8461538461538461,0.9095936213991769,0.830188679245283,0.8546768916650412,0.8148148148148148
4,0.8650793650793651,0.8189655172413793,0.9052211934156378,0.8482142857142858,0.8729852363777156,0.8796296296296297
