,loss,o1_loss,o2_loss,o3_loss,o4_loss,o5_loss,o6_loss,o1_f1,o2_f1,o3_f1,o4_f1,o5_f1,o6_f1,lr
0,433.4309580585744,0.6664243895228547,0.6812281478749643,0.6839657638332631,0.6858201062325204,0.6871278032217876,0.6861804912586024,0.10973802865436762,0.02582866956691931,0.01575157341390553,0.023898942635791138,0.004304777646418846,0.0292846147376712,0.0010000000474974513
1,431.23200399568765,0.6347328223804436,0.679185689675926,0.684333592358202,0.683263384469665,0.6827638267290475,0.6829508737762375,0.4227006560062418,0.013003492045520556,0.0,0.0,0.0,0.0,0.0010000000474974513
2,431.2642169612469,0.6145137737293055,0.6735787167407499,0.6829482275660675,0.6833455450464003,0.6831956216604402,0.6832047995954457,0.4326335867442707,0.024098503486354752,0.0,0.0,0.0,0.0,0.0010000000474974513
3,430.92893725102493,0.5887739929822412,0.664915122608147,0.6814820329741677,0.6828612820936901,0.6829034945752361,0.6829303125343701,0.47837521497270846,0.06457019781712259,0.0,0.0,0.0,0.0,0.0010000000474974513
4,430.7559775173074,0.5755351002853696,0.6544917562220356,0.6806465056863161,0.6827708547658259,0.6828048270527679,0.682856551491388,0.6112469452442509,0.275003879155853,0.0,0.0,0.0,0.0,0.0010000000474974513
5,430.6760021247486,0.5558790059963076,0.6352489956534735,0.6777194697077912,0.6825995268207965,0.6831214404342199,0.6831093513139403,0.574769120995361,0.2851506853752797,0.005824111106962261,0.0,0.0,0.0,0.0010000000474974513
6,429.9771296435063,0.5426484113282496,0.6128748259922066,0.6727603927697285,0.681639575132049,0.6823968114239154,0.6823951306909618,0.6032976419618814,0.4637987099514149,0.02884591274922437,0.0,0.0,0.0,0.0010000000474974513
7,430.2975784150681,0.5287438076321441,0.5872509048716856,0.6650616957409548,0.682182771734672,0.6834930329039546,0.6835071202551964,0.5935680172821083,0.46224822635107704,0.048438479552174556,0.0,0.0,0.0,0.0010000000474974513
8,428.6829087663405,0.5240298305997754,0.5685766534049912,0.6503715544643969,0.6787455506844096,0.6816716329886181,0.6815871478307365,0.6347687689974757,0.6026436595043333,0.2003587080848099,0.0,0.0,0.0,0.0010000000474974513
9,427.4438367786974,0.5091010677342368,0.54149725708631,0.6283469471600976,0.6746089517480076,0.6809678402277503,0.680801792900161,0.6376075744628906,0.5977870523929596,0.3411182259569074,0.01687473036570124,0.0,0.0,0.0010000000474974513
10,425.50776989625234,0.5093578566419016,0.5400304930044872,0.6063027520581047,0.66674805159616,0.678817098093505,0.6787644961092731,0.6579820289470182,0.6372789767118964,0.4545011125726275,0.05884358456524292,0.0,0.0,0.0010000000474974513
11,422.2927913854618,0.500889383625276,0.5317937743545759,0.577736496925354,0.651646081763919,0.6750274743184005,0.6755872357009661,0.6350863835599163,0.619442095850954,0.47150285674793885,0.11077753830664229,0.0,0.0,0.0010000000474974513
12,416.0583018690053,0.48658015940449023,0.5200413860897026,0.550205660928594,0.6269583790609152,0.665801459609872,0.6681840821067886,0.6832475204869072,0.7161717305679133,0.6608525771315735,0.43898547020288975,0.05387080741105693,0.03977933732589873,0.0010000000474974513
13,406.2266891026261,0.47561797794729177,0.49375176075661537,0.5183390520586826,0.5934354007834255,0.6499205337892665,0.6558669374720885,0.6819586311236466,0.6558451941697905,0.6184299296081657,0.47514429924511675,0.1679562895309807,0.13017115321489844,0.0010000000474974513
14,392.17479441425587,0.4685535507627053,0.49828884566184317,0.514257949472654,0.5603350607475431,0.6237193528968509,0.6347617388951896,0.6683485224695489,0.6807653281358209,0.6646748129094001,0.5543397971899202,0.34896743887721904,0.2909486047407188,0.0010000000474974513
15,373.3432233451617,0.46602455401184534,0.4916431484836163,0.5080023939066595,0.5320573213076828,0.5897130653409675,0.6042230176453544,0.706000038892916,0.7072607762742751,0.7000518748075655,0.6390518850029105,0.5474574155736678,0.5025225022051594,0.0010000000474974513
16,346.7917084646697,0.4467959401040974,0.4572914974524243,0.47353359761804636,0.4923812189314625,0.5447262915054171,0.5619596700267037,0.7023212626428887,0.7178954281429253,0.698340634308239,0.6671265018458413,0.6166878667208228,0.5974436012825163,0.0010000000474974513
17,326.2625469547687,0.44171982738051085,0.4506896095405711,0.4681327052340649,0.4763167111000212,0.5105173145190324,0.5255547041940217,0.7176748189595666,0.7409474348077679,0.7369709669953526,0.724018140004413,0.6962234466382773,0.6781058506210251,0.0010000000474974513
18,310.55707874864635,0.4333622688704198,0.44542439503244835,0.46486287984517544,0.4698582303405988,0.48579680683589216,0.49633492957247366,0.7115154157180598,0.715691870391959,0.7057612083926059,0.6992859161726319,0.6824693670957396,0.6662167251700222,0.0010000000474974513
19,291.26627055253135,0.42253193583818943,0.4189371431227958,0.43321531420887105,0.44164327082067434,0.4553090425411073,0.4650725070202705,0.7295645434077423,0.7518949231298844,0.7390345618276313,0.7310584907484526,0.7176294698573575,0.7116117306274943,0.0010000000474974513
20,280.46711700741605,0.4153511887139613,0.4082410844540832,0.4215312408338679,0.43063534751977073,0.4386481504039009,0.44628960100731047,0.7476620396765152,0.7662536785154059,0.759882635409289,0.7527639612112895,0.7446788685156567,0.7514234881589908,0.0010000000474974513
21,274.1302224338645,0.41129368661653876,0.4055687374997847,0.41724109177542207,0.4253525679359342,0.42985770637446113,0.43450676598171195,0.7304916482160587,0.7435501937818999,0.7430714357017291,0.7371648839204619,0.7330316706459121,0.72802469753983,0.0010000000474974513
22,257.66738287293083,0.40014712409217756,0.38134664179074884,0.3905984954078599,0.3988754684382146,0.4026834483784024,0.4086240512309688,0.7528381630925849,0.7851994751703621,0.7738109868351776,0.767669418660721,0.7664974674139873,0.7582607399119009,0.0010000000474974513
23,248.3402418382097,0.3946806263215471,0.36931734185407655,0.37731779152804085,0.38551112684873073,0.3877179734777696,0.3933549576466627,0.7612773191810834,0.8039218871900351,0.7916024451208586,0.78667417375168,0.7913170598521091,0.7807448689300235,0.0010000000474974513
24,237.10824358345258,0.3862511373982571,0.3543483793440432,0.3609333306846052,0.36845248967114064,0.36955467250087476,0.375234451329354,0.7616990981715741,0.7947355685847821,0.7956806651436457,0.7920163161683791,0.7880937020377358,0.7896646591696409,0.0010000000474974513
25,232.20904238861385,0.38126433810385146,0.345093638737603,0.35219036145965654,0.36048554547942513,0.3614107997405647,0.36750916015393664,0.7955323540338195,0.8131465563679686,0.8084598313463797,0.8057309861230378,0.8084108239353294,0.8033675274046341,0.0010000000474974513
26,225.0819987684193,0.3745258438705218,0.33490069122007576,0.34157314350699436,0.3492875445892315,0.3495673698068845,0.3561607351397524,0.7765486659389911,0.8042430523598548,0.8025368546495343,0.7982283122468703,0.7986558280368843,0.8028980174867233,0.0010000000474974513
27,215.88115941415919,0.37129772417616136,0.32234615382581655,0.32668075275303116,0.3340075796488488,0.3341691488086587,0.3417552446964944,0.8020805899459537,0.8398058862969426,0.8349524836729069,0.8311016004864532,0.8292972616630025,0.8331692177470368,0.0010000000474974513
28,204.0747809079614,0.36447766128152903,0.30841832644868605,0.31006617755583016,0.3158135091019149,0.31501664604881024,0.3227125280859447,0.7879568598057964,0.8428079013777251,0.8354465949653399,0.8294779363245067,0.8280714496527568,0.8291477295431761,0.0010000000474974513
29,193.66329457500194,0.3589513647084189,0.29475821849733297,0.2946301145423757,0.29972553002362207,0.2982655934768148,0.3058933844365696,0.8086448630484024,0.8568856432886407,0.8549625082771377,0.8491339913689264,0.8551805137407662,0.8447021027602771,0.0010000000474974513
30,181.4307587123153,0.35274604302231627,0.279223160135864,0.2764643765617125,0.27987170130899636,0.27798531182331615,0.2865024678187795,0.8041683459045863,0.8608480479457591,0.8655720524268575,0.8599345005384766,0.8650039050838735,0.8592906877546027,0.0010000000474974513
31,179.51717074554745,0.351302030357984,0.27597895574451675,0.27310570263036404,0.27669305597791577,0.2758663127032837,0.2829662441912264,0.8233314162433738,0.8727452324168516,0.8651975346083688,0.8596617532248544,0.8599013656672865,0.8601208535751493,0.0010000000474974513
32,166.86740920567277,0.3444428063265168,0.26083563002619414,0.25473585990395875,0.25669962079218117,0.2547358075285902,0.2629165370570551,0.8239967640083615,0.8777641276321789,0.8768641683134702,0.8764142211120908,0.8808827518236519,0.8757047251899643,0.0010000000474974513
33,151.05231634461055,0.3373136296130643,0.24282085069335332,0.23322911840854305,0.23294669670043605,0.2298969773225265,0.237016360653509,0.8260618524976296,0.8795193817355845,0.878115175974251,0.872925051368109,0.8758138701467231,0.8684859334832371,0.0010000000474974513
