,loss,o1_loss,o2_loss,o3_loss,o4_loss,o5_loss,o6_loss,o1_f1,o2_f1,o3_f1,o4_f1,o5_f1,o6_f1,lr
0,434.73751864258776,0.6715434639319467,0.6834484415403341,0.6858153696937448,0.6867474436052475,0.6891806274799871,0.6885387676405977,0.10461081648438904,0.01854599111747553,0.016887406390215593,0.02150259963600619,0.014130278876462158,0.02715230047054272,0.0010000000474974513
1,431.77340094531445,0.6406868973896128,0.6778287774377477,0.6824932286458718,0.6828537796182755,0.6843443476363766,0.6839577335750078,0.2546861929161259,0.0,0.0,0.0,0.0,0.0,0.0010000000474974513
2,430.81255107392894,0.6189323521627281,0.6727504683649269,0.6812070548003788,0.6820556167678946,0.6825875853336647,0.6826319201645819,0.4422470479171896,0.025341152024670004,0.0,0.0,0.0,0.0,0.0010000000474974513
3,430.67748483116384,0.5976143652088682,0.6670465100294994,0.6808926428932582,0.6820758324702345,0.6824660104884592,0.682587561397477,0.4965865832820726,0.07139033444675329,0.0,0.0,0.0,0.0,0.0010000000474974513
4,430.263055878742,0.5820317580839057,0.6578765016870848,0.6787767005249725,0.6809138258298238,0.6821123011388128,0.6821705275661986,0.525464573876912,0.0857695686593136,0.0,0.0,0.0,0.0,0.0010000000474974513
5,429.98919916200117,0.567477771837327,0.6448048122087171,0.6765613918488387,0.6801402340656926,0.6820066909643828,0.6820101470904817,0.521927880810465,0.21036806876534406,0.0,0.0,0.0,0.0,0.0010000000474974513
6,429.58757572947576,0.5558213445364427,0.6280773536741556,0.6730600004733847,0.678935124364734,0.6818421806708995,0.6817067410542632,0.5872032980183112,0.4136586147411169,0.024049182659204825,0.0,0.0,0.0,0.0010000000474974513
7,429.16797907345375,0.5464219914345784,0.6085918264502234,0.6678548790698707,0.6774665038262583,0.6818238953690383,0.6814387314515344,0.6238410396226908,0.4876782096458118,0.06389361902938752,0.0,0.0,0.0,0.0010000000474974513
8,428.1909010648492,0.5369769142890897,0.5864427469958183,0.6577403443385539,0.6739647607775046,0.681382087170783,0.6804828683299433,0.6309268162111382,0.5520821178348553,0.14459409544835813,0.0036634058939361194,0.0,0.0,0.0010000000474974513
9,427.35004099799664,0.5236704833547629,0.5693360464509234,0.6450612655850947,0.669984857418181,0.6815094165467132,0.6797519825568421,0.6261718598011103,0.5232092421851927,0.180777787955885,0.020599242531934903,0.0,0.0,0.0010000000474974513
